"SCHOOL","STATE","CITY","NOC","PROGRAM","TYPE","DEPARTMENT","DELIVERY","DURATION","PREREQ","LINK","LOC_LAT","LOC_LONG","WORLD_RANK","COUNTRY","TEACHING","INTERNATIONAL","RESEARCH","CITATIONS","INCOME","TOTAL_SCORE","NUM_STUDENTS","STUDENT_STAFF_RATIO","INTERNATIONAL_STUDENTS","F_M_RATIO","YEAR","timesData"
"California State University-San Bernardino","California","San Bernardino",1,"Master of Business Administration (M.B.A.) - Business Intelligence and Information Technology Focus","M","College of Business and Public Administration","Campus","60 units","Not Available","http://bulletin.csusb.edu/colleges-schools-departments/business-public-administration/mba/",34.183,-117.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Capella University","Minnesota","Minneapolis",3,"Graduate Certificate in Business Intelligence","C","School of Business and Technology","Online","15 credits","Not Available","http://www.capella.edu/online-degrees/certificate-business-intelligence/",44.9762,-93.2687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Capella University","Minnesota","Minneapolis",3,"Master of Science in Analytics","M","School of Business and Technology","Online","48 Credits","technical bachelor's degree","http://www.capella.edu/online-degrees/certificate-business-intelligence/admission-requirements/",44.9762,-93.2687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Capella University","Minnesota","Minneapolis",3,"MBA in Business Intelligence","M","School of Business & Technology","Online","48 credits","Not Available","http://www.capella.edu/online-degrees/certificate-business-intelligence/courses/",44.9762,-93.2687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-curriculum",40.4446,-79.9429,"24","United States of America",63.1,"58.1",77.4,93.9,"52.5","76","11,885",13.1,"35%","39 : 61",2014,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-curriculum",40.4446,-79.9429,"22","United States of America",67.4,"57.1",88.8,99.1,"57.5","82.3","11,885",13.1,"35%","39 : 61",2016,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-curriculum",40.4446,-79.9429,"24","United States of America",61.6,"59.3",74.9,92,"53","74.3","11,885",13.1,"35%","39 : 61",2015,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-curriculum",40.4446,-79.9429,"21","United States of America",65.7,"55",79.5,97.4,"60.7","78.4","11,885",13.1,"35%","39 : 61",2012,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-curriculum",40.4446,-79.9429,"22","United States of America",71.8,"51.4",87,95.5,"55.9","81.5","11,885",13.1,"35%","39 : 61",2013,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-curriculum",40.4446,-79.9429,"20","United States of America",70.3,"39.1",79.3,95.7,"53.7","79.3","11,885",13.1,"35%","39 : 61",2011,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"MBA: Business Analytics Track","M","Tepper School of Business","Campus","21 months full time/32 months part time","Not Available","http://www.cmu.edu/hub/tuition/graduate/index.html",40.4446,-79.9429,"24","United States of America",63.1,"58.1",77.4,93.9,"52.5","76","11,885",13.1,"35%","39 : 61",2014,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"MBA: Business Analytics Track","M","Tepper School of Business","Campus","21 months full time/32 months part time","Not Available","http://www.cmu.edu/hub/tuition/graduate/index.html",40.4446,-79.9429,"22","United States of America",67.4,"57.1",88.8,99.1,"57.5","82.3","11,885",13.1,"35%","39 : 61",2016,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"MBA: Business Analytics Track","M","Tepper School of Business","Campus","21 months full time/32 months part time","Not Available","http://www.cmu.edu/hub/tuition/graduate/index.html",40.4446,-79.9429,"24","United States of America",61.6,"59.3",74.9,92,"53","74.3","11,885",13.1,"35%","39 : 61",2015,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"MBA: Business Analytics Track","M","Tepper School of Business","Campus","21 months full time/32 months part time","Not Available","http://www.cmu.edu/hub/tuition/graduate/index.html",40.4446,-79.9429,"21","United States of America",65.7,"55",79.5,97.4,"60.7","78.4","11,885",13.1,"35%","39 : 61",2012,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"MBA: Business Analytics Track","M","Tepper School of Business","Campus","21 months full time/32 months part time","Not Available","http://www.cmu.edu/hub/tuition/graduate/index.html",40.4446,-79.9429,"22","United States of America",71.8,"51.4",87,95.5,"55.9","81.5","11,885",13.1,"35%","39 : 61",2013,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"MBA: Business Analytics Track","M","Tepper School of Business","Campus","21 months full time/32 months part time","Not Available","http://www.cmu.edu/hub/tuition/graduate/index.html",40.4446,-79.9429,"20","United States of America",70.3,"39.1",79.3,95.7,"53.7","79.3","11,885",13.1,"35%","39 : 61",2011,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-admission",40.4446,-79.9429,"24","United States of America",63.1,"58.1",77.4,93.9,"52.5","76","11,885",13.1,"35%","39 : 61",2014,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-admission",40.4446,-79.9429,"22","United States of America",67.4,"57.1",88.8,99.1,"57.5","82.3","11,885",13.1,"35%","39 : 61",2016,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-admission",40.4446,-79.9429,"24","United States of America",61.6,"59.3",74.9,92,"53","74.3","11,885",13.1,"35%","39 : 61",2015,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-admission",40.4446,-79.9429,"21","United States of America",65.7,"55",79.5,97.4,"60.7","78.4","11,885",13.1,"35%","39 : 61",2012,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-admission",40.4446,-79.9429,"22","United States of America",71.8,"51.4",87,95.5,"55.9","81.5","11,885",13.1,"35%","39 : 61",2013,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)","M","Heinz College","Campus or Online","144 units","computer science","http://mcds.cs.cmu.edu/learn-us-admission",40.4446,-79.9429,"20","United States of America",70.3,"39.1",79.3,95.7,"53.7","79.3","11,885",13.1,"35%","39 : 61",2011,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Computational Data Science (MCDS)","M","School of Computer Science","Campus","144 units/16 months","technical bachelor's degree","http://mcds.cs.cmu.edu/",40.4446,-79.9429,"24","United States of America",63.1,"58.1",77.4,93.9,"52.5","76","11,885",13.1,"35%","39 : 61",2014,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Computational Data Science (MCDS)","M","School of Computer Science","Campus","144 units/16 months","technical bachelor's degree","http://mcds.cs.cmu.edu/",40.4446,-79.9429,"22","United States of America",67.4,"57.1",88.8,99.1,"57.5","82.3","11,885",13.1,"35%","39 : 61",2016,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Computational Data Science (MCDS)","M","School of Computer Science","Campus","144 units/16 months","technical bachelor's degree","http://mcds.cs.cmu.edu/",40.4446,-79.9429,"24","United States of America",61.6,"59.3",74.9,92,"53","74.3","11,885",13.1,"35%","39 : 61",2015,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Computational Data Science (MCDS)","M","School of Computer Science","Campus","144 units/16 months","technical bachelor's degree","http://mcds.cs.cmu.edu/",40.4446,-79.9429,"21","United States of America",65.7,"55",79.5,97.4,"60.7","78.4","11,885",13.1,"35%","39 : 61",2012,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Computational Data Science (MCDS)","M","School of Computer Science","Campus","144 units/16 months","technical bachelor's degree","http://mcds.cs.cmu.edu/",40.4446,-79.9429,"22","United States of America",71.8,"51.4",87,95.5,"55.9","81.5","11,885",13.1,"35%","39 : 61",2013,1
"Carnegie Mellon University","Pennsylvania","Pittsburgh",4,"Master of Computational Data Science (MCDS)","M","School of Computer Science","Campus","144 units/16 months","technical bachelor's degree","http://mcds.cs.cmu.edu/",40.4446,-79.9429,"20","United States of America",70.3,"39.1",79.3,95.7,"53.7","79.3","11,885",13.1,"35%","39 : 61",2011,1
"Case Western Reserve University","Ohio","Cleveland",1,"MSM - Business Analytics","M","Weatherhead School of Management","Campus","33 credit hours","Not Available","https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/",41.5008,-81.6058,"116","United States of America",46.5,"34.4",37.4,82.9,"-","53.2","9,259",6.4,"17%","48:52:00",2015,1
"Case Western Reserve University","Ohio","Cleveland",1,"MSM - Business Analytics","M","Weatherhead School of Management","Campus","33 credit hours","Not Available","https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/",41.5008,-81.6058,"65","United States of America",67.2,"56.5",53.8,66,"-","62.2","9,259",6.4,"17%","48:52:00",2011,1
"Case Western Reserve University","Ohio","Cleveland",1,"MSM - Business Analytics","M","Weatherhead School of Management","Campus","33 credit hours","Not Available","https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/",41.5008,-81.6058,"104","United States of America",56.5,"34.2",42,80.4,"-","56.9","9,259",6.4,"17%","48:52:00",2013,1
"Case Western Reserve University","Ohio","Cleveland",1,"MSM - Business Analytics","M","Weatherhead School of Management","Campus","33 credit hours","Not Available","https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/",41.5008,-81.6058,"133","United States of America",46.1,"40.5",33.2,92,"34.1","55.3","9,259",6.4,"17%","48:52:00",2016,1
"Case Western Reserve University","Ohio","Cleveland",1,"MSM - Business Analytics","M","Weatherhead School of Management","Campus","33 credit hours","Not Available","https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/",41.5008,-81.6058,"93","United States of America",54.2,"29.9",40.2,78.4,"-","54.6","9,259",6.4,"17%","48:52:00",2012,1
"Case Western Reserve University","Ohio","Cleveland",1,"MSM - Business Analytics","M","Weatherhead School of Management","Campus","33 credit hours","Not Available","https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/",41.5008,-81.6058,"88","United States of America",51,"35.4",38.6,82.8,"-","55","9,259",6.4,"17%","48:52:00",2014,1
"Central Connecticut State University","Connecticut","New Britain",1,"Graduate Certificate in Data Mining","C","Department of Mathematical Sciences","Online","18 credits","statistics","http://web.ccsu.edu/datamining/graduate%20certificate.html",41.6903,-72.7701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Central Michigan University","Michigan","Mount Pleasant",2,"Certificate in Data Mining","C","Department of Mathematics","Campus","18 Credits","Not Available","https://www.cmich.edu/colleges/cst/math/academic_programs/graduate/Pages/default.aspx",43.5911,-84.7753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Central Michigan University","Michigan","Mount Pleasant",2,"Master of Science in Applied Statistics and Analytics","M","Department of Mathematics","Campus","36 Credits","Not Available","https://www.cmich.edu/colleges/cst/math/Pages/Graduate-Certificate-in-Data-Mining.aspx",43.5911,-84.7753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Chapman University","California","Orange",3,"Doctorate in Computational and Data Sciences","M","Schmid College of Science & Technology","Campus","70 Credit Hours","math,statistics,computer science","http://www.chapman.edu/scst/graduate/phd-computational-science.aspx",33.7937,-117.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Chapman University","California","Orange",3,"Doctorate in Computational and Data Sciences","M","Schmid College of Science & Technology","Campus","70 - 73 Credits","math,statistics","http://www.chapman.edu/scst/graduate/phd-computational-science.aspx",33.7937,-117.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Chapman University","California","Orange",3,"Master of Science in Computational and Data Sciences","M","Schmid College of Science & Technology","Campus","31-34 credits","math, statistics","http://www.chapman.edu/scst/graduate/phd-computational-science.aspx",33.7937,-117.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
