rank,song,artist,last-week,peak-rank,weeks-on-board,date
27,Good Days,SZA,19,9,12,2021-03-27
28,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,21,31,2021-03-27
29,What's Your Country Song,Thomas Rhett,30,29,13,2021-03-27
30,Heartbreak Anniversary,Giveon,52,30,5,2021-03-27
31,Lemon Pepper Freestyle,Drake Featuring Rick Ross,3,3,2,2021-03-27
32,Put Your Records On,Ritt Momney,35,30,22,2021-03-27
33,The Good Ones,Gabby Barrett,32,32,12,2021-03-27
34,Dynamite,BTS,43,1,30,2021-03-27
35,Starting Over,Chris Stapleton,41,25,29,2021-03-27
36,Street Runner,Rod Wave,,36,1,2021-03-27
37,Anyone,Justin Bieber,38,6,11,2021-03-27
38,Just The Way,Parmalee x Blanco Brown,31,31,12,2021-03-27
39,Willow,Taylor Swift,42,1,14,2021-03-27
40,Without You,The Kid LAROI,44,34,15,2021-03-27
41,Good Time,Niko Moon,33,20,24,2021-03-27
42,Cry Baby,Megan Thee Stallion Featuring DaBaby,45,28,15,2021-03-27
43,Telepatia,Kali Uchis,40,39,4,2021-03-27
44,Better Together,Luke Combs,36,15,24,2021-03-27
45,Whoopty,CJ,29,10,19,2021-03-27
46,My Head And My Heart,Ava Max,47,45,6,2021-03-27
47,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,54,47,2,2021-03-27
48,Damage,H.E.R.,50,44,14,2021-03-27
49,Long Live,Florida Georgia Line,51,48,11,2021-03-27
50,Throat Baby (Go Baby),BRS Kash,46,24,22,2021-03-27
51,Time Today,Moneybagg Yo,53,37,6,2021-03-27
52,We're Good,Dua Lipa,56,49,5,2021-03-27
53,Down To One,Luke Bryan,48,36,12,2021-03-27
54,Lady,Brett Young,55,54,10,2021-03-27
55,Track Star,Mooski,60,55,4,2021-03-27
56,Heat Waves,Glass Animals,57,56,9,2021-03-27
57,Goosebumps,Travis Scott & HVME,58,56,9,2021-03-27
58,Real As It Gets,Lil Baby Featuring EST Gee,34,34,2,2021-03-27
59,Hold On,Justin Bieber,26,26,2,2021-03-27
60,Monsters,All Time Low Featuring Demi Lovato & blackbear ,59,55,12,2021-03-27
61,Forever After All,Luke Combs,67,2,21,2021-03-27
62,Buss It,Erica Banks,61,47,10,2021-03-27
63,Hell Of A View,Eric Church,68,63,10,2021-03-27
64,Body,Megan Thee Stallion,63,12,17,2021-03-27
65,Momma's House,Dustin Lynch,62,62,10,2021-03-27
66,Wasted On You,Morgan Wallen,64,9,10,2021-03-27
67,Somebody Like That,Tenille Arts,71,67,9,2021-03-27
68,La Noche de Anoche,Bad Bunny & Rosalia,66,53,8,2021-03-27
69,The Business,Tiesto,77,69,4,2021-03-27
70,On The Ground,ROSE,,70,1,2021-03-27
71,Masterpiece,DaBaby,73,55,8,2021-03-27
72,Girl Like Me,Black Eyed Peas X Shakira,70,67,10,2021-03-27
73,Almost Maybes,Jordan Davis,78,73,8,2021-03-27
74,Quicksand,Morray,79,74,6,2021-03-27
75,Pick Up Your Feelings,Jazmine Sullivan,85,75,8,2021-03-27
76,Breaking Up Was Easy In The 90's,Sam Hunt,82,76,3,2021-03-27
77,Made For You,Jake Owen,80,77,4,2021-03-27
78,You Got It,VEDO,75,75,12,2021-03-27
79,Lost,NF Featuring Hopsin,,79,1,2021-03-27
80,Sand In My Boots,Morgan Wallen,72,32,10,2021-03-27
81,Beers And Sunshine,Darius Rucker,69,42,14,2021-03-27
82,One Too Many,Keith Urban Duet With P!nk,76,62,14,2021-03-27
83,Follow You,Imagine Dragons,,83,1,2021-03-27
84,Baila Conmigo,Selena Gomez With Rauw Alejandro,,74,2,2021-03-27
85,Nobody,Dylan Scott,89,85,3,2021-03-27
86,Glad You Exist,Dan + Shay,88,63,6,2021-03-27
87,Like I Want You,Giveon,,87,4,2021-03-27
88,Daywalker!,Machine Gun Kelly & CORPSE,,88,1,2021-03-27
89,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,84,84,4,2021-03-27
90,Settling Down,Miranda Lambert,,90,1,2021-03-27
91,Bandido,Myke Towers & Juhn,83,82,6,2021-03-27
92,Neighbors,Pooh Shiesty Featuring BIG30,87,51,6,2021-03-27
93,Drankin N Smokin,Future & Lil Uzi Vert,90,31,9,2021-03-27
94,Hellcats & Trackhawks,Lil Durk,74,74,2,2021-03-27
95,Opp Stoppa,YBN Nahmir Featuring 21 Savage,86,78,6,2021-03-27
96,Still Trappin',Lil Durk & King Von,92,53,12,2021-03-27
97,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,91,39,7,2021-03-27
98,Gone,Dierks Bentley,98,98,3,2021-03-27
99,Lil Bit,Nelly & Florida Georgia Line,100,99,2,2021-03-27
100,Undivided,Tim McGraw & Tyler Hubbard,,76,2,2021-03-27
1,What's Next,Drake,,1,1,2021-03-20
2,Wants And Needs,Drake Featuring Lil Baby,,2,1,2021-03-20
3,Lemon Pepper Freestyle,Drake Featuring Rick Ross,,3,1,2021-03-20
4,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,4,1,2021-03-20
5,Drivers License,Olivia Rodrigo,1,1,9,2021-03-20
6,Up,Cardi B,2,2,5,2021-03-20
7,Save Your Tears,The Weeknd,6,4,13,2021-03-20
8,Blinding Lights,The Weeknd,3,1,66,2021-03-20
9,34+35,Ariana Grande,4,2,19,2021-03-20
10,Mood,24kGoldn Featuring iann dior,7,1,31,2021-03-20
11,Go Crazy,Chris Brown & Young Thug,5,3,44,2021-03-20
12,What You Know Bout Love,Pop Smoke,9,9,27,2021-03-20
13,Levitating,Dua Lipa Featuring DaBaby,10,5,23,2021-03-20
14,Calling My Phone,Lil Tjay Featuring 6LACK,8,3,4,2021-03-20
15,Positions,Ariana Grande,11,1,20,2021-03-20
16,Back In Blood,Pooh Shiesty Featuring Lil Durk,13,13,10,2021-03-20
17,Therefore I Am,Billie Eilish,12,2,18,2021-03-20
18,Streets,Doja Cat,26,18,9,2021-03-20
19,Good Days,SZA,23,9,11,2021-03-20
20,You Broke Me First.,Tate McRae,17,17,29,2021-03-20
21,You're Mines Still,Yung Bleu Featuring Drake,19,19,14,2021-03-20
22,Best Friend,Saweetie Featuring Doja Cat,22,22,9,2021-03-20
23,Dakiti,Bad Bunny & Jhay Cortez,16,5,19,2021-03-20
24,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14,6,36,2021-03-20
25,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,15,15,8,2021-03-20
26,Hold On,Justin Bieber,,26,1,2021-03-20
27,On Me,Lil Baby,25,23,14,2021-03-20
28,My Ex's Best Friend,Machine Gun Kelly X blackbear,21,21,30,2021-03-20
29,Whoopty,CJ,18,10,18,2021-03-20
30,What's Your Country Song,Thomas Rhett,44,30,12,2021-03-20
31,Just The Way,Parmalee x Blanco Brown,33,31,11,2021-03-20
32,The Good Ones,Gabby Barrett,40,32,11,2021-03-20
33,Good Time,Niko Moon,20,20,23,2021-03-20
34,Real As It Gets,Lil Baby Featuring EST Gee,,34,1,2021-03-20
35,Put Your Records On,Ritt Momney,30,30,21,2021-03-20
36,Better Together,Luke Combs,27,15,23,2021-03-20
37,Astronaut In The Ocean,Masked Wolf,49,37,4,2021-03-20
38,Anyone,Justin Bieber,31,6,10,2021-03-20
39,No More Parties,Coi Leray Featuring Lil Durk,37,32,5,2021-03-20
40,Telepatia,Kali Uchis,39,39,3,2021-03-20
41,Starting Over,Chris Stapleton,48,25,28,2021-03-20
42,Willow,Taylor Swift,32,1,13,2021-03-20
43,Dynamite,BTS,43,1,29,2021-03-20
44,Without You,The Kid LAROI,34,34,14,2021-03-20
45,Cry Baby,Megan Thee Stallion Featuring DaBaby,42,28,14,2021-03-20
46,Throat Baby (Go Baby),BRS Kash,28,24,21,2021-03-20
47,My Head And My Heart,Ava Max,45,45,5,2021-03-20
48,Down To One,Luke Bryan,36,36,11,2021-03-20
49,Holy,Justin Bieber Featuring Chance The Rapper,29,3,25,2021-03-20
50,Damage,H.E.R.,46,44,13,2021-03-20
51,Long Live,Florida Georgia Line,52,48,10,2021-03-20
52,Heartbreak Anniversary,Giveon,54,52,4,2021-03-20
53,Time Today,Moneybagg Yo,50,37,5,2021-03-20
54,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,,54,1,2021-03-20
55,Lady,Brett Young,60,55,9,2021-03-20
56,We're Good,Dua Lipa,51,49,4,2021-03-20
57,Heat Waves,Glass Animals,61,57,8,2021-03-20
58,Goosebumps,Travis Scott & HVME,58,56,8,2021-03-20
59,Monsters,All Time Low Featuring Demi Lovato & blackbear ,55,55,11,2021-03-20
60,Track Star,Mooski,66,60,3,2021-03-20
61,Buss It,Erica Banks,57,47,9,2021-03-20
62,Momma's House,Dustin Lynch,67,62,9,2021-03-20
63,Body,Megan Thee Stallion,56,12,16,2021-03-20
64,Wasted On You,Morgan Wallen,62,9,9,2021-03-20
65,Golden,Harry Styles,59,57,20,2021-03-20
66,La Noche de Anoche,Bad Bunny & Rosalia,63,53,7,2021-03-20
67,Forever After All,Luke Combs,65,2,20,2021-03-20
68,Hell Of A View,Eric Church,70,68,9,2021-03-20
69,Beers And Sunshine,Darius Rucker,53,42,13,2021-03-20
70,Girl Like Me,Black Eyed Peas X Shakira,69,67,9,2021-03-20
71,Somebody Like That,Tenille Arts,73,71,8,2021-03-20
72,Sand In My Boots,Morgan Wallen,68,32,9,2021-03-20
73,Masterpiece,DaBaby,72,55,7,2021-03-20
74,Hellcats & Trackhawks,Lil Durk,,74,1,2021-03-20
75,You Got It,VEDO,77,75,11,2021-03-20
76,One Too Many,Keith Urban Duet With P!nk,75,62,13,2021-03-20
77,The Business,Tiesto,81,77,3,2021-03-20
78,Almost Maybes,Jordan Davis,84,78,7,2021-03-20
79,Quicksand,Morray,83,79,5,2021-03-20
80,Made For You,Jake Owen,88,80,3,2021-03-20
81,Lifestyle,Jason Derulo Featuring Adam Levine,71,71,5,2021-03-20
82,Breaking Up Was Easy In The 90's,Sam Hunt,92,82,2,2021-03-20
83,Bandido,Myke Towers & Juhn,82,82,5,2021-03-20
84,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,85,84,3,2021-03-20
85,Pick Up Your Feelings,Jazmine Sullivan,95,85,7,2021-03-20
86,Opp Stoppa,YBN Nahmir Featuring 21 Savage,80,78,5,2021-03-20
87,Neighbors,Pooh Shiesty Featuring BIG30,76,51,5,2021-03-20
88,Glad You Exist,Dan + Shay,91,63,5,2021-03-20
89,Nobody,Dylan Scott,96,89,2,2021-03-20
90,Drankin N Smokin,Future & Lil Uzi Vert,94,31,8,2021-03-20
91,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,79,39,6,2021-03-20
92,Still Trappin',Lil Durk & King Von,86,53,11,2021-03-20
93,Moonwalking In Calabasas,DDG,87,81,11,2021-03-20
94,Tyler Herro,Jack Harlow,78,34,20,2021-03-20
95,Somebody's Problem,Morgan Wallen,93,25,13,2021-03-20
96,Cover Me Up,Morgan Wallen,97,52,10,2021-03-20
97,Life's A Mess II,"Juice WRLD, Clever & Post Malone",,97,1,2021-03-20
98,Gone,Dierks Bentley,99,98,2,2021-03-20
99,AP,Pop Smoke,64,64,2,2021-03-20
100,Lil Bit,Nelly & Florida Georgia Line,,100,1,2021-03-20
1,Drivers License,Olivia Rodrigo,1,1,8,2021-03-13
2,Up,Cardi B,2,2,4,2021-03-13
3,Blinding Lights,The Weeknd,5,1,65,2021-03-13
4,34+35,Ariana Grande,4,2,18,2021-03-13
5,Go Crazy,Chris Brown & Young Thug,3,3,43,2021-03-13
6,Save Your Tears,The Weeknd,6,4,12,2021-03-13
7,Mood,24kGoldn Featuring iann dior,7,1,30,2021-03-13
8,Calling My Phone,Lil Tjay Featuring 6LACK,8,3,3,2021-03-13
9,What You Know Bout Love,Pop Smoke,11,9,26,2021-03-13
10,Levitating,Dua Lipa Featuring DaBaby,10,5,22,2021-03-13
11,Positions,Ariana Grande,9,1,19,2021-03-13
12,Therefore I Am,Billie Eilish,12,2,17,2021-03-13
13,Back In Blood,Pooh Shiesty Featuring Lil Durk,13,13,9,2021-03-13
14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,35,2021-03-13
15,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,47,15,7,2021-03-13
16,Dakiti,Bad Bunny & Jhay Cortez,16,5,18,2021-03-13
17,You Broke Me First.,Tate McRae,21,17,28,2021-03-13
18,Whoopty,CJ,14,10,17,2021-03-13
19,You're Mines Still,Yung Bleu Featuring Drake,19,19,13,2021-03-13
20,Good Time,Niko Moon,25,20,22,2021-03-13
21,My Ex's Best Friend,Machine Gun Kelly X blackbear,24,21,29,2021-03-13
22,Best Friend,Saweetie Featuring Doja Cat,28,22,8,2021-03-13
23,Good Days,SZA,17,9,10,2021-03-13
24,I Hope,Gabby Barrett Featuring Charlie Puth,18,3,62,2021-03-13
25,On Me,Lil Baby,23,23,13,2021-03-13
26,Streets,Doja Cat,22,18,8,2021-03-13
27,Better Together,Luke Combs,20,15,22,2021-03-13
28,Throat Baby (Go Baby),BRS Kash,26,24,20,2021-03-13
29,Holy,Justin Bieber Featuring Chance The Rapper,27,3,24,2021-03-13
30,Put Your Records On,Ritt Momney,36,30,20,2021-03-13
31,Anyone,Justin Bieber,33,6,9,2021-03-13
32,Willow,Taylor Swift,29,1,12,2021-03-13
33,Just The Way,Parmalee x Blanco Brown,35,33,10,2021-03-13
34,Without You,The Kid LAROI,38,34,13,2021-03-13
35,Bang!,AJR,31,8,35,2021-03-13
36,Down To One,Luke Bryan,37,36,10,2021-03-13
37,No More Parties,Coi Leray Featuring Lil Durk,32,32,4,2021-03-13
38,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,34,6,29,2021-03-13
39,Telepatia,Kali Uchis,54,39,2,2021-03-13
40,The Good Ones,Gabby Barrett,48,40,10,2021-03-13
41,Lonely,Justin Bieber & benny blanco,30,12,20,2021-03-13
42,Cry Baby,Megan Thee Stallion Featuring DaBaby,42,28,13,2021-03-13
43,Dynamite,BTS,50,1,28,2021-03-13
44,What's Your Country Song,Thomas Rhett,44,44,11,2021-03-13
45,My Head And My Heart,Ava Max,59,45,4,2021-03-13
46,Damage,H.E.R.,45,44,12,2021-03-13
47,Laugh Now Cry Later,Drake Featuring Lil Durk,39,2,29,2021-03-13
48,Starting Over,Chris Stapleton,40,25,27,2021-03-13
49,Astronaut In The Ocean,Masked Wolf,62,49,3,2021-03-13
50,Time Today,Moneybagg Yo,43,37,4,2021-03-13
51,We're Good,Dua Lipa,49,49,3,2021-03-13
52,Long Live,Florida Georgia Line,60,48,9,2021-03-13
53,Beers And Sunshine,Darius Rucker,46,42,12,2021-03-13
54,Heartbreak Anniversary,Giveon,63,54,3,2021-03-13
55,Monsters,All Time Low Featuring Demi Lovato & blackbear ,55,55,10,2021-03-13
56,Body,Megan Thee Stallion,41,12,15,2021-03-13
57,Buss It,Erica Banks,51,47,8,2021-03-13
58,Goosebumps,Travis Scott & HVME,56,56,7,2021-03-13
59,Golden,Harry Styles,57,57,19,2021-03-13
60,Lady,Brett Young,66,60,8,2021-03-13
61,Heat Waves,Glass Animals,65,61,7,2021-03-13
62,Wasted On You,Morgan Wallen,52,9,8,2021-03-13
63,La Noche de Anoche,Bad Bunny & Rosalia,58,53,6,2021-03-13
64,AP,Pop Smoke,,64,1,2021-03-13
65,Forever After All,Luke Combs,68,2,19,2021-03-13
66,Track Star,Mooski,99,66,2,2021-03-13
67,Momma's House,Dustin Lynch,75,67,8,2021-03-13
68,Sand In My Boots,Morgan Wallen,64,32,8,2021-03-13
69,Girl Like Me,Black Eyed Peas X Shakira,71,67,8,2021-03-13
70,Hell Of A View,Eric Church,73,70,8,2021-03-13
71,Lifestyle,Jason Derulo Featuring Adam Levine,74,71,4,2021-03-13
72,Masterpiece,DaBaby,76,55,6,2021-03-13
73,Somebody Like That,Tenille Arts,77,73,7,2021-03-13
74,Only Wanna Be With You,Post Malone,,74,1,2021-03-13
75,One Too Many,Keith Urban Duet With P!nk,85,62,12,2021-03-13
76,Neighbors,Pooh Shiesty Featuring BIG30,79,51,4,2021-03-13
77,You Got It,VEDO,81,77,10,2021-03-13
78,Tyler Herro,Jack Harlow,70,34,19,2021-03-13
79,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,72,39,5,2021-03-13
80,Opp Stoppa,YBN Nahmir Featuring 21 Savage,78,78,4,2021-03-13
81,The Business,Tiesto,96,81,2,2021-03-13
82,Bandido,Myke Towers & Juhn,82,82,4,2021-03-13
83,Quicksand,Morray,87,83,4,2021-03-13
84,Almost Maybes,Jordan Davis,91,84,6,2021-03-13
85,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,97,85,2,2021-03-13
86,Still Trappin',Lil Durk & King Von,86,53,10,2021-03-13
87,Moonwalking In Calabasas,DDG,83,81,10,2021-03-13
88,Made For You,Jake Owen,92,88,2,2021-03-13
89,Hole In The Bottle,Kelsea Ballerini,69,39,20,2021-03-13
90,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,,90,1,2021-03-13
91,Glad You Exist,Dan + Shay,93,63,4,2021-03-13
92,Breaking Up Was Easy In The 90's,Sam Hunt,,92,1,2021-03-13
93,Somebody's Problem,Morgan Wallen,80,25,12,2021-03-13
94,Drankin N Smokin,Future & Lil Uzi Vert,84,31,7,2021-03-13
95,Pick Up Your Feelings,Jazmine Sullivan,89,88,6,2021-03-13
96,Nobody,Dylan Scott,,96,1,2021-03-13
97,Cover Me Up,Morgan Wallen,95,52,9,2021-03-13
98,Like I Want You,Giveon,100,95,3,2021-03-13
99,Gone,Dierks Bentley,,99,1,2021-03-13
100,Bichota,Karol G,,72,13,2021-03-13
1,Drivers License,Olivia Rodrigo,1,1,7,2021-03-06
2,Up,Cardi B,5,2,3,2021-03-06
3,Go Crazy,Chris Brown & Young Thug,8,3,42,2021-03-06
4,34+35,Ariana Grande,2,2,17,2021-03-06
5,Blinding Lights,The Weeknd,4,1,64,2021-03-06
6,Save Your Tears,The Weeknd,6,4,11,2021-03-06
7,Mood,24kGoldn Featuring iann dior,7,1,29,2021-03-06
8,Calling My Phone,Lil Tjay Featuring 6LACK,3,3,2,2021-03-06
9,Positions,Ariana Grande,10,1,18,2021-03-06
10,Levitating,Dua Lipa Featuring DaBaby,9,5,21,2021-03-06
11,What You Know Bout Love,Pop Smoke,12,10,25,2021-03-06
12,Therefore I Am,Billie Eilish,13,2,16,2021-03-06
13,Back In Blood,Pooh Shiesty Featuring Lil Durk,16,13,8,2021-03-06
14,Whoopty,CJ,15,10,16,2021-03-06
15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,14,6,34,2021-03-06
16,Dakiti,Bad Bunny & Jhay Cortez,21,5,17,2021-03-06
17,Good Days,SZA,18,9,9,2021-03-06
18,I Hope,Gabby Barrett Featuring Charlie Puth,19,3,61,2021-03-06
19,You're Mines Still,Yung Bleu Featuring Drake,24,19,12,2021-03-06
20,Better Together,Luke Combs,20,15,21,2021-03-06
21,You Broke Me First.,Tate McRae,23,21,27,2021-03-06
22,Streets,Doja Cat,27,18,7,2021-03-06
23,On Me,Lil Baby,32,23,12,2021-03-06
24,My Ex's Best Friend,Machine Gun Kelly X blackbear,29,24,28,2021-03-06
25,Good Time,Niko Moon,35,25,21,2021-03-06
26,Throat Baby (Go Baby),BRS Kash,30,24,19,2021-03-06
27,Holy,Justin Bieber Featuring Chance The Rapper,17,3,23,2021-03-06
28,Best Friend,Saweetie Featuring Doja Cat,38,28,7,2021-03-06
29,Willow,Taylor Swift,25,1,11,2021-03-06
30,Lonely,Justin Bieber & benny blanco,22,12,19,2021-03-06
31,Bang!,AJR,31,8,34,2021-03-06
32,No More Parties,Coi Leray Featuring Lil Durk,70,32,3,2021-03-06
33,Anyone,Justin Bieber,28,6,8,2021-03-06
34,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,34,6,28,2021-03-06
35,Just The Way,Parmalee x Blanco Brown,40,35,9,2021-03-06
36,Put Your Records On,Ritt Momney,39,36,19,2021-03-06
37,Down To One,Luke Bryan,46,37,9,2021-03-06
38,Without You,The Kid LAROI,43,38,12,2021-03-06
39,Laugh Now Cry Later,Drake Featuring Lil Durk,36,2,28,2021-03-06
40,Starting Over,Chris Stapleton,37,25,26,2021-03-06
41,Body,Megan Thee Stallion,26,12,14,2021-03-06
42,Cry Baby,Megan Thee Stallion Featuring DaBaby,41,28,12,2021-03-06
43,Time Today,Moneybagg Yo,50,37,3,2021-03-06
44,What's Your Country Song,Thomas Rhett,56,44,10,2021-03-06
45,Damage,H.E.R.,44,44,11,2021-03-06
46,Beers And Sunshine,Darius Rucker,42,42,11,2021-03-06
47,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,54,47,6,2021-03-06
48,The Good Ones,Gabby Barrett,55,48,9,2021-03-06
49,We're Good,Dua Lipa,49,49,2,2021-03-06
50,Dynamite,BTS,45,1,27,2021-03-06
51,Buss It,Erica Banks,47,47,7,2021-03-06
52,Wasted On You,Morgan Wallen,53,9,7,2021-03-06
53,Clouds,NF,,53,1,2021-03-06
54,Telepatia,Kali Uchis,,54,1,2021-03-06
55,Monsters,All Time Low Featuring Demi Lovato & blackbear ,59,55,9,2021-03-06
56,Goosebumps,Travis Scott & HVME,60,56,6,2021-03-06
57,Golden,Harry Styles,58,57,18,2021-03-06
58,La Noche de Anoche,Bad Bunny & Rosalia,69,53,5,2021-03-06
59,My Head And My Heart,Ava Max,61,59,3,2021-03-06
60,Long Live,Florida Georgia Line,48,48,8,2021-03-06
61,Test Drive,Ariana Grande,,61,1,2021-03-06
62,Astronaut In The Ocean,Masked Wolf,68,62,2,2021-03-06
63,Heartbreak Anniversary,Giveon,74,63,2,2021-03-06
64,Sand In My Boots,Morgan Wallen,57,32,7,2021-03-06
65,Heat Waves,Glass Animals,64,64,6,2021-03-06
66,Lady,Brett Young,63,63,7,2021-03-06
67,Hit Bout It,Lil Yachty Featuring Kodak Black,,67,1,2021-03-06
68,Forever After All,Luke Combs,66,2,18,2021-03-06
69,Hole In The Bottle,Kelsea Ballerini,52,39,19,2021-03-06
70,Tyler Herro,Jack Harlow,62,34,18,2021-03-06
71,Girl Like Me,Black Eyed Peas X Shakira,67,67,7,2021-03-06
72,Finesse Out The Gang Way,Lil Durk Featuring Lil Baby,79,39,4,2021-03-06
73,Hell Of A View,Eric Church,73,73,7,2021-03-06
74,Lifestyle,Jason Derulo Featuring Adam Levine,76,74,3,2021-03-06
75,Momma's House,Dustin Lynch,72,72,7,2021-03-06
76,Masterpiece,DaBaby,80,55,5,2021-03-06
77,Somebody Like That,Tenille Arts,78,77,6,2021-03-06
78,Opp Stoppa,YBN Nahmir Featuring 21 Savage,99,78,3,2021-03-06
79,Neighbors,Pooh Shiesty Featuring BIG30,75,51,3,2021-03-06
80,Somebody's Problem,Morgan Wallen,71,25,11,2021-03-06
81,You Got It,VEDO,85,81,9,2021-03-06
82,Bandido,Myke Towers & Juhn,82,82,3,2021-03-06
83,Moonwalking In Calabasas,DDG,81,81,9,2021-03-06
84,Drankin N Smokin,Future & Lil Uzi Vert,90,31,6,2021-03-06
85,One Too Many,Keith Urban Duet With P!nk,86,62,11,2021-03-06
86,Still Trappin',Lil Durk & King Von,87,53,9,2021-03-06
87,Quicksand,Morray,94,87,3,2021-03-06
88,Chicken Tendies,Clinton Kane,,88,1,2021-03-06
89,Pick Up Your Feelings,Jazmine Sullivan,88,88,5,2021-03-06
90,ZaZa,6ix9ine,,90,1,2021-03-06
91,Almost Maybes,Jordan Davis,96,91,5,2021-03-06
92,Made For You,Jake Owen,,92,1,2021-03-06
93,Glad You Exist,Dan + Shay,93,63,3,2021-03-06
94,Afterglow,Ed Sheeran,65,29,10,2021-03-06
95,Cover Me Up,Morgan Wallen,84,52,8,2021-03-06
96,The Business,Tiesto,,96,1,2021-03-06
97,Hello,Pop Smoke Featuring A Boogie Wit da Hoodie,,97,1,2021-03-06
98,Monster,Shawn Mendes & Justin Bieber,91,8,14,2021-03-06
99,Track Star,Mooski,,99,1,2021-03-06
100,Like I Want You,Giveon,95,95,2,2021-03-06
1,Drivers License,Olivia Rodrigo,1,1,6,2021-02-27
2,34+35,Ariana Grande,6,2,16,2021-02-27
3,Calling My Phone,Lil Tjay Featuring 6LACK,,3,1,2021-02-27
4,Blinding Lights,The Weeknd,3,1,63,2021-02-27
5,Up,Cardi B,2,2,2,2021-02-27
6,Save Your Tears,The Weeknd,4,4,10,2021-02-27
7,Mood,24kGoldn Featuring iann dior,5,1,28,2021-02-27
8,Go Crazy,Chris Brown & Young Thug,7,5,41,2021-02-27
9,Levitating,Dua Lipa Featuring DaBaby,8,5,20,2021-02-27
10,Positions,Ariana Grande,9,1,17,2021-02-27
11,Love Story (Taylor's Version),Taylor Swift,,11,1,2021-02-27
12,What You Know Bout Love,Pop Smoke,10,10,24,2021-02-27
13,Therefore I Am,Billie Eilish,15,2,15,2021-02-27
14,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,12,6,33,2021-02-27
15,Whoopty,CJ,11,10,15,2021-02-27
16,Back In Blood,Pooh Shiesty Featuring Lil Durk,17,16,7,2021-02-27
17,Holy,Justin Bieber Featuring Chance The Rapper,14,3,22,2021-02-27
18,Good Days,SZA,13,9,8,2021-02-27
19,I Hope,Gabby Barrett Featuring Charlie Puth,20,3,60,2021-02-27
20,Better Together,Luke Combs,18,15,20,2021-02-27
21,Dakiti,Bad Bunny & Jhay Cortez,19,5,16,2021-02-27
22,Lonely,Justin Bieber & benny blanco,16,12,18,2021-02-27
23,You Broke Me First.,Tate McRae,24,23,26,2021-02-27
24,You're Mines Still,Yung Bleu Featuring Drake,26,24,11,2021-02-27
25,Willow,Taylor Swift,29,1,10,2021-02-27
26,Body,Megan Thee Stallion,21,12,13,2021-02-27
27,Streets,Doja Cat,22,18,6,2021-02-27
28,Anyone,Justin Bieber,34,6,7,2021-02-27
29,My Ex's Best Friend,Machine Gun Kelly X blackbear,25,25,27,2021-02-27
30,Throat Baby (Go Baby),BRS Kash,33,24,18,2021-02-27
31,Bang!,AJR,23,8,33,2021-02-27
32,On Me,Lil Baby,31,29,11,2021-02-27
33,Before You Go,Lewis Capaldi,32,9,52,2021-02-27
34,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,27,6,27,2021-02-27
35,Good Time,Niko Moon,35,31,20,2021-02-27
36,Laugh Now Cry Later,Drake Featuring Lil Durk,30,2,27,2021-02-27
37,Starting Over,Chris Stapleton,40,25,25,2021-02-27
38,Best Friend,Saweetie Featuring Doja Cat,41,38,6,2021-02-27
39,Put Your Records On,Ritt Momney,45,39,18,2021-02-27
40,Just The Way,Parmalee x Blanco Brown,42,40,8,2021-02-27
41,Cry Baby,Megan Thee Stallion Featuring DaBaby,28,28,11,2021-02-27
42,Beers And Sunshine,Darius Rucker,46,42,10,2021-02-27
43,Without You,The Kid LAROI,44,43,11,2021-02-27
44,Damage,H.E.R.,47,44,10,2021-02-27
45,Dynamite,BTS,43,1,26,2021-02-27
46,Down To One,Luke Bryan,50,46,8,2021-02-27
47,Buss It,Erica Banks,60,47,6,2021-02-27
48,Long Live,Florida Georgia Line,61,48,7,2021-02-27
49,We're Good,Dua Lipa,,49,1,2021-02-27
50,Time Today,Moneybagg Yo,37,37,2,2021-02-27
51,What It Feels Like,Nipsey Hussle & JAY-Z,,51,1,2021-02-27
