,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
13907,2010-02-19,chatain,35.0,7.0,35978.0,M,licence,detective,68.59,non,1
13908,2012-05-28,brun,17.0,10.0,38641.0,M,licence,geologie,77.69,non,0
13909,2010-09-20,chatain,30.0,10.0,35416.0,M,doctorat,geologie,91.55,oui,0
13910,2013-01-15,blond,35.0,2.0,34726.0,M,master,geologie,88.56,oui,1
13911,2010-12-13,blond,40.0,10.0,23235.0,F,master,geologie,117.94,non,0
13912,2012-02-06,brun,14.0,7.0,37803.0,M,licence,forage,61.46,,0
13913,2013-09-07,chatain,12.0,10.0,34320.0,M,master,geologie,61.96,non,0
13914,2013-12-28,,,9.0,37719.0,M,licence,geologie,50.92,non,0
13915,2013-01-22,brun,45.0,11.0,24645.0,F,master,detective,84.97,non,0
13916,2011-03-12,chatain,28.0,4.0,37184.0,M,doctorat,geologie,70.98,oui,0
13917,2014-11-17,roux,52.0,11.0,33713.0,M,bac,geologie,58.67,non,0
13918,2013-11-04,roux,40.0,13.0,42819.0,M,bac,detective,60.99,non,0
13919,2014-06-25,chatain,43.0,7.0,37322.0,M,doctorat,forage,89.03,oui,0
13920,2014-08-22,brun,28.0,7.0,34851.0,M,master,geologie,77.05,oui,0
13921,2012-12-15,blond,29.0,13.0,40157.0,M,licence,detective,75.02,oui,0
13922,2010-10-17,brun,32.0,6.0,36321.0,F,licence,forage,97.52,oui,0
13923,2013-08-01,chatain,26.0,12.0,37595.0,M,master,geologie,68.93,oui,1
13924,2011-01-25,chatain,39.0,13.0,40057.0,F,master,detective,58.31,oui,0
13925,2010-09-04,roux,30.0,7.0,36542.0,F,licence,forage,94.45,oui,0
13926,2012-03-16,brun,36.0,13.0,33114.0,M,master,geologie,62.65,non,0
13927,2013-11-09,blond,49.0,8.0,31559.0,M,master,geologie,76.63,non,0
13928,2014-10-27,brun,29.0,10.0,24327.0,F,master,geologie,86.58,non,0
13929,2012-08-16,blond,44.0,11.0,36671.0,M,licence,geologie,84.08,oui,1
13930,2010-04-17,blond,47.0,12.0,41104.0,M,licence,forage,52.06,oui,0
13931,2012-08-15,brun,44.0,7.0,39383.0,F,licence,forage,91.77,non,0
13932,2013-04-17,chatain,23.0,12.0,34510.0,F,master,forage,74.02,non,0
13933,2013-08-19,brun,17.0,15.0,38603.0,M,master,detective,69.07,oui,0
13934,2014-07-05,blond,46.0,14.0,25458.0,M,doctorat,detective,125.36,oui,0
13935,2011-02-12,brun,31.0,12.0,33373.0,M,master,detective,79.7,oui,0
13936,2011-07-03,chatain,38.0,13.0,40841.0,F,master,archeologie,69.08,oui,0
13937,2010-01-30,chatain,27.0,11.0,33525.0,M,,geologie,64.0,non,0
13938,2014-12-19,roux,35.0,11.0,32521.0,M,bac,geologie,55.68,non,0
13939,2011-12-12,chatain,26.0,8.0,35982.0,F,master,archeologie,69.75,oui,0
13940,2012-09-14,brun,20.0,13.0,35683.0,M,master,geologie,71.67,non,1
13941,2010-12-26,brun,33.0,15.0,33155.0,F,licence,geologie,86.51,non,0
13942,2012-10-06,brun,22.0,10.0,28864.0,F,master,detective,91.4,non,0
13943,2010-10-20,chatain,39.0,11.0,34346.0,F,master,detective,87.67,non,0
13944,2013-11-09,blond,37.0,8.0,39419.0,F,bac,detective,57.41,non,0
13945,2013-09-06,brun,19.0,8.0,40452.0,F,licence,detective,70.86,oui,1
13946,2012-11-23,brun,26.0,15.0,46482.0,M,bac,detective,22.28,oui,1
13947,2014-01-08,brun,29.0,10.0,44752.0,M,licence,forage,42.13,oui,0
13948,2010-05-01,brun,34.0,8.0,34195.0,M,licence,geologie,55.74,non,0
13949,2013-03-06,brun,47.0,11.0,46664.0,M,licence,forage,41.75,oui,0
13950,2011-01-20,blond,35.0,13.0,32200.0,M,licence,detective,98.4,non,1
13951,2011-08-21,blond,31.0,12.0,42802.0,M,licence,detective,86.15,oui,0
13952,2012-10-03,brun,42.0,6.0,30477.0,M,master,geologie,73.06,non,0
13953,2014-06-04,brun,14.0,4.0,31930.0,M,master,forage,77.04,oui,0
13954,2014-12-19,blond,42.0,9.0,24809.0,F,licence,geologie,103.5,non,0
13955,2014-12-05,blond,42.0,10.0,25809.0,F,bac,geologie,82.09,non,1
13956,2010-10-20,blond,44.0,6.0,35905.0,M,licence,geologie,69.22,non,0
13957,2012-05-12,brun,29.0,7.0,26563.0,M,master,geologie,69.57,non,1
13958,2012-09-05,chatain,41.0,15.0,41531.0,F,licence,detective,68.01,oui,1
13959,2011-06-28,brun,34.0,9.0,40210.0,M,licence,forage,65.23,oui,0
13960,2011-01-12,chatain,33.0,9.0,41171.0,F,licence,forage,61.77,non,0
13961,2012-06-04,chatain,26.0,6.0,36439.0,F,master,detective,76.54,non,0
13962,2014-05-28,brun,47.0,13.0,34879.0,M,licence,geologie,63.51,non,0
13963,2012-09-08,blond,44.0,8.0,32421.0,M,master,forage,77.47,oui,0
13964,2010-03-06,roux,34.0,10.0,28847.0,F,licence,geologie,112.89,non,0
13965,2010-09-28,brun,36.0,7.0,28348.0,M,licence,detective,,non,1
13966,2010-07-31,roux,43.0,10.0,38337.0,,licence,forage,92.7,oui,1
13967,2011-12-11,chatain,33.0,12.0,41988.0,M,licence,geologie,72.49,non,0
13968,2011-07-24,brun,50.0,10.0,32733.0,M,master,detective,77.13,oui,0
13969,2013-05-05,chatain,30.0,11.0,34577.0,F,master,geologie,81.4,non,0
13970,2011-08-08,roux,30.0,7.0,46924.0,M,bac,detective,75.48,oui,0
13971,2014-01-03,blond,38.0,10.0,38414.0,M,licence,detective,73.06,oui,0
13972,2010-04-12,blond,39.0,7.0,29340.0,M,licence,geologie,45.93,non,0
13973,2014-06-13,chatain,22.0,10.0,43700.0,M,licence,geologie,63.54,non,0
13974,2014-06-12,chatain,20.0,9.0,36911.0,F,master,detective,89.13,oui,0
13975,2010-12-24,chatain,39.0,11.0,43996.0,M,licence,geologie,38.43,non,0
13976,2013-04-25,blond,35.0,11.0,35637.0,F,bac,geologie,68.59,non,0
13977,2014-06-15,chatain,30.0,,34197.0,M,doctorat,geologie,71.34,non,0
13978,2012-06-10,roux,58.0,10.0,36125.0,F,licence,archeologie,84.98,oui,0
13979,2014-10-29,brun,25.0,12.0,39083.0,M,licence,geologie,64.32,non,1
13980,2011-09-27,blond,41.0,7.0,30924.0,F,master,detective,99.36,non,0
13981,2011-05-11,blond,30.0,4.0,33254.0,M,master,forage,86.7,oui,0
13982,2014-05-09,blond,35.0,7.0,29425.0,F,doctorat,forage,109.79,oui,0
13983,2014-07-16,brun,37.0,12.0,29305.0,F,master,geologie,85.08,non,0
13984,2011-03-29,chatain,25.0,12.0,28404.0,F,master,forage,102.42,non,0
13985,2013-04-28,chatain,35.0,7.0,32655.0,F,master,detective,71.19,,0
13986,2011-07-28,roux,45.0,11.0,32719.0,M,bac,geologie,59.53,non,0
13987,2011-05-23,chatain,36.0,10.0,34750.0,F,master,detective,84.87,oui,0
13988,2014-08-16,chatain,31.0,5.0,44231.0,F,doctorat,archeologie,94.23,oui,0
13989,2013-07-24,roux,41.0,12.0,30260.0,F,bac,forage,92.63,non,0
13990,2014-11-21,brun,45.0,12.0,30340.0,F,master,geologie,99.7,non,0
13991,2013-09-10,blond,43.0,9.0,30802.0,M,master,forage,66.99,non,0
13992,2014-02-08,chatain,28.0,9.0,36545.0,F,doctorat,archeologie,78.49,oui,0
13993,2011-02-08,chatain,42.0,4.0,23505.0,F,doctorat,detective,103.8,oui,0
13994,2013-04-30,blond,27.0,12.0,29488.0,F,master,forage,93.46,oui,0
13995,2010-11-07,chatain,46.0,12.0,30913.0,M,master,geologie,55.57,non,0
13996,2013-07-10,brun,42.0,10.0,35187.0,F,master,archeologie,88.63,oui,0
13997,2011-02-28,brun,32.0,10.0,42290.0,M,licence,geologie,63.8,non,0
13998,2012-08-10,brun,32.0,11.0,25667.0,F,doctorat,archeologie,119.31,oui,0
13999,2014-03-08,blond,28.0,12.0,26122.0,F,master,geologie,73.05,non,0
14000,2012-01-13,blond,40.0,7.0,41230.0,M,bac,geologie,65.96,non,0
14001,2011-09-19,roux,32.0,10.0,31353.0,F,licence,detective,107.55,oui,0
14002,2011-04-06,blond,31.0,7.0,33789.0,M,doctorat,geologie,86.34,oui,1
14003,2013-08-11,roux,46.0,7.0,37126.0,F,bac,forage,65.02,non,0
14004,2012-07-04,brun,29.0,13.0,33906.0,M,master,geologie,74.73,non,0
14005,2012-05-08,chatain,46.0,6.0,40679.0,F,licence,forage,65.52,non,0
14006,2012-03-19,blond,30.0,7.0,35097.0,M,licence,detective,55.04,non,0
14007,2013-12-17,blond,43.0,10.0,36577.0,M,licence,geologie,48.36,non,0
14008,2011-11-06,chatain,27.0,9.0,33341.0,M,master,forage,65.16,non,1
14009,2012-12-28,brun,51.0,12.0,42292.0,M,licence,forage,57.68,oui,0
14010,2013-01-27,chatain,35.0,10.0,40002.0,M,doctorat,detective,92.82,oui,0
14011,2013-10-25,chatain,28.0,11.0,29240.0,F,licence,archeologie,58.31,non,1
14012,2013-05-17,,26.0,10.0,38505.0,M,master,geologie,94.78,oui,1
14013,2012-04-23,blond,21.0,11.0,36705.0,F,licence,forage,78.78,non,0
14014,2014-01-21,chatain,20.0,6.0,26922.0,M,doctorat,geologie,91.36,non,0
14015,2013-12-16,roux,42.0,8.0,22422.0,F,doctorat,archeologie,119.41,oui,0
14016,2012-09-22,brun,43.0,11.0,42499.0,M,licence,geologie,56.22,oui,0
14017,2014-06-29,brun,38.0,6.0,31998.0,M,master,geologie,70.64,non,0
14018,2013-08-19,chatain,33.0,7.0,41117.0,F,licence,detective,49.79,non,0
14019,2011-02-20,brun,46.0,3.0,39316.0,M,master,forage,86.1,oui,0
14020,2012-04-03,chatain,33.0,7.0,39181.0,F,master,archeologie,74.72,oui,0
14021,2014-08-02,chatain,39.0,8.0,40307.0,F,licence,forage,73.57,non,0
14022,2013-12-11,brun,38.0,7.0,27301.0,F,doctorat,forage,88.45,oui,0
14023,2013-11-02,chatain,34.0,12.0,42922.0,F,licence,geologie,43.03,non,0
14024,2011-03-03,roux,30.0,4.0,39567.0,M,licence,,42.9,non,0
14025,2013-08-23,blond,38.0,6.0,32549.0,M,licence,geologie,67.73,non,1
14026,2014-08-19,blond,40.0,8.0,40438.0,F,bac,detective,62.81,non,0
14027,2011-11-14,chatain,37.0,6.0,29907.0,F,doctorat,detective,115.26,oui,0
14028,2014-03-09,,30.0,9.0,38949.0,F,licence,detective,93.49,oui,0
14029,2013-05-10,chatain,49.0,3.0,42999.0,M,master,detective,71.61,oui,0
14030,2011-06-16,chatain,56.0,16.0,37632.0,M,doctorat,detective,78.44,oui,0
14031,2014-01-31,chatain,48.0,9.0,29820.0,F,doctorat,detective,101.24,oui,0
14032,2011-02-16,blond,35.0,6.0,40377.0,M,bac,detective,65.17,non,0
14033,2010-07-08,brun,31.0,8.0,35596.0,M,master,detective,89.95,oui,0
14034,2010-10-22,chatain,54.0,8.0,36445.0,M,master,geologie,57.29,non,0
14035,2014-08-17,blond,29.0,2.0,37477.0,M,bac,geologie,52.03,non,0
14036,2011-11-15,blond,34.0,10.0,40247.0,M,licence,geologie,57.08,non,0
14037,2010-09-19,chatain,35.0,9.0,29474.0,F,licence,detective,64.1,non,1
14038,2012-11-10,chatain,30.0,7.0,43070.0,M,master,forage,61.99,oui,0
14039,2011-03-28,chatain,32.0,11.0,41269.0,F,licence,geologie,82.81,non,0
14040,2011-03-27,chatain,38.0,6.0,41070.0,M,master,forage,57.02,oui,0
14041,2011-01-12,brun,41.0,14.0,36975.0,M,licence,geologie,61.36,non,0
14042,2013-04-11,brun,16.0,9.0,51542.0,M,master,geologie,66.32,oui,0
14043,2014-05-29,chatain,46.0,11.0,35871.0,M,licence,geologie,74.7,non,0
14044,2013-01-23,blond,32.0,11.0,33678.0,F,licence,detective,69.93,non,0
14045,2012-11-16,brun,31.0,9.0,32250.0,F,licence,detective,80.98,non,0
14046,2012-08-31,chatain,27.0,7.0,35036.0,F,doctorat,archeologie,120.72,oui,0
14047,2010-09-24,chatain,46.0,7.0,40690.0,,master,geologie,90.74,oui,0
14048,2013-07-05,brun,29.0,6.0,41423.0,F,bac,forage,73.06,non,0
14049,2011-12-17,roux,42.0,11.0,28880.0,M,licence,geologie,62.36,non,0
14050,2011-07-25,blond,26.0,4.0,33726.0,F,licence,forage,109.63,non,0
14051,2012-06-03,chatain,43.0,9.0,43063.0,M,licence,geologie,58.49,non,0
14052,2012-04-04,blond,35.0,9.0,30301.0,F,master,archeologie,102.21,oui,0
14053,2011-06-18,brun,28.0,13.0,40078.0,F,licence,detective,92.09,oui,0
14054,2010-05-01,blond,15.0,7.0,39708.0,M,licence,geologie,70.92,non,0
14055,2012-01-19,blond,51.0,9.0,30560.0,M,master,forage,77.25,non,0
14056,2010-03-11,chatain,30.0,8.0,39897.0,F,master,geologie,64.77,non,0
14057,2011-11-22,brun,33.0,10.0,32708.0,M,licence,geologie,82.89,non,0
14058,2014-12-25,brun,48.0,7.0,30810.0,M,master,geologie,89.41,oui,0
14059,2011-06-11,chatain,20.0,9.0,38070.0,M,master,forage,63.45,oui,0
14060,2010-01-09,blond,34.0,16.0,26579.0,M,licence,geologie,79.97,non,1
14061,2014-08-19,blond,27.0,9.0,31533.0,M,licence,geologie,78.74,non,0
14062,2012-02-20,brun,27.0,11.0,41483.0,M,licence,geologie,53.55,non,0
14063,2012-10-12,brun,41.0,9.0,32667.0,F,licence,detective,66.91,non,0
14064,2011-08-13,brun,42.0,9.0,36729.0,M,master,geologie,80.72,oui,0
14065,2014-01-25,chatain,38.0,13.0,31871.0,M,master,geologie,63.98,non,0
14066,2012-07-19,chatain,45.0,10.0,43038.0,M,master,forage,58.06,oui,0
14067,2014-12-10,brun,43.0,8.0,33423.0,M,licence,geologie,60.49,non,0
14068,2013-04-05,brun,41.0,15.0,31499.0,M,master,geologie,56.46,non,0
14069,2014-01-09,brun,37.0,4.0,41924.0,M,licence,geologie,73.63,oui,0
14070,2012-11-30,roux,25.0,6.0,48369.0,M,licence,geologie,105.17,oui,1
14071,2014-09-19,blond,46.0,16.0,32143.0,M,master,geologie,66.28,non,0
14072,2011-04-17,chatain,30.0,9.0,24743.0,F,doctorat,forage,105.76,non,0
14073,2014-11-17,chatain,32.0,7.0,38319.0,M,master,geologie,65.69,non,0
14074,2013-03-23,chatain,40.0,13.0,36836.0,F,master,forage,78.74,non,0
14075,2010-11-15,blond,33.0,15.0,37284.0,M,licence,geologie,61.94,non,0
14076,2011-07-01,chatain,18.0,13.0,33447.0,F,master,geologie,55.94,non,1
14077,2010-04-05,blond,26.0,8.0,23016.0,M,master,geologie,83.49,non,0
14078,2012-07-21,roux,27.0,6.0,36333.0,M,bac,geologie,59.19,non,0
14079,2013-03-13,brun,37.0,5.0,34202.0,F,master,forage,98.52,oui,0
14080,2013-03-02,brun,56.0,11.0,32817.0,M,master,geologie,72.53,non,0
14081,2010-05-09,brun,42.0,14.0,34935.0,M,master,geologie,74.49,oui,1
14082,2013-01-05,blond,32.0,9.0,46286.0,M,bac,forage,73.75,oui,0
14083,2013-04-19,blond,35.0,16.0,33132.0,M,master,forage,74.94,oui,0
14084,2014-12-31,chatain,35.0,12.0,39809.0,M,master,geologie,76.22,oui,0
14085,2011-08-12,blond,35.0,6.0,35708.0,M,master,geologie,67.72,oui,0
14086,2011-11-26,brun,44.0,7.0,40223.0,F,licence,detective,65.08,non,0
14087,2014-12-23,roux,44.0,4.0,30110.0,F,bac,forage,73.4,non,0
14088,2014-11-17,brun,35.0,8.0,31043.0,M,master,geologie,66.02,non,0
14089,2013-04-24,chatain,27.0,6.0,35656.0,F,doctorat,detective,87.9,oui,0
14090,2011-07-12,chatain,33.0,7.0,35436.0,F,licence,forage,73.56,non,0
14091,2012-05-01,chatain,35.0,8.0,29158.0,F,doctorat,forage,93.82,oui,0
14092,2012-12-31,chatain,53.0,12.0,36499.0,F,doctorat,archeologie,112.23,oui,0
14093,2014-03-25,brun,35.0,9.0,28545.0,M,master,geologie,72.07,non,0
14094,2011-11-02,chatain,46.0,5.0,41867.0,M,licence,forage,61.16,oui,0
14095,2012-07-12,blond,14.0,9.0,37130.0,M,licence,geologie,71.73,non,0
14096,2011-12-15,brun,40.0,8.0,34638.0,M,licence,geologie,70.15,non,0
14097,2013-07-06,chatain,44.0,10.0,32963.0,M,doctorat,,84.82,oui,0
14098,2013-09-18,blond,42.0,10.0,34940.0,M,master,geologie,93.56,oui,0
14099,2011-06-18,blond,15.0,5.0,42429.0,M,licence,geologie,66.1,non,0
14100,2010-06-30,chatain,31.0,10.0,44682.0,F,licence,forage,75.4,oui,0
14101,2012-12-20,chatain,37.0,12.0,35301.0,M,master,forage,58.67,non,1
14102,2010-04-16,roux,35.0,9.0,31449.0,M,bac,geologie,68.82,non,0
14103,2010-07-07,brun,39.0,15.0,39252.0,M,licence,geologie,58.83,non,0
14104,2012-06-01,chatain,30.0,8.0,36214.0,F,master,forage,52.86,non,1
14105,2013-12-27,blond,42.0,5.0,35589.0,F,licence,forage,78.06,non,0
14106,2012-01-10,brun,26.0,,27620.0,M,master,geologie,97.96,non,0
14107,2010-06-30,roux,28.0,11.0,41929.0,M,bac,geologie,41.35,non,0
14108,2013-12-21,blond,42.0,6.0,34217.0,M,licence,geologie,60.75,non,0
14109,2010-12-04,brun,38.0,13.0,35228.0,M,licence,geologie,68.04,non,0
14110,2010-04-30,roux,27.0,8.0,33799.0,M,licence,geologie,59.73,non,0
14111,2014-12-11,brun,34.0,12.0,26518.0,F,doctorat,forage,105.7,oui,0
14112,2013-08-06,chatain,33.0,6.0,33709.0,F,doctorat,forage,88.54,oui,0
14113,2010-07-29,chatain,35.0,3.0,44493.0,F,licence,detective,68.28,oui,0
14114,2011-02-14,roux,47.0,9.0,35471.0,M,licence,geologie,85.16,oui,0
14115,2011-11-24,brun,52.0,7.0,33866.0,M,master,geologie,75.31,oui,0
14116,2012-03-02,blond,21.0,13.0,27156.0,F,licence,forage,79.97,non,0
14117,2010-10-10,chatain,35.0,7.0,31582.0,F,master,geologie,83.85,non,0
14118,2010-07-04,blond,23.0,10.0,32401.0,M,licence,geologie,53.35,non,0
14119,2014-12-13,brun,34.0,9.0,32566.0,F,licence,geologie,76.26,non,0
14120,2012-09-21,brun,46.0,6.0,38818.0,M,licence,geologie,71.75,non,0
14121,2011-01-15,blond,40.0,8.0,33978.0,M,master,forage,93.27,oui,0
14122,2014-03-21,blond,7.0,7.0,39442.0,M,licence,detective,69.59,oui,0
14123,2012-12-14,blond,35.0,10.0,26846.0,F,master,geologie,90.85,non,0
14124,2013-09-08,chatain,40.0,7.0,37254.0,F,master,forage,56.79,non,0
14125,2010-02-15,chatain,26.0,9.0,37580.0,F,master,detective,69.83,oui,0
14126,2011-04-01,chatain,32.0,10.0,,M,doctorat,geologie,70.09,oui,1
14127,2013-05-28,brun,24.0,8.0,38403.0,M,master,forage,52.6,oui,0
14128,2013-10-14,brun,34.0,9.0,47150.0,F,bac,archeologie,68.43,non,0
14129,2011-07-26,chatain,30.0,7.0,38590.0,F,master,forage,63.82,oui,0
14130,2010-11-18,chatain,27.0,5.0,29519.0,F,master,detective,85.94,oui,0
14131,2014-04-11,blond,42.0,9.0,34777.0,M,bac,geologie,55.3,non,0
14132,2013-12-19,chatain,28.0,10.0,32682.0,F,master,detective,80.94,oui,0
14133,2014-11-22,blond,44.0,7.0,30427.0,M,master,geologie,100.34,non,0
14134,2010-03-14,brun,32.0,11.0,36930.0,M,licence,detective,57.58,oui,0
14135,2010-02-05,chatain,30.0,10.0,41026.0,M,licence,geologie,56.66,non,0
14136,2013-05-09,roux,46.0,5.0,32080.0,M,master,geologie,101.54,oui,1
14137,2010-10-20,chatain,54.0,8.0,35464.0,F,master,geologie,98.49,non,0
14138,2011-03-03,blond,38.0,14.0,26694.0,F,master,forage,101.31,non,0
14139,2014-04-19,brun,35.0,13.0,36465.0,M,master,forage,101.98,oui,0
14140,2012-03-08,roux,45.0,6.0,34300.0,M,bac,geologie,67.06,non,0
14141,2010-05-01,brun,23.0,7.0,38060.0,M,master,detective,41.28,oui,0
14142,2011-03-22,brun,31.0,6.0,24661.0,M,doctorat,geologie,86.53,oui,0
14143,2011-08-28,brun,48.0,8.0,42002.0,M,licence,detective,82.79,oui,0
14144,2014-07-29,blond,48.0,10.0,33278.0,M,master,detective,67.74,oui,0
14145,2014-04-20,chatain,40.0,8.0,32912.0,F,master,forage,80.47,non,0
14146,2012-02-15,brun,39.0,9.0,28643.0,F,licence,detective,72.34,non,1
14147,2014-04-26,chatain,55.0,9.0,44462.0,F,master,archeologie,63.07,oui,0
14148,2010-06-14,chatain,35.0,12.0,34715.0,F,master,geologie,92.35,non,0
14149,2011-09-23,blond,40.0,6.0,37607.0,M,licence,geologie,83.42,non,0
14150,2010-02-02,blond,34.0,7.0,32616.0,M,master,detective,96.38,oui,0
14151,2013-06-01,blond,40.0,12.0,39704.0,M,licence,detective,65.54,oui,0
14152,2014-05-29,blond,31.0,11.0,31765.0,F,master,detective,94.49,oui,0
14153,2014-11-25,chatain,41.0,9.0,37146.0,M,licence,geologie,58.66,non,0
14154,2012-04-24,chatain,32.0,11.0,39212.0,F,licence,forage,74.18,non,0
14155,2014-02-11,chatain,51.0,4.0,30684.0,F,licence,geologie,69.19,non,0
14156,2010-01-30,blond,17.0,11.0,33402.0,M,master,geologie,64.4,oui,0
14157,2014-05-05,roux,54.0,6.0,31233.0,M,bac,geologie,69.46,non,0
14158,2010-12-22,blond,42.0,15.0,39396.0,F,licence,archeologie,67.55,non,0
14159,2013-09-08,chatain,33.0,11.0,44436.0,F,bac,detective,69.66,non,0
14160,2011-09-26,chatain,46.0,4.0,32071.0,M,master,geologie,83.31,non,0
14161,2010-10-26,brun,53.0,11.0,40809.0,F,bac,archeologie,71.65,non,1
14162,2011-10-28,brun,30.0,6.0,35023.0,M,master,geologie,67.2,non,0
14163,2011-10-04,chatain,47.0,13.0,35533.0,M,master,detective,90.76,oui,0
14164,2012-03-29,chatain,28.0,14.0,29302.0,F,doctorat,detective,91.52,oui,0
14165,2011-03-28,brun,33.0,12.0,29214.0,M,master,geologie,66.49,non,1
14166,2010-03-10,blond,30.0,6.0,29796.0,M,licence,geologie,81.34,non,1
14167,2012-03-16,brun,31.0,11.0,46595.0,F,licence,forage,71.4,oui,1
14168,2012-11-15,chatain,16.0,6.0,27519.0,F,doctorat,archeologie,105.2,oui,0
14169,2014-11-26,blond,46.0,9.0,30477.0,M,licence,geologie,78.56,non,0
14170,2014-07-11,blond,24.0,9.0,51006.0,M,bac,geologie,41.77,non,0
14171,2011-01-09,blond,28.0,,41530.0,M,licence,geologie,62.6,non,0
14172,2010-02-28,blond,33.0,8.0,32657.0,F,licence,archeologie,77.32,oui,0
14173,2011-03-21,blond,33.0,5.0,38814.0,M,bac,geologie,35.42,non,0
14174,2014-02-11,chatain,33.0,11.0,37370.0,M,master,geologie,75.84,non,0
14175,2011-01-26,blond,26.0,8.0,31512.0,M,master,geologie,75.46,non,0
14176,2010-12-25,blond,25.0,11.0,41564.0,M,licence,geologie,58.66,non,0
14177,2011-01-30,roux,33.0,5.0,28777.0,M,licence,geologie,65.96,non,0
14178,2013-02-21,brun,38.0,10.0,42736.0,M,licence,forage,63.36,non,0
14179,2013-12-09,blond,42.0,12.0,25317.0,F,master,detective,92.78,non,0
14180,2012-02-17,roux,35.0,6.0,30807.0,M,licence,geologie,69.67,non,0
14181,2011-10-22,brun,44.0,7.0,33955.0,M,master,geologie,62.53,non,0
14182,2013-07-30,blond,34.0,10.0,35504.0,M,licence,geologie,72.25,non,0
14183,2013-12-02,roux,53.0,11.0,33360.0,M,bac,geologie,68.6,non,0
14184,2014-10-15,blond,44.0,9.0,27751.0,F,bac,archeologie,80.2,non,1
14185,2013-03-02,brun,24.0,9.0,44494.0,F,licence,archeologie,84.01,oui,1
14186,2013-10-28,blond,28.0,12.0,40263.0,M,licence,geologie,87.95,oui,1
14187,2011-01-30,brun,35.0,8.0,30544.0,F,licence,geologie,75.7,non,0
14188,2012-01-06,brun,34.0,7.0,33438.0,M,master,geologie,66.52,non,0
14189,2012-12-05,brun,35.0,9.0,40785.0,M,master,detective,,oui,1
14190,2011-06-22,,35.0,11.0,29331.0,F,master,forage,83.1,oui,0
14191,2011-06-21,brun,33.0,11.0,42270.0,M,licence,archeologie,69.62,oui,0
14192,2011-12-24,chatain,33.0,12.0,38141.0,M,licence,geologie,67.35,non,0
14193,2010-07-23,blond,32.0,9.0,26613.0,F,master,geologie,106.73,non,0
14194,2014-03-21,blond,29.0,6.0,36843.0,M,licence,geologie,84.74,non,1
14195,2012-12-13,roux,14.0,6.0,39286.0,F,,detective,64.78,non,0
14196,2014-01-04,blond,36.0,5.0,25709.0,M,doctorat,detective,104.81,oui,0
14197,2012-11-04,blond,17.0,10.0,35995.0,F,bac,geologie,73.07,non,0
14198,2014-05-01,chatain,35.0,13.0,33870.0,M,doctorat,geologie,83.26,oui,0
14199,2012-11-15,blond,18.0,10.0,30635.0,F,master,detective,102.96,oui,0
14200,2010-04-06,blond,36.0,7.0,28677.0,M,licence,geologie,66.49,non,0
14201,2010-03-24,blond,36.0,5.0,28837.0,F,licence,geologie,91.41,non,0
14202,2014-09-05,chatain,35.0,8.0,35157.0,F,master,detective,106.11,oui,0
14203,2011-02-15,blond,35.0,18.0,39848.0,M,master,geologie,83.86,oui,1
14204,2010-09-17,blond,32.0,14.0,43902.0,F,bac,detective,40.99,non,0
14205,2012-01-11,brun,28.0,10.0,33235.0,F,master,detective,100.96,oui,0
14206,2010-03-02,brun,26.0,14.0,37852.0,M,licence,geologie,46.05,non,0
14207,2013-05-24,blond,23.0,13.0,35988.0,M,master,geologie,79.06,oui,1
14208,2013-02-20,blond,34.0,10.0,36090.0,M,master,geologie,93.17,oui,0
14209,2010-12-17,chatain,20.0,10.0,32272.0,F,licence,geologie,62.36,non,0
14210,2012-04-21,blond,27.0,10.0,40862.0,M,bac,geologie,51.76,non,0
14211,2011-12-19,chatain,42.0,14.0,34591.0,M,doctorat,geologie,84.24,non,0
14212,2014-08-15,blond,29.0,4.0,40009.0,F,bac,forage,69.02,non,0
14213,2011-10-19,brun,31.0,10.0,45419.0,M,bac,geologie,69.61,non,0
14214,2011-05-31,blond,45.0,11.0,41109.0,M,bac,geologie,67.47,non,0
14215,2011-05-07,roux,46.0,8.0,28673.0,M,master,forage,86.13,oui,0
14216,2012-09-05,blond,39.0,9.0,41680.0,M,bac,geologie,51.89,non,0
14217,2011-06-03,brun,48.0,11.0,42693.0,M,licence,forage,68.79,oui,0
14218,2012-10-10,blond,13.0,9.0,34166.0,F,,detective,85.93,oui,0
14219,2013-03-27,roux,40.0,6.0,31399.0,M,licence,geologie,68.86,non,0
14220,2013-02-28,brun,29.0,16.0,31748.0,F,master,geologie,76.56,non,0
14221,2011-06-15,blond,22.0,11.0,31707.0,F,master,detective,92.25,oui,0
14222,2010-02-27,blond,23.0,12.0,28113.0,M,master,geologie,77.36,oui,0
14223,2014-12-25,brun,21.0,7.0,27458.0,M,doctorat,detective,84.38,oui,0
14224,2012-06-25,brun,39.0,9.0,27230.0,F,master,forage,101.32,non,0
14225,2012-08-29,chatain,27.0,11.0,36207.0,F,doctorat,archeologie,101.68,oui,0
14226,2010-10-27,chatain,35.0,5.0,31227.0,M,master,geologie,66.36,non,0
14227,2011-12-23,blond,34.0,6.0,32062.0,M,master,geologie,87.65,oui,0
14228,2011-11-16,chatain,43.0,9.0,37579.0,F,licence,detective,84.55,,0
14229,2011-08-29,brun,54.0,11.0,28830.0,M,master,geologie,78.61,non,0
14230,2013-07-28,blond,22.0,12.0,37425.0,M,licence,geologie,56.12,non,0
