,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
21746,33,admin.,single,university.degree,unknown,no,no,cellular,aug,tue,54,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
39003,54,admin.,divorced,university.degree,no,no,no,cellular,dec,wed,288,7,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,yes
41083,24,technician,single,university.degree,no,yes,yes,cellular,nov,tue,467,3,6,3,failure,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,yes
6742,33,admin.,married,high.school,no,no,no,telephone,may,wed,629,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2645,45,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,1721,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
4769,31,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,795,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,yes
9505,40,services,married,basic.6y,unknown,yes,no,telephone,jun,mon,52,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
39147,19,student,single,basic.6y,no,yes,no,cellular,mar,tue,313,1,5,2,success,-1.8,93.369,-34.8,0.655,5008.7,yes
32805,26,admin.,single,high.school,no,no,no,cellular,may,mon,610,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes
22379,33,admin.,single,university.degree,no,no,no,cellular,aug,fri,82,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
7717,32,admin.,single,high.school,no,yes,no,telephone,may,fri,891,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
38807,32,admin.,single,university.degree,no,yes,no,telephone,nov,fri,2184,2,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
24022,27,student,single,high.school,no,no,no,telephone,oct,tue,187,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.968,5195.8,yes
35838,35,technician,divorced,professional.course,no,no,no,cellular,may,fri,354,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,yes
36736,32,management,single,university.degree,no,no,no,cellular,jun,mon,152,2,3,1,success,-2.9,92.963,-40.8,1.281,5076.2,no
40639,89,retired,divorced,basic.4y,no,yes,no,cellular,sep,tue,314,1,999,0,nonexistent,-1.1,94.199,-37.5,0.8809999999999999,4963.6,yes
38467,33,admin.,single,high.school,no,yes,no,cellular,oct,mon,61,2,6,2,failure,-3.4,92.431,-26.9,0.731,5017.5,no
30389,33,blue-collar,single,professional.course,no,yes,no,cellular,apr,thu,652,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
16658,30,technician,divorced,professional.course,no,no,yes,cellular,jul,wed,808,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
37871,38,technician,married,professional.course,no,unknown,unknown,telephone,aug,mon,473,2,9,1,success,-2.9,92.20100000000001,-31.4,0.821,5076.2,yes
30644,60,admin.,married,university.degree,no,yes,no,cellular,may,mon,226,2,11,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
38693,25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,165,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,yes
25893,48,services,divorced,basic.4y,no,no,no,cellular,nov,wed,134,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
16617,40,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,wed,448,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
13666,27,technician,married,professional.course,no,no,no,cellular,jul,thu,102,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
15215,31,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,thu,551,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes
21579,29,admin.,single,university.degree,no,no,yes,cellular,aug,tue,360,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38774,65,retired,single,university.degree,no,no,no,cellular,nov,thu,88,2,3,2,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
32391,41,services,single,high.school,no,no,no,cellular,may,fri,1642,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
27784,32,management,single,university.degree,no,yes,no,cellular,mar,tue,71,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes
14989,40,management,single,university.degree,no,no,no,cellular,jul,thu,309,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
2149,42,unemployed,married,basic.4y,unknown,yes,no,telephone,may,mon,574,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
22568,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,101,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
33453,55,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,tue,829,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,yes
13027,30,services,married,high.school,no,yes,no,cellular,jul,tue,1344,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
10830,30,admin.,married,university.degree,no,no,yes,telephone,jun,wed,18,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
15077,30,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,67,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
5591,49,admin.,married,university.degree,no,yes,no,telephone,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
12461,50,blue-collar,divorced,high.school,no,yes,yes,cellular,jul,mon,629,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
30404,31,admin.,single,university.degree,no,yes,no,cellular,apr,thu,370,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
26390,36,services,single,high.school,no,yes,no,cellular,nov,thu,128,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
23556,37,technician,single,university.degree,no,yes,yes,cellular,aug,thu,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
31903,35,management,married,university.degree,no,no,no,cellular,may,thu,437,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
40828,31,admin.,single,high.school,no,no,no,cellular,sep,mon,262,5,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,yes
3990,37,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
27893,28,admin.,single,university.degree,no,no,no,cellular,mar,wed,506,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.548,5099.1,yes
6014,32,blue-collar,married,professional.course,unknown,yes,no,telephone,may,tue,128,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
14482,57,self-employed,married,professional.course,no,yes,no,cellular,jul,tue,1056,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
41119,36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,tue,330,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.046,4963.6,yes
19475,48,admin.,married,high.school,no,no,no,cellular,aug,thu,663,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
34284,43,services,married,high.school,unknown,yes,no,cellular,may,thu,974,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
37919,26,admin.,single,university.degree,no,yes,no,telephone,sep,thu,471,1,7,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,yes
21482,58,admin.,divorced,high.school,no,no,no,cellular,aug,tue,290,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38764,29,student,single,professional.course,no,yes,yes,cellular,nov,thu,123,1,7,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
11933,56,technician,married,unknown,no,no,yes,telephone,jun,fri,988,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
39230,34,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,295,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,yes
41117,29,technician,single,professional.course,no,no,no,cellular,nov,tue,449,2,1,1,success,-1.1,94.76700000000001,-50.8,1.046,4963.6,yes
19593,31,admin.,married,high.school,no,no,no,cellular,aug,thu,155,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
4435,49,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
17787,57,admin.,single,university.degree,no,yes,no,cellular,jul,tue,69,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
35156,49,self-employed,married,high.school,no,no,no,cellular,may,fri,532,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
12681,48,blue-collar,married,basic.6y,no,yes,no,cellular,jul,mon,122,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
11568,50,admin.,divorced,high.school,no,no,no,telephone,jun,fri,519,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
26205,44,admin.,single,professional.course,no,no,no,cellular,nov,thu,48,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
39724,76,retired,divorced,basic.4y,no,yes,no,cellular,may,mon,168,1,999,1,failure,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
3381,53,technician,married,professional.course,unknown,yes,no,telephone,may,thu,920,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
13347,45,blue-collar,divorced,professional.course,unknown,no,no,cellular,jul,wed,176,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
20488,38,technician,single,high.school,unknown,no,no,cellular,aug,tue,104,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
8233,56,management,married,basic.9y,no,yes,no,telephone,jun,tue,941,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
29116,33,technician,married,professional.course,no,no,yes,cellular,apr,fri,404,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes
38445,22,student,single,high.school,no,no,no,cellular,oct,fri,270,3,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,yes
15938,37,technician,divorced,professional.course,unknown,yes,no,cellular,jul,mon,1134,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
129,41,technician,married,professional.course,unknown,yes,no,telephone,may,mon,579,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
11968,34,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,411,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
8846,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
25731,29,management,single,university.degree,no,no,no,cellular,nov,wed,802,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes
21163,31,admin.,married,university.degree,no,yes,no,cellular,aug,mon,104,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
38538,40,admin.,married,high.school,no,no,no,cellular,oct,wed,524,3,999,1,failure,-3.4,92.431,-26.9,0.7240000000000001,5017.5,yes
27700,26,admin.,married,university.degree,no,yes,no,cellular,mar,mon,154,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes
22267,33,technician,married,professional.course,no,unknown,unknown,cellular,aug,thu,946,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
12758,27,services,single,high.school,unknown,no,no,cellular,jul,tue,509,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
10144,49,blue-collar,married,basic.4y,no,no,no,telephone,jun,thu,577,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
25764,34,blue-collar,married,basic.6y,unknown,yes,yes,cellular,nov,wed,182,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
40115,29,admin.,single,high.school,no,no,no,cellular,jul,tue,195,2,3,3,success,-1.7,94.215,-40.3,0.835,4991.6,yes
21507,56,admin.,married,basic.9y,no,yes,no,cellular,aug,tue,130,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
19115,43,admin.,married,university.degree,no,yes,no,cellular,aug,tue,531,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
19400,37,admin.,married,university.degree,unknown,no,no,cellular,aug,wed,739,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
32077,31,admin.,single,university.degree,unknown,yes,yes,cellular,may,fri,440,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
30223,44,technician,married,university.degree,no,yes,yes,cellular,apr,thu,504,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
23715,36,admin.,married,university.degree,no,yes,no,cellular,aug,thu,45,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
29972,56,self-employed,married,university.degree,no,no,no,cellular,apr,tue,110,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
1127,34,services,married,high.school,no,no,no,telephone,may,wed,122,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
15104,59,retired,single,high.school,no,yes,no,cellular,jul,thu,143,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
37645,34,admin.,single,university.degree,no,yes,no,telephone,aug,tue,205,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes
17982,38,admin.,married,university.degree,no,yes,no,cellular,jul,tue,92,30,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
30119,47,services,married,high.school,no,yes,no,cellular,apr,wed,636,2,999,0,nonexistent,-1.8,93.075,-47.1,1.3719999999999999,5099.1,yes
878,28,unknown,single,basic.9y,unknown,yes,no,telephone,may,wed,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
15465,31,admin.,single,university.degree,no,yes,yes,cellular,jul,fri,111,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
14207,50,blue-collar,married,unknown,unknown,yes,no,telephone,jul,mon,124,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38700,81,unknown,divorced,unknown,unknown,yes,no,cellular,nov,mon,263,1,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
36579,35,admin.,married,university.degree,no,no,no,cellular,jun,thu,510,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
36975,32,self-employed,single,university.degree,no,no,no,cellular,jul,thu,276,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
41005,63,unknown,married,professional.course,no,no,no,cellular,oct,thu,235,1,6,1,success,-1.1,94.601,-49.5,1.025,4963.6,no
8913,39,entrepreneur,single,basic.6y,no,no,no,telephone,jun,thu,1053,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,yes
14582,26,admin.,married,basic.9y,no,no,no,cellular,jul,tue,878,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
31880,37,management,married,university.degree,unknown,no,yes,cellular,may,thu,195,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
21515,33,admin.,single,high.school,no,yes,no,cellular,aug,tue,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29076,43,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,882,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
7616,29,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,62,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
18068,50,admin.,married,university.degree,no,yes,no,cellular,jul,wed,115,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
15322,30,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,fri,50,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no
36895,39,student,single,unknown,no,yes,no,cellular,jun,fri,474,3,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,yes
6982,34,services,married,high.school,no,no,no,telephone,may,thu,791,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
41162,60,blue-collar,married,basic.4y,no,yes,no,cellular,nov,tue,347,2,4,1,success,-1.1,94.76700000000001,-50.8,1.035,4963.6,no
26254,32,admin.,single,high.school,no,yes,no,cellular,nov,thu,120,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
5152,39,admin.,married,high.school,no,yes,yes,telephone,may,fri,202,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
13269,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,590,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
35487,29,services,married,high.school,no,yes,no,telephone,may,mon,87,6,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
40962,41,admin.,single,high.school,no,no,no,cellular,oct,thu,786,2,999,0,nonexistent,-1.1,94.601,-49.5,0.987,4963.6,no
30152,39,services,married,high.school,no,yes,no,cellular,apr,thu,243,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
38521,63,retired,married,high.school,no,yes,no,cellular,oct,wed,96,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7240000000000001,5017.5,yes
4008,41,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
37045,42,admin.,single,university.degree,no,no,no,cellular,jul,wed,268,2,999,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,5076.2,yes
19170,37,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,210,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
19011,52,admin.,married,unknown,no,yes,no,cellular,aug,tue,976,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
39626,22,student,single,unknown,no,yes,no,cellular,may,mon,171,2,3,2,success,-1.8,93.876,-40.0,0.682,5008.7,yes
11361,46,admin.,divorced,university.degree,no,yes,no,telephone,jun,thu,138,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
22147,31,admin.,single,university.degree,no,no,yes,cellular,aug,thu,167,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
37550,35,technician,married,professional.course,no,yes,no,cellular,aug,fri,225,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,yes
38291,37,blue-collar,single,professional.course,no,no,no,cellular,oct,wed,727,3,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,no
25040,31,services,divorced,professional.course,no,no,no,cellular,nov,tue,68,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
3875,31,admin.,single,university.degree,no,no,no,telephone,may,fri,239,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
24621,31,housemaid,married,high.school,unknown,no,no,cellular,nov,mon,165,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
40945,54,admin.,married,high.school,no,no,no,cellular,oct,wed,252,2,6,2,success,-1.1,94.601,-49.5,0.985,4963.6,yes
31705,38,admin.,married,high.school,no,yes,yes,cellular,may,thu,574,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,yes
11140,52,management,divorced,university.degree,no,no,no,telephone,jun,thu,167,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38483,55,unemployed,married,basic.9y,no,no,no,cellular,oct,tue,131,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,yes
38937,27,technician,single,university.degree,no,no,yes,cellular,nov,wed,342,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
7266,42,admin.,single,university.degree,unknown,yes,no,telephone,may,thu,814,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
25454,49,management,divorced,university.degree,no,no,no,cellular,nov,wed,364,2,6,1,success,-0.1,93.2,-42.0,4.12,5195.8,no
12765,60,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,143,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
9447,40,services,divorced,high.school,no,yes,no,telephone,jun,fri,685,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,yes
9328,55,admin.,married,high.school,no,unknown,unknown,telephone,jun,fri,92,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39112,40,self-employed,married,university.degree,no,no,yes,cellular,dec,mon,893,1,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,yes
4001,45,admin.,married,university.degree,no,no,no,telephone,may,mon,351,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
22979,44,admin.,married,university.degree,no,no,no,cellular,aug,mon,56,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9628,33,management,married,high.school,no,no,yes,telephone,jun,mon,117,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
37149,46,unknown,married,unknown,no,no,yes,cellular,aug,wed,299,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2,no
40424,27,admin.,single,university.degree,no,yes,no,cellular,aug,fri,177,2,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,yes
30096,27,admin.,single,university.degree,no,yes,no,cellular,apr,mon,148,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,yes
23254,33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
11630,31,admin.,single,university.degree,no,no,no,telephone,jun,fri,34,29,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
30593,21,student,single,unknown,no,no,no,cellular,may,mon,288,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
38996,49,housemaid,single,university.degree,no,yes,no,cellular,dec,mon,583,2,6,1,success,-3.0,92.713,-33.0,0.7170000000000001,5023.5,yes
40770,36,technician,married,university.degree,no,yes,no,cellular,sep,fri,328,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
32315,49,blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,87,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
17548,56,services,divorced,university.degree,no,yes,no,cellular,jul,mon,63,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
38748,20,student,single,high.school,no,no,no,cellular,nov,wed,229,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
24608,50,technician,married,basic.9y,no,yes,no,telephone,nov,mon,55,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
17298,48,admin.,single,high.school,no,yes,no,cellular,jul,fri,237,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
10936,24,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,537,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
40287,26,technician,single,professional.course,no,no,no,cellular,jul,thu,588,3,999,2,failure,-1.7,94.215,-40.3,0.899,4991.6,yes
27572,50,services,single,high.school,no,yes,no,cellular,nov,fri,1195,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
38644,56,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,566,1,7,2,failure,-3.4,92.649,-30.1,0.72,5017.5,yes
36350,33,admin.,married,university.degree,no,yes,no,cellular,jun,tue,690,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
36109,41,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,253,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
15222,24,services,single,basic.9y,unknown,yes,no,cellular,jul,thu,199,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
39040,63,technician,married,unknown,no,yes,no,cellular,dec,mon,510,2,999,1,failure,-3.0,92.713,-33.0,0.715,5023.5,yes
27506,57,admin.,married,high.school,no,yes,no,cellular,nov,fri,41,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
26166,34,management,single,high.school,no,yes,yes,cellular,nov,wed,201,2,6,1,success,-0.1,93.2,-42.0,4.12,5195.8,no
24065,33,admin.,married,university.degree,no,no,no,telephone,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7330000000000005,5195.8,no
40409,41,admin.,divorced,high.school,no,yes,yes,cellular,aug,thu,98,3,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,no
20326,58,retired,married,professional.course,unknown,no,yes,cellular,aug,mon,85,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
4640,35,technician,married,university.degree,no,no,no,telephone,may,wed,86,6,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
37952,76,management,married,unknown,no,no,no,cellular,sep,fri,879,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.8029999999999999,5017.5,yes
35969,42,technician,married,professional.course,no,no,no,cellular,may,mon,377,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes
28366,52,admin.,married,high.school,no,no,no,cellular,apr,thu,312,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
40870,35,technician,married,professional.course,no,yes,yes,cellular,oct,wed,608,1,9,2,failure,-1.1,94.601,-49.5,0.9590000000000001,4963.6,yes
24855,36,technician,divorced,high.school,no,no,no,cellular,nov,tue,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
19472,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,395,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
20290,46,admin.,married,university.degree,no,no,no,cellular,aug,mon,67,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
3422,32,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,thu,276,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
35352,25,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,655,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,yes
11046,28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
1655,35,blue-collar,married,professional.course,no,yes,yes,telephone,may,fri,710,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
6040,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,243,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38617,37,blue-collar,single,high.school,no,yes,no,cellular,nov,mon,128,1,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,no
34675,40,admin.,divorced,basic.9y,no,yes,no,cellular,may,thu,688,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
537,33,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
