,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,age_old,age_mid,age_young,marital_divorced,marital_married,marital_single,marital_unknown,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,default_no,default_unknown,housing_no,housing_unknown,housing_yes,loan_no,loan_unknown,loan_yes,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_failure,poutcome_nonexistent,poutcome_success,contacted_before
25579,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,0.2278971013121437,-0.44435606252241794,-0.33924332896846426,0.6091934370141079,0.6926555824592849,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2554,4.277197589250631,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,0.9984419722972901,0.6375088168940394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
9321,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.05714657476527,1.063747359075405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38708,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,-1.6869712913080241,-1.312578379967155,1.881199967893258,-1.1916099089631151,-1.355816980099659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
9522,1.5192491715014749,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0539733530102444,1.063747359075405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4372,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,0.9984419722972901,0.6375088168940394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
10635,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0539733530102444,1.063747359075405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22220,2.070838855051306,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,-0.05988011795524021,0.7616487257781038,1.055031093595253,1.063747359075405,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25447,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,0.2278971013121437,-0.44435606252241794,-0.33924332896846426,0.6091934370141079,0.6926555824592849,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
35659,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.9118375242283276,-0.4183219654905148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1305,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,0.9979131020047861,0.6375088168940394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
24853,-0.6871095626978501,-2.5556768045090967e-13,0.976407519344501,0.2278971013121437,-0.44435606252241794,-0.33924332896846426,0.6266461566667508,0.6926555824592849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
27988,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.6413211980588821,-1.2908618847663458,-0.7775044699322292,-0.4183219654905148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40628,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,-0.35236604796669513,1.1297893006849962,0.5004201026179015,-1.103288570114893,-1.9750692017593685,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
10938,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0545022233027483,1.063747359075405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6906,2.6224285386011372,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,1.0005574534673076,0.6375088168940394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
11977,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0523867421327313,1.063747359075405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
30055,1.5192491715014749,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.6413211980588821,-1.2908618847663458,-0.8261605368426272,-0.4183219654905148,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28164,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.6413211980588821,-1.2908618847663458,-0.7944283192923678,-0.4183219654905148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
40109,-0.6871095626978501,-2.5556768045090967e-13,2.405371685803572,-0.7005239375339983,1.155000838033672,-0.02203714370250337,-1.1323764362026307,-1.6533797359621145,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4936,0.9676594879516436,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,0.9994997128822992,0.6375088168940394,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8924,3.1740182221509685,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0037306752223338,1.063747359075405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36471,0.9676594879516436,-2.5556768045090967e-13,-0.45255664711457005,-1.3968397166686048,-0.8178019594995681,-0.1153330805454329,-0.9033755995482584,-0.6814179928747037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38761,0.4160698044018124,-2.31721830237509,2.405371685803572,-1.6869712913080241,-1.312578379967155,1.881199967893258,-1.1921387792556193,-1.355816980099659,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
32850,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.8827496581405897,-0.4183219654905148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
33500,2.070838855051306,-2.5556768045090967e-13,0.976407519344501,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.8869806204806244,-0.4183219654905148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
28167,-0.13551987914801883,-0.7230707809808258,0.976407519344501,-0.7585502524618822,-0.6413211980588821,-1.2908618847663458,-0.7944283192923678,-0.4183219654905148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5319,0.9676594879516436,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,0.9989708425897946,0.6375088168940394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
12767,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0545022233027483,1.063747359075405,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27522,0.9676594879516436,-2.5556768045090967e-13,-0.45255664711457005,0.2278971013121437,-0.44435606252241794,-0.33924332896846426,0.5568352780561797,0.6926555824592849,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
14287,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0545022233027483,1.063747359075405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10495,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0539733530102444,1.063747359075405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10569,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0539733530102444,1.063747359075405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34523,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.9002023777932325,-0.4183219654905148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
25391,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,0.2278971013121437,-0.44435606252241794,-0.33924332896846426,0.6266461566667508,0.6926555824592849,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
39305,-0.6871095626978501,2.4652242618077023,2.405371685803572,-0.7585502524618822,-0.1780591992771232,1.0042181615697214,-1.2296885700234264,-1.4569193836359409,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
39876,-0.6871095626978501,-2.5556768045090967e-13,0.976407519344501,-0.7005239375339983,0.9028854645470032,0.07125879314042616,-1.1852634654530632,-1.6533797359621145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
33515,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.8869806204806244,-0.4183219654905148,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
18392,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0576754450577746,1.063747359075405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35586,-0.6871095626978501,-2.5556768045090967e-13,0.976407519344501,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.9118375242283276,-0.4183219654905148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
17916,0.9676594879516436,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0539733530102444,1.063747359075405,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11961,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0523867421327313,1.063747359075405,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36412,-0.6871095626978501,-2.31721830237509,2.405371685803572,-1.3968397166686048,-0.8178019594995681,-0.1153330805454329,-0.9023178589632498,-0.6814179928747037,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10299,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0534444827177398,1.063747359075405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19679,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,-0.05988011795524021,0.7616487257781038,1.0576754450577746,1.063747359075405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11075,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0545022233027483,1.063747359075405,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34584,-0.6871095626978501,-2.5556768045090967e-13,0.976407519344501,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.9002023777932325,-0.4183219654905148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
36954,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,-1.3968397166686048,-1.5962081751396742,1.2281284099927514,-1.0028032145390713,-0.6814179928747037,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40191,-0.6871095626978501,-2.5556768045090967e-13,2.405371685803572,-0.7005239375339983,1.155000838033672,-0.02203714370250337,-1.1096350136249447,-1.6533797359621145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
7233,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,1.0005574534673076,0.6375088168940394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
39167,-0.13551987914801883,4.059371783201966,3.834335852262643,-0.7585502524618822,-0.1780591992771232,1.0042181615697214,-1.2238709968058787,-1.4569193836359409,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
7822,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,1.5489311091066005,-0.30192495423129195,1.0032018049298292,1.063747359075405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12290,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0529156124252355,1.063747359075405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16730,0.9676594879516436,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0545022233027483,1.063747359075405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25832,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,0.2278971013121437,-0.44435606252241794,-0.33924332896846426,0.6091934370141079,0.6926555824592849,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40312,2.070838855051306,-2.5556768045090967e-13,-0.45255664711457005,-0.7005239375339983,1.155000838033672,-0.02203714370250337,-1.0958843860198324,-1.6533797359621145,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7620,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,1.0026729346373247,0.6375088168940394,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
19569,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,-0.05988011795524021,0.7616487257781038,1.0576754450577746,1.063747359075405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17090,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0545022233027483,1.063747359075405,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17088,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0545022233027483,1.063747359075405,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39400,0.4160698044018124,-2.5556768045090967e-13,0.976407519344501,-0.7585502524618822,0.42071481275372075,1.0415365363068925,-1.233919532363461,-1.4569193836359409,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3863,2.070838855051306,-2.5556768045090967e-13,-0.45255664711457005,0.9242128804467502,0.8067664784051977,0.7056711636723466,1.0000285831748033,0.6375088168940394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
36527,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,-1.3968397166686048,-0.8178019594995681,-0.1153330805454329,-0.9033755995482584,-0.6814179928747037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38089,-0.6871095626978501,-2.31721830237509,0.976407519344501,-1.6869712913080241,-1.7380230727259114,1.937177529999016,-1.1635797834603858,-1.355816980099659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
33746,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,-0.7585502524618822,-0.9281024353999774,-1.1229291984490728,-0.8922693234056677,-0.4183219654905148,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
39697,-0.6871095626978501,-2.31721830237509,6.692264185180785,-0.7585502524618822,0.6208313904587833,0.03394041840325381,-1.204831666275723,-1.4569193836359409,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
20946,-0.13551987914801883,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,-0.05988011795524021,0.7616487257781038,1.0555599638877575,1.063747359075405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16033,-0.6871095626978501,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.0539733530102444,1.063747359075405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15472,0.4160698044018124,-2.5556768045090967e-13,-0.45255664711457005,1.0982918252304017,0.6870116759990379,-0.46985764054856616,1.051857871840227,1.063747359075405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
