Date,Team,Time,Opponent,Rank,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day
9/18/2010,Memphis,6:00 PM,Middle Tennessee*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",Not on TV,W 24–17,27965,0,2,61008,0.458382507,TRUE,FALSE,0,0,0,90,61,NR,CUSA,2010,9,18
10/2/2010,Memphis,6:00 PM,Tulsa,NR,"Liberty Bowl Memorial StadiumMemphis, TN",Not on TV,L 7–48,22231,1,3,61008,0.364394833,TRUE,FALSE,0,0,0,80,45,NR,CUSA,2010,10,2
10/30/2010,Memphis,6:00 PM,Houston,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CSS,L 17–56,19731,1,6,61008,0.323416601,TRUE,FALSE,0,0,0,63,33,NR,CUSA,2010,10,30
11/6/2010,Memphis,7:00 PM,Tennessee*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CBS CS,L 14–50,39742,1,7,61008,0.651422764,TRUE,FALSE,0,0,0,54,29,NR,CUSA,2010,11,6
11/27/2010,Memphis,11:00 AM,UCF,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CSS,L 17–37,14992,1,10,61008,0.245738264,TRUE,FALSE,0,0,0,46,29,NR,CUSA,2010,11,27
9/1/2011,Memphis,7:00 PM,No. 20 Mississippi State*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",FSN,L 14–59,33990,0,0,61008,0.557140047,FALSE,FALSE,0,0,0,101,72,20,CUSA,2011,9,1
9/17/2011,Memphis,6:00 PM,Austin Peay*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",Not on TV,W 27–6,18808,0,2,61008,0.308287438,FALSE,FALSE,0,0,0,74,56,NR,CUSA,2011,9,17
9/24/2011,Memphis,11:00 AM,SMU,NR,"Liberty Bowl Memorial StadiumMemphis, TN",FSN,L 0–42,16748,1,2,61008,0.274521374,FALSE,FALSE,0,0,0,77,55,NR,CUSA,2011,9,24
10/15/2011,Memphis,6:00 PM,East Carolina,NR,"Liberty Bowl Memorial StadiumMemphis, TN",Not on TV,L 17–35,17975,1,5,61008,0.294633491,FALSE,FALSE,0,0,0,80,47,NR,CUSA,2011,10,15
11/12/2011,Memphis,3:15 PM,UAB,NR,"Liberty Bowl Memorial StadiumMemphis, TN (Battle for the Bones)",Not on TV,L 35–41,17848,2,7,61008,0.292551796,FALSE,FALSE,0,0,0,66,32,NR,CUSA,2011,11,12
11/17/2011,Memphis,7:00 PM,Marshall,NR,"Liberty Bowl Memorial StadiumMemphis, TN",FSN,L 22–23,15101,2,8,61008,0.247524915,FALSE,FALSE,0.07,0,0,59,37,NR,CUSA,2011,11,17
9/1/2012,Memphis,6:00 PM,Tennessee–Martin*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",Not on TV,L 17–20,39076,0,0,61008,0.640506163,TRUE,FALSE,0,0,0,93,75,NR,CUSA,2012,9,1
9/15/2012,Memphis,6:00 PM,Middle Tennessee*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",Not on TV,L 30–48,27112,0,2,61008,0.444400734,TRUE,FALSE,0,0,0,81,66,NR,CUSA,2012,9,15
10/6/2012,Memphis,6:00 PM,Rice,NR,"Liberty Bowl Memorial StadiumMemphis, TN",FCS,W 14–10,17831,0,4,61008,0.292273145,TRUE,FALSE,0.7,0,0,83,45,NR,CUSA,2012,10,6
10/20/2012,Memphis,7:00 PM,UCF,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CSS/CSNH,L 17–35,22106,1,5,61008,0.362345922,TRUE,FALSE,0,0,0,66,43,NR,CUSA,2012,10,20
11/10/2012,Memphis,6:00 PM,Tulane,NR,"Liberty Bowl Memorial StadiumMemphis, TN",Not on TV,W 37–23,18796,1,8,61008,0.308090742,TRUE,FALSE,0,0,0,72,42,NR,CUSA,2012,11,10
9/7/2013,Memphis,3:30 PM,Duke*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,L 14–28,44237,0,0,59308,0.745885884,FALSE,FALSE,0,0,0,92,65,NR,CUSA,2013,9,7
9/21/2013,Memphis,4:30 PM,Arkansas State*,NR,"Liberty Bowl Memorial StadiumMemphis, TN (Paint Bucket Bowl)",ESPN3,W 31–7,36279,0,2,59308,0.611704998,FALSE,FALSE,2.56,0,0,77,64,NR,CUSA,2013,9,21
10/5/2013,Memphis,3:30 PM,UCF,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,L 17–24,30274,1,2,59308,0.510453902,FALSE,FALSE,0,0,0,87,69,NR,CUSA,2013,10,5
10/19/2013,Memphis,11:00 AM,SMU,NR,"Liberty Bowl Memorial StadiumMemphis, TN",AAN,L 29–34,16241,1,4,59308,0.27384164,FALSE,FALSE,0,0,0,71,46,NR,CUSA,2013,10,19
10/30/2013,Memphis,7:00 PM,Cincinnati,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN2,L 21–34,22571,1,5,59308,0.380572604,FALSE,FALSE,0,0,0,75,55,NR,CUSA,2013,10,30
11/9/2013,Memphis,3:30 PM,UT Martin*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,W 21–6,24487,1,6,59308,0.412878532,FALSE,FALSE,0,0,0,64,33,NR,CUSA,2013,11,9
11/30/2013,Memphis,3:30 PM,Temple,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNews,L 21–41,25671,3,7,59308,0.432842112,FALSE,FALSE,0,0,0,57,26,NR,CUSA,2013,11,30
8/30/2014,Memphis,7:00 PM,Austin Peay*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,W 63–0,27361,0,0,59308,0.461337425,FALSE,FALSE,0,0,0,94,72,NR,AAC,2014,8,30
9/20/2014,Memphis,6:00 PM,Middle Tennessee*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,W 36–17,46378,1,1,59308,0.781985567,FALSE,FALSE,0,0,0,85,64,NR,AAC,2014,9,20
10/11/2014,Memphis,6:00 PM,Houston,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CBSSN,L 24–28,32784,3,2,59308,0.552775342,FALSE,FALSE,0.19,0,0,85,59,NR,AAC,2014,10,11
10/31/2014,Memphis,8:00 PM,Tulsa,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNU,W 40–20,26846,4,3,59308,0.452653942,FALSE,FALSE,0,0,0,71,40,NR,AAC,2014,10,31
11/22/2014,Memphis,3:00 PM,South Florida,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNews,W 31–20,34635,7,3,59308,0.583985297,FALSE,FALSE,0.04,0,0,55,42,NR,AAC,2014,11,22
11/29/2014,Memphis,3:00 PM,UConn,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNews,W 41–10,35102,8,3,59308,0.591859446,FALSE,FALSE,0,0,0,55,29,NR,AAC,2014,11,29
9/5/2015,Memphis,6:00 PM,Missouri State*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,W 63–7,41730,0,0,58325,0.715473639,FALSE,FALSE,0,0,0,95,71,NR,AAC,2015,9,5
9/24/2015,Memphis,6:30 PM,Cincinnati,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN,W 53–46,45172,3,0,58325,0.774487784,FALSE,FALSE,0,0,0,87,55,NR,AAC,2015,9,24
10/17/2015,Memphis,11:00 AM,No. 13 Ole Miss*,NR,"Liberty Bowl Memorial StadiumMemphis, TN (rivalry)",ABC/ESPN2,W 37–24,60241,5,0,58325,1.032850407,FALSE,FALSE,0,0,0,72,39,13,AAC,2015,10,17
10/31/2015,Memphis,6:00 PM,Tulane,16,"Liberty Bowl Memorial StadiumMemphis, TN",CBSSN,W 41–13,30381,7,0,58325,0.520891556,FALSE,FALSE,0,0,0,69,44,NR,AAC,2015,10,31
11/7/2015,Memphis,6:00 PM,Navy,15,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN2,L 20–45,55212,8,0,58325,0.946626661,FALSE,FALSE,0.02,0,0,71,56,NR,AAC,2015,11,7
11/28/2015,Memphis,11:00 AM,SMU,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNews,W 63–0,30075,8,3,58325,0.515645092,FALSE,FALSE,0.61,0,0,65,62,NR,AAC,2015,11,28
9/3/2016,Memphis,6:00 PM,Southeast Missouri State*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,W 35–17,42876,0,0,58325,0.73512216,TRUE,FALSE,0,0,0,83,63,NR,AAC,2016,9,3
9/17/2016,Memphis,11:00 AM,Kansas*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNU,W 43–7,34448,1,0,58325,0.590621517,TRUE,FALSE,0.3,0,0,96,71,NR,AAC,2016,9,17
9/24/2016,Memphis,7:00 PM,Bowling Green*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNews,W 77–3,38713,2,0,58325,0.663746249,TRUE,FALSE,0,0,0,97,68,NR,AAC,2016,9,24
10/6/2016,Memphis,7:00 PM,Temple,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN,W 34–27,34743,3,1,58325,0.595679383,TRUE,FALSE,0.1,0,0,90,62,NR,AAC,2016,10,6
10/29/2016,Memphis,7:00 PM,Tulsa,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNews,L 30–59,36894,5,2,58325,0.632558937,TRUE,FALSE,0,0,0,85,56,NR,AAC,2016,10,29
11/12/2016,Memphis,6:00 PM,South Florida,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CBSSN,L 42–49,37218,6,3,58325,0.638114016,TRUE,FALSE,0,0,0,73,41,NR,AAC,2016,11,12
11/25/2016,Memphis,11:00 AM,No. 18 Houston,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ABC,W 48–44,36527,7,4,58325,0.62626661,TRUE,FALSE,0,0,0,53,47,18,AAC,2016,11,25
8/31/2017,Memphis,8:00 PM,Louisiana–Monroe*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CBSSN,W 37–29,10263,0,0,58325,0.17596228,FALSE,FALSE,0.11,0,0,80,70,NR,AAC,2017,8,31
9/16/2017,Memphis,11:00 AM,No. 25 UCLA*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ABC,W 48–45,46291,1,0,58325,0.793673382,FALSE,FALSE,0,0,0,88,64,25,AAC,2017,9,16
9/23/2017,Memphis,7:00 PM,Southern Illinois*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",WMC,W 44–31,41584,2,0,58325,0.712970424,FALSE,FALSE,0,0,0,93,68,NR,AAC,2017,9,23
10/14/2017,Memphis,2:45 PM,No. 25 Navy,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNU,W 30–27,40177,4,1,58325,0.688846978,FALSE,FALSE,0,0,0,83,53,25,AAC,2017,10,14
10/27/2017,Memphis,7:00 PM,Tulane,24,"Liberty Bowl Memorial StadiumMemphis, TN",CBSSN,W 56–26,17989,6,1,58325,0.308426918,FALSE,FALSE,0,0,0,79,47,NR,AAC,2017,10,27
11/18/2017,Memphis,11:00 AM,SMU,18,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNews,W 66–45,35329,8,1,58325,0.605726532,FALSE,FALSE,0,0,0,74,44,NR,AAC,2017,11,18
11/25/2017,Memphis,11:00 AM,East Carolina,17,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNU,W 70–13,41517,9,1,58325,0.711821689,FALSE,FALSE,0,0,0,64,34,NR,AAC,2017,11,25
12/30/2017,Memphis,11:30 AM,Iowa State*,19,"Liberty Bowl Memorial StadiumMemphis, TN (Liberty Bowl)",ABC,L 20–21,57266,10,2,58325,0.98184312,FALSE,FALSE,0,0,0,47,20,NR,AAC,2017,12,30
9/1/2018,Memphis,6:00 PM,Mercer*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN3,W 66–14,33697,0,0,58325,0.577745392,FALSE,FALSE,0,0,0,90,69,NR,AAC,2018,9,1
9/14/2018,Memphis,7:00 PM,Georgia State*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPN,W 59–22,27678,1,1,58325,0.474547793,FALSE,FALSE,0,0,0,91,67,NR,AAC,2018,9,14
9/22/2018,Memphis,7:00 PM,South Alabama*,NR,"Liberty Bowl Memorial StadiumMemphis, TN",WMC,W 52–35,27765,2,1,58325,0.476039434,FALSE,FALSE,0.35,0,0,96,71,NR,AAC,2018,9,22
10/6/2018,Memphis,6:00 PM,UConn,NR,"Liberty Bowl Memorial StadiumMemphis, TN",CBSSN,W 55–14,27581,3,2,58325,0.472884698,FALSE,FALSE,0,0,0,92,70,NR,AAC,2018,10,6
10/13/2018,Memphis,2:30 PM,No. 10 UCF,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ABC/ESPN2,L 30–31,38831,4,2,58325,0.665769396,FALSE,FALSE,0,0,0,66,45,10,AAC,2018,10,13
11/10/2018,Memphis,11:00 AM,Tulsa,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ESPNU,W 47–21,27905,5,4,58325,0.478439777,FALSE,FALSE,0,0,0,49,29,NR,AAC,2018,11,10
11/23/2018,Memphis,11:00 AM,Houston,NR,"Liberty Bowl Memorial StadiumMemphis, TN",ABC,W 52–31,27790,7,4,58325,0.476468067,FALSE,FALSE,0,0,0,64,30,NR,AAC,2018,11,23
9/23/2000,Miami (OH),2:00 PM,Kent State,NR,"Yager StadiumOxford, Ohio",Not on TV,W 45–14,16298,2,1,30012,0.543049447,FALSE,FALSE,0.81,0,0,84,66,NR,Mid-American,2000,9,23
10/7/2000,Miami (OH),2:00 PM,Ball State,NR,"Yager StadiumOxford, Ohio",Not on TV,L 10–15,16412,3,2,30012,0.546847927,FALSE,FALSE,0,0,0,51,33,NR,Mid-American,2000,10,7
10/14/2000,Miami (OH),2:00 PM,Bowling Green,NR,"Yager StadiumOxford, Ohio",Not on TV,W 24–10,10987,3,3,30012,0.366086899,FALSE,FALSE,0,0,0,80,38,NR,Mid-American,2000,10,14
11/4/2000,Miami (OH),2:00 PM,Ohio,NR,"Yager StadiumOxford, Ohio",ESPN+,W 27–24,20941,4,4,30012,0.697754232,FALSE,FALSE,0,0,0,59,34,NR,Mid-American,2000,11,4
9/22/2001,Miami (OH),2:00 PM,Cincinnati*,NR,"Yager StadiumOxford, Ohio (Battle for the Bell)",Not on TV,W 21–14,25036,0,2,30012,0.834199653,FALSE,FALSE,0.01,0,0,74,49,NR,Mid-American,2001,9,22
10/6/2001,Miami (OH),2:00 PM,Buffalo,NR,"Yager StadiumOxford, Ohio",Not on TV,W 31–14,20108,2,2,30012,0.669998667,FALSE,FALSE,0,0,0,57,36,NR,Mid-American,2001,10,6
10/13/2001,Miami (OH),2:00 PM,Akron,NR,"Yager StadiumOxford, Ohio",Not on TV,W 30–27,10561,3,2,30012,0.351892576,FALSE,FALSE,0.09,0,0,80,64,NR,Mid-American,2001,10,13
10/27/2001,Miami (OH),2:30 PM,Western Michigan,NR,"Yager StadiumOxford, Ohio",FSN,W 25–11,15850,5,2,30012,0.528122084,FALSE,FALSE,0,0,0,45,33,NR,Mid-American,2001,10,27
11/10/2001,Miami (OH),12:00 PM,Marshall,NR,"Yager StadiumOxford, Ohio",FSN,L 21–27,24286,7,2,30012,0.809209649,FALSE,FALSE,0,0,0,67,29,NR,Mid-American,2001,11,10
9/7/2002,Miami (OH),12:00 PM,Iowa*,NR,"Yager StadiumOxford, Ohio",ESPN+,L 24–29,25934,1,0,30012,0.864121018,FALSE,FALSE,0,0,0,95,56,NR,Mid-American,2002,9,7
9/21/2002,Miami (OH),2:00 PM,Kent State,NR,"Yager StadiumOxford, Ohio",Not on TV,W 27–20,15042,1,2,30012,0.50119952,FALSE,FALSE,0,0,0,77,59,NR,Mid-American,2002,9,21
10/12/2002,Miami (OH),2:00 PM,Northern Illinois,NR,"Yager StadiumOxford, Ohio",Not on TV,L 41–48,15234,4,2,30012,0.507596961,FALSE,FALSE,0.01,0,0,72,55,NR,Mid-American,2002,10,12
11/2/2002,Miami (OH),1:00 PM,Ohio,NR,"Yager StadiumOxford, Ohio",ONN,W 38–20,27253,6,3,30012,0.908070105,FALSE,FALSE,0,0,0,52,24,NR,Mid-American,2002,11,2
11/23/2002,Miami (OH),2:00 PM,Central Florida,NR,"Yager StadiumOxford, Ohio",Not on TV,L 31–48,7962,7,4,30012,0.265293882,FALSE,FALSE,0,0,0,46,27,NR,Mid-American,2002,11,23
9/27/2003,Miami (OH),2:00 PM,Cincinnati*,NR,"Yager StadiumOxford, Ohio (Battle for the Bell)",Not on TV,W 42–37,27512,2,1,30012,0.916699987,FALSE,FALSE,0.75,0,0,71,49,NR,Mid-American,2003,9,27
10/4/2003,Miami (OH),2:00 PM,Akron,NR,"Yager StadiumOxford, Ohio",Not on TV,W 45–20,20157,3,1,30012,0.671631347,FALSE,FALSE,0.1,0,0,63,41,NR,Mid-American,2003,10,4
10/11/2003,Miami (OH),2:00 PM,Buffalo,NR,"Yager StadiumOxford, Ohio",Not on TV,W 59–3,23683,4,1,30012,0.789117686,FALSE,FALSE,0,0,0,81,52,NR,Mid-American,2003,10,11
11/4/2003,Miami (OH),7:30 PM,No. 20 Bowling Green,NR,"Yager StadiumOxford, Ohio",ESPN2,W 33–10,28023,7,1,30012,0.933726509,FALSE,FALSE,0.01,0,0,81,44,20,Mid-American,2003,11,4
11/12/2003,Miami (OH),7:30 PM,Marshall,24,"Yager StadiumOxford, Ohio",ESPN2,W 45–6,26286,8,1,30012,0.87584966,FALSE,FALSE,0.7,0,0,71,43,NR,Mid-American,2003,11,12
8/28/2004,Miami (OH),7:30 PM,Indiana State*,NR,"Yager StadiumOxford, OH",ESPN+,W 49–0,18022,0,0,30012,0.600493136,FALSE,FALSE,0.12,0,0,91,67,NR,Mid-American,2004,8,28
9/18/2004,Miami (OH),2:00 PM,Ohio,NR,"Yager StadiumOxford, OH",ESPN+,W 40–20,20113,1,2,30012,0.670165267,FALSE,FALSE,0,0,0,79,45,NR,Mid-American,2004,9,18
10/9/2004,Miami (OH),2:00 PM,Kent State,NR,"Yager StadiumOxford, OH",Not on TV,W 47–27,18625,2,3,30012,0.620585099,FALSE,FALSE,0,0,0,70,52,NR,Mid-American,2004,10,9
10/23/2004,Miami (OH),7:00 PM,Central Florida,NR,"Yager StadiumOxford, OH",ESPN+,W 41–14,8012,4,3,30012,0.266959883,FALSE,FALSE,0.67,0,0,64,45,NR,Mid-American,2004,10,23
11/2/2004,Miami (OH),7:30 PM,Toledo,NR,"Yager StadiumOxford, OH",ESPN2,W 23–16,13940,5,3,30012,0.464480874,FALSE,FALSE,0.49,0,0,70,50,NR,Mid-American,2004,11,2
9/10/2005,Miami (OH),2:00 PM,Central Michigan,NR,"Yager StadiumOxford, OH",Not on TV,L 37–38,16956,0,1,24286,0.698180021,TRUE,FALSE,0,0,0,87,60,NR,Mid-American,2005,9,10
10/15/2005,Miami (OH),2:00 PM,Akron,NR,"Yager StadiumOxford, OH",Not on TV,W 51–23,14312,2,3,24286,0.589310714,TRUE,FALSE,0.01,0,0,73,40,NR,Mid-American,2005,10,15
11/5/2005,Miami (OH),2:00 PM,Buffalo,NR,"Yager StadiumOxford, OH",Not on TV,W 54–13,20023,5,3,24286,0.824466771,TRUE,FALSE,0,0,0,76,55,NR,Mid-American,2005,11,5
11/15/2005,Miami (OH),7:00 PM,Bowling Green,NR,"Yager StadiumOxford, OH",ESPN2,L 14–42,5749,6,3,24286,0.236720744,TRUE,FALSE,1.42,0,0,71,53,NR,Mid-American,2005,11,15
8/31/2006,Miami (OH),7:30 PM,Northwestern*,NR,"Yager StadiumOxford, OH",ESPNU,L 3–21,20476,0,0,24286,0.843119493,FALSE,FALSE,0.01,0,0,75,68,NR,Mid-American,2006,8,31
9/16/2006,Miami (OH),2:00 PM,Kent State,NR,"Yager StadiumOxford, OH",ESPN+,L 14–16,10486,0,2,24286,0.431771391,FALSE,FALSE,0.01,0,0,80,50,NR,Mid-American,2006,9,16
10/8/2006,Miami (OH),8:00 PM,Northern Illinois,NR,"Yager StadiumOxford, OH",ESPN,L 25–28,12197,0,5,24286,0.502223503,FALSE,FALSE,0,0,0,77,42,NR,Mid-American,2006,10,8
10/28/2006,Miami (OH),2:00 PM,Ball State,NR,"Yager StadiumOxford, OH",ONN,L 17–20,17134,1,7,24286,0.705509347,FALSE,FALSE,0.16,0,0,52,44,NR,Mid-American,2006,10,28
11/24/2006,Miami (OH),12:00 PM,Ohio,NR,"Yager StadiumOxford, OH",ESPNU,L 24–34,15926,2,9,24286,0.655768756,FALSE,FALSE,0,0,0,65,21,NR,Mid-American,2006,11,24
9/15/2007,Miami (OH),12:00 PM,Cincinnati*,NR,"Yager StadiumOxford, Ohio",ESPN+,L 10–47,22421,1,1,24286,0.923206786,FALSE,FALSE,0,0,0,66,42,NR,Mid-American,2007,9,15
9/30/2007,Miami (OH),3:00 PM,Syracuse*,NR,"Yager StadiumOxford, Ohio",ONN/ESPN+,W 17–14,16800,1,3,24286,0.691756568,FALSE,FALSE,0,0,0,84,44,NR,Mid-American,2007,9,30
10/13/2007,Miami (OH),3:00 PM,Bowling Green,NR,"Yager StadiumOxford, Ohio",FSN Ohio,W 47–14,16148,3,3,24286,0.664909825,FALSE,FALSE,0,0,0,68,33,NR,Mid-American,2007,10,13
11/3/2007,Miami (OH),3:00 PM,Buffalo,NR,"Yager StadiumOxford, Ohio",ONN/ESPN+,W 31–28,12288,4,5,24286,0.505970518,FALSE,FALSE,0,0,0,61,26,NR,Mid-American,2007,11,3
11/14/2007,Miami (OH),7:35 PM,Akron,NR,"Yager StadiumOxford, Ohio",ESPN2,W 7–0,13274,5,5,24286,0.54657004,FALSE,FALSE,0.01,0,0,70,49,NR,Mid-American,2007,11,14
8/28/2008,Miami (OH),7:35 PM,Vanderbilt*,NR,"Yager StadiumOxford, OH",ESPNU,L 13–34,18398,0,0,24286,0.757555793,FALSE,FALSE,0,0,0,86,67,NR,Mid-American,2008,8,28
9/13/2008,Miami (OH),3:00 PM,Charleston Southern*,NR,"Yager StadiumOxford, OH",Not on TV,W 38–27,13833,0,2,24286,0.569587417,FALSE,FALSE,0,0,0,90,69,NR,Mid-American,2008,9,13
10/4/2008,Miami (OH),3:36 PM,Temple,NR,"Yager StadiumOxford, OH",Not on TV,L 10–28,17295,1,3,24286,0.712138681,FALSE,FALSE,0,0,0,72,40,NR,Mid-American,2008,10,4
10/25/2008,Miami (OH),3:30 PM,Kent State,NR,"Yager StadiumOxford, OH",Not on TV,L 21–54,14460,2,5,24286,0.59540476,FALSE,FALSE,0,0,0,57,39,NR,Mid-American,2008,10,25
11/11/2008,Miami (OH),7:06 PM,No. 14 Ball State,NR,"Yager StadiumOxford, OH",ESPN2,L 16–31,14758,2,7,24286,0.607675204,FALSE,FALSE,0.01,0,0,42,20,14,Mid-American,2008,11,11
11/28/2008,Miami (OH),12:35 PM,Ohio,NR,"Yager StadiumOxford, OH",ESPNU,L 26–41,13867,2,9,24286,0.5709874,FALSE,FALSE,0,0,0,45,18,NR,Mid-American,2008,11,28
10/24/2009,Miami (OH),1:00 PM,Northern Illinois,NR,"Yager StadiumOxford, OH",Not on TV,L 22–27,9884,0,7,24286,0.406983447,FALSE,FALSE,0,0,0,59,33,NR,Mid-American,2009,10,24
10/31/2009,Miami (OH),3:30 PM,Toledo,NR,"Yager StadiumOxford, OH",ONN,W 31–24,8757,0,8,24286,0.360578111,FALSE,FALSE,0.42,0,0,65,36,NR,Mid-American,2009,10,31
11/12/2009,Miami (OH),6:00 PM,Bowling Green,NR,"Yager StadiumOxford, OH",Not on TV,L 14–35,8935,1,9,24286,0.367907436,FALSE,FALSE,0,0,0,58,29,NR,Mid-American,2009,11,12
11/18/2009,Miami (OH),6:00 PM,Buffalo,NR,"Yager StadiumOxford, OH",ESPNU,L 17–42,7983,1,10,24286,0.328707898,FALSE,FALSE,0.28,0,0,56,42,NR,Mid-American,2009,11,18
9/11/2010,Miami (OH),2:00 PM,Eastern Michigan,NR,"Yager StadiumOxford, OH",ONN/STO,W 28–21,12857,0,1,24286,0.529399654,FALSE,FALSE,0.11,0,0,75,56,NR,Mid-American,2010,9,11
9/18/2010,Miami (OH),3:30 PM,Colorado State*,NR,"Yager StadiumOxford, OH",ONN,W 31–10,16691,1,1,24286,0.687268385,FALSE,FALSE,0,0,0,87,47,NR,Mid-American,2010,9,18
10/2/2010,Miami (OH),1:00 PM,Kent State,NR,"Yager StadiumOxford, OH",Not on TV,W 27–21,17666,2,2,24286,0.727414972,FALSE,FALSE,0.12,0,0,67,37,NR,Mid-American,2010,10,2
10/23/2010,Miami (OH),1:00 PM,Ohio,NR,"Yager StadiumOxford, OH",Not on TV,L 13–34,17144,4,3,24286,0.705921107,FALSE,FALSE,0,0,0,78,38,NR,Mid-American,2010,10,23
11/23/2010,Miami (OH),7:00 PM,Temple,NR,"Yager StadiumOxford, OH",ESPN2,W 23–3,13235,7,4,24286,0.544964177,FALSE,FALSE,0.45,0,0,69,26,NR,Mid-American,2010,11,23
9/24/2011,Miami (OH),1:00 PM,Bowling Green,NR,"Yager StadiumOxford, OH",Not on TV,L 23–37,20828,0,2,24286,0.85761344,FALSE,FALSE,0.01,0,0,68,48,NR,Mid-American,2011,9,24
10/1/2011,Miami (OH),1:00 PM,Cincinnati*,NR,"Yager StadiumOxford, OH (116th Victory Bell)",ESPN3,L 0–27,16408,0,3,24286,0.675615581,FALSE,FALSE,0,0,0,54,38,NR,Mid-American,2011,10,1
10/8/2011,Miami (OH),1:00 PM,Army*,NR,"Yager StadiumOxford, OH",ONN,W 35–28,14979,0,4,24286,0.616775097,FALSE,FALSE,0,0,0,83,47,NR,Mid-American,2011,10,8
10/29/2011,Miami (OH),3:30 PM,Buffalo,NR,"Yager StadiumOxford, OH",SportsTime Ohio,W 41–13,16131,2,5,24286,0.664209833,FALSE,FALSE,0,0,0,57,29,NR,Mid-American,2011,10,29
11/3/2011,Miami (OH),7:30 PM,Akron,NR,"Yager StadiumOxford, OH",ESPNU,W 35–3,12968,3,5,24286,0.533970189,FALSE,FALSE,1.15,0,0,57,37,NR,Mid-American,2011,11,3
11/16/2011,Miami (OH),8:00 PM,Western Michigan,NR,"Yager StadiumOxford, OH",ESPN2,L 21–24,15729,4,6,24286,0.647657086,FALSE,FALSE,0.27,0,0,57,37,NR,Mid-American,2011,11,16
9/8/2012,Miami (OH),1:00 PM,Southern Illinois*,NR,"Yager StadiumOxford, OH",ESPN3,W 30–14,17725,0,1,24286,0.729844355,FALSE,FALSE,0.5,0,0,74,53,NR,Mid-American,2012,9,8
9/22/2012,Miami (OH),12:00 PM,UMass,NR,"Yager StadiumOxford, OH",ESPN+/ESPN3,W 27–16,15159,1,2,24286,0.624186774,FALSE,FALSE,0.22,0,0,73,38,NR,Mid-American,2012,9,22
10/27/2012,Miami (OH),3:30 PM,No. 23 Ohio,NR,"Yager StadiumOxford, OH",STO,W 23–20,19326,3,4,24286,0.795767109,FALSE,FALSE,0.04,0,0,54,43,23,Mid-American,2012,10,27
11/10/2012,Miami (OH),1:00 PM,Kent State,NR,"Yager StadiumOxford, OH",STO,L 32–48,13301,4,5,24286,0.547681792,FALSE,FALSE,0,0,0,74,42,NR,Mid-American,2012,11,10
11/23/2012,Miami (OH),1:00 PM,Ball State,NR,"Yager StadiumOxford, OH",Not on TV,L 24–31,8154,4,7,24286,0.335748991,FALSE,FALSE,0.01,0,0,59,32,NR,Mid-American,2012,11,23
