League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team
NBA,2001 - 2002,Regular_Season,Shawn Marion,PHX,81,3109.0,654,1395,48,122,191,226,144,214,211,593,804,163,148,88,1547,1978,May,"May 7, 1978",6-7,201,228,103,United States,Clarksville High School,1,9,Phoenix Suns
NBA,2001 - 2002,Regular_Season,Wally Szczerbiak,MIN,82,3117.0,609,1199,87,191,226,272,181,188,120,271,391,257,66,21,1531,1977,Mar,"Mar 5, 1977",6-7,201,240,109,United States / Spain,Cold Spring Harbor High School,1,6,Minnesota Timberwolves
NBA,2001 - 2002,Regular_Season,Rasheed Wallace,POR,79,2963.0,603,1287,114,317,201,274,132,212,136,509,645,152,101,101,1521,1974,Sep,"Sep 17, 1974",6-11,211,230,104,United States,Simon Gratz High School,1,4,Washington Wizards
NBA,2001 - 2002,Regular_Season,Peja Stojakovic,SAC,71,2649.0,547,1130,129,310,283,323,140,120,72,301,373,175,81,14,1506,1977,Jun,"Jun 9, 1977",6-10,208,229,104,Serbia / Greece,,1,14,Sacramento Kings
NBA,2001 - 2002,Regular_Season,Jason Terry,ATL,78,2967.0,524,1219,172,444,284,340,181,156,40,230,270,444,144,13,1504,1977,Sep,"Sep 15, 1977",6-2,188,185,84,United States,Benjamin Franklin High School,1,10,Atlanta Hawks
NBA,2001 - 2002,Regular_Season,Ray Allen,MIL,69,2525.0,530,1148,229,528,214,245,159,157,81,231,312,271,88,18,1503,1975,Jul,"Jul 20, 1975",6-5,196,205,93,United States,Hillcrest High School,1,5,Minnesota Timberwolves
NBA,2001 - 2002,Regular_Season,Baron Davis,CHA,82,3319.0,559,1341,170,478,196,338,246,241,93,256,349,698,172,47,1484,1979,Apr,"Apr 13, 1979",6-3,191,215,98,United States,Crossroads School,1,3,Charlotte Hornets
NBA,2001 - 2002,Regular_Season,Vince Carter,TOR,60,2385.0,559,1307,121,313,245,307,154,191,138,175,313,239,94,43,1484,1977,Jan,"Jan 26, 1977",6-6,198,220,100,United States,Mainland High School,1,5,Golden State Warriors
NBA,2001 - 2002,Regular_Season,Eddie Jones,MIA,81,3156.0,517,1198,149,382,297,355,148,259,61,317,378,262,117,77,1480,1971,Oct,"Oct 20, 1971",6-6,198,200,91,United States,Blanche Ely High School,1,10,Los Angeles Lakers
NBA,2001 - 2002,Regular_Season,Steve Nash,DAL,82,2838.0,525,1088,156,343,260,293,229,164,50,204,254,634,53,4,1466,1974,Feb,"Feb 7, 1974",6-3,191,178,81,Canada / South Africa,St. Michaels University School,1,15,Phoenix Suns
NBA,2001 - 2002,Regular_Season,Sam Cassell,MIL,74,2604.0,554,1197,71,204,282,328,177,208,54,258,312,493,90,12,1461,1969,Nov,"Nov 18, 1969",6-3,191,185,84,United States,Dunbar High School ,1,24,Houston Rockets
NBA,2001 - 2002,Regular_Season,Elton Brand,LAC,80,3021.0,532,1010,0,0,389,524,173,254,396,529,925,191,80,163,1453,1979,Mar,"Mar 11, 1979",6-9,206,254,115,United States,Peekskill High School,1,1,Chicago Bulls
NBA,2001 - 2002,Regular_Season,Pau Gasol,MEM,82,3007.0,551,1064,1,5,338,477,224,195,238,492,730,223,41,169,1441,1980,Jul,"Jul 6, 1980",7-0,213,250,113,Spain,,1,3,Atlanta Hawks
NBA,2001 - 2002,Regular_Season,Michael Finley,DAL,69,2755.0,569,1228,76,224,210,251,117,144,90,271,361,230,65,25,1424,1973,Mar,"Mar 6, 1973",6-7,201,225,102,United States,Proviso East High School,1,21,Phoenix Suns
NBA,2001 - 2002,Regular_Season,Jermaine O'Neal,IND,72,2709.0,543,1133,1,14,284,413,174,269,188,569,757,118,45,166,1371,1978,Oct,"Oct 13, 1978",6-11,211,235,107,United States,Eau Claire High School,1,17,Portland Trail Blazers
NBA,2001 - 2002,Regular_Season,Andre Miller,CLE,81,3023.0,474,1045,22,87,365,447,245,227,108,271,379,882,126,34,1335,1976,Mar,"Mar 19, 1976",6-3,191,200,91,United States,Verbum Dei High School,1,8,Cleveland Cavaliers
NBA,2001 - 2002,Regular_Season,Chris Webber,SAC,54,2071.0,532,1075,5,19,253,338,158,182,150,396,546,259,90,76,1322,1973,Mar,"Mar 1, 1973",6-9,206,245,111,United States,Detroit Country Day School,1,1,Orlando Magic
NBA,2001 - 2002,Regular_Season,Nick Van Exel,DAL,72,2496.0,501,1226,119,350,201,251,156,103,28,226,254,478,44,11,1322,1971,Nov,"Nov 27, 1971",6-1,185,170,77,United States,St. Joseph High School,2,10,Los Angeles Lakers
NBA,2001 - 2002,Regular_Season,Reggie Miller,IND,79,2889.0,414,913,180,443,296,325,120,144,23,196,219,253,88,10,1304,1965,Aug,"Aug 24, 1965",6-7,201,185,84,United States,Riverside Polytech High School,1,11,Indiana Pacers
NBA,2001 - 2002,Regular_Season,Bonzi Wells,POR,74,2347.0,487,1039,66,172,216,292,191,208,121,323,444,204,113,25,1256,1976,Sep,"Sep 28, 1976",6-5,196,210,95,United States,Muncie Central High School ,1,11,Detroit Pistons
NBA,2001 - 2002,Regular_Season,Jason Kidd,NJN,82,3056.0,445,1138,117,364,201,247,286,136,129,465,594,808,175,20,1208,1973,Mar,"Mar 23, 1973",6-4,193,210,95,United States,St. Joseph Notre Dame High School,1,2,Dallas Mavericks
NBA,2001 - 2002,Regular_Season,Keith Van Horn,NJN,81,2466.0,471,1089,101,293,157,197,146,221,137,472,609,164,63,42,1200,1975,Oct,"Oct 23, 1975",6-10,208,220,100,United States,Diamond Bar High School,1,2,Philadelphia Sixers
NBA,2001 - 2002,Regular_Season,Rashard Lewis,SEA,71,2584.0,455,972,123,316,162,200,97,174,139,359,498,123,104,40,1195,1979,Aug,"Aug 8, 1979",6-10,208,235,107,United States,Alief Elsik High School,2,3,Seattle SuperSonics
NBA,2001 - 2002,Regular_Season,Juwan Howard,DEN,81,2635.0,462,1005,0,2,261,343,152,264,223,389,612,169,46,47,1185,1973,Feb,"Feb 7, 1973",6-9,206,240,109,United States,Chicago Vocational Career Academy,1,5,Washington Wizards
NBA,2001 - 2002,Regular_Season,Jeff McInnis,LAC,81,3030.0,463,1121,75,234,183,219,147,202,45,168,213,500,63,6,1184,1974,Oct,"Oct 22, 1974",6-4,193,190,86,United States,Oak Hill Academy,2,8,Denver Nuggets
NBA,2001 - 2002,Regular_Season,Alonzo Mourning,MIA,75,2455.0,447,866,1,3,283,431,182,258,182,450,632,87,27,186,1178,1970,Feb,"Feb 8, 1970",6-10,208,240,109,United States,Indian River High School,1,2,Charlotte Hornets
NBA,2001 - 2002,Regular_Season,Wesley Person,CLE,78,2793.0,467,944,143,322,99,124,74,93,50,244,294,173,77,37,1176,1971,Mar,"Mar 28, 1971",6-6,198,195,88,United States,Brantley High School,1,23,Phoenix Suns
NBA,2001 - 2002,Regular_Season,Lamond Murray,CLE,71,2312.0,430,986,101,238,215,263,141,148,81,291,372,157,70,43,1176,1973,Apr,"Apr 20, 1973",6-7,201,236,107,United States,John Kennedy High School,1,7,Los Angeles Clippers
NBA,2001 - 2002,Regular_Season,Cliff Robinson,DET,80,2853.0,454,1069,115,304,143,206,151,243,79,307,386,202,89,95,1166,1966,Dec,"Dec 16, 1966",6-10,208,225,102,United States,Riverside High School,2,9,Portland Trail Blazers
NBA,2001 - 2002,Regular_Season,Brent Barry,SEA,81,3041.0,401,790,164,387,198,234,165,182,58,383,441,426,147,37,1164,1971,Dec,"Dec 31, 1971",6-7,201,210,95,United States,De La Salle High School,1,15,Denver Nuggets
NBA,2001 - 2002,Regular_Season,Jason Richardson,GSW,80,2629.0,464,1091,82,246,141,210,160,195,124,216,340,236,106,31,1151,1981,Jan,"Jan 20, 1981",6-6,198,225,102,United States,Arthur Hill High School ,1,5,Golden State Warriors
NBA,2001 - 2002,Regular_Season,Kurt Thomas,NYK,82,2771.0,463,938,1,6,216,265,153,341,214,533,747,87,71,79,1143,1972,Oct,"Oct 4, 1972",6-9,206,240,109,United States,Hillcrest High School,1,10,Miami Heat
NBA,2001 - 2002,Regular_Season,Shane Battier,MEM,78,3094.0,412,961,103,276,198,283,155,215,180,239,419,216,121,81,1125,1978,Sep,"Sep 9, 1978",6-8,203,220,100,United States,Detroit Country Day School,1,6,Vancouver Grizzlies
NBA,2001 - 2002,Regular_Season,Antonio Davis,TOR,77,2977.0,410,963,0,1,293,358,159,225,254,486,740,155,54,83,1113,1968,Oct,"Oct 31, 1968",6-9,206,245,111,United States,McClymonds High School,2,18,Indiana Pacers
NBA,2001 - 2002,Regular_Season,John Stockton,UTA,82,2566.0,401,775,25,78,275,321,207,208,58,204,262,674,152,24,1102,1962,Mar,"Mar 26, 1962",6-1,185,170,77,United States,Gonzaga Preparatory School,1,16,Utah Jazz
NBA,2001 - 2002,Regular_Season,Kerry Kittles,NJN,82,2602.0,438,940,98,242,128,172,109,108,68,207,275,216,130,31,1102,1974,Jun,"Jun 12, 1974",6-5,196,179,81,United States,St. Augustine High School,1,8,New Jersey Nets
NBA,2001 - 2002,Regular_Season,Mike Bibby,SAC,80,2659.0,446,985,51,138,155,193,134,132,37,185,222,403,87,15,1098,1978,May,"May 13, 1978",6-2,188,195,88,United States,Shadow Mountain High School,1,2,Vancouver Grizzlies
NBA,2001 - 2002,Regular_Season,Kenyon Martin,NJN,73,2504.0,445,962,15,67,181,267,172,262,113,275,388,192,90,121,1086,1977,Dec,"Dec 30, 1977",6-9,206,240,109,United States,Bryan Adams High School,1,1,New Jersey Nets
NBA,2001 - 2002,Regular_Season,Quentin Richardson,LAC,81,2152.0,400,926,133,349,143,187,102,142,113,221,334,128,78,21,1076,1980,Apr,"Apr 13, 1980",6-6,198,223,101,United States,Whitney Young High School,1,18,Los Angeles Clippers
NBA,2001 - 2002,Regular_Season,Elden Campbell,CHA,77,2155.0,384,794,0,2,306,384,138,264,133,397,530,102,60,137,1074,1968,Jul,"Jul 23, 1968",6-11,211,215,98,United States,Morningside High School,1,27,Los Angeles Lakers
NBA,2001 - 2002,Regular_Season,Corliss Williamson,DET,78,1702.0,411,806,1,5,240,298,137,226,118,202,320,94,49,26,1063,1973,Dec,"Dec 4, 1973",6-7,201,245,111,United States,Russellville High School,1,13,Sacramento Kings
NBA,2001 - 2002,Regular_Season,Raef LaFrentz,DAL,78,2455.0,421,920,104,268,105,151,94,281,176,403,579,89,55,213,1051,1976,May,"May 29, 1976",6-11,211,245,111,United States,MFL Mar-Mac High School,1,3,Denver Nuggets
NBA,2001 - 2002,Regular_Season,Brad Miller,IND,76,2263.0,366,733,3,7,297,383,115,244,252,369,621,152,76,41,1032,1976,Apr,"Apr 12, 1976",7-0,213,261,118,United States,Maine Central Institute,,,
NBA,2001 - 2002,Regular_Season,Chauncey Billups,MIN,82,2356.0,348,824,124,315,207,234,138,169,35,191,226,450,65,17,1027,1976,Sep,"Sep 25, 1976",6-3,191,210,95,United States,George Washington High School,1,3,Boston Celtics
NBA,2001 - 2002,Regular_Season,Damon Stoudamire,POR,75,2796.0,369,918,104,295,174,196,149,153,78,214,292,490,67,7,1016,1973,Sep,"Sep 3, 1973",5-10,178,171,78,United States,Woodrow Wilson High School,1,7,Toronto Raptors
NBA,2001 - 2002,Regular_Season,Darrell Armstrong,ORL,82,2730.0,347,827,139,398,182,205,175,166,83,236,319,453,157,14,1015,1968,Jun,"Jun 22, 1968",6-0,183,170,77,United States,Ashbrook High School,,,
NBA,2001 - 2002,Regular_Season,Kenny Thomas,HOU,72,2484.0,396,829,0,16,223,336,143,193,158,358,516,137,85,66,1015,1977,Jul,"Jul 25, 1977",6-7,201,245,111,United States,Albuquerque High School,1,22,Houston Rockets
NBA,2001 - 2002,Regular_Season,Doug Christie,SAC,81,2798.0,338,735,90,256,206,242,164,209,74,300,374,340,160,24,972,1970,May,"May 9, 1970",6-6,198,200,91,United States,Rainier Beach High School,1,17,Seattle SuperSonics
NBA,2001 - 2002,Regular_Season,Alvin Williams,TOR,82,2927.0,403,971,62,193,103,140,150,191,58,223,281,468,135,26,971,1974,Aug,"Aug 6, 1974",6-5,196,185,84,United States,Germantown Academy ,2,19,Portland Trail Blazers
NBA,2001 - 2002,Regular_Season,Penny Hardaway,PHX,80,2462.0,389,931,23,83,158,195,189,184,98,252,350,324,122,32,959,1971,Jul,"Jul 18, 1971",6-7,201,195,88,United States,Treadwell High School,1,3,Golden State Warriors
NBA,2001 - 2002,Regular_Season,Ricky Davis,CLE,82,1954.0,376,781,11,35,196,248,148,145,63,180,243,178,69,23,959,1979,Sep,"Sep 23, 1979",6-7,201,195,88,United States,Davenport North High School,1,21,Charlotte Hornets
NBA,2001 - 2002,Regular_Season,Matt Harpring,PHI,81,2540.0,386,838,21,69,165,222,127,201,203,370,573,107,70,5,958,1976,May,"May 31, 1976",6-7,201,230,104,United States,Marist School ,1,15,Orlando Magic
NBA,2001 - 2002,Regular_Season,Chucky Atkins,DET,79,2284.0,368,790,138,336,83,120,128,177,31,127,158,262,72,11,957,1974,Aug,"Aug 14, 1974",5-11,180,185,84,United States,Evans High School,,,
NBA,2001 - 2002,Regular_Season,David Robinson,SAS,78,2303.0,341,672,0,0,269,395,104,193,191,456,647,94,86,140,951,1965,Aug,"Aug 6, 1965",7-1,216,250,113,United States,Osbourn Park High School,1,1,San Antonio Spurs
NBA,2001 - 2002,Regular_Season,David Wesley,CHA,67,2487.0,364,910,85,256,138,188,119,147,44,99,143,236,74,15,951,1970,Nov,"Nov 14, 1970",6-0,183,190,86,United States,Longview High School,,,
NBA,2001 - 2002,Regular_Season,Troy Hudson,ORL,81,1854.0,354,815,66,187,176,201,163,119,30,115,145,255,57,6,950,1976,Mar,"Mar 13, 1976",6-1,185,170,77,United States,Carbondale High School,,,
NBA,2001 - 2002,Regular_Season,Marcus Fizer,CHI,76,1963.0,370,847,7,41,189,283,131,186,128,299,427,121,49,24,936,1978,Aug,"Aug 10, 1978",6-8,203,246,112,United States,Arcadia High School,1,4,Chicago Bulls
NBA,2001 - 2002,Regular_Season,Desmond Mason,SEA,75,2420.0,357,769,16,59,201,237,104,170,92,259,351,104,67,27,931,1977,Oct,"Oct 11, 1977",6-7,201,224,102,United States,Waxahachie High School,1,17,Seattle SuperSonics
NBA,2001 - 2002,Regular_Season,Dikembe Mutombo,PHI,80,2907.0,321,641,0,0,278,364,156,240,254,609,863,83,29,190,920,1966,Jun,"Jun 25, 1966",7-2,218,260,118,Democratic Republic of the Congo,Institute Boboto,1,4,Denver Nuggets
NBA,2001 - 2002,Regular_Season,Rodney Rogers,BOS,77,1880.0,356,756,88,235,117,149,108,225,129,219,348,111,66,29,917,1971,Jun,"Jun 20, 1971",6-7,201,235,107,United States,Hillside High School,1,9,Denver Nuggets
NBA,2001 - 2002,Regular_Season,Keon Clark,TOR,81,2185.0,380,775,0,5,155,230,140,258,182,421,603,88,58,122,915,1975,Apr,"Apr 16, 1975",6-11,211,221,100,United States,Danville High School,1,13,Orlando Magic
NBA,2001 - 2002,Regular_Season,Bobby Jackson,SAC,81,1750.0,334,754,79,219,149,184,93,145,82,169,251,164,73,11,896,1973,Mar,"Mar 13, 1973",6-1,185,185,84,United States,Salisbury High School,1,23,Seattle SuperSonics
NBA,2001 - 2002,Regular_Season,Larry Hughes,GSW,73,2050.0,343,810,18,93,191,259,171,150,83,162,245,316,113,23,895,1979,Jan,"Jan 23, 1979",6-5,196,184,83,United States,Christian Brothers College High School,1,8,Philadelphia Sixers
NBA,2001 - 2002,Regular_Season,Steve Smith,SAS,77,2212.0,310,682,116,246,159,181,108,158,45,148,193,151,54,15,895,1969,Mar,"Mar 31, 1969",6-7,201,200,91,United States,Pershing High School,1,5,Miami Heat
NBA,2001 - 2002,Regular_Season,Vlade Divac,SAC,80,2420.0,338,716,3,13,209,340,158,229,205,466,671,297,79,94,888,1968,Feb,"Feb 3, 1968",7-1,216,260,118,Serbia,,1,26,Los Angeles Lakers
NBA,2001 - 2002,Regular_Season,Michael Olowokandi,LAC,80,2569.0,384,886,0,0,117,188,175,217,164,547,711,90,55,145,885,1975,Apr,"Apr 3, 1975",7-0,213,270,122,Nigeria / England,Newlands Manor School,1,1,Los Angeles Clippers
NBA,2001 - 2002,Regular_Season,Pat Garrity,ORL,80,2406.0,327,767,170,397,61,73,68,230,77,261,338,99,60,28,885,1976,Aug,"Aug 23, 1976",6-9,206,238,108,United States,Lewis-Palmer High School,1,19,Milwaukee Bucks
NBA,2001 - 2002,Regular_Season,Andrei Kirilenko,UTA,82,2151.0,285,633,25,100,285,371,108,156,149,253,402,94,116,158,880,1981,Feb,"Feb 18, 1981",6-9,206,235,107,Russia,,1,24,Utah Jazz
NBA,2001 - 2002,Regular_Season,Tim Thomas,MIL,74,1987.0,316,753,95,291,142,179,127,199,64,236,300,105,65,32,869,1977,Feb,"Feb 26, 1977",6-10,208,240,109,United States,Paterson Catholic High School,1,7,New Jersey Nets
NBA,2001 - 2002,Regular_Season,Danny Fortson,GSW,77,2216.0,309,722,1,4,245,308,160,254,290,609,899,128,44,20,864,1976,Mar,"Mar 27, 1976",6-7,201,260,118,United States,Shaler Area High School,1,10,Milwaukee Bucks
NBA,2001 - 2002,Regular_Season,Lee Nailon,CHA,79,1911.0,369,764,1,2,112,150,96,175,103,188,291,94,59,17,851,1975,Feb,"Feb 22, 1975",6-9,206,238,108,United States,Clay High School ,2,14,Charlotte Hornets
NBA,2001 - 2002,Regular_Season,Ruben Patterson,POR,75,1765.0,319,619,9,36,192,274,114,139,155,143,298,107,79,37,839,1975,Jul,"Jul 31, 1975",6-5,196,223,101,United States,John Hay High School,2,2,Los Angeles Lakers
NBA,2001 - 2002,Regular_Season,Chris Whitney,WAS,82,2175.0,274,656,131,323,154,175,85,182,11,141,152,314,72,6,833,1971,Oct,"Oct 5, 1971",6-0,183,168,76,United States,Christian County High School,2,20,San Antonio Spurs
NBA,2001 - 2002,Regular_Season,Voshon Lenard,DEN,71,1665.0,315,769,89,240,94,120,91,105,38,145,183,130,59,25,813,1973,May,"May 14, 1973",6-4,193,205,93,United States,Southwestern High School,2,19,Milwaukee Bucks
NBA,2001 - 2002,Regular_Season,Hedo Turkoglu,SAC,80,1970.0,290,687,63,171,167,230,81,184,63,300,363,163,57,31,810,1979,Mar,"Mar 19, 1979",6-10,208,220,100,Turkey,,1,16,Sacramento Kings
NBA,2001 - 2002,Regular_Season,Nazr Mohammed,ATL,82,2168.0,329,713,0,1,137,222,118,252,242,409,651,33,63,61,795,1977,Sep,"Sep 5, 1977",6-10,208,250,113,United States,Kenwood Academy,1,29,Utah Jazz
NBA,2001 - 2002,Regular_Season,Rod Strickland,MIA,76,2294.0,316,714,8,26,154,201,159,114,49,183,232,463,82,11,794,1966,Jul,"Jul 11, 1966",6-3,191,175,79,United States,Oak Hill Academy,1,19,New York Knicks
NBA,2001 - 2002,Regular_Season,Anthony Mason,MIL,82,3143.0,316,626,1,1,154,221,130,186,125,521,646,346,57,22,787,1966,Dec,"Dec 14, 1966",6-7,201,250,113,United States,Springfield Gardens High School,3,3,Portland Trail Blazers
NBA,2001 - 2002,Regular_Season,Derek Fisher,LAL,70,1974.0,274,666,144,349,94,111,62,121,15,131,146,181,66,9,786,1974,Aug,"Aug 9, 1974",6-1,185,210,95,United States,Parkview Arts and Science Magnet High School,1,24,Los Angeles Lakers
NBA,2001 - 2002,Regular_Season,James Posey,DEN,73,2238.0,277,736,67,237,161,203,127,225,109,320,429,180,114,39,782,1977,Jan,"Jan 13, 1977",6-8,203,217,98,United States,Chamberlin High School,1,18,Denver Nuggets
NBA,2001 - 2002,Regular_Season,Darius Miles,LAC,82,2228.0,309,642,3,19,158,255,160,184,109,344,453,184,71,103,779,1981,Oct,"Oct 9, 1981",6-9,206,210,95,United States,East St. Louis Senior High School,1,3,Los Angeles Clippers
NBA,2001 - 2002,Regular_Season,Bob Sura,GSW,78,1779.0,250,590,42,133,236,328,133,160,89,167,256,275,88,17,778,1973,Mar,"Mar 25, 1973",6-5,196,200,91,United States,G.A.R. Memorial ,1,17,Cleveland Cavaliers
NBA,2001 - 2002,Regular_Season,Malik Rose,SAS,82,1725.0,293,633,1,12,185,257,140,208,172,320,492,61,70,42,772,1974,Nov,"Nov 23, 1974",6-7,201,250,113,United States,Overbrook High School,2,15,Charlotte Hornets
NBA,2001 - 2002,Regular_Season,Joe Smith,MIN,72,1922.0,297,581,2,3,171,206,86,251,152,301,453,82,39,59,767,1975,Jul,"Jul 26, 1975",6-10,208,225,102,United States,Maury High School,1,1,Golden State Warriors
NBA,2001 - 2002,Regular_Season,Derek Anderson,POR,70,1860.0,247,613,85,228,178,208,87,113,47,142,189,216,68,8,757,1974,Jul,"Jul 18, 1974",6-5,196,194,88,United States,Doss High School,1,13,Cleveland Cavaliers
NBA,2001 - 2002,Regular_Season,Antonio Daniels,SAS,82,2175.0,269,612,57,196,158,210,70,104,23,153,176,228,48,12,753,1975,Mar,"Mar 19, 1975",6-4,193,195,88,United States,Saint Francis DeSales High School,1,4,Vancouver Grizzlies
NBA,2001 - 2002,Regular_Season,Jamaal Tinsley,IND,80,2442.0,289,760,42,175,131,186,270,248,78,220,298,647,138,40,751,1978,Feb,"Feb 28, 1978",6-3,191,188,85,United States,Samuel J. Tilden High School,1,27,Vancouver Grizzlies
NBA,2001 - 2002,Regular_Season,Richard Jefferson,NJN,79,1917.0,270,591,13,56,189,265,107,211,85,208,293,140,64,48,742,1980,Jun,"Jun 21, 1980",6-7,201,233,106,United States,Moon Valley High School,1,13,Houston Rockets
NBA,2001 - 2002,Regular_Season,Dale Davis,POR,78,2447.0,296,580,0,0,149,210,62,192,262,426,688,96,62,83,741,1969,Mar,"Mar 25, 1969",6-11,211,252,114,United States,Stephens High School,1,13,Indiana Pacers
NBA,2001 - 2002,Regular_Season,Jon Barry,DET,82,1986.0,255,523,121,258,108,117,111,134,42,190,232,273,93,20,739,1969,Jul,"Jul 25, 1969",6-4,193,195,88,United States,De La Salle High School,1,21,Boston Celtics
NBA,2001 - 2002,Regular_Season,Anthony Peeler,MIN,82,2060.0,288,684,111,283,50,58,76,137,37,169,206,177,61,11,737,1969,Nov,"Nov 25, 1969",6-4,193,208,94,United States,Paseo Academy,1,15,Los Angeles Lakers
NBA,2001 - 2002,Regular_Season,Kenny Anderson,BOS,76,2430.0,312,716,9,33,98,132,119,209,57,218,275,403,141,10,731,1970,Oct,"Oct 9, 1970",6-0,183,168,76,United States,Archbishop Molloy High School,1,2,New Jersey Nets
NBA,2001 - 2002,Regular_Season,Tony Parker,SAS,77,2267.0,268,639,61,189,108,160,151,166,33,164,197,334,89,7,705,1982,May,"May 17, 1982",6-2,188,185,84,France,,1,28,San Antonio Spurs
NBA,2001 - 2002,Regular_Season,Jamaal Magloire,CHA,82,1549.0,228,414,0,1,243,333,118,201,152,308,460,31,27,86,699,1978,May,"May 21, 1978",6-11,211,259,117,Canada,Eastern Commerce Collegiate Institute,1,19,Charlotte Hornets
NBA,2001 - 2002,Regular_Season,Rasho Nesterovic,MIN,82,2217.0,324,657,0,1,39,71,94,262,200,334,534,75,45,109,687,1976,May,"May 30, 1976",7-0,213,255,116,Slovenia,,1,17,Minnesota Timberwolves
NBA,2001 - 2002,Regular_Season,Mark Jackson,NYK,82,2367.0,260,592,79,195,87,110,150,162,56,253,309,605,74,1,686,1965,Apr,"Apr 1, 1965",6-1,185,180,82,United States,Bishop Loughlin Memorial High School,1,18,New York Knicks
NBA,2001 - 2002,Regular_Season,Trenton Hassell,CHI,78,2237.0,268,629,60,165,87,114,101,184,65,190,255,171,55,44,683,1979,Mar,"Mar 4, 1979",6-5,196,227,103,United States,Clarksville High School,2,1,Chicago Bulls
NBA,2001 - 2002,Regular_Season,Lucious Harris,NJN,74,1552.0,249,537,44,118,133,158,61,99,49,158,207,116,53,7,675,1970,Dec,"Dec 18, 1970",6-5,196,190,86,United States,Cleveland High School,2,1,Dallas Mavericks
NBA,2001 - 2002,Regular_Season,Brian Grant,MIA,72,2256.0,286,610,0,2,101,119,122,235,168,407,575,137,48,31,673,1972,Mar,"Mar 5, 1972",6-9,206,254,115,United States,Georgetown High School,1,8,Sacramento Kings
NBA,2001 - 2002,Regular_Season,Jumaine Jones,CLE,81,2142.0,287,640,52,168,45,68,79,183,125,365,490,116,75,46,671,1979,Feb,"Feb 10, 1979",6-8,203,218,99,United States,Mitchell-Baker High School,1,27,Atlanta Hawks
NBA,2001 - 2002,Regular_Season,P.J. Brown,CHA,80,2563.0,250,527,0,0,169,197,85,222,273,513,786,107,59,78,669,1969,Oct,"Oct 14, 1969",6-11,211,225,102,United States,Winnfield Senior High School,2,2,New Jersey Nets
NBA,2001 - 2002,Regular_Season,Moochie Norris,HOU,82,2250.0,251,631,36,134,127,169,156,130,73,173,246,403,81,4,665,1973,Jul,"Jul 27, 1973",6-1,185,175,79,United States,Cardozo Senior High School,2,4,Milwaukee Bucks
NBA,2001 - 2002,Regular_Season,Rick Fox,LAL,82,2289.0,255,605,65,208,70,85,132,244,90,299,389,283,67,21,645,1969,Jul,"Jul 24, 1969",6-7,201,230,104,Canada / Bahamas,Warsaw Community High School,1,24,Boston Celtics
NBA,2001 - 2002,Regular_Season,Eddie Griffin,HOU,73,1895.0,244,666,90,273,64,86,47,116,117,299,416,53,17,134,642,1982,May,"May 30, 1982",6-10,208,220,100,United States,Roman Catholic High School for Boys,1,7,New Jersey Nets
NBA,2001 - 2002,Regular_Season,Bryon Russell,UTA,66,1997.0,222,584,77,226,115,140,110,205,79,216,295,136,64,19,636,1970,Dec,"Dec 31, 1970",6-7,201,225,102,United States,San Bernardino High School ,2,18,Utah Jazz
NBA,2001 - 2002,Regular_Season,Eric Piatkowski,LAC,71,1718.0,207,469,111,238,101,113,64,110,43,141,184,112,41,12,626,1970,Sep,"Sep 30, 1970",6-7,201,210,95,United States,Stevens High School,1,15,Indiana Pacers
NBA,2001 - 2002,Regular_Season,Ben Wallace,DET,80,2921.0,255,480,0,3,99,234,70,178,318,722,1040,115,138,277,609,1974,Sep,"Sep 10, 1974",6-9,206,240,109,United States,Central-Haynesville High School,,,
NBA,2001 - 2002,Regular_Season,Horace Grant,ORL,76,2210.0,264,515,0,0,80,111,51,118,159,322,481,104,57,49,608,1965,Jul,"Jul 4, 1965",6-10,208,255,116,United States,Hancock High School,1,10,Chicago Bulls
NBA,2001 - 2002,Regular_Season,Erick Strickland,BOS,79,1643.0,190,489,95,247,131,155,94,145,22,192,214,184,56,1,606,1973,Nov,"Nov 25, 1973",6-3,191,210,95,United States,Bellevue West High School,,,
NBA,2001 - 2002,Regular_Season,Todd MacCulloch,NJN,62,1502.0,247,465,0,0,109,162,66,181,157,221,378,78,24,89,603,1976,Jan,"Jan 27, 1976",7-0,213,280,127,Canada,Shaftesbury High School,2,18,Philadelphia Sixers
NBA,2001 - 2002,Regular_Season,DerMarr Johnson,ATL,72,1727.0,214,540,89,247,85,105,102,163,59,188,247,81,62,56,602,1980,May,"May 5, 1980",6-9,206,201,91,United States,Maine Central Institute,1,6,Atlanta Hawks
NBA,2001 - 2002,Regular_Season,Tony Delk,BOS,63,1447.0,226,588,67,214,78,97,59,98,58,145,203,132,53,10,597,1974,Jan,"Jan 28, 1974",6-1,185,189,86,United States,Haywood High School,1,16,Charlotte Hornets
NBA,2001 - 2002,Regular_Season,Othella Harrington,NYK,77,1564.0,237,450,0,2,122,172,95,247,125,224,349,37,30,36,596,1974,Jan,"Jan 31, 1974",6-9,206,235,107,United States,Murrah High School,2,1,Houston Rockets
