City ,Title,Text,"Murder Happened with reason:
1:Property/Land Disputes,
2:Family Dispute
3:Petty Quarrels,
4:Money Disputes, 
5:Personal Vendetta, 
6:Love Affairs, 
7:Casteism
8: Unknown/other",Number of child victims,Number of male victims(adult),Number of female victims(adult),"Kidnnaping:
Number of child victims",Number of male(adult) ,Number of female(adult),"Crime Against Women ( Combined ):
1. Murder with Rape 
2. Dowry Deaths(Sec. 3048)
3. Suicide(sec 305/306)
4. Kidnapping(All)
5. Acid Attack(Sec. 326A IPC)
6. Cruelty by Husband/in-laws((Sec.498 A IPC)
7. Rape only(Sec. 376 or 511 IPC)
8. Assault on Women with Intent to Outrage her Modesty (Sec. 354 IPC)
9. Cyber Crimes against Women
10. Protection of Children from Sexual Offences Act",Number of adult victims,Number of childs invoved
Lucknow,SC notice to UP in La Martiniere student’s murder,"Lucknow: The Supreme Court has issued notice to UP government in the murder of La Martinere College student Rahul Sridhar. The notice was issued on April 5 on the special leave petition filed by Rahul’s elder brother Rohit against the order of Allahabad high court which dismissed the family plea for CBI probe.Rahul, 15, a student of class IX, had allegedly fallen to his death from the 100-foot-high Constantia building on the campus on April 10, 2015. His parents had lodged an FIR of murder against unknown persons. But in its final report submitted in the court, police termed Rahul’s death as suicide. In February 2016, family challenged the police report in the court of chief judicial magistrate who ordered a re-investigation. In August 2017, the family approached the high court demanding CBI probe alleging that evidences in the case were tampered by police to show murder as suicide. The HC had directed police to conclude the investigation in a month but dismissed the demand for CBI probe.Subsequently, the family filed a special leave petition in the SC stating that HC did not attempt to inquire into the evasive investigation carried out by the state police. In his plea in the apex court, Rohit cited the postmortem reports conducted by independent experts which claimed that Rahul was murdered. He also said that police did probe Rahul’s Facebook chats with a US citizen Larry Conners who was constantly in touch with Rahul online and also lured him into the dark web and violent games.",,,,,,,,,,
Lucknow,Chopped woman lived in Para: Cops,"LUCKNOW: Police have identified the woman whose chopped body parts were recovered from Krishnanagar and Para. The victim has been identified as Bharti Pandey, a resident of Para, police said. “We looked for the missing families in 4-km radius of the spot where body parts were found. We found four families missing but traced three while Bharti Pandey and Sunil Kannaujia were untraceable. We got Bharti’s Aadhaar card and photograph on it matched with the woman’s chopped head,” ASP (east) SC Rawat said . “Probe revealed that Bharti was a native of Asansol. Sunil is missing. A team has been sent to Bengal to trace Sunil,” said Rawat. ",,,,,,,,,,
Lucknow,TOI report makes LU wake up to NAAC re-accreditation bid,"Lucknow: Lucknow University on Tuesday directed all head of the departments to prepare self-assessment reports within 10 days so that the university can apply for NAAC re-accreditation at the earliest. The development came a day after TOI reported that Lucknow University might lose UGC funds and foreign collaborations as it has missed the deadline to apply for National Assessment Accreditation Council re-accreditation. In a meeting held on Tuesday, vice-chancellor SP Singh briefed the HODs and deans about NAAC procedure for applying for re-assessment. They were also provided a performa by the Internal Quality Assurance Cell (IQAC) to furnish academic details of the past five years within 10 days. “The information sent by the departments will be used for preparing a self study report. It will be analysed and compiled by IQAC team,” said LU spokesperson NK Pandey. ",,,,,,,,,,
Lucknow,Indiranagar road rage: Woman executive assaulted,"LUCKNOW: A 32-year-old woman was manhandled by three unidentified men in an incident of road rage on the busy Meena Market crossing in Indiranagar on Tuesday. The victim Shabnam Shaukat, a resident of Sarovadaya Nagar, who works as an executive in a private media firm in Hazratganj told police in her complaint that she had gone to an ATM at Meena Market on a two-wheeler. Shaukat came out from the ATM after withdrawing money around 11.30 am when an unidentified man came and parked an SUV in front of her two-wheeler. Shaukat asked him to remove the vehicle so that she could move ahead. However, the man got enraged and hit her two-wheeler with his SUV, she told police, narrating the sequence of events. Shaukat was shocked by his behaviour and threatened him to call police which further irked him and he called two aides. “His two aides came damaged my two-wheeler badly without a reason. They manhandled me when I tried to stop them. Finding no way out, I began screaming and asked passersby for help following which the miscreants agreed to get my two-wheeler repaired and began apologising for their misconduct,” she said. “We left for an auto repairing shop. I was in an ‘e-rickshaw’ but suddenly those men disappeared on the way. Then I called police control room,” Shaukat added in her complaint. “The miscreants manhandled me in broad daylight and managed to escape. There is complete lawlessness in the city. Criminals have no fear of police. I want police to trace and arrest the accused and get my vehicle repaired,” she told. Circle officer (Ghazipur) Deepak Kumar Singh said that an FIR has been registered and efforts are on to trace the miscreants. ",,,,,,,,8,1,
Lucknow,"Don got bizman smuggled into his jail cell, assaulted by goons: UP to SC","NEW DELHI: The UP government on Thursday admitted before the Supreme Court that dreaded don and ex-Samajwadi Party MP Ateeq Ahmed had engineered the abduction of businessman Mohit Jaiswal in December and got him assaulted in his cell inside Deoria jail. The audacious abduction and assault created ripples after it was reported in TOI and other newspapers and the SC had taken cognisance of the TOI story and sought a report from the UP government. Admitting to the incident inside Deoria jail, the state government said Ahmed was shifted to Bareilly district jail after the incident as an inquiry found the jail superintendent and other officials complicit in allowing the don’s goons to take the businessman inside the prison cell. Ahmed is facing 109 cases of which 17 are for murder, 12 under UP Gangsters Act, eight under Arms Act and four under UP Goondas Act. The inquiry report said Ahmed and his gang had been pressurising Jaiswal to part with money and his refusal had led to his abduction and assault before the jailed don. “During interrogation, jail staff and prisoners denied the assault but a joint team after inquiry found that some CCTV cameras inside the jail premises were tampered with and persons meeting with Ateeq Ahmed had been granted relaxation in violation of rules,” the report said. Amicus curiae Vijay Hansaria and advocate Sneha Kalita informed a bench led by CJI Ranjan Gogoi that according to the Allahabad HC report, several cases were pending against Ahmed for a long time without charges being framed by trial courts. The report said disciplinary action was initiated agai- nst two guards and a deputy jailor of Deoria jail for allowing unauthorised entry of Ahmed’s goons along with the kidnapped businessman. Acting as amicus curiae in a PIL filed by Ashwini Upadhyay that sought expeditious trial of accused politicians, Hansaria had brought the incident of abduction and assault to the SC’s notice. Content state: Writing In use by: Reporter(s): Last modified: 11-04 23:43 - Yudhajit Shankar Das Requested size: 70 lin Actual size: 75 lin - 677.53p Category: Contextual use: Normal Description: Correction: Usages of this branch: TOIDelhiBS 12-04-2019, Delhi/1 - Nation, A/1 CAP08 TOILucknowBS 12-04-2019, LucknowCity/1 - Nation, A/6 TOILCP6 All usages: ",,,,,,,,,,
Lucknow,Lucknow a transit point for human traffickers?,"LUCKNOW: A Tripura woman was arrested by Lucknow police on charges of human trafficking and sent to jail on Thursday. The police have also launched a manhunt to nab two local aides of the woman. A team of crime branch has also been asked to assist in the probe, considering that it could be an international human trafficking racket with Lucknow as a transit point. Police said Amna Begum of Tripura had offered Rs 20,000 salary to a 38-year-old woman Jalpa (name changed), of Dhalai in Tripura. The victim was lured to work in Middle East by the accused. However, sensing foul play, the victim escaped from the clutches of the accused woman and her aides and approached the GRP at Charbagh railway station on Tuesday night after which the incident came to light. “Jalpa was brought to Lucknow by the accused from Tripura last week. The victim said she was kept at a hotel and then sent for medical examination to a government hospital from where she escaped and reached Charbagh station. She approached some GRP personnel, who took her to Asha Jyoti Kendra and we were also informed,” said CO Krishnanagar Lal Pratap Singh. “As the victim was unable to speak proper Hindi or English, a Bangla translator were summoned after which we were able to communicate with her,” he added. In the meanwhile, Begum approached the Krishnanagar police. She first claimed that Jalpa was her relative. But when Jalpa began to nod her head and cried loudly, Begum claimed that Jalpa was to be given job in Middle East and she needs to go with her. When the police asked her to produce work permit, Begum said the papers were with her two aides — Asif and Aminuddin — of Luknow. “The photos of the two were also shown to Jalpa, who identified them and alleged that they had forcefully taken her to a hotel in Lucknow. When the police went to check at their addresses, they were found to be absconding. Hence,we arrested Begum,” added CO Krishnanagar. ",,,,,,,,,,
Lucknow,Youth’s murder sparks fury on Lucknow-Faizabad road,"FAIZABAD: Enraged over the murder of a local youth, a mob went on the rampage for four hours on Faizabad-Lucknow highway on Thursday afternoon. The mob torched two buses of Uttar Pradesh State Road Transport Corporation and assaulted its passengers. The arson led to a massive 10-km jam on the busy highway, leaving hundreds of commuters stranded for hours. Violence began around 11am when a local youth, Virjan Singh, was found brutally murdered near the Faizabad-Lucknow highway under Mawai police station of Faizabad. Singh, who had a criminal past, was said to have left the crime world and leading a normal life. As the protesters lay siege to the highway, heavy police force from adjoining police stataions was rushed to the spot to quell the violence. It took the police more than three hours to curb violence. Traffic could be restored on the highway only after 3pm. Circle officer DK Yadav said four persons were booked for the murder of Virjan Singh. Also, a case of arson and violence was lodged against a mob. ",Unknown reasons,,1,,,,,,,
Lucknow,Man who dialled murdered Para woman also missing,"LUCKNOW: The man who last called Bharti Pandey, whose dismembered body was found in Krishnanagar on March 23, is also missing, adding to the mystery around the murder of the woman. The police team probing his connection to the murder of the 32-year-old woman on Friday found his house in Para to be locked. Neighbours were not aware of his whereabouts but said that he was last seen on March 18. The dismembered body was recovered in two separate incidents on two days—some parts stuffed in a bag were recovered in Krishnanagar and the torso was recovered the next day in a sack in Para. The body was identified to be that of Pandey, the wife of Sunil Kanaujia and a resident of Para. Bharti worked in a noodle factory in Motinagar and Sunil in a steel frame shop. Based on investigations so far, police believe that Sunil killed Bharti on March 23 and was in the city till March 25 before disappearing. Call record details of Bharti and Sunil revealed that one Ashish Sharma, a colleague of Bharti, used to call her frequently at late hours. Each call used to last for about five minutes. His last call, however, was on March 25 after Bharti was killed. The call which lasted for 10 seconds was received by Sunil who had installed Bharti’s SIM card in his mobile phone. “When a police team visited Sharma’s home on Friday, his neighbour said he had been living alone in the rented place for the past one year. On March 18, he brought his wife there for a day and has not been seen since then. The neighbours also said that Ashish worked in a noodle factory in Motinagar. It was the same factory where Bharti was employed. Workers of the factory told us that Ashish was well acquainted with Bharti and they used to spend a lot of time together. However, he has not reported for work since March 18. One Dilip in the factory informed us that Ashish had helped Bharti and Sunil in getting the house on rent in Para,” said Ranjeet Singh, station house officer of Para. “We have dispatched a team to his native place to trace Sharma. A manhunt for Sunil is also on,” added the SHO. ",,,,,,,,,,
Lucknow,"Savage dogs back in Sitapur, 4 kids mauled","LUCKNOW: In a painful reminder of last year’s attacks, four children were brutally injured by dogs in Tambore area of Sitapur on Thursday evening. The incident brought back horrifying memories of feral attacks last March when 15 children died and 50 injured. After Thursday’s incident, villagers killed a dog and hid its carcass. They claimed that it was the same time last year when dogs had been on the rampage in Sitapur but the administration had taken no measures. On March 17 this year, Priyanshu (5) was mauled to death by dogs in Mahmudabad area of Sitapur. Even then, the administration was indifferent, they alleged. According to the police, the attack took place at Shirsha Tola village. The children, Shaad (4), Ruhi (5), Faizan (9) and his sister Adiba (2), were playing barely 500 meters from their house in the evening. Suddenly, two stray dogs first attacked Adiba, at which Faizan tried to draw their attention. The dogs then overpowered him and pinned him to the ground. Shaad then tried to kick a dog but slipped. The dogs attacked him too. In the meantime, Ruhi tried to flee but was also attacked. As she screamed loudly, villagers rushed to the spot. They pulled away the dogs with sticks but the four children had been brutally injured. The villagers thrashed one dog till it died and buried its carcass, said the police. Later, UP 100 was informed and the children were sent to a local government hospital. Faizan’s father Mohammed Iqbal told TOI that the dogs had caused injuries to the neck, face and abdomen of his two children. “My son said they were wild and fierce,” he added. Ruhi’s father Suhail Siddiqui said this had happened last year too but the administration had turned a blind eye. “We will begin a hunger strike if the menace of dogs is not tamed,” he told TOI. Biswan circle officer SN Chaudhary said, “We have not got any written complaint from the families of the victims.”The injured children are out of danger. DM Sitapur Akhilesh Tiwari told TOI a team of doctors and forest officials was probing the case. Police have been instructed to prepare a report while all measures have been taken to deal with the menace, he said. “Village communities have been alerted. After nominations are over, we will visit vulnerable areas,” he said.. ",,,,,,,,,,
Lucknow,"Instigated by paramour, woman shoots husband dead; arrested","Lucknow: A 24-year-old woman allegedly shot dead her husband with a .315 bore country-made pistol in Machhrehta area of Sitapur district on late Friday. She was arrested after being caught in possession of the murder weapon. The police are yet to establish the motive of the murder and suspect that she could have been instigated by her paramour. Police said the victim, Pushkar Chand (26), was married to Ruby six months ago in Hulupur village in Machhrehta police station area. Chand worked at a tobacco company in Ahemdabad, while Ruby stayed with parents of Pushkar in the village. Police officials privy to the probe told TOI that a .315 bore pistol was arranged by the paramour of the woman who instigated her to kill her husband. ",Love Affairs,,1,,,,,,,
Lucknow,"Lucknow: Sexually harassed by colleagues, woman railway clerk jumps to death","LUCKNOW: A woman railway employee allegedly committed suicide by jumping from a four-storey building in a railway colony in the city on Sunday morning. Police claimed the deceased was sexually harassed by her seniors and colleagues and that drove her to end life. The woman was a clerk in the railways in Lucknow. She was a spinster and lived alone in her government accommodation in the railway colony. She hailed from Nalanda in Bihar. Police recovered a suicide note from her room in which she accused two seniors and four colleagues of sexually harassing her in office. The note has been sent to Forensic Science Laboratory (FSL) to examine if it was the deceased's handwriting. Her neighbour Sumit Kumar saw her lying in a pool of blood around 6am on Sunday and informed UP 100.  A police team reached the spot and took the woman to Kin g George's Medical University's Trauma Centre, where the doctors declared her brought dead. She had suffered fractures in the skull and the nature of injuries suggested that she fell from the building, said police. ""The suicide note was addressed to station house officer of Alambagh police station and was dated March 28, 2019,"" said Circle offficer, (Alambagh), Sanjeev Sinha. A blank diary was also recovered from her room, CO added. ""In the suicide note, she alleged that during working hours she was made to run outside for the work of her seniors. Colleagues used to sing vulgar songs aimed at her. Once a colleague misbehaved with her. When she reported the matter to a senior, the latter rebuked her instead,"" said Sinha. The CO said that they will grill the railway officers after an FIR is lodged and the handwriting of the deceased is verified. Police have informed the deceased's parents, who live in Nalanda, about her death. ",,,,,,,,"3,8",1,
Lucknow,"UP cops chase burning bike for 4km, rescue kid, 2 others","AGRA: In a rescue operation which appeared to be straight out of a movie, a UP police team chased a burning motorbike for more than 4km and saved three people, including an eight-year-old girl. The rescue operation was executed on Sunday around 5.55 pm by Dial 100 PRV 1617 squad who were keeping a tab on traffic movement on Agra-Lucknow expressway. A video of the rescue operation shared by Dial 100 Twitter handle saw the cops chasing the bike and intercepting it to douse the fire caused by the heated exhaust pipe. Speaking to TOI, constable Sachin Yadav, whose colleagues saved the three victims, said, “The team of constableswere keeping a tab on traffic movement when they saw a burning bag hanging from the exhaust pipe of the bike. The three then chased the bike for nearly 4 km and intercepted it to douse the flames.” ",,,,,,,,,,
Lucknow,"Roommates clash over fish, 2 injured","LUCKNOW: A verbal spat between roommates over cooking fish quickly snowballed into a clash in Jankipuram, leaving two persons injured late on Sunday night. ' The injured, identified as Amardeep Paul (20) and Kuldeep (20), are admitted to a private hospital. Station house officer (SHO) of Gudamba R.N. Rai said they had received a complaint and an FIR would be registered soon. According to police, Amardeep - a native of Ghazipur district - shares a rented house with Brijraj Yadav (20) of Azamgarh in Sector J of Jankipuram. They have been tenants for two months. Trouble started around 11pm on Sunday. Amardeep was cleaning fish, he had bought for dinner, in the bathroom and Brijraj raised objection, saying the stench was nauseating. As the two argued, Brijraj called his two friends to teach Amardeep a lesson, police said. Outnumbered, Amardeep flashed a knife. He attacked Brijraj's group and ended up injuring the latter's friend Kuldeep, also a resident of Jankipuram.  A bleeding Kuldeep prompted Brijraj and his other aide, Srawan (20), to chase Amardeep. In his bid to escape, Amardeep jumped off the first floor of the building, fracturing both his legs and hands. Residents later took Kuldeep and Amardeep to hospital, and informed police. SHO Rai said the two youths were stable in hospital. ""An FIR is being registered. We have requested the hospital authorities to inform us at the time of discharge. A police team has been deployed at the hospital too,"" the SHO added. ",,,,,,,,,,
Lucknow,"Trafficked women were trained in English, soft skills","LUCKNOW: The Tripura woman arrested here for human trafficking told police on Monday that she had lured four women from three states - Assam and Bengal, besides Tripura - with the promise of jobs in the Middle East that would earn them no less than Rs 20,000 a month.  These women were first taken to Mumbai and taught soft skills as well as written and spoken English. Amna Begum, who was arrested on April 11 and sent to jail, is currently in police remand for 14 days. She has also named two of her aides as Asif of Thakurganj and Aminuddin of Kaiserbagh. The duo - said to be Amna's link to the gang kingpin - accompanied her to remote villages in these three states, where ""local contacts"" were bribed. These people then introduced the accused to poor families. Both Asif and Aminuddin are on the run. Apart from the plum monthly pay, Amna had promised the women who had children separate maintenance stipend and school amenities. ""The women were also shown movies based in Dubai and advised to adopt the mannerisms,"" Amna told police. ",,,,,,,,,,
Lucknow,Lucknow: Dalit girl gang-raped; 1 arrested,"LUCKNOW: A 16-year-old Dalit girl was abducted, gang-raped and dumped by four youths in Kaiserbagh area on late Tuesday. The survivor lodged a case on Wednesday after she regained consciousness. Police have arrested one accused. The survivor, a native of Lal Kuan, came in contact with a youth in 2017. The youth used to follow her daily to her computer coaching intercepted her one day. The survivor told police that she managed to free herself from his clutches and ran home that day. ""But on Tuesday evening, the same youth abducted me from Naka crossing and took me to a hotel where he and three others raped me in turns and dumped me,"" the survivor told police. CO Kaiserbagh Amit Rai told TOI that the survivor has named four youths and one among them has been arrested while others are on the run. The medical report of the survivor is awaited. ",,,,,,,,7,1,
Lucknow,"Lucknow: Woman battles for life, cop’s son held","LUCKNOW: A 23-year-old woman in Indiranagar jumped off the second floor of her house on Friday, disturbed by the unsolicited advances of a policeman’s son against whom the law enforcement agencies had allegedly failed to act. The daughter of a grade IV employee of the police intelligence unit survived the extreme attempt, but her death wish jotted down in a suicide note and the SSP’s intervention finally led to the arrest of her alleged tormentor, Raj Kumar Yadav (24). The youth’s father, Ram Naresh Yadav, is a police clerk. The woman who fractured her limbs in the fall is recuperating in hospital. In her statement to police, the resident of Kalyanpur said the accused was her batchmate at a coaching institute she joined to prepare for banking exams. He harassed her during classes and she was compelled to change her institute. Raj Kumar, however, got hold of her number, and started calling and texting her. He even stalked her to her new coaching institute in Khurramnagar. “On April 16, he accosted me on the road. My parents went to lodge a complaint at Ghazipur police station, but were told to go to Gudamba. There too no complaint was registered. The day after, he stalked me again,” her statement said. Paranoid, she skipped classes on April 18, but Raj Kumar allegedly threatened to attack her with acid and even kill her parents if she refused his overtures. “I sank into depression after the call and decided to end my life,” she said. SSP Kalanidhi Naithani said the accused had been arrested and a probe ordered into alleged police apathy in registering complaints. ",,,,,,,,3,1,
Lucknow,All 7 accused railways men untraceable,"LUCKNOW: The seven railways employees charged with the abetment of suicide of a woman clerk are untraceable. They have sought transfers away from Lucknow or have taken leave, claims Aashiana police. On April 14, the woman employee had allegedly committed suicide by jumping from a four-storey building in the railway colony. The police and her family said she was being sexually harassed by her seniors and colleagues. A suicide note was recovered from her room naming them. Aashiana station house officer Virendra Sonkar said a team was sent to inquire about those named in the FIR but all seven were found to be on leave. “Four of them were on leave citing personal issues, while two have sought transfers and are not attending office. One had taken medical leave. Police teams were sent to their residences but they were not found there,” added Sonkar. Alambagh circle officer Sanjeev Sinha said the woman’s mobile phone has been recovered from her room. “The phone has a pattern lock which has been sent for detection to the technical team. An analysis of her SIM card is being done,” added the officer. Meanwhile, sources told TOI that some half-burnt pages from a register were found along with sachets of some medicines from the woman’s room. Her bed, clothes and kitchen were found to be disturbed, hinting of a scuffle, said a source. When TOI reached out to him, divisional railway manager Satish Kumar said the case had been taken over by the police and he could not comment. ",,,,,,,,,,
Lucknow,"Lucknow: 3 teens in net for rape of minors, hunt on for fourth","LUCKNOW: Three girls aged between 10 and 15 years were raped in different parts of Lucknow this week, sounding an alarm over compromised safety of the fair sex, particularly minors, in the city. The accused who are in their teens were arrested on Saturday. The 10-year-old girl was targeted by a neighbourhood shop employee at Bazaarkhala on April 14. She was lured to a desolate spot with toffees, police said. “The accused, identified as Amir (18), was arrested following a tip-off. He has been booked under the Protection of Children from Sexual Offences (Pocso) Act,” said Vijendra Singh, station house officer of Bazaarkhala. The most recent incident took place in Aashiana on April 17. A 12-year-old girl was targeted by a 19-year-old boy identified as Shubham. The accused who was on the run since the day of the crime was nabbed from Aurangabad Jageer railway crossing only after parents of the rape survivor approached senior police officers. Earlier on April 15, a 15-year-old was raped in Gomtinagar. The accused, Lavkush Sharma (18) of Gwari village, had also beaten up the girl along with an aide. It is, however, not certain if this unidentified accomplice in the same age group was also involved in the rape, police said.“The parents of the girl lodged a named complaint. Lavkush was arrested near Husadiya Crossing on a tip-off. We will interrogate him about his aide and conduct raids to arrest the latter,” said R S Sonkar, station house officer of Gomtinagar. ",,,,,,,,"7,10",,3
Lucknow,Lucknow: Couple dies of burns as kids watch,"LUCKNOW: A couple died of severe burns after they possibly set themselves on fire at their rented Nigohan home, on the fringes of the city, on Sunday. Police are trying to determine what prompted the death wish of Shanti Kumari (30) and Dinesh (32) who have two sons aged five and three. ""Around 10am, the couple reportedly had a fight. Shanti doused herself in kerosene and set herself on fire. Dinesh followed suit. The reason behind the fight is not known,"" said police spokesperson A K Dwivedi. The officer said the only eyewitness to the incident were the couple's two young children. ""Investigating officer Shivakant Mishra smelt kerosene in the room where Shanti was found charred. Dinesh was still alive. He was rushed to CHC Mohanlalganj and referred to Civil Hospital, where he died in the evening,"" Dwivedi added. SSP Lucknow Kalanidhi Naithani said that post-mortem would be done. ",,,,,,,,,,
Lucknow,"Harassment plea ignored, woman sets self on fire","LUCKNOW: Frustrated over alleged police apathy in a sexual harassment case, a 30-year-old woman tried to set herself on fire at WPL 1090 Crossing here on Monday. The woman, who works in Alambagh, was overpowered and taken to Mahila Thana. A video clip of the incident went viral on social media, prompting the SSP to direct lodging of a case against the accused identified as Karn Pratap Singh. In her complaint, the woman said Singh had been tormenting her for two years. He barged into her office on Sunday and abused her. Guards overpowered him and he was handed over to police. But, the latter did not take her case seriously and Singh went free. He stalked her on her way home on Sunday and again on her way to work on Monday. ""He threatened to kidnap my daughter and harm my husband if I rejected his advances,"" she said in her complaint, defending her suicide wish. Last week, a woman in Indiranagar had jumped off a second floor balcony because police had failed to act against a policeman's son who was harassing her. SSP Kalanidhi Naithani said an FIR had been registered against Singh. ",,,,,,,,"3,8",1,
Lucknow,"Stray bull attack kills trader on stroll, Lucknow civic body says not its jurisdiction","LUCKNOW: A 45-year-old man who was recently attacked by a bull in Vrindavan Colony succumbed to his injuries in hospital on Monday, underscoring the threat stray animals, including cattle, pose to residents of the city. The death of trader Manoj Pal is the fifth reported incident of man-animal conflict in Lucknow. There are several others that take place daily, but go unreported possibly because the degree of injuries is less. Pal, who lived with his wife and four children in Sector 5 of Vrindavan Colony, was taking a routine stroll after dinner on Sunday when he was attacked from behind near SGPGI. He fell on the road and received head injuries. He was taken to a nearby private hospital, but died during treatment. Station house officer of SGPGI police station Ashok Gautam said the body had been sent for post-mortem. “We are investigating the case,” he added. When TOI visited Vrindavan Colony on Tuesday, it was swamped with complaints about how stray animals, particularly cattle, had made life difficult for residents. “Every time we lodge a complaint with the LMC (Lucknow Municipal Corporation), officials say the area does not come under the civic jurisdiction,” said Sushila Verma. Rani Singh, another resident, said very recently, an old man and his grandson were injured by two fighting bulls on the road.  TOI also visited Niralanagar, Kaiserbagh, Jankipuram, New Hyderabad and Yahiyaganj, where complaints were common. Sumit Dixit, a resident of New Hyderabad, said: “Stray dogs chase vehicles at night, often causing accidents.” Shobha Asthana of Niralanagar said the nuisance had increased owing to negligence of LMC authorities. Municipal commissioner Indramani Tripathi told TOI that though Vrindavan Colony did not fall under LMC, a civic team would soon be sent to herd away stray cattle. Stray animals have always been a bane for the city. Besides attacking people and leaving roads filthy, they often lead to traffic bottlenecks and accidents. The government had in January directed the LMC to free the city of stray cattle in 100 days. According to records, only 2,000 such bovine animals out of an estimated 6,000 have been caught and sent to shelters.  With inputs from Simran Mangalani, Sanchita Singh ",,,,,,,,,,
Lucknow,Lucknow: Doctors 'thrash' kin of dead patient,"LUCKNOW: Two doctors of a private hospital in Wazirganj allegedly hurled casteist remarks at family members of a deceased patient and also beat them up on Tuesday. Police have registered a case, but are yet to begin investigations. Harish Kumar of Rae Bareli said his father, Hanuman Singh (50), was admitted to the hospital on April 21 following stomach problems. ""He died today. When my brother Vimlesh and I approached doctors to enquire what caused his death, they first abused us over our caste and then beat us up. They asked the compounder to throw us out of the hospital,"" Harish said in his complaint to police. When Harish's youngest brother Adityanath tried to intervene, two hospital employees locked him in a room and thrashed him too, the complaint added. Circle officer (Chowk) Durga Prasad Tiwari said the accused doctors and compounder had been booked for ""causing death by negligence"". They also face various other sections of IPC, including punishment for wrongful confinement and causing hurt, and sections under the SC/ST Prevention of Atrocities Act. ""We will visit the hospital tomorrow (Wednesday) and look at CCTV cameras for details,"" Tiwari added. ",,,,,,,,,,
Lucknow,JeM letters threaten to kill CM Yogi Adityanath,"LUCKNOW: Two letters purportedly sent by terror group Jaish-e-Mohammed have threatened to blow up prominent railway stations in Uttar Pradesh and kill chief minister Yogi Adityanath, Delhi CM Arvind Kejriwal and RSS chief Mohan Bhagwat. The letters, written in Hindi, were addressed to the station masters of Shamli and Roorkee railway stations. They were written by one Masood Ahmad, who claims to be a Jaish commander. DGP headquarters received the letters from Shamli and Roorkeee station masters on Tuesday. A probe has been ordered. “We have received two letters and a probe about its source, purpose will be done by the ATS,” said ADG law and order Anand Kumar. ADG ATS Asim Arun told TOI: “We have got details of both the letters and on comparing the two appear to be same in content and handwriting. A probe has been started.” He added that the first letter was received by the railway station master of Roorkee on April 18 while it was sent to the station master of Shamli on April 20. In the past too, several letters have been received by the police and later they were found to be a handiwork of mischievous elements . According to police, the past cases also originated from west UP. ",,,,,,,,,,
Lucknow,IET student found dead on Lucknow railway tracks,"LUCKNOW: The crushed body of a 21-year-old student of Institute of Engineering and Technology (IET), Lucknow, was found on railway tracks near Mankapur station in Gonda district on Tuesday, triggering speculations ranging from suicide to murder. While preliminary police investigation indicates that Garima Singh, a third-year BTech electrical student and native of Deoria, may have jumped in front of a train, her family members claim she was murdered and want a thorough probe. Inspector of GRP (Mankapur) Anand Singh said though the body was spotted on Tuesday morning, it was identified later with the help of an ID found in the student’s pocket. “Autopsy has revealed that her neck was crushed, causing haemorrhage and death. It appears she jumped before a moving train,” Singh said, adding that call records of the student were being examined. According to police, Garima had gone to Ballia for a family function and boarded the Krishak Express for Lucknow from Belthara Road on Monday night. Garima’s father Ramesh Singh, a farmer in Deoria, agreed that she left for Lucknow on Monday, but insisted that his daughter couldn’t have committed suicide. “She was a brave girl and a bright student. She had ranked fourth in the state engineering exams. She had a test on Wednesday and hence, left for Lucknow on Monday night. She spoke to her mother around 9pm (Monday). Everything was fine with her. Police are hiding something. It is a case of murder and I will write to senior police officers for a thorough probe,” the bereaved father said. Garima’s brother Gaurav, who is an engineering student at Feroze Gandhi Institute of Technology, said his sister was “a born fighter” who despite all odds always topped her examinations. “She can never commit suicide,” Gaurav echoed his father. ",,,,,,,,3,1,
Lucknow,"23-year-old woman shot, police sniff honour killing","LUCKNOW: A young woman was shot dead in the small hours of Thursday in a suspected case of honour killing in Maal. Police arrested her elder brother later in the night and charged him with murder. Rekha Yadav (23) was found dead with a bullet wound on the head in her room by her mother, Geeta Yadav, who returned home from a function in Kakori, police said. The main door was bolted from inside while her uncle was asleep in another room oblivious of the incident. Accused Ramendra Yadav, preliminary investigation has revealed, was opposed to his sister’s relationship with a Dalit youth of the village and decided to teach her a lesson when other family members were away. He killed her and returned to the function, police said. Father of the deceased woman Om Prakash Yadav is a Home Guard jawan and part of a politician’s security detail. He had left home for work at 6pm on Wednesday. “My wife Geeta and relatives were attending a tilak ceremony in Kakori. Rekha was at home with her uncle. I got a panicked call from Geeta early in the morning. We are trying to come to terms with our loss,” Yadav said. SSP Kalanidhi Naithani said the young woman had had a long telephonic conversation with the youth she had a relationship with before she was killed. “Her parents did not know she had a phone, which was a gift from the youth. We have seized it (as evidence). Ramendra after dropping his mother and relatives off at the function returned home to find Rekha chatting with her lover. He shot her dead in a fit of rage,” Naithani said, adding that police were probing from where the youth procured the firearm. The body has been sent for post-mortem and Ramendra booked for murder, a police officer said. ",Casteism,,,1,,,,,,
