"**Includes all FBS teams with stats compiled from espn.com excluding Indiana University (2010-2020), Charlotte (2010-2014), Old Dominion (2019, 2012-10), UAB (2014-2015), UTSA (2010-2011), Appalachian (2010-2013), Coastal Carolina (2010-2016), Georgia Southern (2010-2013), Georgia State (2010-2012), South Alabama (2010-2011), Texas State (2010-2011), Liberty (2010-2017), New Mexico State (2020), UConn (2020), and UMass (2010-2011) since espn.com didn't have available stats for them during the time of this compilation.",,,,,,,,,,,,,,,,,,
UniversityName,Year,TeamID,CMP,ATT,YDS,CMPPercent,YPA,LNG,TD,INT,SACK,SYL,RTG,R_ATT,R_AVG,TOTAL_PLAYS,RUN_PERCENT,PASS_PERCENT
MiddleTennessee,2019,MiddleTennessee2019,227,367,"2,837",61.90,7.7,90,22,9,22,-133,141.7,404,5.1,771,52.40%,47.60%
MiddleTennessee,2020,MiddleTennessee2020,205,311,"2,074",65.90,6,44,13,10,23,-120,123.7,325,3,636,51.10%,48.90%
Minnesota,2010,Minnesota2010,209,378,"2,713",55.30,7.2,60,21,9,17,-128,129.1,447,3.6,825,54.18%,45.82%
Minnesota,2011,Minnesota2011,134,274,"1,804",48.90,6.6,64,10,10,21,-91,109,470,4.1,744,63.17%,36.83%
Minnesota,2012,Minnesota2012,175,330,"2,203",53.00,6.7,63,19,15,21,-162,119,517,3.8,847,61.04%,38.96%
Minnesota,2013,Minnesota2013,137,267,"1,925",51.30,7.2,55,12,7,27,-170,121.5,586,4.3,853,68.70%,31.30%
Minnesota,2014,Minnesota2014,127,254,"1,844",50.00,7.3,54,12,9,21,-150,119.5,599,4.7,853,70.22%,29.78%
Minnesota,2015,Minnesota2015,251,427,"2,793",58.80,6.5,57,15,11,19,-117,120.2,446,4.2,873,51.09%,48.91%
Minnesota,2016,Minnesota2016,181,328,"2,257",55.20,6.9,62,9,12,16,-95,114.7,558,4.3,886,62.98%,37.02%
Minnesota,2017,Minnesota2017,110,232,"1,513",47.40,6.5,67,9,11,23,-172,105.5,526,4.2,758,69.39%,30.61%
Minnesota,2018,Minnesota2018,190,346,"2,714",54.90,7.8,86,20,14,27,-162,131.8,524,4.2,870,60.23%,39.77%
Minnesota,2019,Minnesota2019,212,323,"3,293",65.60,10.2,73,31,8,30,-185,178,560,4.1,883,63.42%,36.58%
Minnesota,2020,Minnesota2020,107,184,"1,394",58.20,7,45,7,5,13,-92,124.1,298,4,482,61.83%,38.17%
MississippiState,2010,MississippiState2010,168,288,"2,424",58.30,8.4,81,18,13,23,-134,140.6,619,4.5,907,68.25%,31.75%
MississippiState,2011,MississippiState2011,198,349,"2,364",56.70,6.8,80,19,13,25,-178,124.2,514,3.3,863,59.56%,40.44%
MississippiState,2012,MississippiState2012,249,424,"3,091",58.70,7.3,72,28,10,19,-124,137,424,4.4,848,50.00%,50.00%
MississippiState,2013,MississippiState2013,253,429,"3,178",59.00,7.4,65,18,12,23,-150,129.5,527,4.7,956,55.13%,44.87%
MississippiState,2014,MississippiState2014,261,423,"3,649",61.70,8.6,74,31,12,23,-148,152.7,578,5.2,1001,57.74%,42.26%
MississippiState,2015,MississippiState2015,331,500,"4,113",66.20,8.2,63,33,5,32,-193,155.1,427,4.4,927,46.06%,53.94%
MississippiState,2016,MississippiState2016,230,411,"2,726",56.00,6.6,74,24,10,18,-117,126.1,532,5.6,943,56.42%,43.58%
MississippiState,2017,MississippiState2017,191,353,"2,170",54.10,6.1,62,17,14,13,-76,113.7,634,5.2,987,64.24%,35.76%
MississippiState,2018,MississippiState2018,165,323,"2,259",51.10,7,84,22,10,25,-178,126.1,514,5.7,837,61.41%,38.59%
MississippiState,2019,MississippiState2019,186,315,"2,333",59.00,7.4,88,19,10,31,-193,134.8,529,5.4,844,62.68%,37.32%
MississippiState,2020,MississippiState2020,373,557,"3,259",67.00,5,75,17,18,34,-240,112.6,204,2,761,26.81%,73.19%
Missouri,2010,Missouri2010,312,490,"3,292",63.70,6.7,68,17,10,23,-142,127.5,439,4.6,929,47.26%,52.74%
Missouri,2011,Missouri2011,243,383,"3,010",63.40,7.9,54,23,11,18,-118,143.5,589,5.4,972,60.60%,39.40%
Missouri,2012,Missouri2012,228,414,"2,615",55.10,6.3,85,15,14,29,-240,113.3,453,3.7,867,52.25%,47.75%
Missouri,2013,Missouri2013,267,454,"3,540",58.80,7.8,96,31,8,27,-159,143.3,588,5.7,1042,56.43%,43.57%
Missouri,2014,Missouri2014,221,415,"2,648",53.30,6.4,73,25,13,23,-177,120.5,549,4.6,964,56.95%,43.05%
Missouri,2015,Missouri2015,186,373,"1,986",49.90,5.3,78,10,12,30,-186,97,397,3.5,770,51.56%,48.44%
Missouri,2016,Missouri2016,249,448,"3,545",55.60,7.9,87,25,10,14,-101,136,500,4.9,948,52.74%,47.26%
Missouri,2017,Missouri2017,247,430,"4,012",57.40,9.3,79,44,14,13,-92,163.1,486,5.2,916,53.06%,46.94%
Missouri,2018,Missouri2018,281,451,"3,632",62.30,8.1,86,28,8,13,-98,146.9,553,4.8,1004,55.08%,44.92%
Missouri,2019,Missouri2019,226,376,"2,671",60.10,7.1,74,17,8,27,-170,130.4,476,3.8,852,55.87%,44.13%
Missouri,2020,Missouri2020,246,363,"2,668",67.80,7,69,9,6,16,-138,131.4,351,3,714,49.16%,50.84%
Navy,2010,Navy2010,84,157,"1,560",53.50,9.9,85,13,6,10,-66,156.6,692,5.4,849,81.51%,18.49%
Navy,2011,Navy2011,65,135,"1,029",48.10,7.6,59,10,6,14,-93,127.7,694,5.4,829,83.72%,16.28%
Navy,2012,Navy2012,99,172,"1,362",57.60,7.9,68,11,5,24,-168,139.4,700,5.2,872,80.28%,19.72%
Navy,2013,Navy2013,74,146,"1,117",50.70,7.7,63,8,4,18,-143,127.6,775,5.5,921,84.15%,15.85%
Navy,2014,Navy2014,62,130,"1,058",47.70,8.1,67,9,5,21,-131,131.2,727,6,857,84.83%,15.17%
Navy,2015,Navy2015,64,122,"1,280",52.50,10.5,75,9,2,14,-107,161.7,748,5.7,870,85.98%,14.02%
Navy,2016,Navy2016,93,158,"1,794",58.90,11.4,64,9,7,23,-116,164.2,742,5.9,900,82.44%,17.56%
Navy,2017,Navy2017,42,102,"1,005",41.20,9.9,79,10,10,13,-78,136.7,822,5.6,924,88.96%,11.04%
Navy,2018,Navy2018,54,127,947,42.50,7.5,73,5,5,21,-131,110.3,732,4.9,859,85.22%,14.78%
Navy,2019,Navy2019,55,104,"1,238",52.90,11.9,80,10,4,17,-95,176.9,773,6.1,877,88.14%,11.86%
Navy,2020,Navy2020,57,124,974,46.00,7,73,6,4,23,-123,114.3,483,3,607,79.57%,20.43%
NCState,2010,NCState2010,319,545,"3,655",58.50,6.7,60,28,14,39,-228,126.7,461,3.5,1006,45.83%,54.17%
NCState,2011,NCState2011,291,466,"3,120",62.40,6.7,87,32,12,34,-234,136.2,448,3,914,49.02%,50.98%
NCState,2012,NCState2012,330,569,"4,031",58.00,7.1,83,31,17,39,-256,129.5,471,3.1,1040,45.29%,54.71%
NCState,2013,NCState2013,249,426,"2,890",58.50,6.8,80,14,15,36,-213,119.2,519,3.8,945,54.92%,45.08%
NCState,2014,NCState2014,224,381,"2,652",58.80,7,65,24,6,29,-188,134.9,508,5.2,889,57.14%,42.86%
NCState,2015,NCState2015,246,413,"2,740",59.60,6.6,83,20,6,39,-227,128.4,540,4.9,953,56.66%,43.34%
NCState,2016,NCState2016,263,438,"3,383",60.00,7.7,80,20,12,17,-110,134.5,504,4,942,53.50%,46.50%
NCState,2017,NCState2017,316,485,"3,580",65.20,7.4,79,17,6,13,-87,136.2,496,4.6,981,50.56%,49.44%
NCState,2018,NCState2018,334,496,"4,071",67.30,8.2,74,25,11,11,-72,148.5,483,3.8,979,49.34%,50.66%
NCState,2019,NCState2019,244,463,"2,749",52.70,5.9,55,14,10,18,-118,108.2,418,4.3,881,47.45%,52.55%
NCState,2020,NCState2020,252,401,"3,154",62.80,7,55,24,15,32,-264,133.9,433,3,834,51.92%,48.08%
Nebraska,2010,Nebraska2010,163,282,"2,108",57.80,7.5,79,16,8,29,-197,133.6,634,5.5,916,69.21%,30.79%
Nebraska,2011,Nebraska2011,164,293,"2,115",56.00,7.2,61,13,8,21,-99,125.8,611,4.6,904,67.59%,32.41%
Nebraska,2012,Nebraska2012,233,378,"2,904",61.60,7.7,74,24,13,35,-250,140.3,662,5.4,1040,63.65%,36.35%
Nebraska,2013,Nebraska2013,218,378,"2,557",57.70,6.8,99,25,13,17,-140,129.4,584,4.8,962,60.71%,39.29%
Nebraska,2014,Nebraska2014,190,359,"2,757",52.90,7.7,73,24,12,22,-129,132.8,587,5.3,946,62.05%,37.95%
Nebraska,2015,Nebraska2015,256,458,"3,470",55.90,7.6,55,27,21,14,-143,129.8,496,4.7,954,51.99%,48.01%
Nebraska,2016,Nebraska2016,201,400,"2,752",50.30,6.9,72,18,9,15,-135,118.4,523,4.2,923,56.66%,43.34%
Nebraska,2017,Nebraska2017,265,459,"3,330",57.70,7.3,80,23,17,24,-173,127.8,368,3.5,827,44.50%,55.50%
Nebraska,2018,Nebraska2018,257,404,"2,966",63.60,7.3,75,19,11,28,-196,135.4,464,5.4,868,53.46%,46.54%
Nebraska,2019,Nebraska2019,194,323,"2,551",60.10,7.9,75,12,9,28,-168,133.1,544,4.5,867,62.75%,37.25%
Nebraska,2020,Nebraska2020,156,229,"1,521",68.10,6,45,5,9,16,-105,117.9,334,4,563,59.33%,40.67%
Nevada,2010,Nevada2010,241,375,"3,177",64.30,8.5,79,22,9,11,-67,150,669,6.1,1044,64.08%,35.92%
Nevada,2011,Nevada2011,270,409,"3,369",66.00,8.2,90,20,12,17,-116,145.5,628,5.1,1037,60.56%,39.44%
Nevada,2012,Nevada2012,271,406,"3,170",66.70,7.8,71,24,10,18,-117,146.9,674,5.2,1080,62.41%,37.59%
Nevada,2013,Nevada2013,275,415,"3,003",66.30,7.2,68,17,5,26,-175,138.2,559,3.8,974,57.39%,42.61%
Nevada,2014,Nevada2014,239,406,"2,498",58.90,6.2,66,18,11,20,-148,119.8,560,4.8,966,57.97%,42.03%
Nevada,2015,Nevada2015,186,331,"2,139",56.20,6.5,73,15,7,22,-171,121.2,556,4.9,887,62.68%,37.32%
Nevada,2016,Nevada2016,210,356,"2,498",59.00,7,68,18,9,21,-152,129.6,474,4.4,830,57.11%,42.89%
Nevada,2017,Nevada2017,270,451,"3,245",59.90,7.2,82,30,15,16,-93,135.6,362,4.2,813,44.53%,55.47%
Nevada,2018,Nevada2018,295,493,"3,624",59.80,7.4,73,25,17,17,-111,131.4,436,4.5,929,46.93%,53.07%
Nevada,2019,Nevada2019,310,500,"3,246",62.00,6.5,75,14,13,33,-220,120.6,446,3.4,946,47.15%,52.85%
Nevada,2020,Nevada2020,251,359,"2,872",69.90,8,85,27,4,20,-151,159.7,256,4,615,41.63%,58.37%
NewMexico,2010,NewMexico2010,192,365,"1,892",52.60,5.2,57,11,15,27,-204,97.9,440,2.9,805,54.66%,45.34%
NewMexico,2011,NewMexico2011,201,355,"2,196",56.60,6.2,80,7,8,30,-150,110.6,405,3.4,760,53.29%,46.71%
NewMexico,2012,NewMexico2012,79,154,895,51.30,5.8,55,5,4,12,-83,105.6,688,5.7,842,81.71%,18.29%
NewMexico,2013,NewMexico2013,90,177,"1,356",50.80,7.7,52,9,5,24,-147,126.3,604,6.1,781,77.34%,22.66%
NewMexico,2014,NewMexico2014,76,149,"1,069",51.00,7.2,75,7,6,11,-73,118.7,586,6.4,735,79.73%,20.27%
NewMexico,2015,NewMexico2015,118,230,"1,768",51.30,7.7,92,6,14,13,-91,112.3,638,5.1,868,73.50%,26.50%
NewMexico,2016,NewMexico2016,96,179,"1,389",53.60,7.8,62,11,6,12,-71,132.4,688,6.6,867,79.35%,20.65%
NewMexico,2017,NewMexico2017,120,242,"1,489",49.60,6.2,71,8,14,15,-98,100.6,542,5.2,784,69.13%,30.87%
NewMexico,2018,NewMexico2018,153,288,"2,127",53.10,7.4,79,21,17,27,-163,127.4,505,3.6,793,63.68%,36.32%
NewMexico,2019,NewMexico2019,163,331,"2,340",49.20,7.1,62,13,15,18,-109,112.5,501,4.9,832,60.22%,39.78%
NewMexico,2020,NewMexico2020,122,215,"1,386",56.70,6,52,8,6,16,-108,113.8,289,4,504,57.34%,42.66%
NewMexicoState,2010,NewMexicoState2010,185,376,"2,009",49.20,5.3,58,9,9,20,-132,97.2,449,3.5,825,54.42%,45.58%
NewMexicoState,2011,NewMexicoState2011,249,451,"3,550",55.20,7.9,69,24,14,36,-240,132.7,446,3.6,897,49.72%,50.28%
NewMexicoState,2012,NewMexicoState2012,215,402,"2,853",53.50,7.1,84,19,11,42,-276,123.2,389,3,791,49.18%,50.82%
NewMexicoState,2013,NewMexicoState2013,265,407,"2,886",65.10,7.1,85,18,13,25,-173,132.9,444,3.8,851,52.17%,47.83%
NewMexicoState,2014,NewMexicoState2014,278,452,"2,899",61.50,6.4,86,19,24,10,-66,118.6,469,4.6,921,50.92%,49.08%
NewMexicoState,2015,NewMexicoState2015,241,453,"3,034",53.20,6.7,78,26,14,36,-216,122.2,443,4.9,896,49.44%,50.56%
NewMexicoState,2016,NewMexicoState2016,253,459,"2,925",55.10,6.4,68,22,15,36,-232,117.9,453,4.5,912,49.67%,50.33%
NewMexicoState,2017,NewMexicoState2017,397,641,"4,422",61.90,6.9,81,29,22,32,-208,128,357,3.9,998,35.77%,64.23%
NewMexicoState,2018,NewMexicoState2018,297,537,"3,182",55.30,5.9,60,16,16,40,-265,109,354,3.6,891,39.73%,60.27%
NewMexicoState,2019,NewMexicoState2019,278,446,"2,611",62.30,5.9,53,15,15,31,-202,115.9,386,4.5,832,46.39%,53.61%
NorthCarolina,2010,NorthCarolina2010,283,425,"3,432",66.60,8.1,97,19,9,37,-265,144.9,440,3.7,865,50.87%,49.13%
NorthCarolina,2011,NorthCarolina2011,249,371,"3,307",67.10,8.9,75,26,14,27,-207,157.6,442,4.1,813,54.37%,45.63%
NorthCarolina,2012,NorthCarolina2012,287,441,"3,501",65.10,7.9,78,29,7,11,-73,150.3,457,5.1,898,50.89%,49.11%
NorthCarolina,2013,NorthCarolina2013,283,453,"3,606",62.50,8,79,28,11,21,-167,144.9,490,3.9,943,51.96%,48.04%
NorthCarolina,2014,NorthCarolina2014,315,509,"3,614",61.90,7.1,91,29,13,28,-213,135.2,496,4,1005,49.35%,50.65%
NorthCarolina,2015,NorthCarolina2015,261,409,"3,675",63.80,9,89,31,10,16,-112,159.4,527,6,936,56.30%,43.70%
NorthCarolina,2016,NorthCarolina2016,313,458,"3,811",68.30,8.3,75,30,6,20,-132,157.2,401,4.7,859,46.68%,53.32%
NorthCarolina,2017,NorthCarolina2017,221,407,"2,705",54.30,6.6,54,21,16,30,-235,119.3,427,4.1,834,51.20%,48.80%
NorthCarolina,2018,NorthCarolina2018,244,415,"2,740",58.80,6.6,80,14,14,10,-69,118.6,402,5.3,817,49.20%,50.80%
NorthCarolina,2019,NorthCarolina2019,265,431,"3,716",61.50,8.6,68,39,7,37,-227,160.5,528,4.6,959,55.06%,44.94%
NorthCarolina,2020,NorthCarolina2020,244,357,"3,617",68.30,10,87,31,8,34,-210,176.5,492,5,849,57.95%,42.05%
NorthernIllinois,2010,NorthernIllinois2010,208,329,"2,655",63.20,8.1,69,23,8,13,-82,149.2,581,6.3,910,63.85%,36.15%
NorthernIllinois,2011,NorthernIllinois2011,253,408,"3,386",62.00,8.3,79,29,6,12,-90,152.2,595,5.5,1003,59.32%,40.68%
NorthernIllinois,2012,NorthernIllinois2012,245,410,"3,239",59.80,7.9,73,26,6,17,-83,144.1,613,5.4,1023,59.92%,40.08%
NorthernIllinois,2013,NorthernIllinois2013,261,418,"3,116",62.40,7.5,81,29,8,11,-65,144.1,655,6.4,1073,61.04%,38.96%
NorthernIllinois,2014,NorthernIllinois2014,229,385,"2,689",59.50,7,65,19,3,14,-82,132.9,688,5.1,1073,64.12%,35.88%
NorthernIllinois,2015,NorthernIllinois2015,240,404,"2,918",59.40,7.2,68,22,10,32,-193,133.1,643,4.1,1047,61.41%,38.59%
NorthernIllinois,2016,NorthernIllinois2016,232,400,"2,688",58.00,6.7,74,20,13,8,-47,124.4,548,5.3,948,57.81%,42.19%
NorthernIllinois,2017,NorthernIllinois2017,231,405,"2,599",57.00,6.4,81,25,11,27,-185,125.9,558,4.1,963,57.94%,42.06%
NorthernIllinois,2018,NorthernIllinois2018,236,401,"2,175",58.90,5.4,66,15,11,43,-306,111.3,597,3.9,998,59.82%,40.18%
NorthernIllinois,2019,NorthernIllinois2019,215,370,"2,611",58.10,7.1,74,14,11,24,-184,123.9,454,3.7,824,55.10%,44.90%
NorthernIllinois,2020,NorthernIllinois2020,127,221,"1,443",57.50,6,47,11,2,14,-91,122.5,221,3,442,50.00%,50.00%
NorthTexas,2010,NorthTexas2010,182,316,"2,077",57.60,6.6,75,16,9,30,-185,123.8,489,5,805,60.75%,39.25%
NorthTexas,2011,NorthTexas2011,199,347,"2,272",57.30,6.5,83,14,9,16,-109,120.5,480,3.8,827,58.04%,41.96%
NorthTexas,2012,NorthTexas2012,214,375,"2,629",57.10,7,80,14,14,6,-30,120.8,478,4.3,853,56.04%,43.96%
NorthTexas,2013,NorthTexas2013,261,402,"2,987",64.90,7.4,85,16,14,11,-53,133.5,549,4.3,951,57.73%,42.27%
NorthTexas,2014,NorthTexas2014,182,332,"2,079",54.80,6.3,51,13,13,25,-215,112.5,472,3.9,804,58.71%,41.29%
NorthTexas,2015,NorthTexas2015,190,407,"1,937",46.70,4.8,93,12,11,27,-208,91,436,4.4,843,51.72%,48.28%
NorthTexas,2016,NorthTexas2016,261,449,"2,708",58.10,6,75,15,13,43,-293,114,426,4.1,875,48.69%,51.31%
NorthTexas,2017,NorthTexas2017,328,520,"4,086",63.10,7.9,77,32,15,39,-289,143.6,517,4.4,1037,49.86%,50.14%
NorthTexas,2018,NorthTexas2018,321,504,"3,988",63.70,7.9,75,28,9,28,-210,144.9,462,4.3,966,47.83%,52.17%
NorthTexas,2019,NorthTexas2019,283,454,"3,400",62.30,7.5,74,33,12,26,-178,143.9,396,4.1,850,46.59%,53.41%
NorthTexas,2020,NorthTexas2020,185,336,"2,830",55.10,8,75,28,9,17,-116,144.4,443,5,779,56.87%,43.13%
Northwestern,2010,Northwestern2010,263,385,"3,057",68.30,7.9,50,17,10,40,-219,144.4,557,3.6,942,59.13%,40.87%
Northwestern,2011,Northwestern2011,289,407,"3,305",71.00,8.1,90,26,9,43,-280,155.9,577,3.8,984,58.64%,41.36%
Northwestern,2012,Northwestern2012,231,369,"2,198",62.60,6,47,14,7,16,-97,121.4,595,4.9,964,61.72%,38.28%
Northwestern,2013,Northwestern2013,241,382,"2,726",63.10,7.1,67,15,13,36,-198,129.2,507,4.1,889,57.03%,42.97%
Northwestern,2014,Northwestern2014,261,455,"2,598",57.40,5.7,60,10,14,34,-279,106.4,486,3.4,941,51.65%,48.35%
Northwestern,2015,Northwestern2015,174,352,"1,801",49.40,5.1,66,8,13,29,-187,92.5,600,4.1,952,63.03%,36.97%
Northwestern,2016,Northwestern2016,282,483,"3,186",58.40,6.6,58,22,9,39,-224,125.1,501,4,984,50.91%,49.09%
Northwestern,2017,Northwestern2017,276,461,"3,040",59.90,6.6,58,17,12,31,-213,122.2,537,4.2,998,53.81%,46.19%
Northwestern,2018,Northwestern2018,319,528,"3,352",60.40,6.3,77,17,16,36,-251,118.3,518,3.1,1046,49.52%,50.48%
Northwestern,2019,Northwestern2019,156,312,"1,404",50.00,4.5,50,6,15,23,-166,84.5,530,4.1,842,62.95%,37.05%
Northwestern,2020,Northwestern2020,174,284,"1,781",61.30,6,36,12,8,13,-99,120,394,3,678,58.11%,41.89%
NotreDame,2010,NotreDame2010,285,481,"3,290",59.30,6.8,95,28,16,20,-112,129.3,414,4,895,46.26%,53.74%
NotreDame,2011,NotreDame2011,302,473,"3,284",63.80,6.9,56,21,17,17,-120,129.6,433,4.8,906,47.79%,52.21%
NotreDame,2012,NotreDame2012,226,388,"2,896",58.20,7.5,50,14,8,18,-106,128.7,506,4.9,894,56.60%,43.40%
NotreDame,2013,NotreDame2013,226,429,"3,313",52.70,7.7,82,27,13,8,-63,132.3,440,4.5,869,50.63%,49.37%
NotreDame,2014,NotreDame2014,277,463,"3,711",59.80,8,78,30,14,28,-208,142.5,484,4.3,947,51.11%,48.89%
NotreDame,2015,NotreDame2015,241,385,"3,364",62.60,8.7,81,25,10,26,-159,152.2,479,5.6,864,55.44%,44.56%
NotreDame,2016,NotreDame2016,224,388,"3,051",57.70,7.9,79,27,9,28,-163,142.1,438,4.5,826,53.03%,46.97%
NotreDame,2017,NotreDame2017,182,352,"2,326",51.70,6.6,83,20,10,30,-143,120.3,560,6.3,912,61.40%,38.60%
NotreDame,2018,NotreDame2018,268,418,"3,347",64.10,8,66,23,13,25,-141,143.3,536,4.4,954,56.18%,43.82%
NotreDame,2019,NotreDame2019,253,416,"3,278",60.80,7.9,70,37,6,17,-93,153.5,473,4.9,889,53.21%,46.79%
NotreDame,2020,NotreDame2020,231,362,"2,849",63.80,7,75,15,3,25,-137,134.6,505,5,867,58.25%,41.75%
Ohio,2010,Ohio2010,159,272,"2,110",58.50,7.8,61,20,20,22,-160,133.2,496,4.3,768,64.58%,35.42%
Ohio,2011,Ohio2011,274,427,"3,486",64.20,8.2,78,30,11,24,-182,150.8,599,4.6,1026,58.38%,41.62%
Ohio,2012,Ohio2012,250,402,"3,139",62.20,7.8,79,23,5,27,-213,144.2,596,4.4,998,59.72%,40.28%
Ohio,2013,Ohio2013,256,425,"3,190",60.20,7.5,80,22,13,19,-150,134.2,462,3.8,887,52.09%,47.91%
Ohio,2014,Ohio2014,202,375,"2,474",53.90,6.6,66,11,9,24,-170,114.2,470,4.2,845,55.62%,44.38%
Ohio,2015,Ohio2015,240,403,"3,024",59.60,7.5,67,18,13,28,-185,130.9,547,4.3,950,57.58%,42.42%
Ohio,2016,Ohio2016,251,459,"3,147",54.70,6.9,75,22,12,19,-119,122.9,546,4.3,1005,54.33%,45.67%
Ohio,2017,Ohio2017,178,321,"2,451",55.50,7.6,58,20,9,16,-93,134.5,554,5.7,875,63.31%,36.69%
Ohio,2018,Ohio2018,185,311,"2,707",59.50,8.7,76,25,8,20,-148,154,556,6,867,64.13%,35.87%
Ohio,2019,Ohio2019,203,335,"2,866",60.60,8.6,55,21,6,21,-150,149.6,526,5.5,861,61.09%,38.91%
Ohio,2020,Ohio2020,36,54,438,66.70,8,58,4,0,9,-50,158.3,117,5,171,68.42%,31.58%
OhioState,2010,OhioState2010,228,349,"2,971",65.30,8.5,65,30,13,22,-133,157.8,547,5.2,896,61.05%,38.95%
OhioState,2011,OhioState2011,125,245,"1,651",51.00,6.7,54,18,5,46,-251,127.8,563,4.4,808,69.68%,30.32%
OhioState,2012,OhioState2012,161,278,"2,178",57.90,7.8,72,17,7,30,-190,138.9,559,5.2,837,66.79%,33.21%
OhioState,2013,OhioState2013,238,368,"2,846",64.70,7.7,90,38,9,22,-137,158.8,635,6.8,1003,63.31%,36.69%
OhioState,2014,OhioState2014,260,409,"3,707",63.60,9.1,80,42,12,28,-212,167.7,690,5.7,1099,62.78%,37.22%
OhioState,2015,OhioState2015,204,325,"2,455",62.80,7.6,54,19,9,19,-101,140,567,5.6,892,63.57%,36.43%
OhioState,2016,OhioState2016,255,409,"2,781",62.30,6.8,79,26,7,28,-150,137,583,5.5,992,58.77%,41.23%
OhioState,2017,OhioState2017,287,440,"3,679",65.20,8.4,84,39,10,22,-131,160.2,589,5.8,1029,57.24%,42.76%
OhioState,2018,OhioState2018,396,561,"5,100",70.60,9.1,78,51,8,23,-116,174.1,570,4.2,1131,50.40%,49.60%
OhioState,2019,OhioState2019,271,406,"3,684",66.70,9.1,61,48,3,35,-224,180.5,663,5.6,1069,62.02%,37.98%
OhioState,2020,OhioState2020,158,225,"2,100",70.20,9,65,22,6,21,-133,172.8,345,5,570,60.53%,39.47%
Oklahoma,2010,Oklahoma2010,414,633,"4,807",65.40,7.6,86,38,12,21,-194,145.2,578,3.3,1211,47.73%,52.27%
Oklahoma,2011,Oklahoma2011,365,583,"4,542",62.60,7.8,64,29,16,11,-97,139,469,4.5,1052,44.58%,55.42%
Oklahoma,2012,Oklahoma2012,376,571,"4,374",65.80,7.7,76,30,11,15,-129,143.7,434,4.8,1005,43.18%,56.82%
Oklahoma,2013,Oklahoma2013,225,383,"2,588",58.70,6.8,82,24,11,16,-118,130.4,559,5.2,942,59.34%,40.66%
Oklahoma,2014,Oklahoma2014,210,386,"2,646",54.40,6.9,75,17,17,9,-58,117.7,557,6.1,943,59.07%,40.93%
Oklahoma,2015,Oklahoma2015,292,439,"4,006",66.50,9.1,76,38,9,41,-216,167.6,574,5,1013,56.66%,43.34%
Oklahoma,2016,Oklahoma2016,271,384,"4,134",70.60,10.8,88,43,8,21,-134,193.8,573,5.4,957,59.87%,40.13%
Oklahoma,2017,Oklahoma2017,309,433,"5,065",71.40,11.7,87,47,6,26,-181,202.7,546,5.6,979,55.77%,44.23%
Oklahoma,2018,Oklahoma2018,274,401,"4,520",68.30,11.3,86,43,7,19,-116,194.9,527,6.6,928,56.79%,43.21%
Oklahoma,2019,Oklahoma2019,262,381,"4,164",68.80,10.9,74,36,9,23,-147,187,565,6,946,59.73%,40.27%
Oklahoma,2020,Oklahoma2020,249,362,"3,465",68.80,9,61,30,8,24,-144,167.3,419,4,781,53.65%,46.35%
OklahomaState,2010,OklahomaState2010,357,532,"4,496",67.10,8.5,81,36,14,10,-119,155.2,450,5,982,45.82%,54.18%
OklahomaState,2011,OklahomaState2011,428,595,"5,034",71.90,8.5,67,40,13,12,-102,160.8,392,5.3,987,39.72%,60.28%
OklahomaState,2012,OklahomaState2012,312,495,"4,312",63.00,8.7,75,34,16,12,-70,152.4,519,5.4,1014,51.18%,48.82%
OklahomaState,2013,OklahomaState2013,280,484,"3,599",57.90,7.4,73,26,13,14,-77,132.7,503,4.4,987,50.96%,49.04%
OklahomaState,2014,OklahomaState2014,222,401,"3,149",55.40,7.9,87,19,17,40,-235,128.5,506,3.5,907,55.79%,44.21%
OklahomaState,2015,OklahomaState2015,325,517,"4,591",62.90,8.9,82,35,10,32,-191,155.9,460,3.6,977,47.08%,52.92%
OklahomaState,2016,OklahomaState2016,295,465,"4,211",63.40,9.1,91,29,4,32,-201,158.4,491,4.5,956,51.36%,48.64%
OklahomaState,2017,OklahomaState2017,325,503,"5,059",64.60,10.1,86,37,10,25,-131,169.4,505,4.6,1008,50.10%,49.90%
OklahomaState,2018,OklahomaState2018,293,493,"4,028",59.40,8.2,64,33,13,34,-230,144.9,518,4.8,1011,51.24%,48.76%
OklahomaState,2019,OklahomaState2019,232,362,"2,916",64.10,8.1,90,23,12,26,-157,146.1,562,5.3,924,60.82%,39.18%
OklahomaState,2020,OklahomaState2020,207,341,"2,635",60.70,7,75,18,10,26,-161,131.1,508,4,849,59.84%,40.16%
OldDominion,2013,OldDominion2013,363,519,"4,313",69.90,8.3,76,37,8,23,-155,160.2,401,4.8,920,43.59%,56.41%
OldDominion,2014,OldDominion2014,290,458,"3,510",63.30,7.7,74,30,16,28,-232,142.3,365,4.9,823,44.35%,55.65%
OldDominion,2015,OldDominion2015,235,433,"2,634",54.30,6.1,70,20,9,29,-159,116.5,401,4.5,834,48.08%,51.92%
OldDominion,2016,OldDominion2016,220,374,"3,042",58.80,8.1,84,31,6,19,-111,151.3,500,5.1,874,57.21%,42.79%
OldDominion,2017,OldDominion2017,193,350,"2,021",55.10,5.8,71,9,14,20,-113,104.1,461,4.3,811,56.84%,43.16%
OldDominion,2018,OldDominion2018,293,480,"3,564",61.00,7.4,83,21,12,32,-191,132.8,425,3.7,905,46.96%,53.04%
