recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
10,744.08,1,1,Surburban,1,Multichannel,No Offer,0
9,29.99,1,0,Rural,1,Phone,No Offer,0
2,86.08,0,1,Urban,0,Phone,Buy One Get One,0
8,111.55,1,0,Urban,1,Phone,No Offer,0
2,3345.93,1,1,Surburban,1,Phone,No Offer,0
9,29.99,0,1,Surburban,1,Web,Discount,0
1,236.23,0,1,Urban,1,Phone,No Offer,0
9,235.59,1,0,Surburban,0,Web,Discount,0
3,103.46,1,0,Surburban,0,Web,Buy One Get One,0
7,42.11,1,0,Urban,0,Web,No Offer,0
11,540.6,0,1,Rural,1,Multichannel,Discount,0
5,183.8,0,1,Surburban,0,Web,No Offer,0
2,843.73,0,1,Urban,1,Web,No Offer,0
8,1332.97,1,1,Rural,1,Multichannel,No Offer,0
12,201.57,0,1,Urban,1,Web,Buy One Get One,0
4,125.73,0,1,Surburban,1,Phone,Buy One Get One,0
4,520.77,1,0,Urban,1,Web,No Offer,0
3,105.09,1,0,Surburban,0,Web,Buy One Get One,0
9,94.67,1,0,Urban,1,Web,Discount,0
2,245.8,1,0,Surburban,0,Multichannel,Buy One Get One,1
1,112.58,0,1,Urban,1,Phone,Discount,0
10,76.34,0,1,Surburban,0,Web,Discount,0
10,421.7,0,1,Urban,1,Phone,Buy One Get One,0
10,133.56,0,1,Surburban,1,Web,No Offer,0
11,391.94,0,1,Surburban,0,Web,No Offer,0
1,458.91,1,1,Urban,0,Multichannel,Discount,1
4,240.35,0,1,Surburban,0,Web,Discount,0
12,106.98,0,1,Rural,1,Web,Discount,0
11,245.46,1,0,Urban,0,Multichannel,No Offer,0
3,64.21,1,0,Surburban,1,Web,No Offer,0
11,39.62,1,0,Urban,0,Phone,Discount,1
3,335.52,1,0,Rural,0,Phone,No Offer,0
3,387.84,1,0,Urban,1,Web,Buy One Get One,0
4,90.36,0,1,Surburban,1,Phone,Discount,1
9,33.25,1,0,Surburban,0,Phone,Discount,0
1,208.03,1,0,Urban,0,Phone,Discount,0
8,79.34,0,1,Urban,0,Web,Buy One Get One,0
3,1089.96,1,0,Rural,1,Multichannel,Buy One Get One,0
6,29.99,1,0,Urban,0,Phone,No Offer,0
2,29.99,1,0,Urban,0,Phone,Discount,0
2,227,1,0,Urban,0,Web,Discount,0
1,88.52,0,1,Urban,1,Web,Discount,0
10,303.01,0,1,Urban,0,Phone,Discount,0
2,29.99,1,0,Surburban,0,Phone,No Offer,0
6,737.69,1,0,Surburban,1,Web,No Offer,0
9,29.99,0,1,Rural,0,Web,Buy One Get One,0
9,370.96,1,1,Urban,1,Web,Discount,0
6,438.26,1,1,Rural,1,Multichannel,Discount,1
8,93.91,0,1,Urban,0,Phone,Buy One Get One,0
9,112.38,0,1,Surburban,1,Web,Buy One Get One,0
1,114.05,1,0,Rural,1,Web,Buy One Get One,0
9,265.65,0,1,Surburban,1,Multichannel,No Offer,0
3,119.97,0,1,Rural,0,Web,Discount,0
1,29.99,0,1,Rural,1,Web,Discount,0
8,73.73,1,0,Rural,1,Phone,Buy One Get One,0
2,589.41,0,1,Urban,1,Phone,Discount,0
12,107.71,1,0,Surburban,0,Web,Discount,0
3,64.37,0,1,Surburban,1,Phone,Discount,0
9,324.84,0,1,Urban,1,Multichannel,Discount,0
12,34.19,1,0,Urban,1,Web,Buy One Get One,0
2,403.51,1,0,Surburban,0,Phone,Buy One Get One,0
12,81.61,1,0,Surburban,1,Phone,No Offer,1
1,503.94,1,0,Surburban,1,Phone,Buy One Get One,0
6,29.99,0,1,Surburban,0,Web,No Offer,0
3,29.99,1,0,Urban,0,Phone,Buy One Get One,0
11,106.99,0,1,Urban,0,Phone,Buy One Get One,0
1,122.28,0,1,Surburban,0,Phone,Discount,1
3,572.57,1,0,Urban,1,Web,Discount,0
3,34.37,1,0,Surburban,1,Web,Discount,0
5,156.8,1,0,Urban,0,Web,Discount,0
10,92.13,0,1,Rural,1,Phone,Buy One Get One,0
3,105.68,1,0,Urban,1,Phone,Buy One Get One,0
2,29.99,0,1,Surburban,0,Web,Buy One Get One,0
1,307.23,1,0,Urban,0,Multichannel,Buy One Get One,0
6,227.98,0,1,Surburban,0,Multichannel,Discount,0
10,112.83,1,0,Surburban,0,Phone,Buy One Get One,0
10,941.14,1,1,Surburban,1,Multichannel,Discount,0
1,109.46,0,1,Urban,1,Web,Discount,0
1,441.95,0,1,Urban,0,Multichannel,Buy One Get One,1
3,365.28,1,0,Surburban,1,Web,Buy One Get One,0
6,98.7,0,1,Surburban,0,Web,Buy One Get One,0
10,138.61,0,1,Surburban,1,Phone,Buy One Get One,0
4,260.48,1,0,Urban,0,Web,No Offer,0
7,63.36,0,1,Surburban,0,Phone,No Offer,0
9,57.54,0,1,Urban,1,Web,No Offer,0
10,181,1,0,Surburban,1,Web,Discount,0
1,738.87,1,1,Surburban,1,Multichannel,No Offer,0
3,113.44,1,0,Surburban,1,Phone,Buy One Get One,0
6,68.89,1,0,Surburban,0,Phone,No Offer,0
9,567.74,0,1,Urban,1,Phone,No Offer,0
3,29.99,1,0,Surburban,1,Web,Buy One Get One,0
6,29.99,0,1,Surburban,1,Phone,Discount,0
11,74.75,1,0,Rural,1,Web,No Offer,0
3,105.57,1,0,Surburban,0,Web,Buy One Get One,0
10,35.17,0,1,Urban,0,Web,Buy One Get One,0
10,85.87,0,1,Urban,0,Web,No Offer,0
7,124.95,1,0,Surburban,1,Web,Buy One Get One,0
3,470.27,0,1,Surburban,0,Phone,Buy One Get One,0
1,558.84,1,0,Urban,1,Multichannel,No Offer,0
4,75.5,0,1,Urban,1,Phone,No Offer,0
3,278.48,0,1,Urban,0,Phone,No Offer,0
2,652.26,0,1,Surburban,1,Web,Buy One Get One,0
1,796.71,1,0,Surburban,1,Phone,No Offer,1
7,308.79,0,1,Surburban,1,Phone,No Offer,0
1,253.06,0,1,Surburban,1,Web,Buy One Get One,1
10,239.96,1,1,Surburban,0,Phone,No Offer,0
9,215.4,1,1,Urban,1,Web,Discount,0
10,148.34,0,1,Rural,0,Phone,No Offer,0
7,29.99,1,0,Surburban,0,Phone,No Offer,0
10,735.91,1,1,Urban,1,Multichannel,No Offer,0
3,170.29,0,1,Surburban,1,Web,Discount,0
4,403.51,1,0,Urban,0,Multichannel,No Offer,0
1,443.37,0,1,Surburban,0,Multichannel,Discount,0
5,221.27,1,0,Surburban,0,Phone,Discount,0
12,238.29,1,0,Surburban,0,Multichannel,Buy One Get One,0
4,420.8,0,1,Urban,0,Phone,Discount,0
7,104.35,0,1,Surburban,0,Web,No Offer,0
2,29.99,0,1,Urban,0,Web,No Offer,1
6,57.12,1,0,Urban,0,Phone,Discount,1
4,152.45,1,0,Rural,0,Phone,No Offer,0
9,96.24,1,0,Surburban,0,Web,Buy One Get One,1
1,1215.3,0,1,Surburban,1,Web,No Offer,0
2,104.87,0,1,Surburban,0,Phone,No Offer,0
12,68.94,1,0,Rural,0,Web,Buy One Get One,0
1,829.7,1,1,Urban,1,Phone,No Offer,0
8,141.91,1,0,Surburban,0,Web,Buy One Get One,0
10,358.08,1,0,Urban,0,Multichannel,Buy One Get One,0
10,286.95,1,0,Surburban,1,Phone,Buy One Get One,0
5,136.22,1,0,Surburban,1,Web,No Offer,0
5,213.55,1,0,Urban,0,Phone,No Offer,0
2,377.56,1,1,Surburban,1,Phone,Discount,0
1,577.34,1,0,Rural,1,Phone,No Offer,0
8,29.99,1,0,Surburban,1,Phone,No Offer,0
11,253.34,0,1,Surburban,1,Phone,No Offer,0
2,343.76,1,0,Surburban,0,Phone,Buy One Get One,0
3,143.01,0,1,Urban,0,Phone,No Offer,0
3,219.26,0,1,Surburban,0,Phone,No Offer,0
10,163.1,0,1,Urban,0,Phone,Discount,0
7,259.11,0,1,Rural,0,Web,Buy One Get One,0
4,253.87,1,1,Surburban,0,Web,Discount,1
4,146.4,1,0,Urban,0,Phone,Buy One Get One,0
2,597.68,1,0,Surburban,1,Multichannel,Buy One Get One,0
11,278.19,1,1,Urban,0,Web,Discount,0
1,117.14,0,1,Urban,1,Phone,Buy One Get One,0
6,53.81,1,0,Urban,1,Web,No Offer,0
3,184.85,1,0,Rural,1,Phone,No Offer,0
3,39.21,0,1,Surburban,0,Web,Buy One Get One,0
10,60.58,1,0,Surburban,1,Web,No Offer,0
9,89.06,1,0,Urban,1,Phone,Buy One Get One,0
9,41.06,0,1,Urban,1,Phone,No Offer,0
2,368.12,1,0,Surburban,1,Phone,No Offer,0
2,72.91,1,0,Urban,1,Web,No Offer,0
7,29.99,1,0,Urban,1,Web,Discount,0
9,29.99,1,0,Rural,1,Phone,Buy One Get One,0
4,235.62,1,0,Urban,1,Phone,No Offer,0
10,29.99,0,1,Surburban,1,Phone,Discount,0
5,31.74,1,0,Surburban,0,Web,Buy One Get One,0
2,1311.61,1,0,Surburban,1,Multichannel,Discount,0
10,217.7,1,0,Urban,0,Multichannel,No Offer,1
1,324.67,1,1,Surburban,0,Web,Buy One Get One,0
12,40.51,1,0,Surburban,0,Web,No Offer,0
4,157.88,0,1,Urban,1,Phone,Buy One Get One,0
8,85.49,0,1,Surburban,0,Phone,Buy One Get One,0
2,100.93,1,0,Surburban,0,Web,Buy One Get One,0
9,131.26,1,0,Urban,1,Web,Discount,0
8,29.99,1,0,Urban,1,Phone,Buy One Get One,0
1,168.23,0,1,Rural,1,Web,No Offer,0
2,131.21,0,1,Rural,1,Web,Buy One Get One,0
9,126.04,0,1,Urban,1,Web,No Offer,0
8,338.12,1,1,Surburban,0,Web,Discount,0
12,29.99,0,1,Rural,1,Web,Buy One Get One,0
2,210.37,0,1,Urban,0,Web,No Offer,0
10,62.15,1,0,Rural,1,Web,Buy One Get One,1
2,263.63,1,1,Urban,1,Phone,No Offer,0
11,29.99,0,1,Surburban,1,Phone,No Offer,0
5,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
5,357.84,1,0,Rural,0,Multichannel,Buy One Get One,0
1,480.84,0,1,Surburban,0,Multichannel,No Offer,0
10,102.47,0,1,Surburban,0,Web,Discount,0
11,55.59,0,1,Urban,0,Web,Discount,0
8,96.53,1,0,Surburban,0,Web,Buy One Get One,0
10,29.99,1,0,Surburban,1,Web,Discount,0
1,29.99,1,0,Surburban,1,Web,Discount,0
2,181.45,0,1,Surburban,1,Phone,Buy One Get One,0
3,29.99,0,1,Urban,1,Web,Buy One Get One,0
11,29.99,0,1,Urban,1,Phone,Buy One Get One,0
8,157.3,1,0,Rural,1,Phone,Buy One Get One,0
7,217.61,0,1,Urban,1,Web,No Offer,0
10,128.85,1,0,Urban,0,Web,Discount,0
2,137.09,0,1,Surburban,1,Web,Discount,0
4,283.58,0,1,Surburban,1,Phone,Buy One Get One,0
11,225.36,0,1,Surburban,0,Phone,Discount,0
5,273.77,1,0,Surburban,1,Phone,Buy One Get One,0
1,155.38,0,1,Surburban,1,Phone,No Offer,0
1,331.06,1,0,Urban,0,Phone,No Offer,0
3,585.36,1,1,Surburban,1,Multichannel,No Offer,0
10,56.08,0,1,Surburban,1,Web,Discount,1
12,60.38,1,0,Surburban,1,Web,No Offer,0
7,410.71,1,0,Surburban,0,Multichannel,No Offer,0
9,85.56,1,0,Surburban,0,Web,No Offer,0
9,152.62,1,0,Surburban,1,Phone,Discount,0
12,146.74,1,0,Urban,0,Phone,No Offer,0
2,54.8,0,1,Surburban,0,Web,Discount,0
11,33.86,0,1,Surburban,1,Web,No Offer,0
1,267.52,1,0,Urban,0,Multichannel,Buy One Get One,1
10,296.47,1,0,Urban,0,Multichannel,Buy One Get One,0
1,495.71,0,1,Surburban,1,Phone,Discount,0
9,316.25,0,1,Urban,0,Multichannel,No Offer,0
3,530.89,1,1,Rural,1,Web,Discount,0
6,446.11,0,1,Surburban,0,Phone,Buy One Get One,1
6,209.49,1,1,Urban,1,Web,Buy One Get One,0
10,45.54,0,1,Surburban,1,Phone,No Offer,0
2,192.38,0,1,Urban,0,Web,No Offer,0
7,87.98,0,1,Urban,1,Phone,Discount,0
2,659.99,1,1,Surburban,1,Multichannel,Discount,1
6,91.26,0,1,Surburban,1,Web,No Offer,0
1,549.99,0,1,Surburban,1,Phone,Buy One Get One,0
7,584.72,1,1,Urban,1,Multichannel,No Offer,0
7,29.99,1,0,Urban,1,Web,Discount,0
6,69.95,1,0,Urban,0,Phone,Buy One Get One,0
2,596.75,1,1,Surburban,1,Multichannel,No Offer,0
1,359.23,1,0,Surburban,0,Phone,No Offer,0
3,284.08,0,1,Surburban,1,Web,No Offer,0
11,43.76,0,1,Surburban,0,Phone,Buy One Get One,0
4,390.55,1,0,Urban,1,Web,No Offer,0
1,118.74,0,1,Urban,1,Web,Discount,0
11,47.17,1,0,Surburban,0,Phone,No Offer,0
2,158.49,1,0,Urban,1,Web,No Offer,0
3,187.54,1,0,Urban,1,Phone,Discount,0
5,315.22,0,1,Surburban,0,Web,Buy One Get One,0
9,29.99,0,1,Rural,0,Web,Discount,1
11,41.34,1,0,Urban,1,Phone,Discount,0
3,146.55,1,0,Urban,1,Phone,Discount,0
2,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
10,294.37,1,0,Urban,1,Multichannel,Buy One Get One,0
8,29.99,1,0,Surburban,1,Phone,No Offer,0
1,53.56,0,1,Urban,1,Web,Buy One Get One,0
1,84.61,1,0,Surburban,0,Web,Buy One Get One,0
4,279.59,1,1,Urban,1,Phone,Buy One Get One,0
12,31.48,1,0,Surburban,0,Web,No Offer,0
10,117.05,1,0,Urban,1,Phone,No Offer,0
7,323.47,1,1,Surburban,0,Phone,Discount,0
10,218.61,0,1,Surburban,0,Multichannel,No Offer,0
8,54.07,0,1,Surburban,1,Web,Buy One Get One,0
9,29.99,1,0,Urban,0,Phone,Discount,0
5,345.92,1,0,Rural,1,Phone,Discount,0
7,29.99,1,0,Rural,0,Web,Buy One Get One,0
2,89.54,1,0,Surburban,1,Phone,Discount,0
3,225.14,1,1,Urban,0,Phone,Buy One Get One,0
4,30.93,0,1,Urban,1,Phone,Buy One Get One,0
4,112.52,0,1,Rural,0,Web,Discount,0
10,114.42,1,0,Rural,1,Phone,Discount,0
7,63.43,0,1,Surburban,0,Web,Discount,1
4,173.87,0,1,Rural,0,Phone,No Offer,0
12,139.18,0,1,Surburban,0,Phone,No Offer,0
8,102.63,1,0,Rural,1,Phone,Buy One Get One,0
12,64.78,0,1,Surburban,1,Web,Discount,0
4,795.58,1,1,Urban,1,Web,Discount,0
8,209.43,0,1,Surburban,0,Web,Buy One Get One,0
3,74.76,0,1,Rural,1,Web,Buy One Get One,1
9,42.1,1,0,Surburban,1,Web,Discount,0
12,223.59,0,1,Surburban,1,Phone,Buy One Get One,0
8,81.51,1,0,Surburban,0,Web,Discount,0
2,46.18,0,1,Urban,1,Phone,Discount,0
3,237.18,1,0,Surburban,0,Web,Buy One Get One,0
1,847.95,1,1,Urban,1,Multichannel,Buy One Get One,0
8,29.99,1,0,Rural,1,Phone,No Offer,0
1,912.46,1,0,Surburban,1,Web,Buy One Get One,0
2,92.26,0,1,Rural,1,Phone,Discount,0
5,610.33,1,1,Surburban,1,Phone,Buy One Get One,0
12,29.99,1,0,Surburban,0,Web,Buy One Get One,0
2,1968.98,1,0,Surburban,1,Multichannel,Discount,0
7,83.6,0,1,Surburban,0,Web,No Offer,0
12,63.94,0,1,Surburban,0,Web,Buy One Get One,0
2,150.53,0,1,Surburban,1,Web,No Offer,0
6,51.85,1,0,Surburban,1,Phone,Discount,0
6,156.99,1,0,Urban,0,Web,Buy One Get One,0
1,61.22,1,0,Surburban,1,Web,Discount,0
9,225.04,0,1,Urban,0,Web,Buy One Get One,0
4,100.14,1,0,Urban,1,Web,No Offer,0
2,528.41,0,1,Surburban,1,Phone,Buy One Get One,1
2,386.08,1,0,Urban,1,Web,Buy One Get One,0
1,30.54,1,0,Urban,0,Phone,No Offer,0
4,641.01,1,0,Surburban,1,Web,No Offer,0
10,45.82,1,0,Surburban,1,Phone,Discount,0
9,51.34,1,0,Urban,1,Phone,No Offer,0
4,122,0,1,Urban,1,Phone,Buy One Get One,0
1,29.99,0,1,Urban,0,Phone,No Offer,0
3,405.86,1,0,Surburban,1,Multichannel,Discount,0
2,68.85,0,1,Surburban,1,Web,Discount,0
6,183.3,1,0,Urban,1,Web,Buy One Get One,0
7,77.54,0,1,Rural,1,Web,Buy One Get One,0
1,832.26,1,0,Surburban,1,Phone,Discount,1
9,64.49,0,1,Surburban,0,Web,Discount,0
10,69.54,0,1,Surburban,0,Phone,Buy One Get One,0
5,657.41,1,1,Urban,1,Web,Discount,0
9,243.08,1,0,Urban,1,Multichannel,No Offer,0
10,249.92,1,1,Urban,0,Web,Discount,0
10,96.7,1,0,Surburban,1,Phone,Discount,0
3,206.78,0,1,Surburban,0,Web,Buy One Get One,0
12,549.76,1,1,Surburban,1,Web,No Offer,1
4,1530.06,1,1,Urban,1,Multichannel,Buy One Get One,0
4,393.12,1,1,Surburban,0,Web,No Offer,0
11,29.99,1,0,Urban,1,Phone,No Offer,0
9,29.99,0,1,Surburban,1,Web,Discount,0
3,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
4,91.14,0,1,Urban,0,Web,No Offer,0
3,1323.32,0,1,Surburban,1,Web,Buy One Get One,0
7,78.37,1,0,Surburban,1,Phone,No Offer,0
4,38.15,0,1,Surburban,1,Phone,Buy One Get One,0
9,222.47,1,1,Surburban,1,Web,No Offer,0
9,162.65,0,1,Surburban,0,Phone,Buy One Get One,0
8,29.99,1,0,Surburban,1,Web,No Offer,0
1,72.9,0,1,Surburban,1,Phone,Discount,1
4,1080.58,1,1,Surburban,1,Multichannel,No Offer,0
1,380.55,0,1,Rural,0,Web,Buy One Get One,0
1,806.74,0,1,Urban,1,Phone,Buy One Get One,0
10,228.16,0,1,Surburban,1,Phone,No Offer,0
6,537.64,0,1,Surburban,1,Phone,Buy One Get One,0
1,1770.72,1,1,Surburban,1,Phone,Discount,0
6,74.78,1,0,Urban,1,Phone,Discount,0
2,671.07,1,0,Urban,1,Multichannel,Discount,0
2,160.45,0,1,Urban,0,Web,Buy One Get One,1
6,71.29,0,1,Urban,1,Web,No Offer,0
1,68.72,0,1,Surburban,1,Phone,No Offer,0
11,37.5,0,1,Surburban,0,Phone,No Offer,1
1,29.99,1,0,Surburban,0,Phone,No Offer,0
2,121.95,1,0,Surburban,0,Web,Discount,1
7,185.69,1,0,Surburban,1,Web,No Offer,0
4,276.66,1,1,Surburban,1,Multichannel,Buy One Get One,0
1,99.01,1,0,Urban,0,Web,Discount,0
2,286.24,1,0,Rural,0,Multichannel,Buy One Get One,0
1,290.12,1,0,Urban,1,Phone,Discount,0
9,137.53,1,0,Urban,0,Web,No Offer,0
2,39.47,1,0,Surburban,0,Phone,Discount,0
4,490.02,1,0,Surburban,1,Multichannel,Discount,0
10,356.28,0,1,Urban,0,Multichannel,Buy One Get One,0
1,615.95,1,1,Rural,1,Web,No Offer,0
4,410.06,0,1,Surburban,1,Phone,Discount,0
9,158.49,1,0,Surburban,0,Web,Discount,0
2,49.49,0,1,Urban,1,Web,Discount,1
11,212.25,0,1,Urban,0,Phone,Discount,0
5,29.99,1,0,Surburban,1,Web,Buy One Get One,1
9,106.26,1,0,Surburban,0,Phone,No Offer,0
1,100.68,0,1,Urban,0,Web,Discount,0
2,174.31,1,0,Surburban,1,Web,Buy One Get One,0
1,1200.27,1,0,Rural,1,Web,Discount,0
5,303.14,0,1,Surburban,0,Web,No Offer,1
7,306.49,1,1,Rural,0,Multichannel,Buy One Get One,0
10,81.8,1,0,Surburban,1,Web,No Offer,1
11,246.6,0,1,Surburban,1,Web,Buy One Get One,0
2,556.69,1,1,Surburban,1,Phone,No Offer,1
9,109.96,0,1,Urban,0,Web,No Offer,0
1,315.11,1,0,Surburban,0,Phone,No Offer,1
7,34.37,1,0,Surburban,0,Phone,Discount,0
5,81.45,0,1,Urban,0,Phone,No Offer,0
8,157.17,0,1,Urban,1,Web,No Offer,0
10,51.45,1,0,Rural,1,Web,Buy One Get One,0
1,382.28,0,1,Urban,0,Phone,Buy One Get One,1
3,350.47,0,1,Urban,0,Web,Buy One Get One,0
10,353.14,1,0,Surburban,1,Phone,No Offer,0
9,732.93,0,1,Rural,1,Multichannel,Discount,0
10,188.49,0,1,Surburban,0,Web,No Offer,1
2,412.28,0,1,Urban,0,Phone,No Offer,1
9,174.92,0,1,Surburban,1,Web,Buy One Get One,0
10,363.24,1,0,Surburban,0,Web,Discount,0
7,295.55,0,1,Surburban,1,Phone,No Offer,0
9,132.96,1,0,Urban,0,Phone,No Offer,0
7,263.4,1,0,Surburban,1,Web,Buy One Get One,1
9,108.13,1,0,Surburban,1,Web,Buy One Get One,0
3,90.98,1,0,Surburban,1,Web,No Offer,0
12,84.17,1,0,Surburban,1,Web,Buy One Get One,0
6,382.24,0,1,Urban,1,Phone,Buy One Get One,0
8,75.04,1,0,Urban,1,Phone,No Offer,0
11,52.81,0,1,Urban,1,Phone,Buy One Get One,0
6,1261.23,1,1,Surburban,1,Web,Discount,0
9,29.99,1,0,Urban,1,Web,Buy One Get One,0
9,386.93,1,1,Surburban,0,Web,Buy One Get One,0
1,1158.74,0,1,Urban,1,Web,No Offer,0
4,195.12,0,1,Surburban,0,Phone,Discount,0
7,351.51,0,1,Urban,0,Web,No Offer,1
10,57.78,0,1,Surburban,0,Web,Buy One Get One,1
2,402.03,1,0,Urban,1,Multichannel,Buy One Get One,0
1,96.3,0,1,Surburban,1,Web,No Offer,0
10,149.22,1,0,Surburban,1,Web,Buy One Get One,0
6,235.07,1,0,Surburban,0,Web,No Offer,0
10,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
2,806.27,0,1,Urban,1,Phone,Buy One Get One,0
8,205.77,0,1,Surburban,0,Multichannel,Buy One Get One,0
12,64.38,0,1,Urban,0,Web,No Offer,0
2,466.8,1,1,Surburban,0,Multichannel,Buy One Get One,0
8,451.2,1,1,Surburban,1,Phone,Discount,0
1,69.53,1,0,Surburban,1,Phone,Discount,0
8,393.64,0,1,Surburban,1,Web,No Offer,1
10,45.38,0,1,Urban,1,Phone,No Offer,0
2,793.28,1,1,Rural,1,Multichannel,Discount,0
10,178.11,0,1,Urban,0,Phone,No Offer,1
1,620.65,0,1,Urban,1,Phone,No Offer,0
5,30.62,0,1,Urban,0,Phone,No Offer,1
2,29.99,0,1,Surburban,0,Phone,Discount,0
6,191.36,1,0,Urban,0,Phone,Discount,0
3,435.05,1,0,Surburban,0,Web,Discount,0
9,380.15,0,1,Urban,0,Phone,Buy One Get One,0
1,274.03,1,1,Surburban,0,Phone,Discount,0
2,346.64,1,0,Surburban,1,Multichannel,No Offer,0
2,38.43,1,0,Surburban,1,Phone,No Offer,0
1,304.61,1,0,Urban,0,Web,Discount,0
10,29.99,0,1,Urban,0,Phone,No Offer,0
8,1190.1,1,0,Surburban,1,Phone,Buy One Get One,0
2,292.92,0,1,Rural,1,Phone,Buy One Get One,0
3,679.87,1,0,Urban,1,Web,Discount,0
11,285.34,1,0,Surburban,1,Multichannel,Discount,0
3,34.64,0,1,Urban,1,Phone,Buy One Get One,0
3,47.88,1,0,Surburban,1,Web,Discount,0
6,29.99,1,0,Urban,1,Web,No Offer,0
10,29.99,1,0,Urban,0,Web,Discount,0
1,45.1,0,1,Surburban,0,Web,No Offer,0
1,51.61,1,0,Surburban,0,Phone,Discount,1
9,29.99,0,1,Surburban,0,Web,Discount,1
8,188.47,0,1,Surburban,0,Web,Discount,0
7,220.29,0,1,Urban,1,Web,Buy One Get One,0
6,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
4,328.97,1,1,Rural,0,Phone,No Offer,0
8,620.74,1,0,Urban,1,Web,Discount,0
10,374.86,0,1,Surburban,0,Web,No Offer,0
1,54.18,0,1,Urban,1,Phone,Discount,0
4,476.67,1,1,Surburban,0,Multichannel,No Offer,1
6,76.37,1,0,Surburban,0,Web,Discount,0
3,266.98,0,1,Rural,1,Multichannel,Discount,0
12,53.78,0,1,Surburban,0,Web,No Offer,0
9,83.8,0,1,Surburban,0,Web,Buy One Get One,1
12,40.61,1,0,Urban,1,Phone,Buy One Get One,0
2,459.18,0,1,Surburban,0,Multichannel,No Offer,0
1,172.42,0,1,Urban,0,Phone,Discount,0
11,29.99,0,1,Urban,1,Phone,Buy One Get One,0
3,75.15,1,0,Urban,0,Phone,Discount,0
6,640.19,1,1,Urban,1,Web,Discount,0
10,75.5,0,1,Surburban,0,Web,Discount,0
1,335.64,1,1,Urban,1,Phone,Buy One Get One,1
3,628.14,1,1,Urban,1,Phone,Discount,0
2,52.97,1,0,Surburban,1,Phone,No Offer,0
9,328.34,0,1,Urban,0,Phone,Buy One Get One,0
9,29.99,0,1,Urban,1,Phone,Discount,0
4,110.74,1,0,Urban,1,Web,Buy One Get One,1
10,308.59,0,1,Surburban,0,Multichannel,Buy One Get One,0
11,355.81,0,1,Surburban,0,Web,Discount,0
10,302.17,1,0,Surburban,0,Phone,No Offer,0
9,359.11,1,0,Surburban,0,Web,No Offer,0
1,1631.38,1,0,Urban,1,Multichannel,Discount,0
3,29.99,1,0,Surburban,0,Phone,Discount,0
1,833.89,0,1,Surburban,1,Web,Discount,1
12,128.42,0,1,Surburban,0,Web,No Offer,0
11,29.99,1,0,Rural,1,Phone,Buy One Get One,0
3,391.33,1,1,Urban,1,Web,No Offer,0
10,63.47,0,1,Rural,1,Phone,Discount,0
5,325.14,0,1,Urban,0,Web,Buy One Get One,0
3,438.36,1,1,Urban,1,Phone,Discount,1
6,238.02,0,1,Urban,0,Phone,Discount,0
1,327.86,1,0,Surburban,1,Multichannel,No Offer,0
5,179.5,0,1,Rural,0,Web,No Offer,0
3,158.84,1,0,Surburban,1,Phone,Discount,0
2,389,0,1,Surburban,1,Phone,Discount,0
8,278.49,1,0,Surburban,0,Multichannel,No Offer,0
6,489.56,1,0,Urban,0,Multichannel,No Offer,0
5,140.78,0,1,Surburban,0,Phone,No Offer,0
1,167.29,1,0,Surburban,0,Web,No Offer,1
4,540.53,1,1,Surburban,1,Multichannel,No Offer,0
4,112.1,0,1,Surburban,1,Phone,Buy One Get One,0
1,138.89,1,0,Surburban,0,Phone,No Offer,0
3,258.25,1,0,Urban,0,Phone,Discount,0
3,125.93,1,0,Urban,0,Web,Buy One Get One,0
9,29.99,0,1,Rural,1,Phone,Buy One Get One,0
9,29.99,1,0,Surburban,1,Phone,No Offer,0
5,122.52,0,1,Surburban,1,Web,Discount,0
10,417.97,1,0,Rural,1,Multichannel,Buy One Get One,1
7,38.86,0,1,Surburban,0,Web,No Offer,0
4,59.8,0,1,Urban,0,Web,Buy One Get One,0
1,351.82,1,0,Surburban,0,Phone,Discount,0
3,523.58,1,0,Urban,1,Phone,Discount,0
9,39.78,1,0,Surburban,0,Phone,Discount,0
12,108.15,0,1,Urban,1,Web,Buy One Get One,0
5,131.01,0,1,Surburban,1,Phone,Discount,0
1,641.13,0,1,Surburban,1,Web,Buy One Get One,0
1,70.38,0,1,Surburban,1,Phone,Discount,1
9,52.2,0,1,Rural,1,Phone,Buy One Get One,0
10,33.56,1,0,Urban,1,Phone,Buy One Get One,0
7,213.77,1,0,Surburban,0,Web,Discount,0
1,836.4,1,0,Surburban,1,Web,Discount,0
5,104.42,1,0,Surburban,0,Phone,Discount,1
2,29.99,1,0,Urban,0,Web,No Offer,0
1,79.81,1,0,Surburban,1,Phone,Discount,0
7,223.31,1,1,Surburban,1,Phone,No Offer,0
9,196.62,0,1,Urban,0,Web,Buy One Get One,0
4,29.99,0,1,Urban,1,Phone,Buy One Get One,0
3,331.85,1,1,Rural,1,Web,No Offer,0
2,60.41,1,0,Surburban,1,Phone,Buy One Get One,0
1,73.96,0,1,Urban,0,Phone,Discount,0
10,207.59,0,1,Rural,0,Phone,Discount,0
