location,date,vaccine,total_vaccinations
Finland,2021-03-05,Pfizer/BioNTech,466648
Finland,2021-03-12,Johnson&Johnson,0
Finland,2021-03-12,Moderna,38937
Finland,2021-03-12,Oxford/AstraZeneca,140473
Finland,2021-03-12,Pfizer/BioNTech,534734
Finland,2021-03-19,Johnson&Johnson,0
Finland,2021-03-19,Moderna,42746
Finland,2021-03-19,Oxford/AstraZeneca,184996
Finland,2021-03-19,Pfizer/BioNTech,613923
Finland,2021-03-26,Johnson&Johnson,0
Finland,2021-03-26,Moderna,52782
Finland,2021-03-26,Oxford/AstraZeneca,185064
Finland,2021-03-26,Pfizer/BioNTech,714305
Finland,2021-04-02,Johnson&Johnson,0
Finland,2021-04-02,Moderna,69611
Finland,2021-04-02,Oxford/AstraZeneca,202361
Finland,2021-04-02,Pfizer/BioNTech,813764
Finland,2021-04-09,Johnson&Johnson,0
Finland,2021-04-09,Moderna,81638
Finland,2021-04-09,Oxford/AstraZeneca,243233
Finland,2021-04-09,Pfizer/BioNTech,934532
Finland,2021-04-16,Johnson&Johnson,0
Finland,2021-04-16,Moderna,103747
Finland,2021-04-16,Oxford/AstraZeneca,299077
Finland,2021-04-16,Pfizer/BioNTech,1091428
Finland,2021-04-23,Johnson&Johnson,0
Finland,2021-04-23,Moderna,118491
Finland,2021-04-23,Oxford/AstraZeneca,336258
Finland,2021-04-23,Pfizer/BioNTech,1260857
Finland,2021-04-30,Johnson&Johnson,0
Finland,2021-04-30,Moderna,138020
Finland,2021-04-30,Oxford/AstraZeneca,353796
Finland,2021-04-30,Pfizer/BioNTech,1437604
Finland,2021-05-07,Johnson&Johnson,0
Finland,2021-05-07,Moderna,162458
Finland,2021-05-07,Oxford/AstraZeneca,359678
Finland,2021-05-07,Pfizer/BioNTech,1651181
Finland,2021-05-14,Johnson&Johnson,0
Finland,2021-05-14,Moderna,188550
Finland,2021-05-14,Oxford/AstraZeneca,367453
Finland,2021-05-14,Pfizer/BioNTech,1853403
Finland,2021-05-21,Johnson&Johnson,0
Finland,2021-05-21,Moderna,222400
Finland,2021-05-21,Oxford/AstraZeneca,380515
Finland,2021-05-21,Pfizer/BioNTech,2082791
Finland,2021-05-28,Johnson&Johnson,0
Finland,2021-05-28,Moderna,258956
Finland,2021-05-28,Oxford/AstraZeneca,392230
Finland,2021-05-28,Pfizer/BioNTech,2307904
Finland,2021-06-04,Johnson&Johnson,0
Finland,2021-06-04,Moderna,297214
Finland,2021-06-04,Oxford/AstraZeneca,404874
Finland,2021-06-04,Pfizer/BioNTech,2555811
Finland,2021-06-11,Johnson&Johnson,0
Finland,2021-06-11,Moderna,326233
Finland,2021-06-11,Oxford/AstraZeneca,421999
Finland,2021-06-11,Pfizer/BioNTech,2852301
Finland,2021-06-18,Johnson&Johnson,0
Finland,2021-06-18,Moderna,359117
Finland,2021-06-18,Oxford/AstraZeneca,426036
Finland,2021-06-18,Pfizer/BioNTech,3155048
Finland,2021-06-25,Johnson&Johnson,0
Finland,2021-06-25,Moderna,384376
Finland,2021-06-25,Oxford/AstraZeneca,438891
Finland,2021-06-25,Pfizer/BioNTech,3372599
Finland,2021-07-02,Johnson&Johnson,0
Finland,2021-07-02,Moderna,410425
Finland,2021-07-02,Oxford/AstraZeneca,471311
Finland,2021-07-02,Pfizer/BioNTech,3626536
Finland,2021-07-09,Johnson&Johnson,0
Finland,2021-07-09,Moderna,442360
Finland,2021-07-09,Oxford/AstraZeneca,507928
Finland,2021-07-09,Pfizer/BioNTech,3856159
Finland,2021-07-16,Johnson&Johnson,0
Finland,2021-07-16,Moderna,468383
Finland,2021-07-16,Oxford/AstraZeneca,536091
Finland,2021-07-16,Pfizer/BioNTech,4059803
Finland,2021-07-23,Johnson&Johnson,0
Finland,2021-07-23,Moderna,500196
Finland,2021-07-23,Oxford/AstraZeneca,549335
Finland,2021-07-23,Pfizer/BioNTech,4278464
Finland,2021-07-30,Johnson&Johnson,0
Finland,2021-07-30,Moderna,536864
Finland,2021-07-30,Oxford/AstraZeneca,552154
Finland,2021-07-30,Pfizer/BioNTech,4504223
Finland,2021-08-06,Johnson&Johnson,0
Finland,2021-08-06,Moderna,580992
Finland,2021-08-06,Oxford/AstraZeneca,552877
Finland,2021-08-06,Pfizer/BioNTech,4714753
Finland,2021-08-13,Johnson&Johnson,0
Finland,2021-08-13,Moderna,622205
Finland,2021-08-13,Oxford/AstraZeneca,553080
Finland,2021-08-13,Pfizer/BioNTech,4933355
Finland,2021-08-20,Johnson&Johnson,0
Finland,2021-08-20,Moderna,659770
Finland,2021-08-20,Oxford/AstraZeneca,553241
Finland,2021-08-20,Pfizer/BioNTech,5134977
Finland,2021-08-27,Johnson&Johnson,0
Finland,2021-08-27,Moderna,688722
Finland,2021-08-27,Oxford/AstraZeneca,553372
Finland,2021-08-27,Pfizer/BioNTech,5316348
Finland,2021-09-03,Johnson&Johnson,0
Finland,2021-09-03,Moderna,714921
Finland,2021-09-03,Oxford/AstraZeneca,553406
Finland,2021-09-03,Pfizer/BioNTech,5500934
Finland,2021-09-10,Johnson&Johnson,0
Finland,2021-09-10,Moderna,743990
Finland,2021-09-10,Oxford/AstraZeneca,553439
Finland,2021-09-10,Pfizer/BioNTech,5657694
Finland,2021-09-17,Johnson&Johnson,0
Finland,2021-09-17,Moderna,772220
Finland,2021-09-17,Oxford/AstraZeneca,553470
Finland,2021-09-17,Pfizer/BioNTech,5761890
Finland,2021-09-24,Johnson&Johnson,0
Finland,2021-09-24,Moderna,808712
Finland,2021-09-24,Oxford/AstraZeneca,553515
Finland,2021-09-24,Pfizer/BioNTech,5863488
Finland,2021-10-01,Johnson&Johnson,0
Finland,2021-10-01,Moderna,831666
Finland,2021-10-01,Oxford/AstraZeneca,553544
Finland,2021-10-01,Pfizer/BioNTech,5961145
Finland,2021-10-08,Johnson&Johnson,0
Finland,2021-10-08,Moderna,849480
Finland,2021-10-08,Oxford/AstraZeneca,553578
Finland,2021-10-08,Pfizer/BioNTech,6041717
Finland,2021-10-15,Johnson&Johnson,0
Finland,2021-10-15,Moderna,862559
Finland,2021-10-15,Oxford/AstraZeneca,553612
Finland,2021-10-15,Pfizer/BioNTech,6120445
Finland,2021-10-22,Johnson&Johnson,0
Finland,2021-10-22,Moderna,875369
Finland,2021-10-22,Oxford/AstraZeneca,553658
Finland,2021-10-22,Pfizer/BioNTech,6192470
Finland,2021-10-29,Johnson&Johnson,0
Finland,2021-10-29,Moderna,889295
Finland,2021-10-29,Oxford/AstraZeneca,553672
Finland,2021-10-29,Pfizer/BioNTech,6262839
Finland,2021-11-05,Johnson&Johnson,0
Finland,2021-11-05,Moderna,898313
Finland,2021-11-05,Oxford/AstraZeneca,553702
Finland,2021-11-05,Pfizer/BioNTech,6319359
Finland,2021-11-12,Johnson&Johnson,0
Finland,2021-11-12,Moderna,906778
Finland,2021-11-12,Oxford/AstraZeneca,553717
Finland,2021-11-12,Pfizer/BioNTech,6382035
Finland,2021-11-19,Johnson&Johnson,0
Finland,2021-11-19,Moderna,915096
Finland,2021-11-19,Oxford/AstraZeneca,553758
Finland,2021-11-19,Pfizer/BioNTech,6459927
Finland,2021-11-26,Johnson&Johnson,0
Finland,2021-11-26,Moderna,923905
Finland,2021-11-26,Oxford/AstraZeneca,553836
Finland,2021-11-26,Pfizer/BioNTech,6560670
Finland,2021-12-03,Johnson&Johnson,0
Finland,2021-12-03,Moderna,936101
Finland,2021-12-03,Oxford/AstraZeneca,553863
Finland,2021-12-03,Pfizer/BioNTech,6696033
Finland,2021-12-10,Johnson&Johnson,0
Finland,2021-12-10,Moderna,951842
Finland,2021-12-10,Oxford/AstraZeneca,553874
Finland,2021-12-10,Pfizer/BioNTech,6859236
Finland,2021-12-17,Johnson&Johnson,0
Finland,2021-12-17,Moderna,988477
Finland,2021-12-17,Oxford/AstraZeneca,553878
Finland,2021-12-17,Pfizer/BioNTech,7098419
Finland,2021-12-24,Johnson&Johnson,0
Finland,2021-12-24,Moderna,988482
Finland,2021-12-24,Oxford/AstraZeneca,553879
Finland,2021-12-24,Pfizer/BioNTech,7101735
France,2020-12-27,Pfizer/BioNTech,509
France,2020-12-28,Pfizer/BioNTech,1070
France,2020-12-29,Pfizer/BioNTech,1404
France,2020-12-30,Pfizer/BioNTech,1788
France,2020-12-31,Pfizer/BioNTech,2094
France,2021-01-01,Pfizer/BioNTech,2677
France,2021-01-02,Pfizer/BioNTech,2977
France,2021-01-03,Pfizer/BioNTech,3293
France,2021-01-04,Pfizer/BioNTech,5199
France,2021-01-05,Pfizer/BioNTech,11084
France,2021-01-06,Pfizer/BioNTech,22845
France,2021-01-07,Pfizer/BioNTech,52076
France,2021-01-08,Pfizer/BioNTech,88960
France,2021-01-09,Pfizer/BioNTech,100113
France,2021-01-10,Pfizer/BioNTech,105935
France,2021-01-11,Pfizer/BioNTech,145690
France,2021-01-12,Pfizer/BioNTech,207615
France,2021-01-13,Pfizer/BioNTech,272447
France,2021-01-14,Moderna,1518
France,2021-01-14,Pfizer/BioNTech,353608
France,2021-01-15,Moderna,1883
France,2021-01-15,Pfizer/BioNTech,422035
France,2021-01-16,Moderna,2168
France,2021-01-16,Pfizer/BioNTech,441954
France,2021-01-17,Moderna,2235
France,2021-01-17,Pfizer/BioNTech,452832
France,2021-01-18,Moderna,5285
France,2021-01-18,Pfizer/BioNTech,535590
France,2021-01-19,Moderna,9942
France,2021-01-19,Pfizer/BioNTech,661446
France,2021-01-20,Moderna,15055
France,2021-01-20,Pfizer/BioNTech,793835
France,2021-01-21,Moderna,20366
France,2021-01-21,Pfizer/BioNTech,946715
France,2021-01-22,Moderna,25457
France,2021-01-22,Pfizer/BioNTech,1062580
France,2021-01-23,Moderna,27307
France,2021-01-23,Pfizer/BioNTech,1099166
France,2021-01-24,Moderna,27463
France,2021-01-24,Pfizer/BioNTech,1108719
France,2021-01-25,Moderna,31253
France,2021-01-25,Pfizer/BioNTech,1184173
France,2021-01-26,Moderna,35142
France,2021-01-26,Pfizer/BioNTech,1283581
France,2021-01-27,Moderna,38707
France,2021-01-27,Pfizer/BioNTech,1392674
France,2021-01-28,Moderna,42410
France,2021-01-28,Pfizer/BioNTech,1527456
France,2021-01-29,Moderna,45671
France,2021-01-29,Pfizer/BioNTech,1633457
France,2021-01-30,Moderna,46790
France,2021-01-30,Pfizer/BioNTech,1665587
France,2021-01-31,Moderna,46831
France,2021-01-31,Pfizer/BioNTech,1672389
France,2021-02-01,Moderna,50202
France,2021-02-01,Pfizer/BioNTech,1742979
France,2021-02-02,Moderna,54659
France,2021-02-02,Pfizer/BioNTech,1845127
France,2021-02-03,Moderna,59851
France,2021-02-03,Pfizer/BioNTech,1948960
France,2021-02-04,Moderna,64751
France,2021-02-04,Pfizer/BioNTech,2075816
France,2021-02-05,Moderna,69535
France,2021-02-05,Pfizer/BioNTech,2184365
France,2021-02-06,Moderna,71558
France,2021-02-06,Oxford/AstraZeneca,1461
France,2021-02-06,Pfizer/BioNTech,2214079
France,2021-02-07,Moderna,71647
France,2021-02-07,Oxford/AstraZeneca,2871
France,2021-02-07,Pfizer/BioNTech,2222723
France,2021-02-08,Moderna,79164
France,2021-02-08,Oxford/AstraZeneca,5621
France,2021-02-08,Pfizer/BioNTech,2304954
France,2021-02-09,Moderna,87572
France,2021-02-09,Oxford/AstraZeneca,12378
France,2021-02-09,Pfizer/BioNTech,2427891
France,2021-02-10,Moderna,96935
France,2021-02-10,Oxford/AstraZeneca,21935
France,2021-02-10,Pfizer/BioNTech,2556161
France,2021-02-11,Moderna,107240
France,2021-02-11,Oxford/AstraZeneca,35506
France,2021-02-11,Pfizer/BioNTech,2718246
France,2021-02-12,Moderna,117486
France,2021-02-12,Oxford/AstraZeneca,48840
France,2021-02-12,Pfizer/BioNTech,2847786
France,2021-02-13,Moderna,120804
France,2021-02-13,Oxford/AstraZeneca,52557
France,2021-02-13,Pfizer/BioNTech,2882431
France,2021-02-14,Moderna,121148
France,2021-02-14,Oxford/AstraZeneca,53516
France,2021-02-14,Pfizer/BioNTech,2893275
France,2021-02-15,Moderna,127639
France,2021-02-15,Oxford/AstraZeneca,63911
France,2021-02-15,Pfizer/BioNTech,2990595
France,2021-02-16,Moderna,136564
France,2021-02-16,Oxford/AstraZeneca,76387
France,2021-02-16,Pfizer/BioNTech,3119849
France,2021-02-17,Moderna,145189
France,2021-02-17,Oxford/AstraZeneca,87466
France,2021-02-17,Pfizer/BioNTech,3253206
France,2021-02-18,Moderna,155648
France,2021-02-18,Oxford/AstraZeneca,102345
France,2021-02-18,Pfizer/BioNTech,3415670
France,2021-02-19,Moderna,165271
France,2021-02-19,Oxford/AstraZeneca,116658
France,2021-02-19,Pfizer/BioNTech,3547168
France,2021-02-20,Moderna,168625
France,2021-02-20,Oxford/AstraZeneca,119967
France,2021-02-20,Pfizer/BioNTech,3587349
France,2021-02-21,Moderna,168938
France,2021-02-21,Oxford/AstraZeneca,120569
France,2021-02-21,Pfizer/BioNTech,3596011
France,2021-02-22,Moderna,176251
France,2021-02-22,Oxford/AstraZeneca,129693
France,2021-02-22,Pfizer/BioNTech,3689891
France,2021-02-23,Moderna,184860
France,2021-02-23,Oxford/AstraZeneca,141034
France,2021-02-23,Pfizer/BioNTech,3807428
France,2021-02-24,Moderna,193299
France,2021-02-24,Oxford/AstraZeneca,155271
France,2021-02-24,Pfizer/BioNTech,3925447
France,2021-02-25,Moderna,202157
France,2021-02-25,Oxford/AstraZeneca,200147
France,2021-02-25,Pfizer/BioNTech,4063279
France,2021-02-26,Moderna,209611
France,2021-02-26,Oxford/AstraZeneca,261977
France,2021-02-26,Pfizer/BioNTech,4178068
France,2021-02-27,Moderna,212258
France,2021-02-27,Oxford/AstraZeneca,296743
France,2021-02-27,Pfizer/BioNTech,4214556
France,2021-02-28,Moderna,212449
France,2021-02-28,Oxford/AstraZeneca,299191
France,2021-02-28,Pfizer/BioNTech,4222429
France,2021-03-01,Moderna,221338
France,2021-03-01,Oxford/AstraZeneca,319585
France,2021-03-01,Pfizer/BioNTech,4311194
France,2021-03-02,Moderna,232541
France,2021-03-02,Oxford/AstraZeneca,358395
France,2021-03-02,Pfizer/BioNTech,4428381
France,2021-03-03,Moderna,243916
France,2021-03-03,Oxford/AstraZeneca,407045
France,2021-03-03,Pfizer/BioNTech,4549834
France,2021-03-04,Moderna,256206
France,2021-03-04,Oxford/AstraZeneca,489184
France,2021-03-04,Pfizer/BioNTech,4687317
France,2021-03-05,Moderna,268236
France,2021-03-05,Oxford/AstraZeneca,607231
France,2021-03-05,Pfizer/BioNTech,4820952
France,2021-03-06,Moderna,274676
France,2021-03-06,Oxford/AstraZeneca,727886
France,2021-03-06,Pfizer/BioNTech,4919345
France,2021-03-07,Moderna,277063
France,2021-03-07,Oxford/AstraZeneca,783049
France,2021-03-07,Pfizer/BioNTech,4988329
France,2021-03-08,Moderna,289497
France,2021-03-08,Oxford/AstraZeneca,825810
France,2021-03-08,Pfizer/BioNTech,5090642
France,2021-03-09,Moderna,305366
France,2021-03-09,Oxford/AstraZeneca,904723
France,2021-03-09,Pfizer/BioNTech,5224564
France,2021-03-10,Moderna,321508
France,2021-03-10,Oxford/AstraZeneca,985577
France,2021-03-10,Pfizer/BioNTech,5363025
France,2021-03-11,Moderna,340023
France,2021-03-11,Oxford/AstraZeneca,1113932
France,2021-03-11,Pfizer/BioNTech,5521452
France,2021-03-12,Moderna,356107
France,2021-03-12,Oxford/AstraZeneca,1296622
France,2021-03-12,Pfizer/BioNTech,5670445
France,2021-03-13,Moderna,368627
France,2021-03-13,Oxford/AstraZeneca,1428715
France,2021-03-13,Pfizer/BioNTech,5772120
France,2021-03-14,Moderna,373856
France,2021-03-14,Oxford/AstraZeneca,1442731
France,2021-03-14,Pfizer/BioNTech,5819431
France,2021-03-15,Moderna,388203
France,2021-03-15,Oxford/AstraZeneca,1494872
France,2021-03-15,Pfizer/BioNTech,5943641
France,2021-03-16,Moderna,409528
France,2021-03-16,Oxford/AstraZeneca,1496031
France,2021-03-16,Pfizer/BioNTech,6101829
France,2021-03-17,Moderna,433644
France,2021-03-17,Oxford/AstraZeneca,1496925
France,2021-03-17,Pfizer/BioNTech,6265630
France,2021-03-18,Moderna,461844
France,2021-03-18,Oxford/AstraZeneca,1498435
France,2021-03-18,Pfizer/BioNTech,6447900
France,2021-03-19,Moderna,489624
France,2021-03-19,Oxford/AstraZeneca,1568819
France,2021-03-19,Pfizer/BioNTech,6616751
France,2021-03-20,Moderna,516540
France,2021-03-20,Oxford/AstraZeneca,1634010
France,2021-03-20,Pfizer/BioNTech,6702770
France,2021-03-21,Moderna,534317
France,2021-03-21,Oxford/AstraZeneca,1639725
France,2021-03-21,Pfizer/BioNTech,6731610
France,2021-03-22,Moderna,555109
France,2021-03-22,Oxford/AstraZeneca,1677150
France,2021-03-22,Pfizer/BioNTech,6877212
France,2021-03-23,Moderna,581906
France,2021-03-23,Oxford/AstraZeneca,1761744
France,2021-03-23,Pfizer/BioNTech,7058019
France,2021-03-24,Moderna,610766
France,2021-03-24,Oxford/AstraZeneca,1852650
France,2021-03-24,Pfizer/BioNTech,7238428
France,2021-03-25,Moderna,642443
France,2021-03-25,Oxford/AstraZeneca,2002681
France,2021-03-25,Pfizer/BioNTech,7442677
France,2021-03-26,Moderna,673593
France,2021-03-26,Oxford/AstraZeneca,2168146
France,2021-03-26,Pfizer/BioNTech,7646157
France,2021-03-27,Moderna,690762
France,2021-03-27,Oxford/AstraZeneca,2236602
France,2021-03-27,Pfizer/BioNTech,7772116
France,2021-03-28,Moderna,701398
France,2021-03-28,Oxford/AstraZeneca,2243048
France,2021-03-28,Pfizer/BioNTech,7817933
France,2021-03-29,Moderna,724601
France,2021-03-29,Oxford/AstraZeneca,2297172
France,2021-03-29,Pfizer/BioNTech,7997424
France,2021-03-30,Moderna,755088
France,2021-03-30,Oxford/AstraZeneca,2390310
France,2021-03-30,Pfizer/BioNTech,8228257
France,2021-03-31,Moderna,789516
France,2021-03-31,Oxford/AstraZeneca,2453812
France,2021-03-31,Pfizer/BioNTech,8465674
France,2021-04-01,Moderna,832436
France,2021-04-01,Oxford/AstraZeneca,2539902
France,2021-04-01,Pfizer/BioNTech,8738861
France,2021-04-02,Moderna,870014
France,2021-04-02,Oxford/AstraZeneca,2626862
France,2021-04-02,Pfizer/BioNTech,8987315
France,2021-04-03,Moderna,890497
France,2021-04-03,Oxford/AstraZeneca,2662776
France,2021-04-03,Pfizer/BioNTech,9133305
France,2021-04-04,Moderna,900691
France,2021-04-04,Oxford/AstraZeneca,2666324
France,2021-04-04,Pfizer/BioNTech,9183971
France,2021-04-05,Moderna,913869
France,2021-04-05,Oxford/AstraZeneca,2670773
France,2021-04-05,Pfizer/BioNTech,9239357
France,2021-04-06,Moderna,947851
France,2021-04-06,Oxford/AstraZeneca,2700490
France,2021-04-06,Pfizer/BioNTech,9499996
France,2021-04-07,Moderna,985854
France,2021-04-07,Oxford/AstraZeneca,2732785
France,2021-04-07,Pfizer/BioNTech,9804669
France,2021-04-08,Moderna,1031453
France,2021-04-08,Oxford/AstraZeneca,2811725
France,2021-04-08,Pfizer/BioNTech,10138574
France,2021-04-09,Moderna,1073813
France,2021-04-09,Oxford/AstraZeneca,2973760
France,2021-04-09,Pfizer/BioNTech,10460084
France,2021-04-10,Moderna,1102405
France,2021-04-10,Oxford/AstraZeneca,3049766
France,2021-04-10,Pfizer/BioNTech,10650377
France,2021-04-11,Moderna,1114581
France,2021-04-11,Oxford/AstraZeneca,3057080
France,2021-04-11,Pfizer/BioNTech,10721294
France,2021-04-12,Moderna,1142862
France,2021-04-12,Oxford/AstraZeneca,3108644
France,2021-04-12,Pfizer/BioNTech,10993062
France,2021-04-13,Moderna,1178643
France,2021-04-13,Oxford/AstraZeneca,3195077
France,2021-04-13,Pfizer/BioNTech,11324593
France,2021-04-14,Moderna,1212873
France,2021-04-14,Oxford/AstraZeneca,3263122
France,2021-04-14,Pfizer/BioNTech,11655552
France,2021-04-15,Moderna,1255736
France,2021-04-15,Oxford/AstraZeneca,3356565
France,2021-04-15,Pfizer/BioNTech,12003486
France,2021-04-16,Moderna,1296457
France,2021-04-16,Oxford/AstraZeneca,3469529
France,2021-04-16,Pfizer/BioNTech,12334367
France,2021-04-17,Moderna,1332096
France,2021-04-17,Oxford/AstraZeneca,3523102
France,2021-04-17,Pfizer/BioNTech,12523658
France,2021-04-18,Moderna,1352363
France,2021-04-18,Oxford/AstraZeneca,3532822
France,2021-04-18,Pfizer/BioNTech,12580456
France,2021-04-19,Moderna,1385361
France,2021-04-19,Oxford/AstraZeneca,3558051
France,2021-04-19,Pfizer/BioNTech,12865915
France,2021-04-20,Moderna,1426180
France,2021-04-20,Oxford/AstraZeneca,3603987
France,2021-04-20,Pfizer/BioNTech,13203890
France,2021-04-21,Moderna,1468095
France,2021-04-21,Oxford/AstraZeneca,3643280
France,2021-04-21,Pfizer/BioNTech,13544585
France,2021-04-22,Moderna,1516664
France,2021-04-22,Oxford/AstraZeneca,3698662
France,2021-04-22,Pfizer/BioNTech,13916217
France,2021-04-23,Johnson&Johnson,3866
France,2021-04-23,Moderna,1566501
France,2021-04-23,Oxford/AstraZeneca,3770064
France,2021-04-23,Pfizer/BioNTech,14272073
France,2021-04-24,Johnson&Johnson,5430
France,2021-04-24,Moderna,1606932
France,2021-04-24,Oxford/AstraZeneca,3808178
France,2021-04-24,Pfizer/BioNTech,14493565
France,2021-04-25,Johnson&Johnson,5553
France,2021-04-25,Moderna,1625091
France,2021-04-25,Oxford/AstraZeneca,3814478
France,2021-04-25,Pfizer/BioNTech,14577089
France,2021-04-26,Johnson&Johnson,8416
France,2021-04-26,Moderna,1659367
France,2021-04-26,Oxford/AstraZeneca,3834795
France,2021-04-26,Pfizer/BioNTech,14896379
France,2021-04-27,Johnson&Johnson,17919
France,2021-04-27,Moderna,1702869
France,2021-04-27,Oxford/AstraZeneca,3870363
France,2021-04-27,Pfizer/BioNTech,15279748
France,2021-04-28,Johnson&Johnson,27813
France,2021-04-28,Moderna,1751388
France,2021-04-28,Oxford/AstraZeneca,3901132
France,2021-04-28,Pfizer/BioNTech,15673695
France,2021-04-29,Johnson&Johnson,43786
France,2021-04-29,Moderna,1806927
France,2021-04-29,Oxford/AstraZeneca,3952347
France,2021-04-29,Pfizer/BioNTech,16104388
France,2021-04-30,Johnson&Johnson,63001
France,2021-04-30,Moderna,1860183
France,2021-04-30,Oxford/AstraZeneca,4016616
France,2021-04-30,Pfizer/BioNTech,16524683
France,2021-05-01,Johnson&Johnson,64977
France,2021-05-01,Moderna,1884972
France,2021-05-01,Oxford/AstraZeneca,4028010
France,2021-05-01,Pfizer/BioNTech,16705831
France,2021-05-02,Johnson&Johnson,65447
France,2021-05-02,Moderna,1900759
France,2021-05-02,Oxford/AstraZeneca,4031534
France,2021-05-02,Pfizer/BioNTech,16815206
France,2021-05-03,Johnson&Johnson,70477
France,2021-05-03,Moderna,1940023
France,2021-05-03,Oxford/AstraZeneca,4048338
France,2021-05-03,Pfizer/BioNTech,17212125
France,2021-05-04,Johnson&Johnson,78845
France,2021-05-04,Moderna,1987266
France,2021-05-04,Oxford/AstraZeneca,4079707
France,2021-05-04,Pfizer/BioNTech,17665176
France,2021-05-05,Johnson&Johnson,85003
France,2021-05-05,Moderna,2034908
France,2021-05-05,Oxford/AstraZeneca,4108855
France,2021-05-05,Pfizer/BioNTech,18133340
France,2021-05-06,Johnson&Johnson,96368
France,2021-05-06,Moderna,2093709
France,2021-05-06,Oxford/AstraZeneca,4164180
France,2021-05-06,Pfizer/BioNTech,18626514
France,2021-05-07,Johnson&Johnson,115459
France,2021-05-07,Moderna,2152188
France,2021-05-07,Oxford/AstraZeneca,4236610
France,2021-05-07,Pfizer/BioNTech,19106441
France,2021-05-08,Johnson&Johnson,117816
France,2021-05-08,Moderna,2183135
France,2021-05-08,Oxford/AstraZeneca,4252156
France,2021-05-08,Pfizer/BioNTech,19346207
France,2021-05-09,Johnson&Johnson,118485
France,2021-05-09,Moderna,2204141
France,2021-05-09,Oxford/AstraZeneca,4256552
France,2021-05-09,Pfizer/BioNTech,19496331
France,2021-05-10,Johnson&Johnson,125701
France,2021-05-10,Moderna,2259167
France,2021-05-10,Oxford/AstraZeneca,4283919
France,2021-05-10,Pfizer/BioNTech,19947855
France,2021-05-11,Johnson&Johnson,139994
France,2021-05-11,Moderna,2323748
France,2021-05-11,Oxford/AstraZeneca,4336550
France,2021-05-11,Pfizer/BioNTech,20478097
France,2021-05-12,Johnson&Johnson,150141
France,2021-05-12,Moderna,2393631
France,2021-05-12,Oxford/AstraZeneca,4381110
France,2021-05-12,Pfizer/BioNTech,21020420
France,2021-05-13,Johnson&Johnson,151704
France,2021-05-13,Moderna,2450559
France,2021-05-13,Oxford/AstraZeneca,4386776
France,2021-05-13,Pfizer/BioNTech,21350740
France,2021-05-14,Johnson&Johnson,159424
France,2021-05-14,Moderna,2524796
France,2021-05-14,Oxford/AstraZeneca,4426890
France,2021-05-14,Pfizer/BioNTech,21849304
France,2021-05-15,Johnson&Johnson,163117
France,2021-05-15,Moderna,2597717
France,2021-05-15,Oxford/AstraZeneca,4454739
France,2021-05-15,Pfizer/BioNTech,22212030
France,2021-05-16,Johnson&Johnson,163530
France,2021-05-16,Moderna,2643768
France,2021-05-16,Oxford/AstraZeneca,4458334
France,2021-05-16,Pfizer/BioNTech,22385002
France,2021-05-17,Johnson&Johnson,167981
France,2021-05-17,Moderna,2701015
France,2021-05-17,Oxford/AstraZeneca,4486033
France,2021-05-17,Pfizer/BioNTech,22820375
France,2021-05-18,Johnson&Johnson,176703
France,2021-05-18,Moderna,2767879
France,2021-05-18,Oxford/AstraZeneca,4528903
France,2021-05-18,Pfizer/BioNTech,23314347
France,2021-05-19,Johnson&Johnson,182365
France,2021-05-19,Moderna,2835717
France,2021-05-19,Oxford/AstraZeneca,4569844
France,2021-05-19,Pfizer/BioNTech,23813116
France,2021-05-20,Johnson&Johnson,191788
France,2021-05-20,Moderna,2910056
France,2021-05-20,Oxford/AstraZeneca,4635646
France,2021-05-20,Pfizer/BioNTech,24331571
France,2021-05-21,Johnson&Johnson,204555
France,2021-05-21,Moderna,2985993
France,2021-05-21,Oxford/AstraZeneca,4713732
France,2021-05-21,Pfizer/BioNTech,24828551
France,2021-05-22,Johnson&Johnson,209595
France,2021-05-22,Moderna,3051897
France,2021-05-22,Oxford/AstraZeneca,4751870
France,2021-05-22,Pfizer/BioNTech,25146036
France,2021-05-23,Johnson&Johnson,210076
France,2021-05-23,Moderna,3089892
France,2021-05-23,Oxford/AstraZeneca,4755121
France,2021-05-23,Pfizer/BioNTech,25280027
France,2021-05-24,Johnson&Johnson,211109
France,2021-05-24,Moderna,3109056
France,2021-05-24,Oxford/AstraZeneca,4760780
France,2021-05-24,Pfizer/BioNTech,25550055
France,2021-05-25,Johnson&Johnson,218693
France,2021-05-25,Moderna,3142437
France,2021-05-25,Oxford/AstraZeneca,4811050
France,2021-05-25,Pfizer/BioNTech,26048373
France,2021-05-26,Johnson&Johnson,226390
France,2021-05-26,Moderna,3173836
France,2021-05-26,Oxford/AstraZeneca,4866866
France,2021-05-26,Pfizer/BioNTech,26555127
France,2021-05-27,Johnson&Johnson,240701
France,2021-05-27,Moderna,3209445
France,2021-05-27,Oxford/AstraZeneca,4950772
France,2021-05-27,Pfizer/BioNTech,27089614
France,2021-05-28,Johnson&Johnson,267299
France,2021-05-28,Moderna,3253807
France,2021-05-28,Oxford/AstraZeneca,5057174
France,2021-05-28,Pfizer/BioNTech,27601019
France,2021-05-29,Johnson&Johnson,278659
France,2021-05-29,Moderna,3292330
France,2021-05-29,Oxford/AstraZeneca,5120632
France,2021-05-29,Pfizer/BioNTech,27935518
France,2021-05-30,Johnson&Johnson,279598
