Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
"History of Rock, Part Two",University of Rochester,Intermediate,4.8,https://www.coursera.org/learn/history-of-rock-2,"This course, part 2 of a 2-course sequence, examines the history of rock, primarily as it unfolded in the United States, from the early 1970s to the early 1990s. This course covers the music of Led Zeppelin, the Allman Brothers, Carole King, Bob Marley, the Sex Pistols, Donna Summer, Michael Jackson, Madonna, Prince, Metallica, Run-DMC, and Nirvana, and many more artists, with an emphasis both on cultural context and on the music itself. We will also explore how developments in the music business and in technology helped shape the ways in which styles developed.   Emerging out of the experimental and ambitious years of late-60s psychedelia, rock splintered into a variety of styles in the 1970s as the music business continued to expand. By the end of the decade, punk and disco had challenged the excesses of the hippie aesthetic, as rock became more commercially streamlined and radio friendly. The emergence and rise of MTV transformed pop music and propelled the careers of Michael jackson and Madonna, while heavy metal and hip hop dominated the late 1980s. Nirvana leads alt-rock's return to simplicity in the early 1990s.",history of rock  music  history  ordered pair  Mainstreaming  film  guitar  rockbox  disco  teen idol arts-and-humanities music-and-art
Device-based Models with TensorFlow Lite,DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/device-based-models-tensorflow,"Bringing a machine learning model into the real world involves a lot more than just modeling. This Specialization will teach you how to navigate various deployment scenarios and use data more effectively to train your model.  This second course teaches you how to run your machine learning models in mobile applications. You�ll learn how to prepare models for a lower-powered, battery-operated devices, then execute models on both Android and iOS platforms. Finally, you�ll explore how to deploy on embedded systems using TensorFlow on Raspberry Pi and microcontrollers.  This Specialization builds upon our TensorFlow in Practice Specialization. If you are new to TensorFlow, we recommend that you take the TensorFlow in Practice Specialization first. To develop a deeper, foundational understanding of how neural networks work, we recommend that you take the Deep Learning Specialization.",Deep Learning  raspberry pi  Android Development  Tensorflow  object detection  mathematical optimization  iOS Development  demos  mobile operating systems  microcontroller computer-science software-development
Wireshark for Basic Network Security Analysis,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/wireshark-for-network-security,"In this 1-hour 30-minutes long project-based course, you will learn how to use Wireshark to capture the Network Traffic you need and analyze it securely. You will have a better understanding of encrypted and unencrypted traffic and how to differentiate between them. You will dig deeply into unencrypted protocols such as RADIUS, HTTP, DNS and Telnet by generating the Traffic of each of them and capturing it yourself. Also you will generate, capture and look into secure and encrypted protocols such as HTTPS and SSH. Additionally, you will learn how to capture HTTPS Traffic and decrypt them by using a pre-master secret key.  Note: This project works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",https  telnet  key (cryptography)  plaintext  authentication  Cryptography  encryption  domain name system  password  Wireshark information-technology security
Advanced Practice Provider/Physician Assistant: Opioid Use Disorder Medication Assisted Treatment Waiver Training (24hr),University of Virginia,Beginner,Not Calibrated,https://www.coursera.org/learn/opioid-mgmt,"This online course opportunity is made possible through a joint partnership with University of Virginia School of Medicine (UVASOM) and Nursing (SON) and the American Academy of Addiction Psychiatry (AAAP), Data 2000 sponsor for this MAT waiver training. This content was created by the AAAP and has been used with permission. This course is designed to highlight important issues affecting prescribing clinicians regarding the new requirements and guidelines in opioid prescribing and management for acute and chronic pain management. This course is divided into two parts; part 1 consists of 8 individual sessions of the required 24 hours of content; part 2 consists of the remaining 16 hours of content for Advanced practice providers and physician assistants who wish to apply for a waiver to prescribe buprenorphine for the treatment of opioid use disorders. There are 3 case modules in part 1. Both part 1 & 2 contain graded post-module questions, the total of which must be completed with 80% accuracy. A certification of completion will be issued for successful completion of the entire training. Successful completion of both parts 1 and part 2 will satisfy the 24 hour requirement for MAT waiver training for Advanced practice providers and physician assistants to prescribe buprenorphine for the treatment of opioid use disorders.  Estimated time to complete this activity: 9.5 hours Release date: March 1, 2020 UVA Grant Dates: 09/30/2019 � 09/29/2022  Funding for this initiative was made possible by a grant from SAMHSA. The views expressed in written conference materials or publications and by speakers and moderators do not necessarily reflect the official policies of the Department of Health and Human Services? nor does mention of trade names, commercial practices, or organizations imply endorsement by the U.S. Government.",medication  patient  buprenorphine/naloxone  substance use disorder  buprenorphine  naloxone  pharmacotherapy  Addiction Treatment  physician assistant  methadone life-sciences healthcare-management
Setting Expectations & Assessing Performance Issues,"University of California, Davis",Intermediate,4.7,https://www.coursera.org/learn/coaching-expectations-performance,"If you don�t know where you are going, any road will take you there. One of the most important roles of a manager is to ensure everyone knows the destination. The most effective managers set expectations and assess their employees� performance against those expectations, and take a coaching approach to helping them get to the destination. That�s exactly what you�ll learn to do in this course!  You will explore how to collaboratively develop expectations with those you lead. When you encounter expectations that are not being met, you�ll learn how to use ""Coaching Algebra"" to determine the underlying issues that are impeding performance, and how to respond as a manger-coach.    We look forward to you joining us as we explore these essential coaching topics!",Average  mentorship  performance  leadership  coaching  employment  Leadership and Management  Human Resources  process  vision statement business leadership-and-management
Tracking Student Growth using Google Slides,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/teaching-student-growth-slides,"By the end of this project, you will have created two graphs to track student growth. The first graph will allow students and teachers to track math computation growth through fact fluency practice. The second graph will allow students to track and celebrate their reading and sight word growth as they advance through different reading levels. As we create these graphs, you will become more confident in how to use Google slides and how to utilize growth graphs in the classroom.   As teachers, we strive to develop our students academic skills, but we also prioritize their social and emotional well being. As you use this approach with your students, you will also notice growth in their confidence and growth mindset. Students will be quick to celebrate their success and be equipped to focus on personal achievement rather than peer comparisons. This will also provide you with valuable data to use with parents as you discuss their child�s learning growth at school.  *You will need a free Google account for this project.",project mine  child  Accounting  project  parent  peering  parenting  personal advertisement  graphs  confidence social-sciences education
The Teacher's Social and Emotional Learning,University of Colorado Boulder,Intermediate,4.7,https://www.coursera.org/learn/teachers-social-emotional-learning,"Social and emotional learning, or SEL, programs have flourished in schools during the last decade.  While this growth has been impressive, inadequate attention has been paid to teachers� social and emotional learning.  In this course Dan Liston and Randy Testa introduce you to various rationales for why teacher SEL is needed as well as examine and reflect on various emotions in teaching and learning.  This course is a part of the 5-course Specialization �The Teacher and Social Emotional Learning (SEL)�. Interested in earning 3 university credits from the University of Colorado-Boulder for this specialization??  If so check out ""How you can earn 3 university credits from  the University of Colorado-Boulder for this specialization"" reading in the first module of this course  for additional information.  We want to note that the courses in this Specialization were designed with a three-credit university course load in mind. As a participant you may notice a bit more reading content and a little less video/lecture content. Completing and passing the SEL Specialization allows the participant to apply for 3 graduate credits toward teacher re-certification and professional enhancement. We want to ensure the quality and high standards of a University of Colorado learning experience.  Interested in earning 3 graduate credits from the University of Colorado-Boulder for The Teacher and Social Emotional Learning (SEL) Specialization?  Check out ""How you can earn 3 university credits from the University of Colorado-Boulder for this specialization"" reading in the first week of this course for more information.",emotion  teaching  education  educational psychology  Child Psychology  Special Education  pedagogy  Professional Development  Emotional Intelligence  mindfulness (psychology) social-sciences education
Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,Case Western Reserve University,Advanced,4.4,https://www.coursera.org/learn/entrepreneurship-development,"The path for entrepreneurs to grow their companies outside of well-developed entrepreneurial ecosystems like Silicon Valley is challenging. Most markets around the world do not look like Silicon Valley, and they never will. But there are other models to support new businesses. In transitioning markets (where entrepreneurs do not have much access to private sector financing), government officials, donors, and business leaders are experimenting with creative approaches to support the growth of entrepreneurs. Northeast Ohio, whose largest city is Cleveland, is one such community. During our time together in this course, we will be exploring some of these innovative approaches.   A massive intervention of government and donor resources in Northeast Ohio has been in place for over ten years. In that time, Northeast Ohio has experienced success (including job creation and follow-on funding) with alternative methods of financing startups, but it has not been easy. Yes, some progress has been made, but whether or not they've hit on ultimate success has yet to be determined. A dynamic entrepreneurial ecosystem takes many years, even decades, to develop. Government officials and donors typically are looking for shorter term success with their support programs which makes long-term support for entrepreneurship challenging.   During this course, we will hear from entrepreneurs who have launched products and services ranging from medical devices to LED lights to whiskey. You will learn how these entrepreneurs engaged with resources made available to them through a variety of programs and intermediary organizations. We have chosen to talk with many business people that are still in the process of developing their companies and whose ultimate success or failure is still to be determined.   In addition to learning about Cleveland's attempts to support entrepreneurship, you will also be hearing in the lectures from leaders in selected markets around the world including Greece, Vietnam, Tunisia, Argentina, Rwanda and China about how they are working to support the growth of start-up companies.  One of our goals is to learn from you how different communities around the world are approaching implementing strategies and methods to support businesses. Taking what we've learned from our examples in class, I will ask you to reflect on how to best grow entrepreneurship where you live. I am excited to use this global platform to create a dialogue where information flows in multiple directions.   Most MOOCs rebroadcast professors� lectures, but this course will be different. Don�t expect to see me standing in front of the camera, talking and lecturing every module. Instead, the lectures will be relatively short in length and will have more of the feel of an engaging documentary than a static classroom setting.",funds  economy  entrepreneurship ecosystem  mentorship  Entrepreneurship  support group  leverage (finance)  leadership  Venture Capital  angel investor business entrepreneurship
The fundamentals of hotel distribution,ESSEC Business School,Intermediate,4.7,https://www.coursera.org/learn/hotel-distribution,"In today�s hotel sector an increasingly complex network of traditional and web based channels have to be managed to insure hotel success. Key questions include: how should you distribute over the web? What should you include on your brand.com website so people book through it?  How can you maximise the potential of online travel agents (OTAs)?  With the distribution environment both highly complex and constantly evolving, this course will give you comprehensive foundation of current industry practices to help jump start your career in this fascinating domain.  Acknowledgements: Claire Bertrand, Vincent Chatain, Jessica Moses, Benjamin Six (ESSEC Business School), Emilie Dupr� (Image-In), Gregory Halidy (Triplay)",Hotel Management  revenue management  distribution (business)  Leadership and Management  Studentized Residual  Chi-Squared Distribution  hospitality management  revenue  Marketing  hotel business business-strategy
Marketing in a Digital World,University of Illinois at Urbana-Champaign,Conversant,4.6,https://www.coursera.org/learn/marketing-digital,"This course examines how digital tools, such as the Internet, smartphones, and 3D printing, are revolutionizing the world of marketing by changing the roles and practices of both firms and consumers. Marketing in a Digital World is one of the most popular courses on Coursera with over 250,000 Learners and is rated by Class Central as one of the Top 50 MOOCs of All Time (https://www.class-central.com/report/top-moocs/). The course was initially launched in 2015, and has been updated in April 2020.   This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",pricing  Strategy  digital strategy  Marketing  promotion (marketing)  marketing strategy  Digital Marketing  product placement  marketing mix  market (economics) business marketing
Bugs 101: Insect-Human Interactions,University of Alberta,Intermediate,4.9,https://www.coursera.org/learn/bugs-101,"Of all the animals on earth, which are the strongest for their size? What about the fastest? Who were the first animals to evolve flight? Insects take all of these titles and more! As the most abundant animals on the planet, insects and other arthropods affect our lives in so many ways. From beneficial interactions like pollination and biological pest control, to the transmission of life threatening diseases; this course will teach you about the big ways that these little arthropods impact our lives.   In Bugs 101: Insect-Human Interactions, you will be plunged into the diverse (and sometimes alien) world of arthropods to learn how they work, what they do, and how insects and humans interact every day.  After completing this course, you will be able to:  Describe the evolutionary relationships between insects and their arthropod relatives Inventory major groups of insects and their diversity  Demonstrate evolutionary adaptations that make insects successful  Discuss insect biology and human-insect interactions Evaluate positive and negative interactions between insects and humans Propose practical and symbolic roles insects play in human societies",butterfly  biology  veterinary  ecosystem  Entomology  entomophagy  agriculture  plant  insect flight  animal life-sciences basic-science
Analyze Website Visitors with Google Analytics Segments,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/analyze-visitors-google-analytics-segments,In this project you will learn how to use segments in Google Analytics and how they provide a deeper analysis of your website visitors. You will learn how to set up and use segments. You will learn about system segments and custom segments. You will also learn how to import segments. You will understand how using segments helps you make better decisions when it comes to increasing and converting your website traffic.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.,analysis  PyTorch  Segmentation Analysis  google analytics  market segmentation  Benefits  project mine  analytics  film  project data-science data-analysis
Scandinavian Film and Television,University of Copenhagen,Intermediate,4.5,https://www.coursera.org/learn/scandinavian-movies-tv,"In many ways Scandinavian film and television is a global cultural brand, connected with and exporting some of the cultural and social values connected to a liberal and progressive welfare society. This course deals with the social, institutional and cultural background of film and television in Scandinavia and in a broader European and global context.",history  Culture  welfare state  photography  Cinematography  film  Drama  Public Service  Television Production  art arts-and-humanities music-and-art
Modern American Poetry,University of Illinois at Urbana-Champaign,Intermediate,4.1,https://www.coursera.org/learn/modern-american-poetry,"Twelve experienced faculty members from across the United States present their analyses of ground-breaking modern American poets in richly illustrated video lectures.  The course highlights both major poets�from Walt Whitman and Emily Dickinson through T.S. Eliot, H.D., Amy Lowell, Hart Crane, Langston Hughes, Muriel Rukeyser, and many others�and influential movements. The course mixes historical overview with close readings of individual poets and poems. Most courses give only one instructor�s point of view. This one matches the diversity of US poetry with lectures by a score of talented faculty. They bring their special perspective to the material while also presenting a coherent view of more than fifty years of US poetry.  Throughout the course the lectures are illustrated with vivid images of the events, people, and places mentioned in the poems themselves. Readings by both the poets themselves and experienced faculty highlight the texts. On screen displays of text and quotations make it easy to follow the material. This is a course that takes advantage of the medium to bring you sights and sounds that would be difficult to incorporate in classroom lectures.",film  language  defeatism  art  visual arts  Poetry Writing  Art History  Human Learning  history  contemporary history arts-and-humanities music-and-art
"Textual Elements of Design: Fonts, Typography, and Spacing",University of Colorado Boulder,Beginner,4.8,https://www.coursera.org/learn/fonts-typography-spacing,"Graphic design is telling a story by using both images and text. With that definition in mind, this course will focus on the textual elements of graphic design. From the history of typography, the difference between type, fonts and text as well as exposure to typography spacing, students will learn the value of selecting the best kind of type and combinations of fonts to get their message across in a visually pleasing manner.",Web Design  html  typography  adobe illustrator  adobe photoshop  Brochure Design  Video Production  Graphic Design  Video Editing  Computer Graphics arts-and-humanities history
Marketing Analytics Capstone Project,Emory University,Advanced,3.7,https://www.coursera.org/learn/marketing-analytics-project,"This capstone project will give you an opportunity to apply what we have covered in the Foundations of Marketing Analytics specialization. By the end of this capstone project, you will have conducted exploratory data analysis, examined pairwise relationships among different variables, and developed and tested a predictive model to solve a marketing analytics problem.  It is highly recommended that you complete all courses within the Foundations of Marketing Analytics specialization before starting the capstone course.",Marketing  regression validation  project  Market Analysis  Accuracy And Precision  evaluation  Regression  Logistic Regression  Exploratory Data Analysis  analytics business marketing
Tell the Data Story with Survey Graphics in Google Slides,Coursera Project Network,Advanced,Not Calibrated,https://www.coursera.org/learn/tell-the-data-story-with-survey-graphics-in-google-slides,"�Tell me a story.� At some point, we all have either heard those words or uttered them ourselves. The strong desire to be transported and to understand through narrative is something that stays with us through adulthood and is activated in our personal and professional lives. Why are humans so profoundly impacted by stories? Studies show that narrative helps us to find meaning in information and activates a desire to connect with it. By engaging with a story, we open the door to allow the meaning of it to resonate with us. For decision-making, this translates to narrative, the story, acting as the vehicle to make data actionable.  In this project, you will gain hands-on experience telling a simple data story that will connect with a professional audience. The story will be told with graphics created from survey data collected by a hypothetical company that hopes to grow their understanding of the customer experience and uncover where business opportunities may lie. You will tell your survey data story using the free-to-use presentation software Google Slides.   By the end of this project, you will be able to confidently tell a data story using any presentation software.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",use case  Framing  presentation (software)  Line Chart  software  audience  Spreadsheet Software  presentation  Chart  project data-science data-analysis
"Musicianship: Tensions, Harmonic Function, and Modal Interchange",Berklee College of Music,Advanced,4.8,https://www.coursera.org/learn/musicianship-harmony,"After a tremendous response from learners on Coursera, Berklee Online has created a Developing Your Musicianship specialization, and this course is the third course in the series. If you have a general understanding of music theory or if you have completed Developing Your Musicianship I and II, this course will continue to help you understand musical concepts, enabling you to create and perform contemporary music. Taught by Berklee College of Music professor George W. Russell, Jr., the course includes four lessons that delve into an intermediate level of harmony and ear training.   The course will introduce you to new key signatures, and explore how they are constructed. You will continue to train your ear, learning to differentiate between the various intervals and chords that were explored in Developing Your Musicianship I and II. You will learn how to borrow chords from parallel tonalities (modal interchange), and how to write more common chord progressions.    The course culminates with an assignment that asks you to compose and perform a composition using popular chord progressions. As with Developing Your Musicianship I and II, this course is designed to share the joy of creating music.",sleep mode  harmony  jazz  Strategy  chord  euler's totient function  piano  Audio Recording  ordered pair  music arts-and-humanities music-and-art
User Experience Responsive Hero in XD for Beginners,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/xd-responsive-hero-beginners,"In this 1-hour long project-based course, you will learn how to create custom content as well as resusable components for a responsive hero for a website design. There is also a UX use case in the recommended reading to understand the reason why we are creating the  User Interface (UI).   1. Create Artboards and Utilize the Tools Panel for Content Creation. 2. Create a Custom Button with the Pen Tool 3. Create a Button Component 4. Learn Text Character Styles 5. Resize Assets for Artboards.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",character (computing)  experience  asset  login  Steel Connection Design  User Experience  Print Shop  project  axosoft  project mine computer-science design-and-product
"Internet History, Technology, and Security",University of Michigan,Beginner,4.8,https://www.coursera.org/learn/internet-history,"The impact of technology and networks on our lives, culture, and society continues to increase. The very fact that you can take this course from anywhere in the world requires a technological infrastructure that was designed, engineered, and built over the past sixty years. To function in an information-centric world, we need to understand the workings of network technology. This course will open up the Internet and show you how it was created, who created it and how it works. Along the way we will meet many of the innovators who developed the Internet and Web technologies that we use today.        What You Will Learn: After this course you will not take the Internet and Web for granted. You will be better informed about important technological issues currently facing society. You will realize that the Internet and Web are spaces for innovation and you will get a better understanding of how you might fit into that innovation. If you get excited about the material in this course, it is a great lead-in to taking a course in Web design, Web development, programming, or even network administration. At a minimum, you will be a much wiser network citizen.",web  internet protocol  internet security  history  internet architecture  Cryptography  internet  architecture  security  Network Architecture computer-science computer-security-and-networks
Securing Digital Democracy,University of Michigan,Advanced,4.8,https://www.coursera.org/learn/digital-democracy,"In this course, you'll learn what every citizen should know about the security risks--and future potential � of electronic voting and Internet voting. We'll take a look at the past, present, and future of election technologies and explore the various spaces intersected by voting, including computer security, human factors, public policy, and more.",computer access control  elections  Distributed Computing Architecture  voting  Software Testing  usability  wii menu  terminal server  security  banner blindness computer-science computer-security-and-networks
Guided Imagery,University of Minnesota,Intermediate,4.8,https://www.coursera.org/learn/guided-imagery,"In this course, you will learn how you can use imagery and imagery interventions to help with symptom management and healing, as well as to enhance overall health and wellbeing. You will experience a variety of imagery interventions and evaluate how they might be helpful in providing relief or enhancing quality of life.  By the end of the course, you will know how to assess if guided imagery is appropriate in specific situations or with specific patients. You will be able to find and evaluate guided imagery scripts and recordings you might use.  Most importantly, you will learn how to write and record effective guided imagery scripts of your own for specific needs at work or in your personal life.   Continuing Education Credit This course has been designed to meet Minnesota Board of Nursing continuing education requirements for 14.5 contact hours and may be eligible for CE credit from other professional boards that allow self-documenting of continuing education activities. It is your responsibility to check with your regulatory board to confirm this course meets your local requirements and, if necessary, to provide them with the certificate of completion you get if you pay for and fulfill all the requirements of this course.  This course is also approved by ICHWC (Health Coaching) for 14.5 continuing education units (CEP # 100057).",functional medicine  music  meditation  counseling psychology  psychotherapy  healing  guided imagery  patient  hypnosis  naturopathy life-sciences research
Teach English Now! Capstone Project 1,Arizona State University,Advanced,4.8,https://www.coursera.org/learn/teaching-english-capstone,"In the final Capstone Project, you will apply the skills you learned by observing teachers at work (a total of six hours of observation).  You will build on the concepts learned from the previous courses to analyze the lessons.  You will also submit your teaching philosophy, a five-day lesson plan, and a teaching tip. You will deliver a portion of your lesson, submitting a 6-10 minute video for peer review.  If you have completed Teach English Now! Part 1 and Teach English Now! Part 2, you will submit your work for expert review to receive your ASU 150-hour TESOL Certificate from ASU, in addition to your Coursera certificates.",curiosity  language  english language  lesson plan  philosophy  Writing  education  teaching  Human Learning  Planning social-sciences education
Teach English Now! Capstone Project 1,Arizona State University,Advanced,4.8,https://www.coursera.org/learn/teaching-english-capstone,"In the final Capstone Project, you will apply the skills you learned by observing teachers at work (a total of six hours of observation).  You will build on the concepts learned from the previous courses to analyze the lessons.  You will also submit your teaching philosophy, a five-day lesson plan, and a teaching tip. You will deliver a portion of your lesson, submitting a 6-10 minute video for peer review.  If you have completed Teach English Now! Part 1 and Teach English Now! Part 2, you will submit your work for expert review to receive your ASU 150-hour TESOL Certificate from ASU, in addition to your Coursera certificates.",curiosity  language  english language  lesson plan  philosophy  Writing  education  teaching  Human Learning  Planning social-sciences education
Our Energy Future,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/future-of-energy,"This course is designed to introduce students to the issues of energy in the 21st century � including food and fuels � which are inseparably linked � and will discuss energy production and utilization from the biology, engineering, economics, climate science, and social science perspectives.   This course will cover the current production and utilization of energy, as well as the consequences of this use, examining finite fossil energy reserves, how food and energy are linked, impacts on the environment and climate, and the social and economic impacts of our present energy and food production and use. After the introductory lectures, we will examine the emerging field of sustainable energy, fuel and food production, emphasizing the importance of developing energy efficient and sustainable methods of production, and how these new technologies can contribute to replacing the diminishing supplies of fossil fuels, and reduce the consequences of carbon dioxide release into the environment. This course will also cover the importance of creating a sustainable energy future for all societies including those of the developing world.  Lectures will be prepared and delivered by leading UC San Diego and Scripps Institution of Oceanography faculty and industry professionals across these areas of expertise.",energy  sustainability  climate change  Sustainable Energy  wind energy  synthetic biology  Energy Policy  biofuel  renewable energy  Energy Systems physical-science-and-engineering environmental-science-and-sustainability
"Penetration Testing, Incident Response and Forensics",IBM,Beginner,4.6,https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics,"This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.   You will learn about the different phases of penetration testing, how to gather data for your penetration test and popular penetration testing tools.  Furthermore, you will learn the phases of an incident response, important documentation to collect, and the components of an incident response policy and team.  Finally, you will learn key steps in the forensic process and important data to collect.    This course also gives you a first look at scripting and the importance to a system analyst.  This course is intended for anyone who wants to gain a basic understanding of Cybersecurity or as the fifth course in a series of courses to acquire the skills to work in the Cybersecurity field as a Cybersecurity Analyst.  The completion of this course also makes you eligible to earn the Penetration Testing, Incident Response and Forensics IBM digital badge.  More information about the badge can be found https://www.youracclaim.com/org/ibm/badge/penetration-testing-incident-response-and-forensics.   In this course you will learn to: �\tDescribe penetration testing tools and the benefits to an organization �\tDescribe a deep dive into incident response techniques and tools �\tDescribe digital forensics and digital evidence. �\tDiscuss the power of scripting.",incident management  penetration test  scripting language  Python Programming  Computer Security Incident Management  Leadership and Management  security  Computer Programming  digital forensics  forensics information-technology security
Building Resilient Streaming Analytics Systems on GCP,Google Cloud,Advanced,4.6,https://www.coursera.org/learn/streaming-analytics-systems-gcp,"*Note: this is a new course with updated content from what you may have seen in the previous version of this Specialization.  Processing streaming data is becoming increasingly popular as streaming enables businesses to get real-time metrics on business operations. This course covers how to build streaming data pipelines on Google Cloud Platform. Cloud Pub/Sub is described for handling incoming streaming data. The course also covers how to apply aggregations and transformations to streaming data using Cloud Dataflow, and how to store processed records to BigQuery or Cloud Bigtable for analysis. Learners will get hands-on experience building streaming data pipeline components on Google Cloud Platform using QwikLabs.  New! CERTIFICATE COMPLETION CHALLENGE to unlock benefits from Coursera and Google Cloud Enroll and complete Cloud Engineering with Google Cloud or Cloud Architecture with Google Cloud Professional Certificate  or Data Engineering with Google Cloud Professional Certificate before November 8, 2020 to receive the following benefits;   => Google Cloud t-shirt, for the first 1,000 eligible learners to complete. While supplies last. > Exclusive access to Big => Interview ($950 value) and career coaching  => 30 days free access to Qwiklabs ($50 value) to earn Google Cloud recognized skill badges by completing challenge quests",Cloud Computing  bigquery  bigtable  dataflow  query optimization  stream processing  Google Cloud Platform  streams  mathematical optimization  publish subscribe pattern information-technology cloud-computing
Web Application Development with JavaScript and MongoDB,University of London,Advanced,4.5,https://www.coursera.org/learn/web-application-development,"In this course, you will develop more Advanced web application programming skills. You will learn how to control data read and write access using methods, publish and subscribe. You will learn how to access your database and server shells using command line tools. You will use the SimpleSchema system to validate data and generate input forms automatically. You will see a complete collaborative code editing environment, TextCircle, being built from scratch.   At the end of this course, you will be able to: - use Meteor methods to control data write access - use publish and subscribe to control data read access - install and use Advanced Meteor packages - add user accounts to your applications - implement complex MongoDB filters - use the MongoDB and meteor server shells - define data validations schemas using SimpleSchema - generate data input forms automatically using SimpleSchema  In this course, you will complete: 2 programming assignments taking ~4 hours each to complete 4 quizzes, each taking ~20 minutes to complete multiple practice quizzes, each taking ~5 minutes to complete  Participation in or completion of this online course will not confer academic credit for University of London programmes",meteor  html  mongodb  Databases  Web Development  web  file system permissions  web application  user (computing)  Javascript computer-science software-development
Teaching Impacts of Technology: Global Society,University of California San Diego,Advanced,4.3,https://www.coursera.org/learn/teach-impacts-technology-global-society,"In this course you�ll focus on how technology-enabled communication is changing geopolitics and, more broadly, how technology is connecting our world and changing lives. This will be done through a series of paired teaching sections, exploring a specific �Impact of Computing� in your typical day and the �Technologies and Computing Concepts� that enable that impact, all at a K12-appropriate level.   This course is part of a larger Specialization through which you�ll learn impacts of computing concepts you need to know, organized into 5 distinct digital �worlds�, as well as learn pedagogical techniques and evaluate lesson plans and resources to utilize in your classroom. By the end, you�ll be prepared to teach pre-college learners to be both savvy and effective participants in their digital world.  In this particular digital world (global society), you�ll explore the following Impacts & Technology pairs --  Impacts (Freedom of Speech): Internet in third world countries, censorship, and social media Technology and Computing Concepts: VPN, how Internet censorship works, metadata, tor  Impacts (Life Made Easy): Internet changing the way we live, travel, autonomous vehicles  Technology and Computing Concepts: Internet of things, how self-driving cars work   Impacts (Keeping Your Information Secure): two-factor authentication, PINs, Patterns, fingerprints, apple ID Technology and Computing Concepts: DDoS attacks and Botnets, man-in-the-middle attacks, dangers of public Wifi, phishing, ransomware, bitcoin  In the pedagogy section for this course, in which best practices for teaching computing concepts are explored, you�ll learn about the principles of the computer science Advanced placement exam, how it assesses students, and how to prepare your students for this critical exam.   In terms of CSTA K-12 computer science standards, we�ll primarily cover learning objectives within the �impacts of computing� concept, while also including some within the �networks and the Internet� concepts and the �data and analysis� concept.  Practices we cover include �fostering and inclusive computing culture�, �recognizing and defining computational problems�, and �communicating about computing�.",BlockChain  teaching  internet  metadata  internet of things  personal area network  shutdown (computing)  bitcoin  wireless  global social-sciences education
Subsistence Marketplaces,University of Illinois at Urbana-Champaign,Advanced,4.5,https://www.coursera.org/learn/subsistence-marketplaces,"The foundation for this course lies with unique synergies between pioneering research, teaching, and social initiatives through the Subsistence Marketplaces Initiative. Unique to this approach is a bottom-up understanding of the intersection of poverty and the marketplace.  The goals of this course are to help you develop an understanding of marketplace activity in the radically different context of subsistence where much of humanity resides and survives, and for you to design solutions that can be implemented by individuals, businesses, and social enterprises through economically, ecologically, and socially sustainable products for subsistence marketplaces.",value proposition  resource  Sales  project  behavior  i-deas  Planning  market (economics)  evaluation  Entrepreneurship business leadership-and-management
Introduction to Game Design,California Institute of the Arts,Advanced,4.7,https://www.coursera.org/learn/game-design,"Welcome! This course is an introduction to the primary concepts of gaming, and an exploration of how these basic concepts affect the way gamers interact with our games. In this course you will understand what defines a �game� and the mechanics and rules behind different types of games. Through four linked assignments you'll learn ways to create and describe a game concept, and specifically what makes a compelling game. This course focuses on the conceptual underpinnings of games, and all assignments can be completed with a pencil and paper � no previous programming knowledge is required.",software design description  balance (game design)  video game development  gameplay  documents  game mechanics  game design  game testing  video game design  game design document arts-and-humanities music-and-art
