#,Name,Type,Division,SubDivision,Url,NameLong,Displacement Standard (tons),Displacement Full load (tons),Length (m),Beam (m),Draft (m),Speed (knots),Range,Autonomy (days),Propulsion,Armament,Electronics,Complement,Cargo,Passengers,Endurance (days),Special equipment,Capacity (tons),Capacity (c.m.)
,MB-23,Seagoing Tug,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/mb23.htm,"Seagoing 
Tug MB-23 Project 733 / Okhtenskiy class",717,890,"47,3","10,3","4,14","13,2","8000 nmi (11 knots), 6000 nmi (13 knots)",30,"1x1900 hp PG-150/60 electric motor, 1 fixed pitch propeller in rotating nozzle, 2x1000 kW 5D-50 diesel generators, 2x20 kW diesel generators",,,31,,,,,,
,MB-173,Seagoing Tug,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/mb173.htm,"Seagoing 
Tug MB-173 Project 733 / Okhtenskiy class",717,890,"47,3","10,3","4,14","13,2","8000 nmi (11 knots), 6000 nmi (13 knots)",30,"1x1900 hp PG-150/60 electric motor, 1 fixed pitch propeller in rotating nozzle, 2x1000 kW 5D-50 diesel generators, 2x20 kW diesel generators",,,31,,,,,,
,MB-174,Seagoing Tug,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/mb174.htm,"Seagoing 
Tug MB-174 Project 733 / Okhtenskiy class",717,890,"47,3","10,3","4,14","13,2","8000 nmi (11 knots), 6000 nmi (13 knots)",30,"1x1900 hp PG-150/60 electric motor, 1 fixed pitch propeller in rotating nozzle, 2x1000 kW 5D-50 diesel generators, 2x20 kW diesel generators",,,31,,,,,,
,PK-3100,Floating Crane,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/pk3100.htm,"Self-Propelled 
Floating Crane PK-3100
Project 605-PK",1624,1950,"40,36","19,36","1,95",6,,,"2x120 hp electric motors, 2 fixed pitch propellers, 2x100 kW diesel generators, 2x100 kW diesel generators, 2x28 kW diesel generators",,,15,,,,,100,
,PK-32050,Floating Crane,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/pk32050.htm,"Self-Propelled Floating Crane PK-32050
Project 1505",1132,1238,"43,3",20,"2,01","4,7",267 nmi,,"2 electric motors, 2 fixed pitch propellers, 3x100 kW diesel generators",,,,,,,,50,
,PK-128035,Floating Crane,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/pk128035.htm,"Self-Propelled Floating Crane PK-128035
Project V-02",963,1174,"36,52","18,72","1,95","3,7",,,"2x197 hp electric motors, 2 fixed pitch propellers, 1x530 kW diesel-generator, 1x100 kW DGR-100/750 diesel-generator",,,7,,,,,35,
,SPK-46150,Floating Crane,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/spk46150.htm,"Self-Propelled 
Floating Crane SPK-46150 Project 02690",,2000,"52,2","22,8","2,4",6,3500 nmi,10,"2 azipods, 3x800 kW diesel-generators",,,25,,,,,150,
,SPK-54150,Floating Crane,205th Auxiliary Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/spk54150.htm,"Self-Propelled 
Floating Crane SPK-54150 Project 02690",,2000,"52,2","22,8","2,4",6,3500 nmi,10,"2 azipods, 3x800 kW diesel-generators",,,25,,,,,150,
,Ivan Bubnov,Replenishment Oiler,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/ivan_bubnov.htm,"Replenishment 
Oiler Ivan Bubnov Project 1559V / Boris Chilikin Class",6950,24460,"162,3","21,4","9,3",16,"12000 nmi (12 knots), 10000 nmi (16 knots)",90,"1x9000 hp 6DNRN-74/160 diesel, 1 fixed pitch propeller, 1x500 kW turbine type generator, 2x300 kW diesel generators, 1x100 kW diesel generator",2x2 57 mm AK-725 – MR-103 Bars fire control system (then guns were removed),"MR-302 Rubka air/surface search radar, Don-2 navigation radar (on Vladimir Kolechitskiy), Volga or MR-212/201 Vaygach-U navigation radar",75,,,,,13440,
,Vsevolod Bobrov,Logistics Support Vessel,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/vselolod_bobrov.htm,"Logistics 
Support Vessel Vsevolod Bobrov Project 03182",4941,9482,"94,88",22,"8,51",18,5000 nmi,60,"2x8160 hp electric motors, 2 azipods, 4x4450 kW diesel generators, 1x1120 kW diesel generator, 1x238 kW diesel generator",,,24,,,,,2000,
,Iman,Seagoing Tanker,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/iman.htm,"Replenishment 
Oiler Iman Project 6404 / Olekma Class",2040,6480,"105,4","14,78","6,09","14,2",4000 nmi (14 knots),20,"1x2900 hp BW-550VTBF-110 diesel, 1 fixed pitch propeller, 2x168 kW diesel-generators , 1x8 kW diesel-generator, 1x60 kW steam-dynamo",,"Donets-2 navigation radar, SFP4/N PLATH radio direction finder",40,,,,,4050,
,Petr Gradov,Ecological Monitoring Vessel,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/petr_gradov.htm,"Ecological 
Monitoring Vessel Petr Gradov Project 872E / Finic Mod Class",939,1190,"61,33","10,81","3,24","13,37","4356 nmi (11,82 knots), 3045 nmi (13,37 knots)",15,"2x960 hp Cegielski-Sulzer 6AL25/30 diesels, 2x143 hp electric motors mSS5e, 2 controllable pitch propellers, 3x192 kW diesel-generators",,"2 Mius navigation radars, Rumb radio direction finder",26,,,,,,
,Setun,Cable Layer,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/setun.htm,"Cable 
Layer Setun Project 1172 / Emba Class",1443,2145,"75,9","12,6","3,1",11,7000 nmi (7 knots),25,"2x680 hp electric motors, 2x760 kW diesel-generators",,2 Mius navigation radars,38,,,,,,
,KIL-158,Crane Ship,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/kil158.htm,"Crane 
Ship KIL-158 Project 141 / Kashtan Class",4200,6200,"97,83","18,2","5,7","13,5",2000 nmi (11 knots),45,"2x1500 hp electric motors, 2 fixed pitch propellers, 1 bow thruster, 5x775 kW diesel generators, 3x400 kW diesel generators",,MR-201 navigation radar,47,,,,1 diving complex (1 hyperbaric chamber),,
,VTR-94,Seagoing Armament Transport,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/vtr94.htm,"Seagoing 
Armament Transport VTR-94 Project 1823 / Muna Class",441,686,"51,45","8,42","3,22","11,5","4950 nmi (9,3 knots), 2240 nmi (11,4 knots)",15,"1x600 hp 6LH-30.50-3 diesel, 1 fixed pitch propeller in rotating nozzle, 2x50 kW diesel-generators",,Don navigation radar,22,,,,,180,
,SR-137,Degaussing Ship,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/sr137.htm,"Degaussing 
Ship SR-137 Project 130 / Bereza Class",1811,2096,"69,5","13,8","3,98","13,6","1200 nmi (10 knots), 1000 nmi (13,6 knots)",30,"2x1470 hp Zgoda-Sulzer AL25D diesels, 2 variable pitch propellers, 2x384 kW diesel generators, 1x180 kW diesel generator",,Kivach navigation radar,45,,,,,,
,SR-541,Degaussing Ship,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/sr541.htm,"Degaussing 
Ship SR-541 Project 130 / Bereza Class",1811,2096,"69,5","13,8","3,98","13,6","1200 nmi (10 knots), 1000 nmi (13,6 knots)",30,"2x1470 hp Zgoda-Sulzer AL25D diesels, 2 variable pitch propellers, 2x384 kW diesel generators, 1x180 kW diesel generator",,Kivach navigation radar,45,,,,,,
,SR-939,Degaussing Ship,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/sr939.htm,"Degaussing 
Ship SR-939 Project 130 / Bereza Class",1811,2096,"69,5","13,8","3,98","13,6","1200 nmi (10 knots), 1000 nmi (13,6 knots)",30,"2x1470 hp Zgoda-Sulzer AL25D diesels, 2 variable pitch propellers, 2x384 kW diesel generators, 1x180 kW diesel generator",,Kivach navigation radar,45,,,,,,
,SFP-183,Physical Fields Control Vessel,205th Auxiliary Ship Squad,2th Group,https://www.kchf.ru/eng/ship/auxiliary/sfp183.htm,"Physical 
Fields Control Vessel SFP-183 Project 18061 / Onega Class",1350,1460,"79,3","11,4","3,25",14,"2500 nmi (10 knots), 1000 nmi (14 knots)",15,"2x1400 hp 3-2D42 diesels, 2 fixed pitch propellers, 1 bow thruster, 4x200 kW DG-200/P diesel-generators, 2x50 kW diesel-generators",,"MR-212/201 Vaygach-U navigation radar, MG-29, MG-33, MG-26 Khosta underwater communication complex, MG-349 Ros-K sonar, GIA-301 Dnepr hydroacoustic measurement complex",92,,,,,,
,Vice-admiral Paromov,Small Seagoing Tanker,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/vice_admiral_paromov.htm,"Small 
Seagoing Tanker Vice-admiral Paromov Project 03182",1940,3500,"78,8","15,4","4,9",,1500 nmi,30,"2x2175 hp electric motors, 2 azipods, 3x1600 kW diesel-generators, 2x400 kW diesel-generators",,,24,,,,Helipad,1350,
,Istra,Small Seagoing Tanker,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/istra.htm,"Small 
Seagoing Tanker Istra Trophy vessel",,1200,61,9,"2,75",12,1200 nmi (12 knots),,"2 diesels, 900 hp, 2 shafts",,,20,,,,,950,
,VTN-73,Small Seagoing Tanker,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/vtn73.htm,"Multifunction 
Complex Port Service Vessel VTN-73 Project 03180",1069,2269,"50,6",14,5,9,1500 nmi,10,"2x1320 hp Caterpillar C32 diesels, 2 azimuth thrusters, 1 bow thruster, 3x150 kW diesel-generator, 1x65 kW diesel-generator",,,14,,,,,,
,VTN-99,Small Seagoing Tanker,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/vtn99.htm,"Small 
Seagoing Tanker VTN-99 Project 1844D",539,1127,"53,77","9,72","3,37",10,1500 nmi (10 knots),10,"1x600 hp 6DR30/50-5-3 diesel, 1 fixed pitch propeller in rotate nozzle, 2x100 kW diesel-generators, 1x50 kW diesel-generator",,Don navigation radar,20,,,,,500,
,MUS-229,Oil Skimmer,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/mus229.htm,"Oil 
Skimmer MUS-229 Project 14630",132,"208,8","24,6","8,6","1,73",,,,2x100 kW diesel-generators,,,4,,,,,102,
,MUS-277,Oil Skimmer,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/mus277.htm,"Oil 
Skimmer MUS-277 Project 14630",132,"208,8","24,6","8,6","1,73",,,,2x100 kW diesel-generators,,,4,,,,,102,
,MUS-495,Oil Skimmer,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/mus495.htm,"Oil 
Skimmer MUS-495 Project 25505","24,7","39,12","20,7","4,68","1,54","3,3",,3,"1x115 hp K171-M diesel, 1 rudder propeller",,,2,,,,,,15
,MUS-586,Oil Skimmer,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/mus586.htm,"Oil 
Skimmer MUS-586 Project 25505","24,7","39,12","20,7","4,68","1,54","3,3",,3,"1x115 hp K171-M diesel, 1 rudder propeller",,,2,,,,,,15
,BNN-226800,Non-Self-Propelled Tank Barge,205th Auxiliary Ship Squad,3th Group,https://www.kchf.ru/eng/ship/auxiliary/bnn226800.htm,"Harbor 
Non-Self-Propelled Tank Barge BNN-226800 Project 20641","300,9","1101,16","38,1",11,"2,66",,,,Non-self-propelled,,,3,,,,,800,
,BUK-49,Tugboat,205th Auxiliary Ship Squad,4th Group,https://www.kchf.ru/eng/ship/auxiliary/buk49.htm,"Tugboat BUK-49
Project 05T","35,5","42,7","14,07","3,82","1,58","9,5",1600 nmi (8 knots),5,"2x150 hp 3D6S diesels, 2 fixed pitch propellers in nozzles",,,4,,,,,,
,BUK-533,Tugboat,205th Auxiliary Ship Squad,4th Group,https://www.kchf.ru/eng/ship/auxiliary/buk533.htm,"Tugboat BUK-533
Project 05T","35,5","42,7","14,07","3,82","1,58","9,5",1600 nmi (8 knots),5,"2x150 hp 3D6S diesels, 2 fixed pitch propellers in nozzles",,,4,,,,,,
,BUK-2190,Tugboat,205th Auxiliary Ship Squad,4th Group,https://www.kchf.ru/eng/ship/auxiliary/buk2190.htm,"Tugboat BUK-2190
Project 04690",207,257,"20,4","8,8",3,"10,5",,,"2x608 hp Caterpillar C18 diesels, 2 azipods, 2x86 kW diesel generators",,,4,,,,,,
,PSK-537,Passenger Boat,205th Auxiliary Ship Squad,4th Group,https://www.kchf.ru/eng/ship/boats/psk537.htm,"Passenger 
Boat PSK-537 Project 722 / Bryza Class","116,64","139,93","28,82","6,45","1,84","11,7","2400 nmi (10,9 knots)",7,"2x150 hp Wola DM150 diesels, 2 fixed pitch propellers, 2x12,5 kW 85/11 diesel-generators",,Donets-2 navigation radar,14,,100 (28 students - Project 722U),,,,
,RK-1350,Harbor Boat,205th Auxiliary Ship Squad,4th Group,https://www.kchf.ru/eng/ship/boats/rk1350.htm,"Boat 
RK-1350 Project R376",,"43,2","19,75","3,98","1,2","10,3",,5,"1x150 hp YaMZ-238R diesel, 1 fixed pitch propeller, 1x4 kW diesel-generator",,,2,,12,,,,
,RK-340,Harbor Boat,205th Auxiliary Ship Squad,4th Group,https://www.kchf.ru/eng/ship/boats/rk340.htm,"Harbor 
Boat RK-340 Project G1415 / Flamingo Class",,46,"21,2","3,93","1,65",11,"800 nmi (9 knots), 200 nmi (11 knots)",5,"1x300 hp 3D12AA diesel, 1x25 kW DGR-25/1500 25 diesel generator, 1x1,2 kW diesel generator","1x7 55 mm MRG-1 Ogonyokgrenade launcher (35 RG-55 grenades, 7 GRS-55 grenades)","Lotsiya navigation radar, MG-7 Braslet anti-saboteur sonar",5,,,,,,
,RK-1529,Harbor Boat,205th Auxiliary Ship Squad,4th Group,https://www.kchf.ru/eng/ship/boats/rk1529.htm,"Harbor 
Boat RK-1529 Project RV1415 / Flamingo Class",,46,"21,2","3,93","1,65",11,"800 nmi (9 knots), 200 nmi (11 knots)",5,"1x300 hp 3D12AA diesel, 1x25 kW DGR-25/1500 25 diesel generator, 1x1,2 kW diesel generator","1x7 55 mm MRG-1 Ogonyokgrenade launcher (35 RG-55 grenades, 7 GRS-55 grenades)","Lotsiya navigation radar, MG-7 Braslet anti-saboteur sonar",5,,,,,,
,Sapsan,Communication Boat,115th Commandant Office,,https://www.kchf.ru/eng/ship/boats/sapsan.htm,Communication Boat Sapsan Project 21270,"94,2",103,"27,17","6,5","1,75","19,32","968,3 nmi (10,02 knots), 230,5 nmi (19,32 knots)",2,"2x1523 hp MTU 10V2000M93 diesels, 2 fixed pitch propellers, 2x22,8 kW SM300 diesel-generators",,Liman-18M1 navigation radar,6,,12,,,,
,KSV-1404,Communication Boat,115th Commandant Office,,https://www.kchf.ru/eng/ship/boats/ksv1404.htm,Communication Boat KSV-1404 Project 14670,"41,5","43,5","23,9","5,1","1,06 (max - 1,6)",29,"1100 nmi (15 knots), 585 nmi (24 knots), 280 nmi (29 knots)",5,"2x1000 hp M-401B diesels, 1x40 kW DGKN-40 diesel-generator",,Pechora-1 navigation radar,9 (1 officer),,,,,,
,KSV-1754,Communication Boat,115th Commandant Office,,https://www.kchf.ru/eng/ship/boats/ksv1754.htm,Communication Boat KSV-1754 Project 14670,"41,5","43,5","23,9","5,1","1,06 (max - 1,6)",29,"1100 nmi (15 knots), 585 nmi (24 knots), 280 nmi (29 knots)",5,"2x1000 hp M-401B diesels, 1x40 kW DGKN-40 diesel-generator",,Pechora-1 navigation radar,9 (1 officer),,,,,,
,KSV-2155,Communication Boat,115th Commandant Office,,https://www.kchf.ru/eng/ship/boats/ksv2155.htm,Communication Boat KSV-2155 Project 1388NZ,370,419,"48,79","9,1","2,9",16,1000 nmi,5,"2x1775 hp Caterpillar 3512V diesels, 2 fixed pitch propellers, 2 D6-150AF-2 diesel-generators x150 kW",,Tsentavr-NM1 satellite communication complex,10,,29,,,,
,RK-369,Harbor Boat,115th Commandant Office,,,,,,,,,,,,,,,,,,,,,
,RK-500,Harbor Boat,115th Commandant Office,,,,,,,,,,,,,,,,,,,,,
,RK-558,Harbor Boat,115th Commandant Office,,,,,,,,,,,,,,,,,,,,,
,RK-1897,Harbor Boat,115th Commandant Office,,,,,,,,,,,,,,,,,,,,,
,RK-341,Harbor Boat,Sevastopol Mine and Torpedo Weapons Base,,,,,,,,,,,,,,,,,,,,,
,EPRON,Rescue / Salvage Ship,145th Resue Ship Squad,,https://www.kchf.ru/eng/ship/rescue/epron.htm,"Rescue 
Ship EPRON Project 527 / Prut Class",2610,3034,"89,7","14,3","5,2","18,8","10500 nmi (11,3 knots), 3500 nmi (18,8 knots)",35,"2x3500 hp PG-215 electric motors, 2 fixed pitch propellers, 4x1375 kW 3D100M diesel generators, 2x500 kW diesel generators, 1x100 kW diesel generator",,"2 Don navigation radars, Pegas-2M sonar",135,,,,"2 diving complexes (4 pressure chambers) - 200 m, 1 diving chamber - 200 m, 1 SK-527 rescue chamber - 200 m, 1 NK-300 observation chamber - 300 m, 7x220 m3/h fire monitors, 3060 m3/h water pumps",,
,Kommuna,Salvage Vessel,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/rescue/kommuna.htm,"Rescue 
Ship Kommuna",,3100,81,"13,2","3,7","8,5",4000 nmi,35,"2x600 hp 6DR30/50 diesels, 2 fixed pitch propellers",,,23,,,,,,
,AS-28,Deep-Submergence Rescue Vehicle,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/submarines/as28.htm,,,,"13,5","3,8",,,,,,,"MGA-19 Krilyon sonar, MGS-22 Gletcher sonar, MGA-25 Protey-6 underwater communications system, MSTA-M-AS navigation complex",4+20,,,5,,,
,Shakhter,Salvage Tug,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/rescue/shakhter.htm,"Salvage 
Tug Shakhter Project 712 / Sliva class",1970,2780,"69,2","15,4","5,1",16,6120 nmi (15 knots),30,"2x3500 hp 6ChN40/46 diesels, 2 controllable pitch propellers in nozzles, 1 bow thruster, 2x450 kW diesel generators, 3x200 kW diesel generators",,2 MR-212/201 Vaygach-U navigation radars,43,,,,"1 diving complex (1 pressure chamber) – 60 m, 4 fire monitors",,
,Sayany,Salvage Vessel,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/rescue/sayany.htm,"Salvage 
Vessel Sayany Project 05361 / Mikhail Rudnitsky Class",6780,7980,132,"17,3","5,97","16,6",6500 nmi (14 knots),30,"1x6100 hp 5DKRN62/140-3 diesel, 4x500 kW diesel generators, 3x320 kW diesel generators, 1x100 kW diesel generator, 1 fixed pitch propellers, 1 thruster",,"2 Don navigation radars, MG-89 mine search sonar, MGA-21 sonar, MGV-5N underwater communication system",117,,,,"1 Project 1837 submersible rescue vehicle, 1 Project 1839 autonomous underwater working vehicle or 1 Project 1832 deep-diving autonomous underwater vehicle. Then - 1 Project 1855 deep-diving autonomous underwater vehicle or Project 18270, 1 Project 1839 autonomous underwater working vehicle1 pressure chamber, 1 MTK-200 television complex",,
,SB-5,Salvage Tug,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/rescue/sb5.htm,"Seagoing 
Rescue Tug SB-5 Project 733S / Okhtenskiy class",759,934,"47,3","10,3","4,2","13,2","8000 nmi (11 knots), 6000 nmi (13 knots)",25,"1x1900 hp PG-150/60 electric motor, 1 fixed pitch propeller in rotating nozzle, 2x1000 kW 5D-50 diesel generators, 2x20 kW diesel generators",,,51,,,,"2x120 m3/h fire monitors, 1000 m3/h water pumps",,
,SB-36,Salvage Tug,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/rescue/sb36.htm,"Salvage 
Tug SB-36 Project 714 / Goryn class",1435,2210,"63,5","14,05","5,5",14,8000 nmi (12 knots),30,"1x3500 hp 67I diesel, 1 controllable pitch propeller, 1 bow thruster, 3x264 kW diesel-generators, 1x132 kW diesel-generator",,2 Don navigation radars,43,,,,"1 diving complex (1 pressure chamber) – 40 m, 2 fire monitors",,
,Spasatel Vasily Bekh,Salvage Tug,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/rescue/sb739.htm,"Rescue 
Tug Spasatel Vasily Bekh (SB-739) Project 22870",1200,1670,57,14,"3,2",14,,20,"2x2720 hp KL6538-AS06 electric motors, 2 azipods, 2 bow thrusters, 3x1520 kW diesel-generators, 2x200 kW diesel-generators, 2x100 kW diesel-generators",,,26+36,,,,"1 dive complex (1 pressure chamber) - 60 m, 3x500 m3/h fire monitors",,
,MB-304,Salvage Tug,145th Resue Ship Squad,1th Group,https://www.kchf.ru/eng/ship/auxiliary/mb304.htm,"Seagoing 
Tug MB-304 Project 745 / Sorum class",1092,1452,"56,5","12,64","4,47","13,2",6200 nmi (13 knots),40,"2x1500 hp PG-950/170M electric motors, 2x1000 kW DGR-1000/750 diesel-generators, 2x100 kW diesel-generators, 1 fixed pitch propeller in rotating nozzle",,2 Don navigation radars,35,,,,"2 fire monitors, 1500 m3/h water pumps",,
,PZhS-123,Firefighting Ship,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/pzhs123.htm,"Fire 
Fighting Ship PZhS-123 Project 1893 / Katun I Class",817,910,"62,55","10,2","3,08","17,5","2590 nmi (12 knots), 2190 nmi (17,5 knots)",20,"2x2200 hp 40DM diesels, 2 fixed pitch propellers, 1 bow thruster, 2x200 kW diesel generators, 1x150 kW diesel generator",,"Donets-2 navigation radar, MGA-21 sonar",39,,,,"1x1000 m3/h fire monitor, 7x500 m3/h fire monitors",,
,PZhK-37,Firefighting Boat,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/pzhk37.htm,"Fireboat 
PZhK-37 Project 364 / Pozharny-I Class","145,9","180,8","34,9","6,5","1,85","15,7","1050 nmi (10 knots), 280 nmi (15,7 knots)",5,"2x900 hp M50-6 diesels, 1x450 hp 6ChSP23/30 diesel, 3 fixed pitch propellers, 2x12,5 kW DG-13 diesel generators",,,24,,,,"4x190 m3/h fire monitors, 8x250 m3/h water pumps",,
,PZhK-45,Firefighting Boat,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/pzhk45.htm,"Fireboat 
PZhK-45 Project 364 / Pozharny-I Class","145,9","180,8","34,9","6,5","1,85","15,7","1050 nmi (10 knots), 280 nmi (15,7 knots)",5,"2x900 hp M50-6 diesels, 1x450 hp 6ChSP23/30 diesel, 3 fixed pitch propellers, 2x12,5 kW DG-13 diesel generators",,,24,,,,"4x190 m3/h fire monitors, 8x250 m3/h water pumps",,
,VM-9,Diving Tender,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/vm9.htm,"Seagoing 
Diving Vessel VM-9 Project 522 / Niryat Class",92,119,"28,58","5,5","1,73","12,2","1760 nmi (10 knots), 1242 nmi (11,5 knots), 850 nmi (12,2 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 1x12,5 kW DG-13 diesel generator, 1x6,5 kW DG-10 diesel generator",,,22 (7 divers),,,,1 diving complex (1 pressure chamber)  60 m,,
,VM-125,Diving Tender,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/vm125.htm,"Seagoing 
Diving Vessel VM-125 Project 522 / Niryat Class",92,119,"28,58","5,5","1,73","12,2","1760 nmi (10 knots), 1242 nmi (11,5 knots), 850 nmi (12,2 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 1x12,5 kW DG-13 diesel generator, 1x6,5 kW DG-10 diesel generator",,,22 (7 divers),,,,1 diving complex (1 pressure chamber)  60 m,,
,VM-154,Diving Tender,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/vm154.htm,Seagoing Diving Vessel VM-154 Project 535 / Yelva Class,279,298,"40,9","8,1","2,07","12,5",1500 nmi (10 knots),10,"2x300 hp 3D12 diesels, 2 fixed pitch propellers, 2x50 kW diesel generators, 1x25 kW diesel generator",,,30,,,,2 diving complexes (1 pressure chamber)  60 m,,
,RVK-860,Diving Boat,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/rvk860.htm,"Diving 
Boat RVK-860 Project RV376U / PO-2 Class","31,6","38,2",21,"3,98","1,31","10,4","700 nmi (9 knots), 400 nmi (10,4 knots)",5,"1x150 hp, diesel 3D6S1, 1 fixed pitch propeller",,,13,,,,,,
,RVK-1112,Diving Boat,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/rvk1112.htm,"Diving 
Boat RVK-1112 Project 23040",100,118,"28,09","5,56","1,5","13,7",200 nmi (10 knots),5,"2x600 hp diesels, 2 fixed pitch propellers, 1 bow thruster, 2x80 kW diesel-generatros, 1x20 kW diesel-generator",,,8,,,,1 diving complex (1 hyperbaric chamber)  60 meters,,
,RVK-1447,Diving Boat,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/rvk1447.htm,"Diving 
Boat RVK-1447 Project RV1415 / Flamingo Class","32,5",46,"21,2","3,93","1,65",11,"800 nmi (9 knots), 200 nmi (11 knots)",5,"1x300 hp 3D12AL diesel, 1x12 kW diesel generator, 1x1,2 kW diesel generator",,,13,,,,1 diving complex – 45 m,,
,SMK-2169,Diving Boat,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/smk2169.htm,"Rescue 
Multifunctional Boat SMK-2169 Project 23370",101,109,"21,4",9,"1,31",10,250 nmi (10 kts),3,"2x380 hp diesels, 2 propeller-steering columns",,,8,,,,1 dive complex (1 pressure chamber) - 45 meters,,
,SMK-2171,Firefighting Boat,145th Resue Ship Squad,2th Group,https://www.kchf.ru/eng/ship/rescue/smk2171.htm,"Rescue 
Multifunctional Boat SMK-2171 Project 23370",101,109,"21,4",9,"1,31",10,250 nmi (10 kts),3,"2x380 hp diesels, 2 propeller-steering columns",,,8,,,,1 dive complex (1 pressure chamber) - 45 meters,,
,VM-34,Diving Tender,Sevastopol Diving Training Center,,https://www.kchf.ru/eng/ship/rescue/vm34.htm,"Seagoing 
Diving Vessel VM-34 Project 522 / Niryat Class",92,119,"28,58","5,5","1,73","12,2","1760 nmi (10 knots), 1242 nmi (11,5 knots), 850 nmi (12,2 knots)",10,"1x450 hp 6ChSP23/30 diesel, 1 fixed pitch propeller, 1x12,5 kW DG-13 diesel generator, 1x6,5 kW DG-10 diesel generator",,,22 (7 divers),,,,1 diving complex (1 pressure chamber)  60 m,,
,RVK-156,Diving Boat,Sevastopol Diving Training Center,,https://www.kchf.ru/eng/ship/rescue/rvk156.htm,"Diving 
Boat RVK-156 Project RV376U / PO-2 Class","31,6","38,2",21,"3,98","1,31","10,4","700 nmi (9 knots), 400 nmi (10,4 knots)",5,"1x150 hp, diesel 3D6S1, 1 fixed pitch propeller",,,13,,,,,,
,RVK-1045,Diving Boat,Sevastopol Diving Training Center,,https://www.kchf.ru/eng/ship/rescue/rvk1045.htm,"Diving 
Boat RVK-1045 Project 23040",100,118,"28,09","5,56","1,5","13,7",200 nmi (10 knots),5,"2x600 hp diesels, 2 fixed pitch propellers, 1 bow thruster, 2x80 kW diesel-generatros, 1x20 kW diesel-generator",,,8,,,,1 diving complex (1 hyperbaric chamber)  60 meters,,
