"Adjusted Grade","New?","Other Location Code in LCGMS","School Name","SED Code","Location Code","District","Latitude","Longitude","Address (Full)","City","Zip","Grades","Grade Low","Grade High","Community School?","Economic Need Index","School Income Estimate","Percent ELL","Percent Asian","Percent Black","Percent Hispanic","Percent Black / Hispanic","Percent White","Student Attendance Rate","Percent of Students Chronically Absent","Rigorous Instruction %","Rigorous Instruction Rating","Collaborative Teachers %","Collaborative Teachers Rating","Supportive Environment %","Supportive Environment Rating","Effective School Leadership %","Effective School Leadership Rating","Strong Family-Community Ties %","Strong Family-Community Ties Rating","Trust %","Trust Rating","Student Achievement Rating","Average ELA Proficiency","Average Math Proficiency","Grade 3 ELA - All Students Tested","Grade 3 ELA 4s - All Students","Grade 3 ELA 4s - American Indian or Alaska Native","Grade 3 ELA 4s - Black or African American","Grade 3 ELA 4s - Hispanic or Latino","Grade 3 ELA 4s - Asian or Pacific Islander","Grade 3 ELA 4s - White","Grade 3 ELA 4s - Multiracial","Grade 3 ELA 4s - Limited English Proficient","Grade 3 ELA 4s - Economically Disadvantaged","Grade 3 Math - All Students tested","Grade 3 Math 4s - All Students","Grade 3 Math 4s - American Indian or Alaska Native","Grade 3 Math 4s - Black or African American","Grade 3 Math 4s - Hispanic or Latino","Grade 3 Math 4s - Asian or Pacific Islander","Grade 3 Math 4s - White","Grade 3 Math 4s - Multiracial","Grade 3 Math 4s - Limited English Proficient","Grade 3 Math 4s - Economically Disadvantaged","Grade 4 ELA - All Students Tested","Grade 4 ELA 4s - All Students","Grade 4 ELA 4s - American Indian or Alaska Native","Grade 4 ELA 4s - Black or African American","Grade 4 ELA 4s - Hispanic or Latino","Grade 4 ELA 4s - Asian or Pacific Islander","Grade 4 ELA 4s - White","Grade 4 ELA 4s - Multiracial","Grade 4 ELA 4s - Limited English Proficient","Grade 4 ELA 4s - Economically Disadvantaged","Grade 4 Math - All Students Tested","Grade 4 Math 4s - All Students","Grade 4 Math 4s - American Indian or Alaska Native","Grade 4 Math 4s - Black or African American","Grade 4 Math 4s - Hispanic or Latino","Grade 4 Math 4s - Asian or Pacific Islander","Grade 4 Math 4s - White","Grade 4 Math 4s - Multiracial","Grade 4 Math 4s - Limited English Proficient","Grade 4 Math 4s - Economically Disadvantaged","Grade 5 ELA - All Students Tested","Grade 5 ELA 4s - All Students","Grade 5 ELA 4s - American Indian or Alaska Native","Grade 5 ELA 4s - Black or African American","Grade 5 ELA 4s - Hispanic or Latino","Grade 5 ELA 4s - Asian or Pacific Islander","Grade 5 ELA 4s - White","Grade 5 ELA 4s - Multiracial","Grade 5 ELA 4s - Limited English Proficient","Grade 5 ELA 4s - Economically Disadvantaged","Grade 5 Math - All Students Tested","Grade 5 Math 4s - All Students","Grade 5 Math 4s - American Indian or Alaska Native","Grade 5 Math 4s - Black or African American","Grade 5 Math 4s - Hispanic or Latino","Grade 5 Math 4s - Asian or Pacific Islander","Grade 5 Math 4s - White","Grade 5 Math 4s - Multiracial","Grade 5 Math 4s - Limited English Proficient","Grade 5 Math 4s - Economically Disadvantaged","Grade 6 ELA - All Students Tested","Grade 6 ELA 4s - All Students","Grade 6 ELA 4s - American Indian or Alaska Native","Grade 6 ELA 4s - Black or African American","Grade 6 ELA 4s - Hispanic or Latino","Grade 6 ELA 4s - Asian or Pacific Islander","Grade 6 ELA 4s - White","Grade 6 ELA 4s - Multiracial","Grade 6 ELA 4s - Limited English Proficient","Grade 6 ELA 4s - Economically Disadvantaged","Grade 6 Math - All Students Tested","Grade 6 Math 4s - All Students","Grade 6 Math 4s - American Indian or Alaska Native","Grade 6 Math 4s - Black or African American","Grade 6 Math 4s - Hispanic or Latino","Grade 6 Math 4s - Asian or Pacific Islander","Grade 6 Math 4s - White","Grade 6 Math 4s - Multiracial","Grade 6 Math 4s - Limited English Proficient","Grade 6 Math 4s - Economically Disadvantaged","Grade 7 ELA - All Students Tested","Grade 7 ELA 4s - All Students","Grade 7 ELA 4s - American Indian or Alaska Native","Grade 7 ELA 4s - Black or African American","Grade 7 ELA 4s - Hispanic or Latino","Grade 7 ELA 4s - Asian or Pacific Islander","Grade 7 ELA 4s - White","Grade 7 ELA 4s - Multiracial","Grade 7 ELA 4s - Limited English Proficient","Grade 7 ELA 4s - Economically Disadvantaged","Grade 7 Math - All Students Tested","Grade 7 Math 4s - All Students","Grade 7 Math 4s - American Indian or Alaska Native","Grade 7 Math 4s - Black or African American","Grade 7 Math 4s - Hispanic or Latino","Grade 7 Math 4s - Asian or Pacific Islander","Grade 7 Math 4s - White","Grade 7 Math 4s - Multiracial","Grade 7 Math 4s - Limited English Proficient","Grade 7 Math 4s - Economically Disadvantaged","Grade 8 ELA - All Students Tested","Grade 8 ELA 4s - All Students","Grade 8 ELA 4s - American Indian or Alaska Native","Grade 8 ELA 4s - Black or African American","Grade 8 ELA 4s - Hispanic or Latino","Grade 8 ELA 4s - Asian or Pacific Islander","Grade 8 ELA 4s - White","Grade 8 ELA 4s - Multiracial","Grade 8 ELA 4s - Limited English Proficient","Grade 8 ELA 4s - Economically Disadvantaged","Grade 8 Math - All Students Tested","Grade 8 Math 4s - All Students","Grade 8 Math 4s - American Indian or Alaska Native","Grade 8 Math 4s - Black or African American","Grade 8 Math 4s - Hispanic or Latino","Grade 8 Math 4s - Asian or Pacific Islander","Grade 8 Math 4s - White","Grade 8 Math 4s - Multiracial","Grade 8 Math 4s - Limited English Proficient","Grade 8 Math 4s - Economically Disadvantaged"
,,,"P.S. 184M SHUANG WEN","310100010184","01M184",1,40.711437,-73.985486,"327 CHERRY ST-2ND FL NEW YORK, NY 10002","NEW YORK","10002","PK,0K,01,02,03,04,05,06,07,08","PK","08","No",0.559,"$40,809.90 ",17%,71%,4%,12%,15%,9%,98%,2%,90%,"N/A",81%,"N/A",91%,"N/A",67%,"Not Meeting Target",83%,"Approaching Target",85%,"Approaching Target","Exceeding Target",3.24,3.63,59,8,0,0,2,6,0,0,0,4,59,40,0,0,3,34,0,0,5,27,60,7,0,0,0,7,0,0,0,6,61,32,0,0,0,30,0,0,6,24,63,20,0,0,0,13,0,0,0,11,65,42,0,0,0,32,0,0,1,26,76,29,0,0,0,26,2,0,0,20,82,43,0,0,0,39,3,0,3,32,72,22,0,0,2,14,3,0,0,15,72,36,0,0,2,29,4,0,0,29,46,23,0,0,0,19,0,0,0,16,48,28,0,0,0,25,0,0,2,21
,,,"P.S. 188 THE ISLAND SCHOOL","310100010188","01M188",1,40.71987,-73.977376,"442 E HOUSTON ST NEW YORK, NY 10002","NEW YORK","10002","PK,0K,01,02,03,04,05,06,07,08","PK","08","Yes",0.917,"$27,881.59 ",16%,2%,30%,64%,93%,4%,91%,37%,100%,"Meeting Target",100%,"Exceeding Target",99%,"Meeting Target",99%,"Exceeding Target",92%,"Exceeding Target",99%,"Exceeding Target","Meeting Target",2.17,2.32,40,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,0,0,0,0,37,1,0,0,0,0,0,0,0,1,38,3,0,0,1,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,48,2,0,0,2,0,0,0,0,2,51,14,0,0,13,0,0,0,0,13,54,0,0,0,0,0,0,0,0,0,54,1,0,0,1,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,50,3,0,0,3,0,0,0,0,3
,,,"ORCHARD COLLEGIATE ACADEMY","310100011292","01M292",1,40.713343,-73.986069,"220 HENRY ST NEW YORK, NY 10002","NEW YORK","10002","06,07,08,09,10,11,12","06","12","Yes",0.832,"N/A",14%,12%,26%,57%,84%,3%,84%,58%,72%,"Not Meeting Target",77%,"Approaching Target",77%,"Approaching Target",72%,"Approaching Target",76%,"Approaching Target",87%,"Meeting Target","Approaching Target",1.96,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
,,,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO","310100010301","01M301",1,40.729892,-73.984231,"185 1ST AVE NEW YORK, NY 10003","NEW YORK","10003","06,07,08","06","08","No",0.791,"N/A",6%,8%,29%,55%,84%,4%,90%,35%,84%,"Approaching Target",78%,"Approaching Target",81%,"Approaching Target",80%,"Approaching Target",74%,"Approaching Target",87%,"Approaching Target","Meeting Target",2.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,48,1,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,48,3,0,0,1,0,0,0,0,3,47,1,0,0,0,0,0,0,0,1
,,,"THE EAST VILLAGE COMMUNITY SCHOOL","310100010315","01M315",1,40.727726,-73.978382,"610 E 12TH ST NEW YORK, NY 10009","NEW YORK","10009","PK,0K,01,02,03,04,05","PK","05","No",0.362,"$63,760.00 ",1%,9%,9%,21%,29%,55%,95%,11%,90%,"Meeting Target",93%,"Exceeding Target",94%,"Meeting Target",93%,"Exceeding Target",97%,"Exceeding Target",96%,"Exceeding Target","Meeting Target",2.86,3.2,35,2,0,0,0,0,1,0,0,0,35,23,0,0,0,0,16,0,0,3,32,6,0,0,1,0,5,0,0,2,31,7,0,0,1,0,5,0,0,1,18,4,0,0,1,0,0,0,0,0,18,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL","310100010332","01M332",1,40.713343,-73.986069,"220 HENRY ST NEW YORK, NY 10002","NEW YORK","10002","06,07,08","06","08","No",0.771,"N/A",15%,5%,27%,63%,90%,4%,92%,26%,92%,"Exceeding Target",96%,"Meeting Target",92%,"Exceeding Target",96%,"Exceeding Target",86%,"Exceeding Target",96%,"Exceeding Target","Meeting Target",2.26,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,0,3,1,0,0,0,0,0,37,4,0,0,0,0,0,0,1,0,27,2,0,0,1,0,0,0,0,2,28,0,0,0,0,0,0,0,0,0,28,3,0,0,2,0,0,0,0,0,30,1,0,0,0,0,0,0,1,0
,,,"THE CHILDREN'S WORKSHOP SCHOOL","310100010361","01M361",1,40.727726,-73.978382,"610 E 12TH ST NEW YORK, NY 10009","NEW YORK","10009","PK,0K,01,02,03,04,05","PK","05","No",0.451,"$62,519.57 ",7%,10%,10%,39%,49%,38%,93%,23%,97%,"Meeting Target",97%,"Meeting Target",97%,"Meeting Target",96%,"Exceeding Target",93%,"Exceeding Target",94%,"Meeting Target","Meeting Target",2.89,2.99,22,3,0,0,1,0,1,0,0,2,22,7,0,0,2,0,2,0,0,3,23,3,0,0,0,0,0,0,0,2,23,5,0,0,0,0,3,0,0,2,31,11,0,0,1,0,8,0,0,3,31,9,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"NEIGHBORHOOD SCHOOL","310100010363","01M363",1,40.724404,-73.98636,"121 E 3RD ST NEW YORK, NY 10009","NEW YORK","10009","PK,0K,01,02,03,04,05","PK","05","No",0.43,"$57,504.48 ",4%,5%,13%,34%,47%,45%,93%,23%,99%,"Exceeding Target",97%,"Exceeding Target",95%,"Meeting Target",96%,"Exceeding Target",95%,"Exceeding Target",99%,"Exceeding Target","Approaching Target",2.55,2.68,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"EARTH SCHOOL","310100010364","01M364",1,40.723747,-73.981602,"600 E 6TH ST NEW YORK, NY 10009","NEW YORK","10009","PK,0K,01,02,03,04,05","PK","05","No",0.448,"$56,787.20 ",6%,7%,13%,35%,48%,37%,94%,15%,96%,"Exceeding Target",99%,"Exceeding Target",96%,"Exceeding Target",98%,"Exceeding Target",96%,"Exceeding Target",98%,"Exceeding Target","Meeting Target",3.1,3.08,11,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,1,0,0,0,12,2,0,0,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,20,7,0,0,0,0,4,0,0,1,19,8,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"SCHOOL FOR GLOBAL LEADERS","310100010378","01M378",1,40.720185,-73.985957,"145 STANTON ST NEW YORK, NY 10002","NEW YORK","10002","06,07,08","06","08","No",0.764,"N/A",8%,15%,22%,58%,81%,2%,92%,27%,79%,"Meeting Target",87%,"Meeting Target",82%,"Meeting Target",77%,"Approaching Target",76%,"Approaching Target",88%,"Meeting Target","Exceeding Target",2.34,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,0,1,2,0,0,0,0,2,84,16,0,1,4,0,0,0,0,10,69,2,0,1,0,0,0,0,0,1,69,8,0,0,4,3,0,0,0,5,73,7,0,0,3,0,0,0,0,5,74,5,0,0,2,3,0,0,0,4
,,,"EAST SIDE COMMUNITY SCHOOL","310100011450","01M450",1,40.729153,-73.982474,"420 E 12TH ST NEW YORK, NY 10009","NEW YORK","10009","06,07,08,09,10,11,12","06","12","No",0.61,"N/A",1%,11%,21%,53%,74%,12%,97%,5%,92%,"Exceeding Target",95%,"Exceeding Target",92%,"Exceeding Target",96%,"Exceeding Target",88%,"Exceeding Target",95%,"Exceeding Target","Exceeding Target",2.82,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9,0,1,2,1,3,0,0,3,70,15,0,0,5,3,7,0,0,3,80,7,0,1,2,0,4,0,0,4,78,9,0,2,0,0,3,0,0,5,60,3,0,0,0,2,1,0,0,2,56,9,0,1,2,4,2,0,0,5
,,,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL","310100011539","01M539",1,40.7195,-73.979239,"111 COLUMBIA ST NEW YORK, NY 10002","NEW YORK","10002","0K,01,02,03,04,05,06,07,08,09,10,11,12","0K","12","No",0.257,"$76,833.96 ",0%,33%,9%,11%,20%,42%,97%,3%,81%,"Exceeding Target",73%,"Approaching Target",85%,"Meeting Target",55%,"Not Meeting Target",81%,"Approaching Target",74%,"Not Meeting Target","Exceeding Target",3.83,4.03,110,55,0,2,1,22,26,4,0,5,109,91,0,0,5,33,39,0,0,9,114,81,0,3,8,33,32,5,0,8,114,94,0,2,10,36,40,6,0,9,109,76,0,4,0,26,43,0,0,10,109,90,0,4,0,30,51,0,0,8,142,89,0,7,6,30,41,0,0,8,142,127,0,8,8,39,65,0,0,12,112,74,0,3,4,21,42,0,0,8,105,74,0,2,3,21,44,0,0,9,120,65,0,2,0,31,27,0,0,13,0,0,0,0,0,0,0,0,0,0
,,,"TOMPKINS SQUARE MIDDLE SCHOOL","310100010839","01M839",1,40.723747,-73.981602,"600 E 6TH ST NEW YORK, NY 10009","NEW YORK","10009","06,07,08","06","08","No",0.597,"N/A",3%,23%,16%,37%,53%,20%,96%,7%,90%,"Exceeding Target",89%,"Exceeding Target",88%,"Meeting Target",86%,"Meeting Target",83%,"Meeting Target",94%,"Exceeding Target","Exceeding Target",2.92,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,20,0,0,4,4,8,0,0,7,97,30,0,0,3,14,9,0,0,14,93,22,0,0,4,8,6,0,0,13,93,10,0,0,1,5,3,0,0,7,75,12,0,0,5,2,0,0,0,6,59,5,0,0,2,1,0,0,0,2
,,,"P.S. 001 ALFRED E. SMITH","310200010001","02M001",2,40.712561,-73.997474,"8 HENRY ST NEW YORK, NY 10038","NEW YORK","10038","PK,0K,01,02,03,04,05","PK","05","No",0.769,"$32,817.79 ",25%,64%,12%,22%,34%,1%,95%,18%,89%,"Meeting Target",91%,"Meeting Target",95%,"Meeting Target",86%,"Meeting Target",87%,"Meeting Target",94%,"Exceeding Target","Exceeding Target",2.59,3.14,50,7,0,3,0,4,0,0,0,5,51,26,0,3,0,22,0,0,5,16,61,13,0,1,0,12,0,0,0,10,64,27,0,0,1,26,0,0,3,15,71,6,0,0,0,6,0,0,0,3,70,18,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 002 MEYER LONDON","310200010002","02M002",2,40.712943,-73.991557,"122 HENRY ST NEW YORK, NY 10002","NEW YORK","10002","PK,0K,01,02,03,04,05","PK","05","No",0.858,"$26,114.78 ",36%,85%,4%,9%,13%,1%,98%,6%,93%,"Approaching Target",86%,"Meeting Target",94%,"Meeting Target",76%,"Approaching Target",83%,"Meeting Target",89%,"Meeting Target","Meeting Target",2.75,3.24,125,8,0,0,0,8,0,0,1,0,128,62,0,0,1,60,0,0,9,0,106,13,0,0,1,11,0,0,0,0,109,52,0,0,1,50,0,0,9,0,104,11,0,0,0,11,0,0,0,10,106,29,0,0,0,28,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 003 CHARRETTE SCHOOL","310200010003","02M003",2,40.732632,-74.005947,"490 HUDSON ST NEW YORK, NY 10014","NEW YORK","10014","PK,0K,01,02,03,04,05","PK","05","No",0.176,"$103,399.19 ",4%,7%,5%,12%,18%,70%,95%,13%,97%,"Exceeding Target",93%,"Meeting Target",97%,"Meeting Target",93%,"Exceeding Target",96%,"Exceeding Target",95%,"Exceeding Target","Meeting Target",3.09,3.41,105,9,0,1,1,1,6,0,0,0,105,52,0,2,3,4,42,0,1,5,142,44,0,0,6,0,30,4,0,1,143,61,0,0,3,0,44,7,0,3,61,18,0,0,1,3,13,0,0,3,59,27,0,0,2,6,18,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 006 LILLIE D. BLAKE","310200010006","02M006",2,40.777703,-73.960428,"45 E 81ST ST NEW YORK, NY 10028","NEW YORK","10028","0K,01,02,03,04,05","0K","05","No",0.101,"$144,270.13 ",2%,13%,2%,7%,9%,75%,96%,5%,87%,"Meeting Target",90%,"Exceeding Target",95%,"Exceeding Target",87%,"Meeting Target",92%,"Exceeding Target",90%,"Meeting Target","Exceeding Target",3.4,3.71,125,45,0,0,0,5,37,0,0,2,126,83,0,0,3,11,65,0,0,4,117,53,0,0,5,9,36,0,0,4,119,70,0,0,4,14,49,0,0,5,109,52,0,0,6,0,40,0,0,2,110,55,0,0,6,0,39,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 011 WILLIAM T. HARRIS","310200010011","02M011",2,40.744549,-74.000737,"320 W 21ST ST NEW YORK, NY 10011","NEW YORK","10011","PK,0K,01,02,03,04,05","PK","05","No",0.293,"$98,455.77 ",3%,14%,7%,25%,32%,49%,96%,10%,93%,"Exceeding Target",93%,"Exceeding Target",98%,"Exceeding Target",91%,"Exceeding Target",93%,"Exceeding Target",95%,"Exceeding Target","Meeting Target",3.12,3.35,179,39,0,0,5,11,21,2,0,3,179,81,0,0,12,22,42,5,0,9,145,60,0,0,5,18,35,0,0,5,149,70,0,0,6,20,41,0,4,9,122,28,0,0,4,0,18,0,0,5,122,43,0,0,8,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 033 CHELSEA PREP","310200010033","02M033",2,40.748945,-74.000243,"281 9TH AVE NEW YORK, NY 10001","NEW YORK","10001","PK,0K,01,02,03,04,05","PK","05","No",0.43,"$88,011.14 ",4%,25%,12%,30%,42%,26%,96%,13%,97%,"Exceeding Target",90%,"Exceeding Target",94%,"Exceeding Target",82%,"Meeting Target",92%,"Exceeding Target",89%,"Meeting Target","Meeting Target",3.04,3.4,91,20,0,0,2,5,11,2,0,2,92,52,0,1,6,17,24,4,0,9,97,44,0,0,4,15,20,0,0,8,98,52,0,0,5,20,23,0,0,13,94,36,0,0,3,18,13,0,0,8,94,39,0,0,3,20,14,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 040 AUGUSTUS SAINT-GAUDENS","310200010040","02M040",2,40.735118,-73.981697,"319 E 19TH ST NEW YORK, NY 10003","NEW YORK","10003","PK,0K,01,02,03,04,05","PK","05","No",0.153,"$102,421.46 ",3%,9%,3%,13%,16%,64%,96%,7%,97%,"Exceeding Target",94%,"Exceeding Target",99%,"Exceeding Target",91%,"Exceeding Target",96%,"Exceeding Target",96%,"Exceeding Target","Exceeding Target",3.39,3.65,93,26,0,0,4,0,15,3,0,0,95,49,0,0,4,5,35,0,0,3,88,49,0,0,5,5,36,0,0,4,90,48,0,0,4,6,34,0,0,4,93,54,0,0,4,6,38,0,0,2,94,52,0,0,6,4,35,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 041 GREENWICH VILLAGE","310200010041","02M041",2,40.735526,-73.999113,"116 W 11TH ST NEW YORK, NY 10011","NEW YORK","10011","PK,0K,01,02,03,04,05","PK","05","No",0.066,"$115,909.89 ",2%,9%,2%,10%,11%,69%,97%,2%,95%,"Exceeding Target",96%,"Exceeding Target",98%,"Exceeding Target",92%,"Exceeding Target",95%,"Exceeding Target",98%,"Exceeding Target","Exceeding Target",3.44,3.7,110,25,0,0,2,2,16,0,0,0,110,57,0,0,4,11,37,0,0,0,111,65,0,0,5,7,50,3,0,0,111,66,0,0,6,8,47,5,0,0,107,45,0,0,4,5,35,0,0,3,106,50,0,0,5,6,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 042 BENJAMIN ALTMAN","310200010042","02M042",2,40.716136,-73.990841,"71 HESTER ST NEW YORK, NY 10002","NEW YORK","10002","PK,0K,01,02,03,04,05","PK","05","No",0.785,"NA",27%,93%,0%,4%,4%,2%,98%,2%,91%,"Exceeding Target",94%,"Meeting Target",96%,"Exceeding Target",89%,"Exceeding Target",85%,"Meeting Target",96%,"Exceeding Target","Exceeding Target",2.94,3.55,129,23,0,0,0,18,0,0,3,12,130,69,0,0,0,62,0,0,7,42,124,33,0,0,0,0,0,0,0,20,127,79,0,0,0,0,0,0,3,50,128,30,0,0,0,27,0,0,0,19,130,68,0,0,0,66,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 051 ELIAS HOWE","310200010051","02M051",2,40.761593,-73.99559,"525 W 44TH ST NEW YORK, NY 10036","NEW YORK","10036","0K,01,02,03,04,05","0K","05","No",0.626,"$91,149.35 ",9%,24%,12%,42%,55%,20%,94%,15%,90%,"Meeting Target",95%,"Exceeding Target",97%,"Exceeding Target",91%,"Exceeding Target",89%,"Meeting Target",97%,"Exceeding Target","Exceeding Target",2.55,2.83,45,1,0,0,0,0,0,0,0,0,45,14,0,0,5,6,0,0,0,6,48,9,0,0,5,1,3,0,0,4,50,7,0,0,3,1,3,0,0,2,45,6,0,1,1,2,0,0,0,2,45,11,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,"P.S. 059 BEEKMAN HILL INTERNATIONAL","310200010059","02M059",2,40.759213,-73.966183,"231-249 E 56TH ST NEW YORK, NY 10019","NEW YORK","10019","0K,01,02,03,04,05","0K","05","No",0.075,"$116,235.64 ",4%,15%,2%,13%,15%,59%,96%,6%,87%,"Exceeding Target",87%,"Exceeding Target",95%,"Exceeding Target",76%,"Approaching Target",94%,"Exceeding Target",89%,"Meeting Target","Exceeding Target",3.24,3.62,95,21,0,0,3,1,16,0,0,0,97,48,0,0,5,3,35,0,0,3,92,35,0,0,4,5,19,0,0,3,94,53,0,0,9,10,26,0,0,7,91,41,0,0,4,4,29,4,0,4,91,46,0,0,6,4,33,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
