location;indicator;subject;measure;frequency;time;value
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2013;14.821.136.475
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2014;95.859.422.684
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2015;15.536.741.257
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2016;17.321.352.005
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2017;29.882.024.765
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2018;30.181.756.973
LTU;WAGEGAP;SELFEMPLOYED;PC;A;2019;32.181.999.207
LTU;WAGEGAP;EMPLOYEE;PC;A;2002;15.083.743.188
LTU;WAGEGAP;EMPLOYEE;PC;A;2006;16.818.181.818
LTU;WAGEGAP;EMPLOYEE;PC;A;2010;10.642.570.281
LTU;WAGEGAP;EMPLOYEE;PC;A;2014;12.479.740.681
LTU;WAGEGAP;EMPLOYEE;PC;A;2018;11.689.814.815
MLT;WAGEGAP;EMPLOYEE;PC;A;2002;13.555.733.265
MLT;WAGEGAP;EMPLOYEE;PC;A;2006;74.407.195.421
MLT;WAGEGAP;EMPLOYEE;PC;A;2010;70.678.796.361
MLT;WAGEGAP;EMPLOYEE;PC;A;2014;89.894.606.324
MLT;WAGEGAP;EMPLOYEE;PC;A;2018;1.109.375
ROU;WAGEGAP;EMPLOYEE;PC;A;2002;16.160.990.712
ROU;WAGEGAP;EMPLOYEE;PC;A;2006;83.969.465.649
ROU;WAGEGAP;EMPLOYEE;PC;A;2010;96.317.280.453
ROU;WAGEGAP;EMPLOYEE;PC;A;2014;15.463.917.526
ROU;WAGEGAP;EMPLOYEE;PC;A;2018;34.965.034.965
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2004;28.551.664.352
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2005;29.831.928.253
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2006;29.044.483.185
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2007;28.612.474.442
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2008;27.706.134.796
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2009;29.536.897.659
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2010;3.283.020.401
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2011;3.393.264.389
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2012;31.093.191.147
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2013;30.999.786.377
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2014;30.466.659.546
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2015;32.280.162.811
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2016;33.596.817.017
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2017;38.735.172.272
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2018;39.351.200.104
SVN;WAGEGAP;SELFEMPLOYED;PC;A;2019;39.756.725.311
SVN;WAGEGAP;EMPLOYEE;PC;A;2002;93.588.840.675
SVN;WAGEGAP;EMPLOYEE;PC;A;2006;65.573.770.492
SVN;WAGEGAP;EMPLOYEE;PC;A;2010;0.9917355372
SVN;WAGEGAP;EMPLOYEE;PC;A;2014;49.962.714.392
SVN;WAGEGAP;EMPLOYEE;PC;A;2018;81.945.369.753
OECD;WAGEGAP;EMPLOYEE;PC;A;1995;189.449.531.737.667
OECD;WAGEGAP;EMPLOYEE;PC;A;1996;191.633.096.827.157
OECD;WAGEGAP;EMPLOYEE;PC;A;1997;188.558.513.651.555
OECD;WAGEGAP;EMPLOYEE;PC;A;1998;186.979.409.599.955
OECD;WAGEGAP;EMPLOYEE;PC;A;1999;183.570.814.343.254
OECD;WAGEGAP;EMPLOYEE;PC;A;2000;180.863.833.553.353
OECD;WAGEGAP;EMPLOYEE;PC;A;2001;17.854.225.351.292
OECD;WAGEGAP;EMPLOYEE;PC;A;2002;175.057.861.954.941
OECD;WAGEGAP;EMPLOYEE;PC;A;2003;168.183.365.800.628
OECD;WAGEGAP;EMPLOYEE;PC;A;2004;164.423.315.049.153
OECD;WAGEGAP;EMPLOYEE;PC;A;2005;159.236.066.583.827
OECD;WAGEGAP;EMPLOYEE;PC;A;2006;153.659.609.813.971
OECD;WAGEGAP;EMPLOYEE;PC;A;2007;145.340.564.084.669
OECD;WAGEGAP;EMPLOYEE;PC;A;2008;145.281.863.855.094
OECD;WAGEGAP;EMPLOYEE;PC;A;2009;139.961.949.102.026
OECD;WAGEGAP;EMPLOYEE;PC;A;2010;135.057.791.335.159
OECD;WAGEGAP;EMPLOYEE;PC;A;2011;133.596.664.639.136
OECD;WAGEGAP;EMPLOYEE;PC;A;2012;134.084.174.466.179
OECD;WAGEGAP;EMPLOYEE;PC;A;2013;133.039.384.322.988
OECD;WAGEGAP;EMPLOYEE;PC;A;2014;133.876.436.045.522
OECD;WAGEGAP;EMPLOYEE;PC;A;2015;136.113.752.366.952
OECD;WAGEGAP;EMPLOYEE;PC;A;2016;130.297.865.811.281
OECD;WAGEGAP;EMPLOYEE;PC;A;2017;127.119.901.250.866
OECD;WAGEGAP;EMPLOYEE;PC;A;2018;127.372.264.679.771
OECD;WAGEGAP;EMPLOYEE;PC;A;2019;125.389.673.471.986
OECD;WAGEGAP;EMPLOYEE;PC;A;2020;116.200.262.089.784
DEU;WAGEGAP;SELFEMPLOYED;PC;A;2014;3.765.455.246
DEU;WAGEGAP;SELFEMPLOYED;PC;A;2015;34.614.440.918
DEU;WAGEGAP;SELFEMPLOYED;PC;A;2016;2.827.435.112
DEU;WAGEGAP;SELFEMPLOYED;PC;A;2017;26.871.465.683
DEU;WAGEGAP;SELFEMPLOYED;PC;A;2018;2.581.259.346
EU27;WAGEGAP;EMPLOYEE;PC;A;2002;16.117.691.807
EU27;WAGEGAP;EMPLOYEE;PC;A;2003;154.352.900.584.341
EU27;WAGEGAP;EMPLOYEE;PC;A;2004;149.710.617.285.901
EU27;WAGEGAP;EMPLOYEE;PC;A;2005;142.175.667.927.245
EU27;WAGEGAP;EMPLOYEE;PC;A;2006;130.878.586.273.095
EU27;WAGEGAP;EMPLOYEE;PC;A;2007;130.035.030.339.452
EU27;WAGEGAP;EMPLOYEE;PC;A;2008;125.905.982.108.379
EU27;WAGEGAP;EMPLOYEE;PC;A;2009;119.490.728.053.923
EU27;WAGEGAP;EMPLOYEE;PC;A;2010;122.495.863.421.955
EU27;WAGEGAP;EMPLOYEE;PC;A;2011;121.719.278.506.043
EU27;WAGEGAP;EMPLOYEE;PC;A;2012;122.925.642.814.446
EU27;WAGEGAP;EMPLOYEE;PC;A;2013;120.315.285.075.347
EU27;WAGEGAP;EMPLOYEE;PC;A;2014;118.201.068.137
EU27;WAGEGAP;EMPLOYEE;PC;A;2015;120.302.473.615.083
EU27;WAGEGAP;EMPLOYEE;PC;A;2016;115.776.655.182.723
EU27;WAGEGAP;EMPLOYEE;PC;A;2017;113.314.190.490.071
EU27;WAGEGAP;EMPLOYEE;PC;A;2018;111.385.132.639.667
EU27;WAGEGAP;EMPLOYEE;PC;A;2019;111.223.387.399.604
EU27;WAGEGAP;EMPLOYEE;PC;A;2020;107.951.743.035
