Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2020-11-25,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",284.798,2877,7.6,en,"Animation, Family, Adventure, Fantasy, Comedy",https://image.tmdb.org/t/p/original/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg
2021-12-03,Back to the Outback,"Tired of being locked in a reptile house where humans gawk at them like they are monsters, a ragtag group of Australia’s deadliest creatures plot an escape from their zoo to the Outback, a place where they’ll fit in without being judged.",282.246,341,7.7,en,"Animation, Family, Adventure, Comedy",https://image.tmdb.org/t/p/original/zNXNRLH5wJprUG6B1olaBTNZOjy.jpg
2021-07-02,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",282.068,5182,8.0,en,"Action, Science Fiction, Adventure",https://image.tmdb.org/t/p/original/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg
2022-01-28,Home Team,"Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.",280.613,368,6.9,en,"Family, Comedy",https://image.tmdb.org/t/p/original/xdPdVJGIQjuVhK7SeK5fpjuc1bu.jpg
2021-03-17,The Fallout,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.",279.344,130,7.4,en,Drama,https://image.tmdb.org/t/p/original/y94auaBWq1E7sun3ZpvBmQfGUW.jpg
2021-03-03,Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",277.59,5048,8.0,en,"Family, Fantasy, Animation, Action, Adventure",https://image.tmdb.org/t/p/original/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg
2021-09-09,Infinite,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",276.461,912,6.8,en,"Science Fiction, Action, Thriller",https://image.tmdb.org/t/p/original/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg
2021-04-22,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",273.622,3376,7.7,en,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/M7SUK85sKjaStg4TKhlAVyGlz3.jpg
2021-12-17,Fortress,"The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.",273.35,163,6.2,en,"Crime, Action, Thriller",https://image.tmdb.org/t/p/original/vQxtoPJVfpHgL7DCg9hQFZKDWJa.jpg
2021-07-08,Space Jam: A New Legacy,"When LeBron and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court. It's Tunes versus Goons in the highest-stakes challenge of his life.",271.573,2952,7.1,en,"Family, Animation, Comedy, Science Fiction",https://image.tmdb.org/t/p/original/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg
2022-01-13,Laura y el misterio del asesino inesperado,"After years of leave, Laura Lebrel returns to action. Lydia asks him for help on a case: Eugenio Ortiz, Laura's former instructor, has been murdered. But a new detective, Hector, finds evidence that incriminates Laura. She asks to be allowed to find the killer and Lydia gives her 24 hours to solve the case before arresting her.",266.754,8,7.3,es,"TV Movie, Mystery, Thriller, Comedy",https://image.tmdb.org/t/p/original/p6T9g5a227cUs4rlTlaxo8QAqIf.jpg
2021-05-25,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",266.614,4233,7.7,en,"Horror, Mystery, Thriller",https://image.tmdb.org/t/p/original/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg
2005-06-10,Batman Begins,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",265.806,17338,7.7,en,"Action, Crime, Drama",https://image.tmdb.org/t/p/original/8RW2runSEc34IwKN2D1aPcJd2UL.jpg
2022-01-20,The Royal Treatment,"Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",264.99,390,6.8,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/mYAv0YUoXJzLxIdEirOken8Quwf.jpg
