As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
2020-07-27,6,5,-,Animal Crackers,Movie,Yes,"Jul 24, 2020",3,15
2020-07-27,7,6,-,The Kissing Booth,Movie,Yes,"May 11, 2020",3,11
2020-07-27,8,9,3,The Old Guard,Movie,Yes,"Jul 10, 2020",14,108
2020-07-27,9,10,5,Down to Earth with Zac Efron,TV Show,Yes,"Jul 10, 2020",17,101
2020-07-27,10,7,-,Ip Man 4: The Finale,Movie,,"Jul 21, 2020",5,22
2020-07-28,1,1,-,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",4,40
2020-07-28,2,5,-,Shameless,TV Show,,"Jun 30, 2016",2,15
2020-07-28,3,2,-,Fear City: New York vs. The…,TV Show,Yes,"Jul 22, 2020",6,53
2020-07-28,4,3,2,The Last Dance,TV Show,Yes,"Jul 19, 2020",9,71
2020-07-28,5,6,-,Animal Crackers,Movie,Yes,"Jul 24, 2020",4,21
2020-07-28,6,4,1,Cursed,TV Show,Yes,"Jul 17, 2020",11,96
2020-07-28,7,7,-,The Kissing Booth,Movie,Yes,"May 11, 2020",4,15
2020-07-28,8,9,4,Down to Earth with Zac Efron,TV Show,Yes,"Jul 10, 2020",18,104
2020-07-28,9,-,5,Dark Desire,TV Show,Yes,"Jul 15, 2020",12,57
2020-07-28,10,-,-,In the Dark,TV Show,,"Jul 5, 2019",3,4
2020-07-29,1,1,-,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",5,50
2020-07-29,2,2,-,Shameless,TV Show,,"Jun 30, 2016",3,24
2020-07-29,3,5,-,Animal Crackers,Movie,Yes,"Jul 24, 2020",5,29
2020-07-29,4,4,2,The Last Dance,TV Show,Yes,"Jul 19, 2020",10,78
2020-07-29,5,6,1,Cursed,TV Show,Yes,"Jul 17, 2020",12,102
2020-07-29,6,3,-,Fear City: New York vs. The…,TV Show,Yes,"Jul 22, 2020",7,58
2020-07-29,7,-,-,Last Chance U,TV Show,Yes,"Jul 29, 2016",1,4
2020-07-29,8,7,-,The Kissing Booth,Movie,Yes,"May 11, 2020",5,18
2020-07-29,9,9,4,Dark Desire,TV Show,Yes,"Jul 15, 2020",13,59
2020-07-29,10,10,10,In the Dark,TV Show,,"Jul 5, 2019",4,5
2020-07-30,1,2,-,Shameless,TV Show,,"Jun 30, 2016",4,34
2020-07-30,2,1,-,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",6,59
2020-07-30,3,7,-,Last Chance U,TV Show,Yes,"Jul 29, 2016",2,12
2020-07-30,4,4,2,The Last Dance,TV Show,Yes,"Jul 19, 2020",11,85
2020-07-30,5,3,-,Animal Crackers,Movie,Yes,"Jul 24, 2020",6,35
2020-07-30,6,5,1,Cursed,TV Show,Yes,"Jul 17, 2020",13,107
2020-07-30,7,6,3,Fear City: New York vs. The…,TV Show,Yes,"Jul 22, 2020",8,62
2020-07-30,8,8,-,The Kissing Booth,Movie,Yes,"May 11, 2020",6,21
2020-07-30,9,9,4,Dark Desire,TV Show,Yes,"Jul 15, 2020",14,61
2020-07-30,10,10,-,In the Dark,TV Show,,"Jul 5, 2019",5,6
2020-07-31,1,1,-,Shameless,TV Show,,"Jun 30, 2016",5,44
2020-07-31,2,2,-,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",7,68
2020-07-31,3,5,-,Animal Crackers,Movie,Yes,"Jul 24, 2020",7,43
2020-07-31,4,4,3,The Last Dance,TV Show,Yes,"Jul 19, 2020",12,92
2020-07-31,5,3,-,Last Chance U,TV Show,Yes,"Jul 29, 2016",3,18
2020-07-31,6,6,2,Cursed,TV Show,Yes,"Jul 17, 2020",14,112
2020-07-31,7,-,-,Transformers: War for Cyber…,TV Show,Yes,"Jul 30, 2020",1,4
2020-07-31,8,7,1,Fear City: New York vs. The…,TV Show,Yes,"Jul 22, 2020",9,65
2020-07-31,9,-,-,Zookeeper,Movie,,"Jul 26, 2020",1,2
2020-07-31,10,9,5,Dark Desire,TV Show,Yes,"Jul 15, 2020",15,62
2020-08-01,1,-,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",1,10
2020-08-01,2,1,-,Shameless,TV Show,,"Jun 30, 2016",6,53
2020-08-01,3,2,1,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",8,76
2020-08-01,4,3,7,Animal Crackers,Movie,Yes,"Jul 24, 2020",8,50
2020-08-01,5,4,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",13,98
2020-08-01,6,5,-,Last Chance U,TV Show,Yes,"Jul 29, 2016",4,23
2020-08-01,7,6,3,Cursed,TV Show,Yes,"Jul 17, 2020",15,116
2020-08-01,8,9,-,Zookeeper,Movie,,"Jul 26, 2020",2,5
2020-08-01,9,7,-,Transformers: War for Cyber…,TV Show,Yes,"Jul 30, 2020",2,6
2020-08-01,10,-,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",1,1
2020-08-02,1,1,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",2,20
2020-08-02,2,2,-,Shameless,TV Show,,"Jun 30, 2016",7,62
2020-08-02,3,3,1,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",9,84
2020-08-02,4,5,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",14,105
2020-08-02,5,4,5,Animal Crackers,Movie,Yes,"Jul 24, 2020",9,56
2020-08-02,6,6,-,Last Chance U,TV Show,Yes,"Jul 29, 2016",5,28
2020-08-02,7,8,-,Zookeeper,Movie,,"Jul 26, 2020",3,9
2020-08-02,8,10,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",2,4
2020-08-02,9,7,3,Cursed,TV Show,Yes,"Jul 17, 2020",16,118
2020-08-02,10,-,-,Moesha,TV Show,,"Aug 1, 2020",1,1
2020-08-03,1,1,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",3,30
2020-08-03,2,2,5,Shameless,TV Show,,"Jun 30, 2016",8,71
2020-08-03,3,-,-,Rogue Warfare: The Hunt,Movie,,"Aug 1, 2020",1,8
2020-08-03,4,4,3,The Last Dance,TV Show,Yes,"Jul 19, 2020",15,112
2020-08-03,5,3,1,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",10,90
2020-08-03,6,10,-,Moesha,TV Show,,"Aug 1, 2020",2,6
2020-08-03,7,8,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",3,8
2020-08-03,8,5,6,Animal Crackers,Movie,Yes,"Jul 24, 2020",10,59
2020-08-03,9,6,-,Last Chance U,TV Show,Yes,"Jul 29, 2016",6,30
2020-08-03,10,9,4,Cursed,TV Show,Yes,"Jul 17, 2020",17,119
2020-08-04,1,1,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",4,40
2020-08-04,2,2,2,Shameless,TV Show,,"Jun 30, 2016",9,80
2020-08-04,3,7,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",4,16
2020-08-04,4,4,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",16,119
2020-08-04,5,6,-,Moesha,TV Show,,"Aug 1, 2020",3,12
2020-08-04,6,5,1,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",11,95
2020-08-04,7,-,-,Latte & the Magic Waterstone,Movie,Yes,"Jul 31, 2020",1,4
2020-08-04,8,-,-,Immigration Nation,TV Show,Yes,"Aug 3, 2020",1,3
2020-08-04,9,3,-,Rogue Warfare: The Hunt,Movie,,"Aug 1, 2020",2,10
2020-08-04,10,8,5,Animal Crackers,Movie,Yes,"Jul 24, 2020",11,60
2020-08-05,1,1,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",5,50
2020-08-05,2,2,2,Shameless,TV Show,,"Jun 30, 2016",10,89
2020-08-05,3,8,-,Immigration Nation,TV Show,Yes,"Aug 3, 2020",2,11
2020-08-05,4,-,-,Malibu Rescue: The Next Wave,Movie,Yes,"Aug 3, 2020",1,7
2020-08-05,5,3,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",5,22
2020-08-05,6,4,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",17,124
2020-08-05,7,-,-,Jurassic Park,Movie,,"Aug 1, 2020",1,4
2020-08-05,8,5,-,Moesha,TV Show,,"Aug 1, 2020",4,15
2020-08-05,9,6,1,The Kissing Booth 2,Movie,Yes,"Jul 24, 2020",12,97
2020-08-05,10,7,-,Latte & the Magic Waterstone,Movie,Yes,"Jul 31, 2020",2,5
2020-08-06,1,1,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",6,60
2020-08-06,2,2,1,Shameless,TV Show,,"Jun 30, 2016",11,98
2020-08-06,3,-,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",1,8
2020-08-06,4,4,-,Malibu Rescue: The Next Wave,Movie,Yes,"Aug 3, 2020",2,14
2020-08-06,5,3,-,Immigration Nation,TV Show,Yes,"Aug 3, 2020",3,17
2020-08-06,6,7,-,Jurassic Park,Movie,,"Aug 1, 2020",2,9
2020-08-06,7,5,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",6,26
2020-08-06,8,-,-,Dennis the Menace,Movie,,"Aug 1, 2020",1,3
2020-08-06,9,6,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",18,126
2020-08-06,10,8,-,Moesha,TV Show,,"Aug 1, 2020",5,16
2020-08-07,1,1,-,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",7,70
2020-08-07,2,3,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",2,17
2020-08-07,3,-,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",1,8
2020-08-07,4,2,1,Shameless,TV Show,,"Jun 30, 2016",12,105
2020-08-07,5,8,-,Dennis the Menace,Movie,,"Aug 1, 2020",2,9
2020-08-07,6,6,-,Jurassic Park,Movie,,"Aug 1, 2020",3,14
2020-08-07,7,4,-,Malibu Rescue: The Next Wave,Movie,Yes,"Aug 3, 2020",3,18
2020-08-07,8,5,-,Immigration Nation,TV Show,Yes,"Aug 3, 2020",4,20
2020-08-07,9,7,-,Sugar Rush,TV Show,Yes,"Jul 13, 2018",7,28
2020-08-07,10,9,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",19,127
2020-08-08,1,1,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",8,80
2020-08-08,2,2,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",3,26
2020-08-08,3,3,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",2,16
2020-08-08,4,-,-,Work It,Movie,Yes,"Aug 7, 2020",1,7
2020-08-08,5,4,2,Shameless,TV Show,,"Jun 30, 2016",13,111
2020-08-08,6,-,-,Wizards: Tales of Arcadia,TV Show,Yes,"Aug 7, 2020",1,5
2020-08-08,7,-,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",1,4
2020-08-08,8,5,-,Dennis the Menace,Movie,,"Aug 1, 2020",3,12
2020-08-08,9,6,-,Jurassic Park,Movie,,"Aug 1, 2020",4,16
2020-08-08,10,10,5,The Last Dance,TV Show,Yes,"Jul 19, 2020",20,128
2020-08-09,1,1,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",9,90
2020-08-09,2,2,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",4,35
2020-08-09,3,3,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",3,24
2020-08-09,4,4,-,Work It,Movie,Yes,"Aug 7, 2020",2,14
2020-08-09,5,5,2,Shameless,TV Show,,"Jun 30, 2016",14,117
2020-08-09,6,6,-,Wizards: Tales of Arcadia,TV Show,Yes,"Aug 7, 2020",2,10
2020-08-09,7,7,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",2,8
2020-08-09,8,8,-,Dennis the Menace,Movie,,"Aug 1, 2020",4,15
2020-08-09,9,9,-,Jurassic Park,Movie,,"Aug 1, 2020",5,18
2020-08-09,10,10,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",21,129
2020-08-10,1,1,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",10,100
2020-08-10,2,2,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",5,44
2020-08-10,3,4,-,Work It,Movie,Yes,"Aug 7, 2020",3,22
2020-08-10,4,3,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",4,31
2020-08-10,5,5,2,Shameless,TV Show,,"Jun 30, 2016",15,123
2020-08-10,6,6,-,Wizards: Tales of Arcadia,TV Show,Yes,"Aug 7, 2020",3,15
2020-08-10,7,7,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",3,12
2020-08-10,8,8,-,Dennis the Menace,Movie,,"Aug 1, 2020",5,18
2020-08-10,9,9,-,Jurassic Park,Movie,,"Aug 1, 2020",6,20
2020-08-10,10,10,4,The Last Dance,TV Show,Yes,"Jul 19, 2020",22,130
2020-08-11,1,1,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",11,110
2020-08-11,2,-,-,The Lost Husband,Movie,,"Aug 10, 2020",1,9
2020-08-11,3,2,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",6,52
2020-08-11,4,3,-,Work It,Movie,Yes,"Aug 7, 2020",4,29
2020-08-11,5,4,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",5,37
2020-08-11,6,5,2,Shameless,TV Show,,"Jun 30, 2016",16,128
2020-08-11,7,6,-,Wizards: Tales of Arcadia,TV Show,Yes,"Aug 7, 2020",4,19
2020-08-11,8,7,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",4,15
2020-08-11,9,8,-,Dennis the Menace,Movie,,"Aug 1, 2020",6,20
2020-08-11,10,-,-,Game On: A Comedy Crossover…,TV Show,Yes,"Aug 10, 2020",1,1
2020-08-12,1,2,-,The Lost Husband,Movie,,"Aug 10, 2020",2,19
2020-08-12,2,1,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",12,119
2020-08-12,3,3,-,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",7,60
2020-08-12,4,5,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",6,44
2020-08-12,5,4,-,Work It,Movie,Yes,"Aug 7, 2020",5,35
2020-08-12,6,6,2,Shameless,TV Show,,"Jun 30, 2016",17,133
2020-08-12,7,10,-,Game On: A Comedy Crossover…,TV Show,Yes,"Aug 10, 2020",2,5
2020-08-12,8,7,-,Wizards: Tales of Arcadia,TV Show,Yes,"Aug 7, 2020",5,22
2020-08-12,9,8,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",5,17
2020-08-12,10,9,-,Dennis the Menace,Movie,,"Aug 1, 2020",7,21
2020-08-13,1,1,-,The Lost Husband,Movie,,"Aug 10, 2020",3,29
2020-08-13,2,2,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",13,128
2020-08-13,3,3,3,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",8,68
2020-08-13,4,4,-,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",7,51
2020-08-13,5,6,2,Shameless,TV Show,,"Jun 30, 2016",18,139
2020-08-13,6,5,-,Work It,Movie,Yes,"Aug 7, 2020",6,40
2020-08-13,7,9,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",6,21
2020-08-13,8,10,8,Dennis the Menace,Movie,,"Aug 1, 2020",8,24
2020-08-13,9,8,-,Wizards: Tales of Arcadia,TV Show,Yes,"Aug 7, 2020",6,24
2020-08-13,10,-,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",1,1
2020-08-14,1,1,-,The Lost Husband,Movie,,"Aug 10, 2020",4,39
2020-08-14,2,2,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",14,137
2020-08-14,3,10,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",2,9
2020-08-14,4,3,2,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",9,75
2020-08-14,5,4,3,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",8,57
2020-08-14,6,5,4,Shameless,TV Show,,"Jun 30, 2016",19,144
2020-08-14,7,-,-,(Un)Well,TV Show,Yes,"Aug 12, 2020",1,4
2020-08-14,8,6,-,Work It,Movie,Yes,"Aug 7, 2020",7,43
2020-08-14,9,7,-,Selling Sunset,TV Show,Yes,"Mar 22, 2019",7,23
2020-08-14,10,8,5,Dennis the Menace,Movie,,"Aug 1, 2020",9,25
2020-08-15,1,-,-,Project Power,Movie,Yes,"Aug 14, 2020",1,10
2020-08-15,2,1,-,The Lost Husband,Movie,,"Aug 10, 2020",5,48
2020-08-15,3,2,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",15,145
2020-08-15,4,3,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",3,16
2020-08-15,5,-,-,The Legend of Korra,TV Show,,"Aug 14, 2020",1,6
2020-08-15,6,5,3,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",9,62
2020-08-15,7,7,-,(Un)Well,TV Show,Yes,"Aug 12, 2020",2,8
2020-08-15,8,6,5,Shameless,TV Show,,"Jun 30, 2016",20,147
2020-08-15,9,-,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",1,2
2020-08-15,10,4,2,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",10,76
2020-08-16,1,1,-,Project Power,Movie,Yes,"Aug 14, 2020",2,20
2020-08-16,2,5,-,The Legend of Korra,TV Show,,"Aug 14, 2020",2,15
2020-08-16,3,2,-,The Lost Husband,Movie,,"Aug 10, 2020",6,56
2020-08-16,4,3,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",16,152
2020-08-16,5,4,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",4,22
2020-08-16,6,9,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",2,7
2020-08-16,7,7,-,(Un)Well,TV Show,Yes,"Aug 12, 2020",3,12
2020-08-16,8,10,2,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",11,79
2020-08-16,9,8,5,Shameless,TV Show,,"Jun 30, 2016",21,149
2020-08-16,10,6,3,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",10,63
2020-08-17,1,1,-,Project Power,Movie,Yes,"Aug 14, 2020",3,30
2020-08-17,2,2,-,The Legend of Korra,TV Show,,"Aug 14, 2020",3,24
2020-08-17,3,3,-,The Lost Husband,Movie,,"Aug 10, 2020",7,64
2020-08-17,4,4,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",17,159
2020-08-17,5,6,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",3,13
2020-08-17,6,5,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",5,27
2020-08-17,7,7,-,(Un)Well,TV Show,Yes,"Aug 12, 2020",4,16
2020-08-17,8,9,5,Shameless,TV Show,,"Jun 30, 2016",22,152
2020-08-17,9,8,2,Worldâs Most Wanted,TV Show,Yes,"Aug 5, 2020",12,81
2020-08-17,10,10,4,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",11,64
2020-08-18,1,1,-,Project Power,Movie,Yes,"Aug 14, 2020",4,40
2020-08-18,2,2,-,The Legend of Korra,TV Show,,"Aug 14, 2020",4,33
2020-08-18,3,4,1,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",18,167
2020-08-18,4,5,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",4,20
2020-08-18,5,6,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",6,33
2020-08-18,6,3,2,The Lost Husband,Movie,,"Aug 10, 2020",8,69
2020-08-18,7,7,-,(Un)Well,TV Show,Yes,"Aug 12, 2020",5,20
2020-08-18,8,8,6,Shameless,TV Show,,"Jun 30, 2016",23,155
2020-08-18,9,10,5,The Seven Deadly Sins,TV Show,Yes,"Nov 1, 2015",12,66
2020-08-18,10,-,-,Glow Up,TV Show,Yes,"Dec 6, 2019",1,1
2020-08-19,1,1,-,Project Power,Movie,Yes,"Aug 14, 2020",5,50
2020-08-19,2,2,-,The Legend of Korra,TV Show,,"Aug 14, 2020",5,42
2020-08-19,3,3,2,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",19,175
2020-08-19,4,4,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",5,27
2020-08-19,5,5,-,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",7,39
2020-08-19,6,6,1,The Lost Husband,Movie,,"Aug 10, 2020",9,74
2020-08-19,7,7,-,(Un)Well,TV Show,Yes,"Aug 12, 2020",6,24
2020-08-19,8,8,6,Shameless,TV Show,,"Jun 30, 2016",24,158
2020-08-19,9,-,-,The Game,TV Show,,"Sep 15, 2014",1,2
2020-08-19,10,10,-,Glow Up,TV Show,Yes,"Dec 6, 2019",2,2
2020-08-20,1,1,-,Project Power,Movie,Yes,"Aug 14, 2020",6,60
2020-08-20,2,2,-,The Legend of Korra,TV Show,,"Aug 14, 2020",6,51
2020-08-20,3,3,2,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",20,183
2020-08-20,4,4,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",6,34
2020-08-20,5,5,10,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",8,45
2020-08-20,6,-,-,High Score,TV Show,Yes,"Aug 19, 2020",1,5
2020-08-20,7,6,1,The Lost Husband,Movie,,"Aug 10, 2020",10,78
2020-08-20,8,9,-,The Game,TV Show,,"Sep 15, 2014",2,5
2020-08-20,9,8,5,Shameless,TV Show,,"Jun 30, 2016",25,160
2020-08-20,10,-,-,Drunk Parents,Movie,,"Aug 17, 2020",1,1
2020-08-21,1,1,-,Project Power,Movie,Yes,"Aug 14, 2020",7,70
2020-08-21,2,2,-,The Legend of Korra,TV Show,,"Aug 14, 2020",7,60
2020-08-21,3,3,2,The Umbrella Academy,TV Show,Yes,"Feb 15, 2019",21,191
2020-08-21,4,4,-,Teenage Bounty Hunters,TV Show,Yes,"Aug 14, 2020",7,41
2020-08-21,5,6,-,High Score,TV Show,Yes,"Aug 19, 2020",2,11
2020-08-21,6,5,3,Mr. Peabody & Sherman,Movie,,"Aug 11, 2020",9,50
2020-08-21,7,10,-,Drunk Parents,Movie,,"Aug 17, 2020",2,5
2020-08-21,8,8,-,The Game,TV Show,,"Sep 15, 2014",3,8
2020-08-21,9,7,1,The Lost Husband,Movie,,"Aug 10, 2020",11,80
2020-08-21,10,9,6,Shameless,TV Show,,"Jun 30, 2016",26,161
