age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
89,1926,,September,2015, footballer (Brentford),Ken Horne,English,5
87,1928, Alzheimer's disease,September,2015, ice hockey player Olympic silver medalist (1952),John Noah,American,2
74,1941,,September,2015, member of the French National Assembly for VendÃ©e (1988â€“2012),Jean-Luc PrÃ©el,French,2
91,1924,,September,2015, Bishop of Stafford (1979â€“1987),John Waller,British,5
63,1952, heart attack,September,2015, Zealand musician and songwriter (Hello Sailor),Graham Brazier,New,8
82,1933,,September,2015, Olympic bronze medalist (1960),Antonio Ciciliano,Italian,2
93,1922, radio personality and author,September,2015, silent film actress (Our Gang),Jean Darling,American,9
85,1930, stroke,September,2015, politician member of the Oregon House of Representatives (1977â€“1999),Eldon Johnson,American,4
80,1935, heart attack,September,2015, actress and comedian (Going Places Get Out Your Handkerchiefs),Sylvie Joly,French,1
81,1934,,September,2015, The Eiger Sanction),Warren Murphy,American,5
80,1935,,September,2015, British trombonist (The Specials),Rico Rodriguez,Cuban-born,8
88,1927,,September,2015, Chief Minister of Goa (1993â€“1994 1998),Wilfred de Souza,Indian,5
69,1946,,September,2015, member of the Legislative Assembly of Saskatchewan (1982â€“1986),Duane Weiman,Canadian,2
82,1933,,September,2015, country singer (The Lumberjack),Hal Willis,Canadian,2
96,1919,,September,2015, footballer (Juventus F,Antonio Dalmonte,Italian,1
93,1922,,September,2015, Major League Baseball broadcaster (Houston Astros),Gene Elston,American,2
66,1949, esophageal cancer,September,2015, singer (Sha Na Na) actor movie studio executive and law professor,Dennis Greene,American,1
82,1933, chronic empyema,September,2015, Japanese businessman (Fuji Xerox),Yotaro Kobayashi,English-born,2
90,1925,,September,2015, Governor of ParÃ¡ (1966â€“1971 1979â€“1983),Alacid Nunes,Brazilian,3
79,1936,,September,2015, bodybuilder and actor (Samson The Rebel Gladiators Hercules Against the Moon Men),Alan Steel,Italian,2
85,1930,,September,2015, Illinois (1969â€“2007),Chester Stranczek,American,10
69,1946, stroke,September,2015, Samoan literacy advocate First Lady (1997â€“2003),Fagaoalii Satele Sunia,American,6
80,1935,,September,2015, Archbishop of Keewatinâ€“Le Pas (1986â€“2006),Peter Alfred Sutton,Canadian,1
69,1946, polycystic kidney disease,September,2015, politician member (1996â€“2004) and President (2003â€“2004) of the Maine Senate,Beverly Daggett,American,5
20,1995, fall,September,2015, canoeist European kayaking champion (2012),Bastien Damiens,French,1
88,1927,,September,2015, footballer (MalmÃ¶ FF),Ã…ke Hansson,Swedish,3
54,1961, liver disease,September,2015, footballer (Dundee United Manchester United),Ralph Milne,Scottish,87
83,1932, heart failure,September,2015, actor (Adam-12 Route 66 Sweet Smell of Success),Martin Milner,American,20
89,1926,,September,2015, baseball player (Chicago Cubs St,Barney Schultz,American,6
90,1925,,September,2015, fighter pilot (Tuskegee Airmen),Calvin J. Spann,American,9
65,1950,,September,2015, Lieutenant Governor of Guernsey (since 2011),Peter Walker,British,8
61,1954,,September,2015, Senator (since 2013),Jorge Alberto GarramuÃ±o,Argentine,2
93,1922,,September,2015, Olympic sprinter (1948),George Guida,American,4
79,1936,,September,2015, member of the Victorian Legislative Assembly for Frankston (1982â€“1985) and Frankston North (1985â€“1992),Jane Hill,Australian,6
89,1926,,September,2015, child actor (Our Gang Sergeant York Oliver Twist),Dickie Moore,American,12
73,1942,,September,2015, Olympic bronze medalist (1964),Willi Fuggerer,German,5
73,1942,,September,2015, Olympic bronze medalist (1972),Ferenc Kiss,Hungarian,3
83,1932,,September,2015, British actress (Dr,Bettina Le Beau,Belgian-born,5
60,1955,,September,2015, MP (1991â€“1994),Peeter Luksep,Swedish,2
27,1988, accidental drug overdose,September,2015, football player (New York Giants),Tyler Sash,American,9
83,1932,,September,2015, Provost of Wakefield (1982â€“1997),John Allen,British,7
86,1929,,September,2015, member of the Washington House of Representatives (1991â€“1995),Lane Bray,American,4
50,1965, colorectal cancer,September,2015, businessman (BlackRock),Charles Hallac,American,3
91,1924,,September,2015, actor (Young Doctor Malone Fail Safe Family Business),John Connell,American,3
83,1932,,September,2015, actor (I Vitelloni I Vinti),Franco Interlenghi,Italian,2
88,1927, heart attack,September,2015, military officer leader of South Lebanon Army (1984â€“2000),Antoine Lahad,Lebanese,1
87,1928,,September,2015, member of the Victorian Legislative Council (1970â€“1982),Vernon Hauser,Australian,1
88,1927,,September,2015, member of the Louisiana House of Representatives for Tangipahoa Parish (1972â€“1996),Dennis Paul Hebert,American,6
48,1967, lung cancer,September,2015, basketball player (Iowa Hawkeyes Atlanta Hawks Denver Nuggets),Roy Marble,American,4
80,1935, multisystem failure,September,2015, agent of DirecciÃ_n de Inteligencia Nacional head of Villa Grimaldi convicted of crimes against humanity (Caravan of Death),Marcelo Moren Brito,Chilean,2
88,1927,,September,2015, football player and coach (Rosenborg BK),Knut NÃ_ss,Norwegian,4
53,1962, plane crash,September,2015, helicopter pilot and aerial film operator (Transformers Star Trek Jurassic World),Alan Purwin,American,31
88,1927, complications of kidney failure,September,2015, theater critic and film distributor (Janus Films),William J. Becker,American,2
86,1929,,September,2015, Olympic cross-country skier (1952),Arrigo Delladio,Italian,2
87,1928,,September,2015, Regius Professor of Hebrew at Cambridge University (1968â€“1995),John Emerton,British,6
81,1934,,September,2015, footballer (Barnsley Leyton Orient Queens Park Rangers),Malcolm Graham,English,3
53,1962, traffic collision,September,2015, American sound editor (The X-Files Lost Starship Troopers),Maciek Malish,Polish-born,4
84,1931,,September,2015, member of the Tennessee House of Representatives (1976â€“2000),Bill H. McAfee,American,3
56,1959, cancer,September,2015, bassist (The Damned),Bryn Merrick,Welsh,3
98,1917,,September,2015, baseball player (Philadelphia Phillies) and coach (Pittsburgh Pirates),Al Monchak,American,3
56,1959, heart attack,September,2015, army officer and politician Chief of Defence Forces (2003â€“2013) Minister of Internal Affairs (since 2013),Aronda Nyakairima,Ugandan,7
80,1935,,September,2015, footballer (Sheffield Wednesday),Ron Springett,English,6
88,1927,,September,2015, Mayor of Wellington (1986â€“1992),Sir James Belich,New,4
91,1924,,September,2015, baseball player (AAGPBL) (1946â€“1951),Erma Bergmann,American,7
84,1931,,September,2015, cricketer (Yorkshire Somerset England),Brian Close,English,38
91,1924,,September,2015, baseball player (AAGPBL),Jane Jacobs,American,10
60,1955, atherosclerosis,September,2015, Hall of Fame basketball player (Philadelphia 76ers Houston Rockets),Moses Malone,American,84
83,1932, cricket player (Gloucestershire) and umpire,September,2015, footballer (Bristol Rovers Bristol City Plymouth Argyle),Barrie Meyer,English,3
86,1929,,September,2015, ice hockey player (Buffalo Bisons),Gord Pennell,Canadian,2
65,1950,,September,2015, guitarist and songwriter (REO Speedwagon),Gary Richrath,American,6
100,1915,,September,2015, winner of the Pulitzer Prize for General Non-Fiction (1981),Carl Emil Schorske,American,11
54,1961,,September,2015, footballer (Vasco),Vivinho,Brazilian,4
38,1977,,September,2015, drummer (Bolt Thrower),Martin Kearns,British,2
77,1938,,September,2015, footballer (Huddersfield Town Oldham Athletic Mansfield Town),Bob Ledger,English,2
84,1931,,September,2015, football player (Washington Redskins Green Bay Packers Pittsburgh Steelers),Steve Meilinger,American,2
65,1950,,September,2015, Commander of the Republic of Serbian Krajina Army (1992â€“1994),Mile NovakoviÄ‡,Serbian,8
79,1936, MPP of Ontario (1975â€“1995)[238],September,2015, politician,Hugh O'Neil,Canadian,12
65,1950, heart attack,September,2015, politician Member of the European Parliament (2009â€“2014) journalist and editor (RomÃ¢nia LiberÄƒ AGERPRES),Corneliu Vadim Tudor,Romanian,25
67,1948,,September,2015, Olympic silver medallist (1976),Keith Remfry,British,1
87,1928,,September,2015, Coordinating Minister for Economic Affairs (1983â€“1988),Ali Wardhana,Indonesian,1
89,1926, complications from Alzheimer's disease,September,2015, politician and military historian member of the Knesset (1974â€“1980),Meir Pa'il,Israeli,3
86,1929,,September,2015, footballer (Aston Villa Preston North End),Tommy Thompson,English,5
73,1942, traffic collision,September,2015, Zealand rugby union player (Auckland Wellington Hawke's Bay national team),Ian Uttley,New,4
81,1934,,September,2015, actor (In the Zone of Special Attention),Mihai Volontir,Moldovan,1
64,1951, cancer,September,2015, baseball player (Chicago White Sox),Randy Wiles,American,2
73,1942,,September,2015, Lieutenant Governor (1983â€“1987),Julio Brady,U.S.,12
79,1936,,September,2015, Olympic gold medalist (1960),Bob Cleary,American,1
90,1925,,September,2015, Governor of the Chickasaw Nation (1963â€“1987),Overton James,American,6
75,1940,,September,2015, guitarist (Bo Diddley),Peggy Jones,American,10
83,1932,,September,2015, Olympic champion (1956),Kurt Oppelt,Austrian,8
79,1936,,September,2015, soccer coach (Connecticut Huskies),Joe Morrone,American,1
45,1970,,September,2015, Olympic racing cyclist (1992 2000),Valeria Cappellotto,Italian,2
29,1986, brain cancer,September,2015, hurler (Tipperary),Eddie Connolly,Irish,3
90,1925,,September,2015, football manager (Bayern Munich),Dettmar Cramer,German,1
73,1942,,September,2015, baseball player (San Francisco Giants),Bobby Etheridge,American,2
88,1927,,September,2015, Hall of Fame sportscaster (Houston Astros),Milo Hamilton,American,15
92,1923,,September,2015, screenwriter (Sunset Boulevard),D. M. Marshman Jr.,American,6
95,1920,,September,2015, poet and film director (A Season in Hell),Nelo Risi,Italian,7
85,1930,,September,2015, Archbishop of Lucca (1991â€“2005),Bruno Tommasi,Italian,1
55,1960, colorectal cancer,September,2015, visual effects and film producer (The Lord of the Rings: The Fellowship of the Ring X-Men),Nancy Bernstein,American,2
60,1955, suicide by hanging,September,2015, footballer (Universidad de Chile national team) and commentator,Eduardo Bonvallet,Chilean,6
87,1928,,September,2015, football player (St Kilda),Jim Ross,Australian,1
42,1973, suicide by hanging,September,2015, film and television director (Demon Medics),Marcin Wrona,Polish,6
79,1936, cancer,September,2015, judge member of the Supreme Court (1992â€“2006),Mishael Cheshin,Israeli,7
87,1928,,September,2015, Archbishop of Salzburg (1989â€“2002),Georg Eder,Austrian,1
49,1966, suicide by gunshot to head,September,2015, ice hockey player (St. Louis Blues Montreal Canadiens Mighty Ducks of Anaheim),Todd Ewen,Canadian,4
76,1939, kidney failure,September,2015, sultan Regent of Sulu (since 2001),Ismael Kiram II,Philippine,7
77,1938,,September,2015, football player (Boston Patriots),Bill Larson,American,2
93,1922, pneumonia,September,2015, politician Minister of Finance (2001â€“2003),Masajuro Shiokawa,Japanese,4
35,1980, heart attack,September,2015, baseball player (Baltimore Orioles),Walter Young,American,9
82,1933,,September,2015, film director (My Name Is Shanghai Joe The Terror of Rome Against the Son of Hercules),Mario Caiano,Italian,1
75,1940, cardiac arrest,September,2015, cricket official President of International Cricket Council (1997â€“2000) and Board of Control for Cricket in India (2001â€“2004),Jagmohan Dalmiya,Indian,33
75,1940,,September,2015, Bishop of Pescia (since 1993),Giovanni De Vivo,Italian,1
87,1928,,September,2015, playwright and actor (Adventures of Superman),Jack Larson,American,10
67,1948,,September,2015, trumpet player and singer (The Bar-Kays),Ben Cauley,American,7
77,1938,,September,2015, Wisconsin Supreme Court justice (since 1996),N. Patrick Crooks,American,15
63,1952, lung cancer,September,2015, basketball player Olympic champion (1972),Ivan Dvorny,Russian,2
84,1931,,September,2015, Bishop of Superior (1985â€“2007),Raphael Michael Fliss,American,4
71,1944, cancer,September,2015, politician member of the Illinois House of Representatives (since 2006),Esther Golar,American,5
88,1927,,September,2015, Australian animation producer and director (The Adventures of Blinky Bill),Yoram Gross,Polish-born,7
66,1949,,September,2015, Olympic champion (1976),Vasily Ilyin,Russian,3
53,1962, cancer,September,2015, politician Minister of Energy and Natural Resources (2001â€“2014),Armen Movsisyan,Armenian,3
75,1940,,September,2015, Minister of Defence (2008â€“2011),Costas Papacostas,Cypriot,5
74,1941,,September,2015, Carolina Panthers),Richard Williamson,American,3
90,1925, member of 13 World Series championship teams,September,2015, Hall of Fame baseball player and manager (New York Yankees New York Mets),Yogi Berra,American,84
86,1929, member of the Louisiana State Senate (1968â€“1972)[361],September,2015, lawyer and politician,Joe LeSage,American,8
78,1937, esophageal cancer,September,2015, politician member of the U.S. House of Representatives for Nevada at-large (1975â€“1983),James David Santini,American,1
57,1958,,September,2015, optical illusion collector and sceptic,Al Seckel,American,25
77,1938, cancer,September,2015, stuntman and actor (Doctor Who The Italian Job),Derek Ware,British,2
75,1940,,September,2015, actor (Solas),Carlos ÃÅlvarez-NÃ_voa,Spanish,
87,1928,,September,2015, Olympic silver medalist (1952),Tor Arneberg,Norwegian,2
70,1945,,September,2015, footballer (Hajduk Split),Dragan Holcer,Croatian,3
62,1953,,September,2015, Soviet footballer (CSKA),Aleksandr Kolpovski,Russian,
85,1930,,September,2015, Hindu monk and teacher (Arsha Vidya Gurukulam),Dayananda Saraswati,Indian,33
72,1943,,September,2015, High Court judge (1991â€“2015),Paul Carney,Irish,7
47,1968, Hajj stampede,September,2015, politician Member of National Assembly (2002â€“2008),Assad Murtaza Gilani,Pakistani,4
67,1948,,September,2015, pagan author and editor (The Cauldron),Michael Howard,British,21
94,1921,,September,2015, author (Pumuckl),Ellis Kaut,German,4
75,1940,,September,2015, Vice Chief of the Defence Staff (1993â€“1995),Patrick O'Donnell,Canadian,4
36,1979, bone cancer,September,2015, actor (Watatatow October 1970),Hugo St-Cyr,Canadian,8
100,1915,,September,2015, cricketer (New South Wales),Harold Stapleton,Australian,7
72,1943, osteosarcoma,September,2015, baseball player (California Angels),Ed Sukla,American,
73,1942,,September,2015, Bishop of Azogues (since 2004),Carlos Anibal Altamirano ArgÃ_ello,Ecuadorian,1
79,1936,,September,2015, Bishop of Vigevano (2000â€“2011),Claudio Baggini,Italian,1
76,1939,,September,2015, basketball player (Atlanta Hawks Golden State Warriors),Bill Bridges,American,4
79,1936,,September,2015, member of Indiana House of Representatives (1972â€“2012),Bill Crawford,American,1
86,1929,,September,2015, Supreme Allied Commander Europe (1987â€“1992),John Galvin,American,5
59,1956,,September,2015, basketball player (New Orleans Jazz) and college coach (Southern University),Tommie Green,American,1
70,1945,,September,2015, footballer (Skeid VÃ¥lerenga),Terje Gulbrandsen,Norwegian,1
71,1944,,September,2015, Major League Baseball player (Cleveland Indians Atlanta Braves),Tom Kelley,American,5
81,1934,,September,2015, Ambassador to Greece (1987â€“1994),Hugo GutiÃ©rrez Vega,Mexican,3
67,1948,,September,2015, Olympic fencer (1972),Morten Krogh,Norwegian,3
78,1937,,September,2015, footballer (Workington Reds Wolverhampton Wanderers),Joe Wilson,English,2
28,1987, namesake of the Zabeel Classic,September,2015, Zealand racehorse leading sire in Australia (1998â€“1999) and New Zealand (1998â€“2001),Zabeel,New,3
91,1924, physician and author,September,2015, Marine (1941â€“1945),Sidney Phillips,American,9
92,1923,,September,2015, cricketer (Kent England),Fred Ridgway,English,9
73,1942, cancer,September,2015, politician Governor of Jharkhand (2011â€“2015) and Manipur (2015),Syed Ahmed,Indian,7
75,1940,,September,2015, saxophonist (The Crusaders) and session bassist (Motown),Wilton Felder,American,6
89,1926, heart attack,September,2015, film director and producer (The Towering Inferno King Kong Shaft in Africa),John Guillermin,British,24
100,1915, journalist and partisan,September,2015, politician President of the Chamber of Deputies (1976â€“1979),Pietro Ingrao,Italian,5
86,1929,,September,2015," singer (""If I Give My Heart to You"") and actress",Denise Lor,American,6
93,1922,,September,2015, newspaper publisher (The Oregonian),Fred Stickel,American,2
85,1930, journalist and commentator,September,2015, cricketer (Northamptonshire England),Frank Tyson,English,53
73,1942, cancer,September,2015, admiral Vice-Chief of the Defence Staff (1997â€“2001),Sir Peter Abbott,British,9
35,1980, leukemia,September,2015, slalom canoer European champion (2008 2011),Claudia BÃ_r,German,1
71,1944, cancer,September,2015, actress and production assistant (Twin Peaks Star Trek II: The Wrath of Khan Eraserhead),Catherine E. Coulson,American,8
57,1958,,September,2015, baseball player (Los Angeles Dodgers New York Mets),Carlos Diaz,American,6
76,1939,,September,2015," singer (""Sea Cruise"")",Frankie Ford,American,9
84,1931, county mayor of Sogn og Fjordane,September,2015, politician,Sjur Hopperstad,Norwegian,1
89,1926,,September,2015, Governor of South Dakota (1993â€“1995),Walter Dale Miller,American,8
76,1939,,September,2015, footballer (Real Madrid),Ignacio Zoco,Spanish,5
83,1932,,September,2015, director of General Intelligence Directorate (2001â€“2005),Nawwaf bin Abdulaziz Al Saud,Saudi,27
72,1943,,September,2015, Olympic football player (1964) and coach (BacÄƒu),Sorin Avram,Romanian,2
78,1937,,September,2015, football player (Saskatchewan Roughriders),Al Benecick,American,2
72,1943,,September,2015, historian and archivist (Barnet Museum),Gillian Gear,English,4
96,1919,,September,2015, cell biologist and WW2 veteran (442nd Regiment),Susumu Ito,American,13
81,1934,,September,2015, Lieutenant Governor of Andaman and Nicobar Islands (2004â€“2006),Ram Kapse,Indian,3
81,1934,,September,2015, literary critic and journalist (Der Spiegel),Hellmuth Karasek,German,7
86,1929,,September,2015, ice hockey player (Toronto Maple Leafs),Gilles Mayer,Canadian,2
71,1944, cancer,September,2015, actress (Petticoat Junction),Pat Woodell,American,8
83,1932, emphysema,September,2015," saxophonist (""Just the Way You Are"")",Phil Woods,American,4
27,1988, shot,September,2015, voice actor (Harry Potter) and policeman,Caio CÃ©sar,Brazilian,5
91,1924,,September,2015, Family and Health (1976â€“1982),Antje Huber,German,1
54,1961, brain cancer,September,2015, footballer (AZ Vitesse Arnhem),Rick Talan,Dutch,7
54,1961, brain cancer,September,2015, footballer (AZ Vitesse Arnhem),Rick Talan,Dutch,7
100,1915, member of the U,October,2015, politician,Don Edwards,American,5
73,1942, cancer,October,2015, broadcaster (CJOH),Max Keeping,Canadian,18
82,1933,,October,2015, Deputy Prime Minister (1970),StanisÅ‚aw KocioÅ‚ek,Polish,4
86,1929,,October,2015, baseball player (Chicago Cubs Philadelphia Phillies),Cal Neeman,American,2
30,1985, heart attack,October,2015, footballer (Persepolis),Hadi Norouzi,Iranian,7
68,1947, heart attack,October,2015, politician member of the House of Representatives (1992â€“2001),Angelito Sarmiento,Filipino,5
67,1948, dementia,October,2015, footballer (Motherwell),Joe Wark,Scottish,3
65,1950, cancer,October,2015, Druze academic and poet Ambassador to Norway (2012â€“2014),Naim Araidi,Israeli,7
69,1946, cancer,October,2015, cricketer (West Indies),Steve Camacho,Guyanese,2
78,1937,,October,2015, President (1985â€“1988),Eric Arturo Delvalle,Panamanian,10
89,1926,,October,2015, Auxiliary Bishop of Bombay (1980â€“2000),Ferdinand Joseph Fonseca,Indian,1
86,1929,,October,2015, dramatist (Philadelphia Here I Come! Dancing at Lughnasa Translations),Brian Friel,Irish,41
73,1942,,October,2015, Minister of Economy and Public Finances (2001),Rodolfo Frigeri,Argentine,1
69,1946,,October,2015, footballer (Dynamo Kyiv),Serhiy Krulykovskyi,Ukrainian,1
53,1962,,October,2015, State Minister of Industry (since 2011),James Mutende,Ugandan,5
92,1923,,October,2015, coach and manager (Arsenal 'A'),Johnny Paton,Scottish,13
100,1915, oversaw the clean up of Kosmos 954,October,2015, bureaucrat Director of the Nuclear Safety Commission (1975â€“1978),Alan Prince,Canadian,1
90,1925,,October,2015, baseball player (Boston Braves),Hal Schacker,American,1
70,1945, cancer,October,2015, magazine editor (Model Railroader),Andy Sperandeo,American,2
78,1937,,October,2015, MP (1989â€“2004),A. R. M. Abdul Cader,Sri,5
98,1917, heart attack,October,2015, politician Secretary of State for Defence (1964â€“1970) Chancellor of the Exchequer (1974â€“1979),Denis Healey,British,55
84,1931,,October,2015, ice hockey player (New Haven Blades Nashville Dixie Flyers),Lloyd Hinchberger,Canadian,1
90,1925,,October,2015, Justice of the Supreme Court (1986â€“1989),Javed Iqbal,Pakistani,5
78,1937, heart failure,October,2015, lawyer and politician member of Parliament (1984â€“1988),Stewart McInnes,Canadian,7
81,1934, heart attack,October,2015, actress (Archie Bunker's Place),Barbara Meek,American,3
57,1958, liver cancer,October,2015, footballer Olympic silver medalist (1984),JoÃ£o Leithardt Neto,Brazilian,2
88,1927,,October,2015, Governor of Jambi (1979â€“1989),Masjchun Sofwan,Indonesian,
77,1938,,October,2015, Mayor of Ohakune (1981â€“1988),William Taylor,New,4
58,1957, cancer,October,2015, businessman (Petrobras) and politician Senator (since 1994),JosÃ© Eduardo Dutra,Brazilian,1
69,1946, cancer,October,2015, politician Minister for Ecclesiastical Affairs (2001â€“2005) member of Folketinget (1994â€“2005),Tove Fergo,Danish,1
41,1974, fall,October,2015, AFL football player (Geelong),Daniel Fletcher,Australian,2
74,1941, cancer,October,2015, academic President of Rice University (1993â€“2004),S. Malcolm Gillis,American,7
46,1969, beaten,October,2015, footballer (Independiente),Juan Carlos IbÃ¡Ã±ez,Argentine,2
71,1944,,October,2015, Mayor of Larne (1984â€“1985),Jack McKee,Northern,13
81,1934,,October,2015, film producer (Sankarabharanam),Edida Nageswara Rao,Indian,6
85,1930,,October,2015, Minister of Defence (1981â€“1986),Job de Ruiter,Dutch,1
76,1939,,October,2015, CFL player (Edmonton Eskimos),Jim Thomas,American,6
67,1948,,October,2015, basketball player (Phoenix Suns New Orleans Jazz New York Knicks),Neal Walk,American,5
82,1933, cardiac arrest,October,2015, politician MP for Eden-Monaro (1972â€“1975),Bob Whan,Australian,2
68,1947,,October,2015, Olympic bronze medalist (1972),Oganes Zanazanyan,Greek-born,
65,1950, suicide,October,2015, film director (Jeanne Dielman 23 quai du Commerce 1080 Bruxelles),Chantal Akerman,Belgian,26
84,1931, prostate cancer,October,2015, boxer and actor (The Sopranos Goodfellas),Frank Albanese,American,1
88,1927, heart attack,October,2015, politician Senator (2001â€“2013),Joker Arroyo,Filipino,12
73,1942, leukemia,October,2015, film producer (Good Morning Vietnam Throw Momma From the Train Ride Along),Larry Brezner,American,6
82,1933, dementia,October,2015, Zealand broadcaster (Late Night Line-Up),Michael Dean,New,1
81,1934,,October,2015, footballer (Juventus),Flavio Emoli,Italian,
67,1948, cancer,October,2015, author (Kurt Wallander),Henning Mankell,Swedish,47
82,1933,,October,2015, TD for Kerry South (1966â€“1997),John O'Leary,Irish,4
69,1946, lung cancer,October,2015, actor (Police Academy Mary Hartman Mary Hartman),Andrew Rubin,American,4
72,1943, cancer,October,2015, Olympic ice hockey player (1964),Peter Wespi,Swiss,2
66,1949, colorectal cancer,October,2015, actor and producer (Old Yeller Pete's Dragon Sons of Anarchy),Kevin Corcoran,American,6
97,1918,,October,2015, President of History of Science Society (1965â€“1966),Charles Coulston Gillispie,American,6
93,1922,,October,2015, President (1990â€“2000),ÃÅrpÃ¡d GÃ¶ncz,Hungarian,158
73,1942,,October,2015," pop and country singer (""Down in the Boondocks"" ""Cherry Hill Park"" ""Burned Like a Rocket"")",Billy Joe Royal,American,8
97,1918,,October,2015, President of the Academy of Motion Picture Arts and Sciences (1983â€“1985),Gene Allen,American,5
63,1952, leukemia,October,2015, footballer (Valenciennes Strasbourg Bordeaux),Dominique Dropsy,French,9
88,1927, complications from surgery,October,2015, Hall of Fame basketball player (New York Knicks Detroit Pistons) and coach (New York Knicks St. Louis Hawks),Harry Gallatin,American,18
97,1918,,October,2015, international editor of The Hollywood Reporter (1992â€“2008),Hy Hollinger,American,3
87,1928,,October,2015, writer and editor (Dalesman),W. R. Mitchell,British,10
94,1921,,October,2015, member of the Delaware House of Representatives (1956â€“1958 1978â€“2002),Charles P. West,American,2
88,1927,,October,2015, City Commissioner (1976â€“1988),Helen Wilkes,American,5
86,1929,,October,2015, Zealand rugby union player (Southland national team),Arthur Woods,New,1
67,1948, complications from surgery,October,2015, Anglican prelate Bishop of Dunwich (1999â€“2013),Clive Young,British,10
65,1950, heart attack,October,2015, Iroijlaplap and politician President of the Marshall Islands (2009â€“2012),Jurelang Zedkaia,Marshallese,8
89,1926, Alzheimer's disease,October,2015, character actor (Please Sir!),Richard Davies,Welsh,3
94,1921,,October,2015, member of the Newfoundland House of Assembly for Port de Grave (1962â€“1971 1975â€“1979),Eric Dawe,Canadian,6
64,1951,,October,2015," singer-songwriter (""I Should Have Known Better"")",Jim Diamond,Scottish,14
76,1939,,October,2015, football player (Baltimore Colts),Tom Goode,American,9
75,1940, pneumonia,October,2015, football coach (Green Bay Packers Indianapolis Colts),Lindy Infante,American,12
75,1940,,October,2015, recipient of the Order of Agricultural Merit (1980),Paul Prudhomme,American,30
72,1943,,October,2015, television presenter (Antiques Roadshow),Hugh Scully,British,8
86,1929,,October,2015, member of the New Jersey Senate (1973â€“1978),Stephen B. Wiley,American,15
88,1927,,October,2015, radio personality (KWKH) and advertising executive,Louise Alley,American,10
84,1931,,October,2015, entrepreneur and winemaker (Silver Oak Cellars),Ray Duncan,American,16
40,1975, stroke,October,2015, rapper (Three 6 Mafia),Koopsta Knicca,American,8
62,1953, cancer,October,2015, basketball player (UCLA Milwaukee Bucks),Dave Meyers,American,18
66,1949,,October,2015, musician (Brownsville Station) and producer,Bruce Nazarian,American,10
86,1929,,October,2015, Principal of Queen's University (1974â€“1984),Ronald Lampman Watts,Canadian,2
73,1942, heart attack,October,2015, diplomat Ambassador to Peru (1993â€“1996) Haiti (1989â€“1992) and Djibouti (1983â€“1985),Alvin P. Adams Jr.,American,8
29,1986, cancer,October,2015, footballer (York City),Kane Ashcroft,English,1
61,1954,,October,2015, baseball player (Boston Red Sox Oakland Athletics),Garry Hancock,American,3
84,1931,,October,2015, Nobel Laureate in Chemistry (2010),Richard F. Heck,American,24
66,1949, sepsis,October,2015, saxophonist (The Stooges),Steve Mackay,American,4
79,1936,,October,2015, actress (Hazell Grange Hill),Maggie Riley,British,2
89,1926,,October,2015, sound editor (Taxi Driver The Buddy Holly Story The Warriors),Tex Rudloff,American,1
66,1949, cancer,October,2015, singer-songwriter (Steel Mill),Robbin Thompson,American,15
74,1941, heart attack,October,2015, baseball player (Los Angeles Angels Minnesota Twins Detroit Tigers) and boxing official founder of the International Boxing Association,Dean Chance,American,22
81,1934,,October,2015, member of the Iowa House of Representatives (since 1993),Jack Drake,American,24
78,1937, respiratory failure,October,2015, sound mixer (Star Wars Tron Mask) Oscar winner (1978),Bob Minkler,American,3
85,1930,,October,2015, Auxiliary Bishop of Dumaguete (1978â€“1987) and San Carlos (1987â€“2005),Salvador Trane Modesto,Filipino,1
58,1957, pancreatic cancer,October,2015, Australian curator Director of the National Portrait Gallery (1998â€“2010),Andrew Sayers,British-born,5
49,1966,,October,2015, football player and coach (Turan IK),Sakit Aliyev,Azerbaijani,1
83,1932,,October,2015, Olympic silver medalist (1952),Sergio Caprari,Italian,1
59,1956, heart attack,October,2015, music television executive creator (Yo! MTV Raps) and video producer,Peter Dougherty,American,1
61,1954, cancer,October,2015, politician Minister of Industry and Trade (since 2012),Abdallah Kigoda,Tanzanian,5
90,1925,,October,2015, actress (High Sierra Sergeant York Yankee Doodle Dandy),Joan Leslie,American,54
82,1933, blood disease,October,2015, politician member of Maryland House of Delegates (1995â€“2015),Joseph J. Minnick,American,4
97,1918,,October,2015, Associate Administrator of the NASA Office of Manned Space Flight (1963â€“1969),George Mueller,American,24
75,1940,,October,2015, Chairman of the Supreme Court of Kazakhstan (1996â€“2000),Maksut Narikbaev,Kazakh,2
91,1924,,October,2015, Olympic alpine skier (1948),Sophie Nogler,Austrian,2
72,1943, cancer,October,2015, politician member of the New York City Council (1992â€“2001),Tom Ognibene,American,19
91,1924,,October,2015, member of the Minnesota House of Representatives (1975â€“1995),Leo J. Reding,American,2
67,1948,,October,2015, member of the Knesset (1999â€“2003),Gennady Riger,Israeli,2
80,1935,,October,2015, Olympic cyclist (1956 1960),Arsenio Chirinos,Venezuelan,2
83,1932, heart failure,October,2015, politician member of the House of Representatives for Toyama Prefecture (1990â€“2009),Kyogon Hagiyama,Japanese,1
74,1941, throat cancer,October,2015, educator and actor (Star Trek),Bruce Hyde,American,6
64,1951, leukaemia,October,2015, television journalist (BBC ITN),Sue Lloyd-Roberts,British,13
