model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2,reference
 Focus,2019," £15,950",Manual,"9,572",n/a,£145,80.7,Diesel,1.5,/ad/25220217
 Focus,2019," £14,995",Manual,"19,721",n/a,£145,60.1,Petrol,1,/ad/25204141
 Focus,2018," £13,300",Manual,"7,871",n/a,£145,57.7,Petrol,1,/ad/25308145
 Focus,2015," £10,495",Semi-Auto,"18,230",n/a,£20,67.3,Diesel,1.5,/ad/25400063
 Focus,2016," £8,995",Manual,"37,000",n/a,£0,74.3,Diesel,1.5,/ad/25202804
 Focus,2014," £7,495",Manual,"25,750",12,£20,60.1,Petrol,1,/ad/25431717
 Focus,2019," £18,995",Manual,"1,800",n/a,£145,60.1,Petrol,1,/ad/25206653
 Focus,2017," £11,495",Manual,"16,700",14,£145,60.1,Petrol,1,/ad/25206678
 Focus,2017," £11,000",Manual,"27,980",n/a,£145,74.3,Diesel,1.5,/ad/25200479
 Focus,2014," £6,790",Manual,"51,341",8,£30,56.5,Petrol,1,/ad/25464411
 Focus,2018," £12,990",Manual,"13,470",n/a,£150,74.3,Diesel,1.5,/ad/25468861
 Focus,2018," £11,800",Manual,"12,621",14,£145,60.1,Petrol,1,/ad/25322587
 Focus,2018," £13,610",Manual,"10,490",n/a,£150,58.9,Petrol,1,/ad/25463107
 Focus,2014," £7,038",Manual,"57,960",20,£125,57.7,Diesel,2,/ad/25200730
 Focus,2016," £8,125",Manual,"46,480",11,£20,61.4,Petrol,1,/ad/25200807
 Focus,2013," £6,191",Manual,"78,290",15,£20,67.3,Diesel,1.6,/ad/25200822
 Focus,2016," £8,440",Manual,"53,530",n/a,£0,74.3,Diesel,1.5,/ad/25200847
 Focus,2019," £16,107",Automatic,"2,750",n/a,£150,51.4,Petrol,1,/ad/25471425
 Focus,2017," £10,995",Manual,"27,889",n/a,£20,60.1,Petrol,1,/ad/25202535
 Focus,2013," £11,990",Manual,"47,729",36,£235,39.2,Petrol,2,/ad/25202569
 Focus,2020," £22,995",Manual,"5,817",n/a,£145,60.1,Petrol,1,/ad/25259228
 Focus,2019," £16,495",Manual,"7,045",n/a,£145,60.1,Petrol,1,/ad/25234833
 Focus,2018," £12,295",Manual,"17,139",n/a,£150,57.7,Petrol,1,/ad/25480472
 Focus,2017," £9,750",Manual,"22,850",n/a,£145,61.4,Petrol,1,/ad/25200481
 Focus,2018," £13,500",Manual,"11,000",n/a,£145,57.7,Petrol,1,/ad/25437417
 Focus,2019," £17,900",Manual,"6,690",n/a,£145,51.4,Petrol,1.5,/ad/25437423
 Focus,2019," £17,300",Manual,"3,332",n/a,£145,60.1,Petrol,1,/ad/25437424
 Focus,2019," £18,800",Manual,"5,828",n/a,£145,60.1,Petrol,1,/ad/25437425
 Focus,2018," £18,765",Manual,"17,039",n/a,£145,41.5,Petrol,2,/ad/25322623
 Focus,2018," £18,500",Manual,"12,514",n/a,£145,41.5,Petrol,2,/ad/25322629
 Focus,2018," £17,990",Manual,"7,519",n/a,£145,41.5,Petrol,2,/ad/25322638
 Focus,2016," £9,990",Semi-Auto,"32,618",n/a,£0,74.3,Diesel,1.5,/ad/25322646
 Focus,2018," £17,500",Manual,"20,881",26,£145,67.3,Diesel,2,/ad/25322660
 Focus,2017," £11,790",Manual,"13,239",n/a,£145,74.3,Diesel,1.5,/ad/25409560
 Focus,2017," £10,690",Manual,"17,113",n/a,£145,61.4,Petrol,1,/ad/25418268
 Focus,2016," £8,620",Manual,"42,610",n/a,£0,74.3,Diesel,1.5,/ad/25200522
 Focus,2017," £10,400",Manual,"21,060",n/a,£0,74.3,Diesel,1.5,/ad/25200535
 Focus,2016," £12,317",Automatic,"2,618",n/a,£145,46.3,Petrol,1.5,/ad/25396608
 Focus,2017," £16,958",Manual,"24,399",n/a,£145  ,41.5,Petrol,2,/ad/25426434
 Focus,2018," £11,995",Manual,"10,048",14,£145,60.1,Petrol,1,/ad/25259238
 Focus,2015," £7,150",Manual,"44,670",14,£20,60.1,Petrol,1,/ad/25162963
 Focus,2015," £10,270",Manual,"18,653",n/a,£0,74.3,Diesel,1.5,/ad/25201673
 Focus,2019," £16,107",Automatic,"2,750",n/a,£145,51.4,Petrol,1,/ad/25201679
 Focus,2019," £15,140",Manual,"14,581",n/a,£150,80.7,Diesel,1.5,/ad/25463156
 Focus,2017," £8,700",Manual,"45,450",n/a,£0,74.3,Diesel,1.5,/ad/25201711
 Focus,2019," £14,995",Manual,"6,623",n/a,£145,60.1,Petrol,1,/ad/25442836
 Focus,2015," £7,495",Manual,"56,329",n/a,£0,74.3,Diesel,1.5,/ad/25480474
 Focus,2018," £13,995",Manual,"13,520",n/a,£150,57.7,Petrol,1,/ad/25468162
 Focus,2018," £10,895",Manual,"16,322",n/a,£150,60.1,Petrol,1,/ad/25452677
 Focus,2019," £17,995",Manual,"14,569",n/a,£145,60.1,Petrol,1,/ad/25432438
 Focus,2018," £11,495",Manual,"17,468",14,£145,60.1,Petrol,1,/ad/25259196
 Focus,2018," £13,265",Manual,"19,550",n/a,£145,57.7,Petrol,1,/ad/25259198
 Focus,2018," £14,795",Manual,"6,894",n/a,£145,58.9,Petrol,1,/ad/25259205
 Focus,2019," £19,995",Manual,"9,172",n/a,£145,60.1,Petrol,1,/ad/25259220
 Focus,2019," £18,200",Manual,"4,101",n/a,£145,58.9,Petrol,1,/ad/25443024
 Focus,2018," £12,400",Manual,"21,264",n/a,£150,57.7,Petrol,1,/ad/25479910
 Focus,2018," £12,900",Manual,"16,165",n/a,£145,57.7,Petrol,1,/ad/25322973
 Focus,2019," £19,000",Manual,"3,849",n/a,£145,51.4,Petrol,1.5,/ad/25322987
 Focus,2019," £18,400",Manual,"3,674",n/a,£145,57.7,Diesel,1.5,/ad/25323033
 Focus,2018," £16,000",Manual,"10,754",n/a,£145,80.7,Diesel,1.5,/ad/25323067
 Focus,2016," £8,700",Manual,"40,580",n/a,£0,74.3,Diesel,1.5,/ad/25200547
 Focus,2016," £9,640",Manual,"24,920",n/a,£0,74.3,Diesel,1.5,/ad/25200549
 Focus,2018," £12,550",Manual,"28,230",n/a,£145,60.1,Petrol,1,/ad/25200596
 Focus,2018," £13,595",Manual,"6,380",n/a,£145,60.1,Petrol,1,/ad/25200607
 Focus,2014," £6,926",Manual,"40,360",11,£20,58.9,Petrol,1,/ad/25200699
 Focus,2016," £10,600",Manual,"22,430",n/a,£20,60.1,Petrol,1,/ad/25162771
 Focus,2017," £10,990",Manual,"17,980",n/a,£145,74.3,Diesel,1.5,/ad/25162776
 Focus,2017," £10,680",Manual,"22,040",n/a,£145,74.3,Diesel,1.5,/ad/25162777
 Focus,2017," £16,000",Manual,"38,359",26,£145,67.3,Diesel,2,/ad/25354784
 Focus,2020," £29,000",Manual,350,n/a,£150,34.5,Petrol,2.3,/ad/25485488
 Focus,2019," £16,230",Manual,"4,924",n/a,£145,60.1,Petrol,1,/ad/25426438
 Focus,2019," £15,500",Manual,"8,580",n/a,£145,58.9,Petrol,1,/ad/25448545
 Focus,2017," £11,817",Semi-Auto,"12,582",12,£125,51.4,Petrol,1,/ad/25426440
 Focus,2014," £6,324",Manual,"57,170",14,£30,56.5,Petrol,1,/ad/25420318
 Focus,2018," £11,100",Manual,"19,841",14,£145,60.1,Petrol,1,/ad/25310859
 Focus,2017," £9,995",Manual,"14,716",n/a,£145,61.4,Petrol,1,/ad/25399694
 Focus,2019," £16,495",Manual,,Petrol,1,"11,130",,,/ad/25417491
 Focus,2019," £19,490",Manual,500,n/a,£145,47.9,Petrol,1,/ad/25334131
 Focus,2017," £11,295",Manual,"5,063",11,£20,61.4,Petrol,1,/ad/25194559
 Focus,2020," £18,900",Manual,10,n/a,£150,60.1,Petrol,1,/ad/25485493
 Focus,2018," £17,200",Manual,"27,234",26,£145,67.3,Diesel,2,/ad/25322852
 Focus,2016," £14,500",Automatic,"3,255",n/a,£145,46.3,Petrol,1.5,/ad/25322916
 Focus,2018," £15,000",Manual,"10,755",n/a,£145,80.7,Diesel,1.5,/ad/25322928
 Focus,2018," £15,000",Manual,"12,234",n/a,£145,74.3,Diesel,1.5,/ad/25322936
 Focus,2018," £19,900",Manual,"16,744",26,£145,67.3,Diesel,2,/ad/25322951
 Focus,2017," £11,800",Manual,"6,859",14,£20,60.1,Petrol,1,/ad/25322953
 Focus,2018," £13,000",Manual,"12,581",n/a,£145,51.4,Petrol,1.5,/ad/25322967
 Focus,2017," £11,728",Manual,"9,340",n/a,£0,74.3,Diesel,1.5,/ad/25323083
 Focus,2019," £17,200",Manual,"3,608",n/a,£150,60.1,Petrol,1,/ad/25468878
 Focus,2018," £18,800",Manual,"5,087",n/a,£150,41.5,Petrol,2,/ad/25464418
 Focus,2015," £9,495",Manual,"13,886",15,£20,67.3,Diesel,1.6,/ad/25448861
 Focus,2019," £17,990",Manual,"10,318",n/a,£145,60.1,Petrol,1,/ad/25234809
 Focus,2015," £7,360",Manual,"76,000",15,£20,67.3,Diesel,1.6,/ad/25427985
 Focus,2016," £9,995",Manual,"7,905",n/a,£0,74.3,Diesel,1.5,/ad/25424646
 Focus,2018," £13,000",Manual,"18,696",n/a,£145,74.3,Diesel,1.5,/ad/25233144
 Focus,2019," £20,000",Automatic,"6,290",n/a,£145,39.8,Petrol,1.5,/ad/25233153
 Focus,2017," £11,400",Manual,"15,000",11,£20,61.4,Petrol,1,/ad/25233167
 Focus,2018," £10,500",Manual,"30,753",n/a,£150,60.1,Petrol,1,/ad/25471900
 Focus,2017," £12,000",Manual,"22,296",n/a,£145,74.3,Diesel,1.5,/ad/25233172
 Focus,2018," £15,500",Manual,"21,464",n/a,£145,64.2,Diesel,2,/ad/25233197
 Focus,2017," £11,700",Manual,"39,093",n/a,£145,51.4,Petrol,1.5,/ad/25233208
 Focus,2017," £11,495",Manual,"13,459",14,£145,60.1,Petrol,1,/ad/25346440
 Focus,2017," £11,495",Manual,"20,958",n/a,£145,60.1,Petrol,1,/ad/25259750
 Focus,2018," £16,495",Manual,"24,344",n/a,£145,60.1,Petrol,1,/ad/25259773
 Focus,2018," £18,795",Manual,"12,589",n/a,£145,41.5,Petrol,2,/ad/25259774
 Focus,2019," £17,995",Manual,"5,668",n/a,£145,58.9,Petrol,1,/ad/25259778
 Focus,2018," £12,995",Manual,"14,233",n/a,£145,57.7,Petrol,1,/ad/25259784
 Focus,2020," £19,995",Manual,130,n/a,£145,58.9,Petrol,1,/ad/25259790
 Focus,2017," £11,995",Manual,"22,081",n/a,£0,74.3,Diesel,1.5,/ad/25259794
 Focus,2016," £10,000",Manual,"34,297",n/a,£0,74.3,Diesel,1.5,/ad/25484961
 Focus,2013," £5,500",Manual,"69,498",15,£20,67.3,Diesel,1.6,/ad/25484967
 Focus,2017," £11,700",Manual,"21,934",n/a,£150,74.3,Diesel,1.5,/ad/25484968
 Focus,2019," £20,000",Automatic,953,n/a,£145,64.2,Diesel,2,/ad/25232663
 Focus,2016," £13,250",Manual,"32,643",24,£20,67.3,Diesel,2,/ad/25344684
 Focus,2017," £18,777",Manual,"7,390",n/a,£145,41.5,Petrol,2,/ad/25201007
 Focus,2018," £13,990",Manual,"9,770",n/a,£145,58.9,Petrol,1,/ad/25201014
 Focus,2017," £9,890",Semi-Auto,"39,900",n/a,£145,74.3,Diesel,1.5,/ad/25201052
 Focus,2018," £16,900",Manual,"21,931",n/a,£150,41.5,Petrol,2,/ad/25482552
 Focus,2019," £15,800",Manual,"9,379",n/a,£145,58.9,Petrol,1,/ad/25233480
 Focus,2017," £11,900",Manual,"11,574",n/a,£0,74.3,Diesel,1.5,/ad/25233486
 Focus,2017," £15,795",Manual,"19,948",24,£20,67.3,Diesel,2,/ad/25373651
 Focus,2019," £17,995",Manual,"14,569",n/a,£145,60.1,Petrol,1,/ad/25259518
 Focus,2018," £18,495",Manual,"12,446",n/a,£145,41.5,Petrol,2,/ad/25259598
 Focus,2017," £11,195",Semi-Auto,"31,648",n/a,£145,74.3,Diesel,1.5,/ad/25259601
 Focus,2017," £17,295",Manual,"21,232",n/a,£145,41.5,Petrol,2,/ad/25395638
 Focus,2018," £11,995",Manual,"16,246",11,£145,61.4,Petrol,1,/ad/25259811
 Focus,2016," £9,995",Manual,"35,286",n/a,£0,74.3,Diesel,1.5,/ad/25259825
 Focus,2019," £17,000",Manual,"6,337",n/a,£145,58.9,Petrol,1,/ad/25234461
 Focus,2019," £14,925",Manual,"12,987",n/a,£150,58.9,Petrol,1,/ad/25454102
 Focus,2019," £17,125",Automatic,"1,858",n/a,£145,50.4,Petrol,1,/ad/25443334
 Focus,2019," £14,100",Manual,"20,287",n/a,£150,80.7,Diesel,1.5,/ad/25464629
 Focus,2017," £10,000",Manual,"17,753",n/a,£20,60.1,Petrol,1,/ad/25462965
 Focus,2017," £10,340",Manual,"31,767",14,£145,60.1,Petrol,1,/ad/25217460
 Focus,2014," £6,770",Manual,"60,852",15,£30,56.5,Petrol,1,/ad/25217500
 Focus,2017," £12,790",Manual,"3,184",n/a,£145,74.3,Diesel,1.5,/ad/25217509
 Focus,2018," £12,350",Semi-Auto,"5,315",n/a,£145,51.4,Petrol,1,/ad/25217516
 Focus,2018," £12,000",Manual,"17,225",n/a,£145,61.4,Petrol,1,/ad/25342031
 Focus,2018," £15,200",Manual,"5,811",n/a,£150,58.9,Petrol,1,/ad/25484987
 Focus,2015," £7,250",Manual,"66,144",n/a,£0,74.3,Diesel,1.5,/ad/25470546
 Focus,2017," £11,795",Manual,"30,564",n/a,£145,58.9,Petrol,1,/ad/25429175
 Focus,2014," £12,750",Manual,"33,202",36,£235,39.2,Petrol,2,/ad/25310192
 Focus,2018," £15,000",Manual,"15,918",n/a,£145,60.1,Petrol,1,/ad/25432154
 Focus,2018," £19,000",Manual,"12,130",n/a,£145,41.5,Petrol,2,/ad/25446996
 Focus,2019," £15,595",Manual,"5,257",n/a,£145,58.9,Petrol,1,/ad/25259610
 Focus,2018," £13,195",Manual,"15,010",n/a,£145,74.3,Diesel,1.5,/ad/25259645
 Focus,2017," £17,475",Manual,"24,550",26,£20,67.3,Diesel,2,/ad/25455299
 Focus,2019," £18,975",Manual,"6,200",n/a,£145,49.6,Petrol,1,/ad/25204265
 Focus,2018," £15,475",Automatic,"15,751",n/a,£145,67.3,Diesel,1.5,/ad/25358923
 Focus,2019," £27,975",Manual,"5,000",n/a,£145,34.5,Petrol,2.3,/ad/25360778
 Focus,2019," £25,995",Manual,"13,312",n/a,£145,50.4,Diesel,2,/ad/25259365
 Focus,2019," £27,995",Manual,"9,125",n/a,£145,34.5,Petrol,2.3,/ad/25259373
 Focus,2018," £13,500",Manual,"12,929",n/a,£145,51.4,Petrol,1.5,/ad/25234814
 Focus,2017," £11,900",Manual,"21,791",n/a,£145,60.1,Petrol,1,/ad/25234815
 Focus,2019," £19,900",Automatic,942,n/a,£145,51.4,Petrol,1,/ad/25234819
 Focus,2019," £18,990",Manual,"16,496",n/a,£145,51.4,Petrol,1.5,/ad/25234823
 Focus,2017," £10,895",Manual,"21,128",n/a,£145,61.4,Petrol,1,/ad/25409168
 Focus,2018," £12,995",Manual,"33,019",n/a,£145,74.3,Diesel,1.5,/ad/25409175
 Focus,2018," £14,495",Manual,"9,321",n/a,£145,57.7,Petrol,1,/ad/25409176
 Focus,2018," £11,995",Manual,"16,246",11,£145,61.4,Petrol,1,/ad/25413460
 Focus,2017," £11,795",Manual,"12,260",n/a,£145,60.1,Petrol,1,/ad/25432087
 Focus,2015," £6,295",Manual,"83,467",11,£20,61.4,Petrol,1,/ad/25432088
 Focus,2019," £16,295",Manual,"6,065",n/a,£145,60.1,Petrol,1,/ad/25432091
 Focus,2015," £8,695",Manual,"39,394",14,£20,60.1,Petrol,1,/ad/25441917
 Focus,2017," £16,995",Manual,"39,684",26,£150,67.3,Diesel,2,/ad/25468182
 Focus,2017," £11,700",Manual,"18,479",14,£20,60.1,Petrol,1,/ad/25373521
 Focus,2019," £17,490",Manual,"12,300",n/a,£145,60.1,Petrol,1,/ad/25334109
 Focus,2018," £12,000",Manual,"20,045",n/a,£145,74.3,Diesel,1.5,/ad/25446997
 Focus,2017," £10,595",Manual,"14,716",n/a,£145,61.4,Petrol,1,/ad/25259391
 Focus,2018," £18,695",Manual,"12,589",n/a,£145,41.5,Petrol,2,/ad/25259398
 Focus,2019," £17,495",Manual,"7,471",n/a,£145,49.6,Petrol,1,/ad/25259409
 Focus,2019," £17,495",Manual,"6,370",n/a,£145,58.9,Petrol,1,/ad/25259411
 Focus,2019," £17,495",Manual,"9,080",n/a,£145,49.6,Petrol,1,/ad/25259418
 Focus,2019," £18,995",Manual,"10,947",n/a,£145,60.1,Petrol,1,/ad/25259419
 Focus,2019," £16,995",Manual,"8,720",n/a,£145,80.7,Diesel,1.5,/ad/25259421
 Focus,2019," £16,995",Manual,"12,700",n/a,£145,58.9,Petrol,1,/ad/25259431
 Focus,2018," £13,900",Manual,"12,892",n/a,£145,74.3,Diesel,1.5,/ad/25417275
 Focus,2018," £20,900",Manual,"12,307",n/a,£145,41.5,Petrol,2,/ad/25425007
 Focus,2017," £8,895",Manual,"29,984",n/a,£20,61.4,Petrol,1,/ad/25213356
 Focus,2017," £12,000",Manual,"28,672",n/a,£20,60.1,Petrol,1,/ad/25352063
 Focus,2017," £13,500",Semi-Auto,"16,856",n/a,£145,51.4,Petrol,1,/ad/25234825
 Focus,2017," £19,500",Manual,"9,342",n/a,£145,41.5,Petrol,2,/ad/25234826
 Focus,2018," £10,195",Manual,"32,176",11,£145,61.4,Petrol,1,/ad/25259457
 Focus,2018," £13,195",Manual,"13,518",n/a,£145,57.7,Petrol,1,/ad/25259463
 Focus,2018," £15,789",Manual,"8,459",n/a,£145,51.4,Petrol,1.5,/ad/25428539
 Focus,2018," £15,789",Manual,"8,459",n/a,£145,51.4,Petrol,1.5,/ad/25435958
 Focus,2016," £11,989",Automatic,"25,913",n/a,£145,46.3,Petrol,1.5,/ad/25358325
 Focus,2017," £17,495",Manual,"25,739",n/a,£145,41.5,Petrol,2,/ad/25259475
 Focus,2020," £23,995",Manual,"6,102",n/a,£145,60.1,Petrol,1,/ad/25259487
 Focus,2017," £10,795",Manual,"25,000",11,£145,61.4,Petrol,1,/ad/25365592
 Focus,2019," £15,695",Manual,"18,800",n/a,£145,58.9,Petrol,1,/ad/25365593
 Focus,2018," £11,995",Manual,"19,036",n/a,£145,60.1,Petrol,1,/ad/25395617
 Focus,2018," £13,495",Manual,"22,279",n/a,£145,57.7,Petrol,1,/ad/25395620
 Focus,2018," £12,695",Manual,"10,908",n/a,£145,60.1,Petrol,1,/ad/25395623
 Focus,2017," £17,995",Manual,"11,432",n/a,£145,41.5,Petrol,2,/ad/25395637
 Focus,2015," £7,810",Manual,"66,990",n/a,£0,74.3,Diesel,1.5,/ad/25162812
 Focus,2017," £10,460",Manual,"40,412",n/a,£145,74.3,Diesel,1.5,/ad/25201278
 Focus,2016," £9,489",Manual,"16,160",14,£20,60.1,Petrol,1,/ad/25477411
 Focus,2019," £25,000",Manual,"1,841",n/a,£145,34.5,Petrol,2.3,/ad/25339701
 Focus,2017," £10,000",Manual,"24,951",n/a,£145,74.3,Diesel,1.5,/ad/25339729
 Focus,2018," £12,020",Manual,"10,020",14,£145,60.1,Petrol,1,/ad/25162832
 Focus,2016," £9,495",Manual,"9,750",14,£20,60.1,Petrol,1,/ad/25480444
 Focus,2017," £12,795",Semi-Auto,"10,106",12,£145,51.4,Petrol,1,/ad/25257310
 Focus,2018," £15,475",Automatic,"15,751",n/a,£145,67.3,Diesel,1.5,/ad/25431641
 Focus,2017," £10,975",Manual,"24,035",n/a,£150,60.1,Petrol,1,/ad/25451702
 Focus,2017," £17,475",Manual,"24,550",26,£20,67.3,Diesel,2,/ad/25359506
 Focus,2019," £18,975",Manual,"6,200",n/a,£145,49.6,Petrol,1,/ad/25204277
 Focus,2016," £7,700",Manual,"64,918",n/a,£0,74.3,Diesel,1.5,/ad/25213005
 Focus,2018," £20,991",Manual,"6,833",n/a,£145,41.5,Petrol,2,/ad/25417424
 Focus,2018," £13,289",Manual,"22,058",n/a,£145,57.7,Petrol,1,/ad/25441875
 Focus,2018," £13,491",Manual,"15,919",n/a,£145,57.7,Petrol,1,/ad/25430192
 Focus,2018," £18,689",Manual,"14,277",26,£145,67.3,Diesel,2,/ad/25417437
 Focus,2018," £12,791",Manual,"16,565",14,£145,60.1,Petrol,1,/ad/25417440
 Focus,2019," £17,389",Automatic,"10,898",n/a,£145,42.8,Petrol,1,/ad/25350105
 Focus,2019," £20,795",Automatic,"7,000",n/a,£145,64.2,Diesel,2,/ad/25404153
 Focus,2018," £13,289",Manual,"22,058",n/a,£145,57.7,Petrol,1,/ad/25429315
 Focus,2018," £11,689",Manual,"20,827",n/a,£145,60.1,Petrol,1,/ad/25429317
 Focus,2018," £13,491",Manual,"15,919",n/a,£145,57.7,Petrol,1,/ad/25429318
 Focus,2020," £15,600",Manual,557,n/a,£145,60.1,Petrol,1,/ad/25219282
 Focus,2019," £17,480",Manual,"3,314",n/a,£145,60.1,Petrol,1,/ad/25219267
 Focus,2019," £20,380",Manual,"6,235",n/a,£145,70.6,Diesel,2,/ad/25219265
 Focus,2013," £6,370",Manual,"50,223",14,£30,56.5,Petrol,1,/ad/25226669
 Focus,2018," £13,441",Manual,"16,117",n/a,£150,74.3,Diesel,1.5,/ad/25480179
 Focus,2019," £17,491",Automatic,"9,389",n/a,£145,50.4,Petrol,1,/ad/25219255
 Focus,2017," £11,560",Manual,"17,530",n/a,£145,60.1,Petrol,1,/ad/25219251
 Focus,2019," £16,230",Automatic,"16,424",n/a,£145,67.3,Diesel,1.5,/ad/25219242
 Focus,2019," £15,320",Manual,"9,369",n/a,£145,60.1,Petrol,1,/ad/25219245
 Focus,2016," £8,760",Manual,"38,113",n/a,£20,61.4,Petrol,1,/ad/25219231
 Focus,2017," £18,520",Manual,"17,327",n/a,£145  ,41.5,Petrol,2,/ad/25219225
 Focus,2019," £29,350",Manual,"1,617",n/a,£145,34.5,Petrol,2.3,/ad/25219210
 Focus,2015," £7,141",Manual,"67,680",15,£20,67.3,Diesel,1.6,/ad/25226411
 Focus,2015," £7,660",Manual,"45,878",n/a,£0,74.3,Diesel,1.5,/ad/25226415
 Focus,2016," £10,495",Manual,"15,000",n/a,£20,60.1,Petrol,1,/ad/25365825
 Focus,2017," £12,995",Manual,"10,300",n/a,£20,60.1,Petrol,1,/ad/25323869
 Focus,2017," £12,995",Manual,"10,438",n/a,£20,60.1,Petrol,1,/ad/25323898
 Focus,2013," £6,495",Manual,"50,500",14,£30,56.5,Petrol,1,/ad/25198131
 Focus,2017," £12,295",Manual,"14,750",n/a,£145,60.1,Petrol,1,/ad/25293724
 Focus,2017," £10,689",Manual,"26,058",n/a,£145,74.3,Diesel,1.5,/ad/25417414
 Focus,2016," £9,710",Manual,"14,661",11,£20,61.4,Petrol,1,/ad/25222585
 Focus,2019," £19,236",Automatic,"4,896",n/a,£145,54.3,Diesel,1.5,/ad/25206943
 Focus,2019," £16,990",Manual,"7,546",n/a,£145,47.9,Petrol,1,/ad/25206944
 Focus,2019," £15,860",Manual,"4,265",n/a,£145,60.1,Petrol,1,/ad/25219341
 Focus,2017," £18,900",Manual,"12,811",n/a,£200,41.5,Petrol,2,/ad/25219360
 Focus,2019," £19,490",Automatic,729,n/a,£145,53.3,Diesel,1.5,/ad/25206953
 Focus,2018," £16,990",Manual,"19,500",n/a,£145,58.9,Petrol,1,/ad/25206963
 Focus,2015," £7,650",Manual,"51,205",13,£20,67.3,Diesel,1.6,/ad/25416960
 Focus,2019," £16,200",Manual,"12,981",n/a,£150,49.6,Petrol,1,/ad/25459229
 Focus,2017," £13,795",Manual,"50,289",n/a,£205,41.5,Petrol,2,/ad/25477019
 Focus,2016," £10,300",Manual,"14,896",n/a,£0,74.3,Diesel,1.5,/ad/25459833
 Focus,2017," £9,700",Manual,"42,956",14,£20,60.1,Petrol,1,/ad/25245271
 Focus,2016," £9,160",Manual,"31,410",n/a,£0,74.3,Diesel,1.5,/ad/25219370
 Focus,2015," £7,000",Manual,"54,724",n/a,£0,74.3,Diesel,1.5,/ad/25219374
 Focus,2018," £13,160",Manual,"21,235",n/a,£145,80.7,Diesel,1.5,/ad/25219382
 Focus,2017," £10,770",Manual,"22,176",14,£20,60.1,Petrol,1,/ad/25219383
 Focus,2018," £17,997",Manual,"15,336",n/a,£145,41.5,Petrol,2,/ad/25219154
 Focus,2019," £18,140",Manual,"4,577",n/a,£145,61.4,Diesel,1.5,/ad/25446878
 Focus,2016," £7,730",Manual,"55,923",n/a,£0,74.3,Diesel,1.5,/ad/25226530
 Focus,2016," £9,270",Manual,"16,327",n/a,£0,83.1,Diesel,1.5,/ad/25226654
 Focus,2018," £18,277",Manual,"18,646",26,£145,67.3,Diesel,2,/ad/25222527
 Focus,2019," £15,520",Manual,"6,754",n/a,£145,60.1,Petrol,1,/ad/25222530
 Focus,2015," £8,995",Manual,"38,001",14,£20,60.1,Petrol,1,/ad/25410777
 Focus,2015," £6,399",Manual,"84,000",n/a,£0,74.3,Diesel,1.5,/ad/25441137
 Focus,2016," £10,499",Semi-Auto,"19,395",12,£125,51.4,Petrol,1,/ad/25214743
 Focus,2019," £15,540",Manual,"11,881",n/a,£145,60.1,Petrol,1,/ad/25222531
 Focus,2019," £15,370",Manual,"7,912",n/a,£145,60.1,Petrol,1,/ad/25222532
 Focus,2019," £16,190",Manual,"10,737",n/a,£145,74.3,Diesel,1.5,/ad/25222534
 Focus,2019," £14,390",Manual,"10,889",n/a,£145,58.9,Petrol,1,/ad/25222536
 Focus,2019," £17,030",Manual,"8,439",n/a,£145,51.4,Petrol,1.5,/ad/25222537
 Focus,2019," £14,410",Manual,"7,100",n/a,£145,60.1,Petrol,1,/ad/25222538
 Focus,2017," £18,160",Manual,"17,583",n/a,£145,41.5,Petrol,2,/ad/25222567
 Focus,2016," £10,670",Automatic,"27,977",12,£125,51.4,Petrol,1,/ad/25222583
 Focus,2013," £6,480",Manual,"31,101",15,£20,67.3,Diesel,1.6,/ad/25395250
 Focus,2017," £17,387",Manual,"22,342",n/a,£145,41.5,Petrol,2,/ad/25222452
 Focus,2018," £12,970",Manual,"7,994",n/a,£145,57.7,Petrol,1,/ad/25222467
 Focus,2019," £27,580",Manual,"7,069",n/a,£145,34.5,Petrol,2.3,/ad/25222476
 Focus,2018," £13,510",Automatic,"13,409",n/a,£145,51.4,Petrol,1,/ad/25222482
 Focus,2019," £16,030",Manual,"9,145",n/a,£145,74.3,Diesel,1.5,/ad/25222503
 Focus,2017," £18,300",Manual,"13,813",n/a,£145,41.5,Petrol,2,/ad/25222511
 Focus,2017," £11,000",Manual,"40,988",n/a,£145,74.3,Diesel,1.5,/ad/25216791
 Focus,2017," £11,900",Semi-Auto,"18,396",12,£125,51.4,Petrol,1,/ad/25480142
 Focus,2019," £19,995",Automatic,"6,000",n/a,£145,64.2,Diesel,2,/ad/25309370
 Focus,2017," £17,979",Manual,"22,239",n/a,£145,41.5,Petrol,2,/ad/25240338
 Focus,2017," £10,479",Manual,"33,446",n/a,£145,74.3,Diesel,1.5,/ad/25240348
 Focus,2020," £28,939",Manual,601,n/a,£145,34.5,Petrol,2.3,/ad/25240383
 Focus,2018," £16,479",Manual,"2,596",n/a,£145,60.1,Petrol,1,/ad/25240391
 Focus,2017," £10,495",Manual,"27,820",11,£20,61.4,Petrol,1,/ad/25309373
 Focus,2015," £6,645",Manual,"72,000",n/a,£0,74.3,Diesel,1.5,/ad/25231737
 Focus,2014," £7,499",Semi-Auto,"47,329",9,£160,44.8,Petrol,1.6,/ad/25408957
 Focus,2016," £12,799",Manual,"48,537",24,£20,67.3,Diesel,2,/ad/25240242
