Year,Laureate_Id,Firstname,Lastname,Category,Gender,Prize_Share,Motivation,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
2001,741,William,Knowles,chemistry,male,4,"""for their work on chirally catalysed hydrogenation reactions""",01-06-1917,USA,Taunton MA,US,13-06-2012,USA,Chesterfield MO,US,,,
2001,740,Carl,Wieman,physics,male,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",26-03-1951,USA,Corvallis OR,US,0000-00-00,,,,University of Colorado JILA,Boulder CO,USA
2001,739,Wolfgang,Ketterle,physics,male,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",21-10-1957,West Germany (now Germany),Heidelberg,DE,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2001,738,Eric,Cornell,physics,male,3,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",19-12-1961,USA,Palo Alto CA,US,0000-00-00,,,,University of Colorado JILA,Boulder CO,USA
2001,737,Sir Paul,Nurse,medicine,male,3,"""for their discoveries of key regulators of the cell cycle""",25-01-1949,United Kingdom,Norwich,GB,0000-00-00,,,,Imperial Cancer Research Fund,London,United Kingdom
2001,736,Tim,Hunt,medicine,male,3,"""for their discoveries of key regulators of the cell cycle""",19-02-1943,United Kingdom,Neston,GB,0000-00-00,,,,Imperial Cancer Research Fund,London,United Kingdom
2001,735,Leland,Hartwell,medicine,male,3,"""for their discoveries of key regulators of the cell cycle""",30-10-1939,USA,Los Angeles CA,US,0000-00-00,,,,Fred Hutchinson Cancer Research Center,Seattle WA,USA
2002,762,Jimmy,Carter,peace,male,1,"""for his decades of untiring effort to find peaceful solutions to international conflicts to advance democracy and human rights and to promote economic and social development""",01-10-1924,USA,Plains GA,US,0000-00-00,,,,,,
2002,761,Imre,Kertész,literature,male,1,"""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history""",09-11-1929,Hungary,Budapest,HU,31-03-2016,Hungary,Budapest,HU,,,
2002,759,Daniel,Kahneman,economics,male,2,"""for having integrated insights from psychological research into economic science especially concerning human judgment and decision-making under uncertainty""",05-03-1934,British Mandate of Palestine (now Israel),Tel Aviv,IL,0000-00-00,,,,Princeton University,Princeton NJ,USA
2002,758,Kurt,Wüthrich,chemistry,male,2,"""for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution""",04-10-1938,Switzerland,Aarberg,CH,0000-00-00,,,,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland
2002,757,Koichi,Tanaka,chemistry,male,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",03-08-1959,Japan,Toyama City,JP,0000-00-00,,,,Shimadzu Corp.,Kyoto,Japan
2002,756,John B.,Fenn,chemistry,male,4,"""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules""",15-06-1917,USA,New York NY,US,10-12-2010,USA,Richmond VA,US,Virginia Commonwealth University,Richmond VA,USA
2002,760,Vernon L.,Smith,economics,male,2,"""for having established laboratory experiments as a tool in empirical economic analysis especially in the study of alternative market mechanisms""",01-01-1927,USA,Wichita KS,US,0000-00-00,,,,George Mason University,Fairfax VA,USA
2002,754,Masatoshi,Koshiba,physics,male,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",19-09-1926,Japan,Toyohashi,JP,12-11-2020,Japan,Tokyo,JP,University of Tokyo,Tokyo,Japan
2002,753,Raymond,Davis Jr.,physics,male,4,"""for pioneering contributions to astrophysics in particular for the detection of cosmic neutrinos""",14-10-1914,USA,Washington D.C.,US,31-05-2006,USA,Blue Point NY,US,University of Pennsylvania,Philadelphia PA,USA
2002,752,John E.,Sulston,medicine,male,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",27-03-1942,United Kingdom,Cambridge,GB,06-03-2018,United Kingdom,Stapleford Cambridgeshire,GB,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom
2002,751,H. Robert,Horvitz,medicine,male,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",08-05-1947,USA,Chicago IL,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2002,750,Sydney,Brenner,medicine,male,3,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",13-01-1927,South Africa,Germiston,ZA,05-04-2019,Singapore,,SG,The Molecular Sciences Institute,Berkeley CA,USA
2002,755,Riccardo,Giacconi,physics,male,2,"""for pioneering contributions to astrophysics which have led to the discovery of cosmic X-ray sources""",06-10-1931,Italy,Genoa,IT,16-12-2018,USA,La Jolla CA,US,Associated Universities Inc.,Washington D.C.,USA
2003,773,Shirin,Ebadi,peace,female,1,"""for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children""",21-06-1947,Iran,Hamadan,IR,0000-00-00,,,,,,
2003,772,Clive W.J.,Granger,economics,male,2,"""for methods of analyzing economic time series with common trends (cointegration)""",04-09-1934,United Kingdom,Swansea,GB,27-05-2009,USA,San Diego CA,US,University of California,San Diego CA,USA
2003,771,Robert F.,Engle III,economics,male,2,"""for methods of analyzing economic time series with time-varying volatility (ARCH)""",10-11-1942,USA,Syracuse NY,US,0000-00-00,,,,New York University,New York NY,USA
2003,770,Roderick,MacKinnon,chemistry,male,2,"""for structural and mechanistic studies of ion channels""",19-02-1956,USA,Burlington MA,US,0000-00-00,,,,Rockefeller University,New York NY,USA
2003,769,Peter,Agre,chemistry,male,2,"""for the discovery of water channels""",30-01-1949,USA,Northfield MN,US,0000-00-00,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA
2003,768,Anthony J.,Leggett,physics,male,3,"""for pioneering contributions to the theory of superconductors and superfluids""",26-03-1938,United Kingdom,London,GB,0000-00-00,,,,University of Illinois,Urbana IL,USA
2003,767,Vitaly L.,Ginzburg,physics,male,3,"""for pioneering contributions to the theory of superconductors and superfluids""",04-10-1916,Russia,Moscow,RU,08-11-2009,,,,P.N. Lebedev Physical Institute,Moscow,Russia
2003,765,Sir Peter,Mansfield,medicine,male,2,"""for their discoveries concerning magnetic resonance imaging""",09-10-1933,United Kingdom,London,GB,08-02-2017,,,,University of Nottingham School of Physics and Astronomy,Nottingham,United Kingdom
2003,764,Paul C.,Lauterbur,medicine,male,2,"""for their discoveries concerning magnetic resonance imaging""",06-05-1929,USA,Sidney OH,US,27-03-2007,USA,Urbana IL,US,University of Illinois,Urbana IL,USA
2003,763,J. M.,Coetzee,literature,male,1,"""who in innumerable guises portrays the surprising involvement of the outsider""",09-02-1940,South Africa,Cape Town,ZA,0000-00-00,,,,,,
2003,766,Alexei,Abrikosov,physics,male,3,"""for pioneering contributions to the theory of superconductors and superfluids""",25-06-1928,USSR (now Russia),Moscow,RU,29-03-2017,,,,Argonne National Laboratory,Argonne IL,USA
2004,787,Edward C.,Prescott,economics,male,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",26-12-1940,USA,Glens Falls NY,US,06-11-2022,USA,Paradise Valley AZ,US,Arizona State University,Tempe AZ,USA
2004,781,Irwin,Rose,chemistry,male,3,"""for the discovery of ubiquitin-mediated protein degradation""",16-07-1926,USA,Brooklyn NY,US,03-06-2015,USA,Deerfield MA,US,University of California,Irvine CA,USA
2004,786,Finn E.,Kydland,economics,male,2,"""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles""",01-12-1943,Norway,Gjesdal,NO,0000-00-00,,,,Carnegie Mellon University,Pittsburgh PA,USA
2004,783,Wangari,Maathai,peace,female,1,"""for her contribution to sustainable development democracy and peace""",01-04-1940,Kenya,Nyeri,KE,25-09-2011,Kenya,Nairobi,KE,,,
2004,782,Elfriede,Jelinek,literature,female,1,"""for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power""",20-10-1946,Austria,Mürzzuschlag,AT,0000-00-00,,,,,,
2004,780,Avram,Hershko,chemistry,male,3,"""for the discovery of ubiquitin-mediated protein degradation""",31-12-1937,Hungary,Karcag,HU,0000-00-00,,,,Technion - Israel Institute of Technology,Haifa,Israel
2004,776,David J.,Gross,physics,male,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",19-02-1941,USA,Washington D.C.,US,0000-00-00,,,,University of California Kavli Institute for Theoretical Physics,Santa Barbara CA,USA
2004,778,Frank,Wilczek,physics,male,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",15-05-1951,USA,New York NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2004,777,H. David,Politzer,physics,male,3,"""for the discovery of asymptotic freedom in the theory of the strong interaction""",31-08-1949,USA,New York NY,US,0000-00-00,,,,California Institute of Technology (Caltech),Pasadena CA,USA
2004,775,Linda B.,Buck,medicine,female,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",29-01-1947,USA,Seattle WA,US,0000-00-00,,,,Fred Hutchinson Cancer Research Center,Seattle WA,USA
2004,774,Richard,Axel,medicine,male,2,"""for their discoveries of odorant receptors and the organization of the olfactory system""",02-07-1946,USA,New York NY,US,0000-00-00,,,,Columbia University,New York NY,USA
2004,779,Aaron,Ciechanover,chemistry,male,3,"""for the discovery of ubiquitin-mediated protein degradation""",01-10-1947,British Protectorate of Palestine (now Israel),Haifa,IL,0000-00-00,,,,Technion - Israel Institute of Technology,Haifa,Israel
2005,801,Harold,Pinter,literature,male,1,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",10-10-1930,United Kingdom,London,GB,24-12-2008,United Kingdom,London,GB,,,
2005,800,Thomas C.,Schelling,economics,male,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",14-04-1921,USA,Oakland CA,US,13-12-2016,USA,Bethesda MD,US,University of Maryland Department of Economics and School of Public Policy,College Park MD,USA
2005,798,Mohamed,ElBaradei,peace,male,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",17-06-1942,Egypt,Cairo,EG,0000-00-00,,,,,,
2005,797,International Atomic Energy Agency,,peace,org,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",1957-00-00,,,,0000-00-00,,,,,,
2005,796,Richard R.,Schrock,chemistry,male,3,"""for the development of the metathesis method in organic synthesis""",04-01-1945,USA,Berne IN,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2005,795,Robert H.,Grubbs,chemistry,male,3,"""for the development of the metathesis method in organic synthesis""",27-02-1942,USA,Possum Trot KY,US,19-12-2021,USA,Duarte CA,US,California Institute of Technology (Caltech),Pasadena CA,USA
2005,799,Robert J.,Aumann,economics,male,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",08-06-1930,Germany,Frankfurt-on-the-Main,DE,0000-00-00,,,,University of Jerusalem Center for RationalityHebrew,Jerusalem,Israel
2005,793,Theodor W.,Hänsch,physics,male,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",30-10-1941,Germany,Heidelberg,DE,0000-00-00,,,,Max-Planck-Institut für Quantenoptik,Garching,Germany
2005,792,John L.,Hall,physics,male,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",21-08-1934,USA,Denver CO,US,0000-00-00,,,,University of Colorado JILA,Boulder CO,USA
2005,791,Roy J.,Glauber,physics,male,2,"""for his contribution to the quantum theory of optical coherence""",01-09-1925,USA,New York NY,US,26-12-2018,USA,Newton MA,US,Harvard University,Cambridge MA,USA
2005,790,J. Robin,Warren,medicine,male,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",11-06-1937,Australia,Adelaide,AU,0000-00-00,,,,,,
2005,789,Barry J.,Marshall,medicine,male,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",30-09-1951,Australia,Kalgoorlie,AU,0000-00-00,,,,NHMRC Helicobacter pylori Research Laboratory QEII Medical Centre,Nedlands,Australia
2005,794,Yves,Chauvin,chemistry,male,3,"""for the development of the metathesis method in organic synthesis""",10-10-1930,Belgium,Menin,BE,27-01-2015,France,Tours,FR,Institut Français du Pétrole,Rueil-Malmaison,France
2006,810,Grameen Bank,,peace,org,2,"""for their efforts to create economic and social development from below""",1976-00-00,,,,0000-00-00,,,,,,
2006,809,Muhammad,Yunus,peace,male,2,"""for their efforts to create economic and social development from below""",28-06-1940,British India (now Bangladesh),Chittagong,BD,0000-00-00,,,,,,
2006,808,Orhan,Pamuk,literature,male,1,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",07-06-1952,Turkey,Istanbul,TR,0000-00-00,,,,,,
2006,807,Edmund S.,Phelps,economics,male,1,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",26-07-1933,USA,Evanston IL,US,0000-00-00,,,,Columbia University,New York NY,USA
2006,806,Roger D.,Kornberg,chemistry,male,1,"""for his studies of the molecular basis of eukaryotic transcription""",24-04-1947,USA,St. Louis MO,US,0000-00-00,,,,Stanford University,Stanford CA,USA
2006,805,George F.,Smoot,physics,male,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",20-02-1945,USA,Yukon FL,US,0000-00-00,,,,University of California,Berkeley CA,USA
2006,803,Craig C.,Mello,medicine,male,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",18-10-1960,USA,New Haven CT,US,0000-00-00,,,,University of Massachusetts Medical School,Worcester MA,USA
2006,802,Andrew Z.,Fire,medicine,male,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",27-04-1959,USA,Stanford CA,US,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA
2006,804,John C.,Mather,physics,male,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",07-08-1946,USA,Roanoke VA,US,0000-00-00,,,,NASA Goddard Space Flight Center,Greenbelt MD,USA
2007,822,Roger B.,Myerson,economics,male,3,"""for having laid the foundations of mechanism design theory""",29-03-1951,USA,Boston MA,US,0000-00-00,,,,University of Chicago,Chicago IL,USA
2007,821,Eric S.,Maskin,economics,male,3,"""for having laid the foundations of mechanism design theory""",12-12-1950,USA,New York NY,US,0000-00-00,,,,Institute for Advanced Study,Princeton NJ,USA
2007,820,Leonid,Hurwicz,economics,male,3,"""for having laid the foundations of mechanism design theory""",21-08-1917,Russia,Moscow,RU,24-06-2008,USA,Minneapolis MN,US,University of Minnesota,Minneapolis MN,USA
2007,819,Al,Gore,peace,male,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",31-03-1948,USA,Washington D.C.,US,0000-00-00,,,,,,
2007,818,Intergovernmental Panel on Climate Change,,peace,org,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",1988-00-00,,,,0000-00-00,,,,,,
2007,816,Gerhard,Ertl,chemistry,male,1,"""for his studies of chemical processes on solid surfaces""",10-10-1936,Germany,Bad Cannstatt,DE,0000-00-00,,,,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany
2007,817,Doris,Lessing,literature,female,1,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",22-10-1919,Persia (now Iran),Kermanshah,IR,17-11-2013,United Kingdom,London,GB,,,
2007,814,Albert,Fert,physics,male,2,"""for the discovery of Giant Magnetoresistance""",07-03-1938,France,Carcassonne,FR,0000-00-00,,,,Universit&eacute; Paris-Sud,Orsay,France
2007,813,Oliver,Smithies,medicine,male,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",23-06-1925,United Kingdom,Halifax,GB,10-01-2017,USA,Chapel Hill NC,US,University of North Carolina,Chapel Hill NC,USA
2007,812,Sir Martin J.,Evans,medicine,male,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-01-1941,United Kingdom,Stroud,GB,0000-00-00,,,,Cardiff University,Cardiff,United Kingdom
2007,811,Mario R.,Capecchi,medicine,male,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",06-10-1937,Italy,Verona,IT,0000-00-00,,,,University of Utah,Salt Lake City UT,USA
2007,815,Peter,Grünberg,physics,male,2,"""for the discovery of Giant Magnetoresistance""",18-05-1939,Czechoslovakia (now Czech Republic),Plzen,CZ,09-04-2018,Germany,Jülich,DE,Forschungszentrum J&uuml;lich,Jülich,Germany
2008,833,Martti,Ahtisaari,peace,male,1,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",23-06-1937,Finland,Viipuri (now Vyborg),FI,0000-00-00,,,,,,
2008,832,Jean-Marie Gustave,Le Clézio,literature,male,1,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",13-04-1940,France,Nice,FR,0000-00-00,,,,,,
2008,831,Roger Y.,Tsien,chemistry,male,3,"""for the discovery and development of the green fluorescent protein GFP""",01-02-1952,USA,New York NY,US,24-08-2016,USA,Eugene OR,US,University of California,San Diego CA,USA
2008,830,Martin,Chalfie,chemistry,male,3,"""for the discovery and development of the green fluorescent protein GFP""",15-01-1947,USA,Chicago IL,US,0000-00-00,,,,Columbia University,New York NY,USA
2008,829,Osamu,Shimomura,chemistry,male,3,"""for the discovery and development of the green fluorescent protein GFP""",27-08-1928,Japan,Kyoto,JP,19-10-2018,Japan,Nagasaki,JP,Marine Biological Laboratory (MBL),Woods Hole MA,USA
2008,828,Toshihide,Maskawa,physics,male,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",07-02-1940,Japan,Nagoya,JP,23-07-2021,Japan,Kyoto,JP,Kyoto Sangyo University,Kyoto,Japan
2008,834,Paul,Krugman,economics,male,1,"""for his analysis of trade patterns and location of economic activity""",28-02-1953,USA,New York NY,US,0000-00-00,,,,Princeton University,Princeton NJ,USA
2008,826,Yoichiro,Nambu,physics,male,2,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",18-01-1921,Japan,Tokyo,JP,05-07-2015,Japan,Osaka,JP,Enrico Fermi Institute University of Chicago,Chicago IL,USA
2008,825,Luc,Montagnier,medicine,male,4,"""for their discovery of human immunodeficiency virus""",18-08-1932,France,Chabris,FR,08-02-2022,France,Paris,FR,World Foundation for AIDS Research and Prevention,Paris,France
2008,824,Françoise,Barré-Sinoussi,medicine,female,4,"""for their discovery of human immunodeficiency virus""",30-07-1947,France,Paris,FR,0000-00-00,,,,Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France
2008,823,Harald,zur Hausen,medicine,male,2,"""for his discovery of human papilloma viruses causing cervical cancer""",11-03-1936,Germany,Gelsenkirchen,DE,0000-00-00,,,,German Cancer Research Center,Heidelberg,Germany
2008,827,Makoto,Kobayashi,physics,male,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",07-04-1944,Japan,Nagoya,JP,0000-00-00,,,,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan
2009,847,Oliver E.,Williamson,economics,male,2,"""for his analysis of economic governance especially the boundaries of the firm""",27-09-1932,USA,Superior WI,US,0000-00-00,,,,University of California,Berkeley CA,USA
2009,846,Elinor,Ostrom,economics,female,2,"""for her analysis of economic governance especially the commons""",07-08-1933,USA,Los Angeles CA,US,12-06-2012,USA,Bloomington IN,US,Indiana University,Bloomington IN,USA
2009,845,Barack,Obama,peace,male,1,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",04-08-1961,USA,Honolulu HI,US,0000-00-00,,,,,,
2009,844,Herta,Müller,literature,female,1,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",17-08-1953,Romania,Nitzkydorf Banat,RO,0000-00-00,,,,,,
2009,843,Ada E.,Yonath,chemistry,female,3,"""for studies of the structure and function of the ribosome""",22-06-1939,British Mandate of Palestine (now Israel),Jerusalem,IL,0000-00-00,,,,Weizmann Institute of Science,Rehovot,Israel
2009,842,Thomas A.,Steitz,chemistry,male,3,"""for studies of the structure and function of the ribosome""",23-08-1940,USA,Milwaukee WI,US,23-08-2018,USA,Branford CT,US,Yale University,New Haven CT,USA
2009,841,Venkatraman,Ramakrishnan,chemistry,male,3,"""for studies of the structure and function of the ribosome""",1952-00-00,India,Chidambaram Tamil Nadu,IN,0000-00-00,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
2009,840,George E.,Smith,physics,male,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",10-05-1930,USA,White Plains NY,US,0000-00-00,,,,Bell Laboratories,Murray Hill NJ,USA
2009,838,Charles K.,Kao,physics,male,2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",04-11-1933,China,Shanghai,CN,23-09-2018,,Hong Kong,,Standard Telecommunication Laboratories,Harlow,United Kingdom
2009,837,Jack W.,Szostak,medicine,male,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",09-11-1952,United Kingdom,London,GB,0000-00-00,,,,Harvard Medical School,Boston MA,USA
2009,836,Carol W.,Greider,medicine,female,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",15-04-1961,USA,San Diego CA,US,0000-00-00,,,,Johns Hopkins University School of Medicine,Baltimore MD,USA
2009,835,Elizabeth H.,Blackburn,medicine,female,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",26-11-1948,Australia,Hobart Tasmania,AU,0000-00-00,,,,University of California,San Francisco CA,USA
2009,839,Willard S.,Boyle,physics,male,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",19-08-1924,Canada,Amherst NS,CA,07-05-2011,Canada,Truro NS,CA,Bell Laboratories,Murray Hill NJ,USA
2010,857,Dale T.,Mortensen,economics,male,3,"""for their analysis of markets with search frictions""",02-02-1939,USA,Enterprise OR,US,09-01-2014,USA,Wilmette IL,US,Northwestern University,Evanston IL,USA
2010,854,Mario,Vargas Llosa,literature,male,1,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",28-03-1936,Peru,Arequipa,PE,0000-00-00,,,,,,
2010,858,Christopher A.,Pissarides,economics,male,3,"""for their analysis of markets with search frictions""",20-02-1948,Cyprus,Nicosia,CY,0000-00-00,,,,London School of Economics and Political Science,London,United Kingdom
2010,855,Xiaobo,Liu,peace,male,1,"""for his long and non-violent struggle for fundamental human rights in China""",28-12-1955,China,Changchun,CN,13-07-2017,China,Shenyang,CN,,,
2010,853,Akira,Suzuki,chemistry,male,3,"""for palladium-catalyzed cross couplings in organic synthesis""",12-09-1930,Japan,Mukawa,JP,0000-00-00,,,,Hokkaido University,Sapporo,Japan
2010,856,Peter A.,Diamond,economics,male,3,"""for their analysis of markets with search frictions""",29-04-1940,USA,New York NY,US,0000-00-00,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
2010,851,Richard F.,Heck,chemistry,male,3,"""for palladium-catalyzed cross couplings in organic synthesis""",15-08-1931,USA,Springfield MA,US,09-10-2015,Philippines,Manila,PH,University of Delaware,,USA
2010,850,Konstantin,Novoselov,physics,male,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",23-08-1974,Russia,Nizhny Tagil,RU,0000-00-00,,,,University of Manchester,Manchester,United Kingdom
2010,849,Andre,Geim,physics,male,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",21-10-1958,Russia,Sochi,RU,0000-00-00,,,,University of Manchester,Manchester,United Kingdom
2010,848,Robert G.,Edwards,medicine,male,1,"""for the development of in vitro fertilization""",27-09-1925,United Kingdom,Batley,GB,10-04-2013,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom
2010,852,Ei-ichi,Negishi,chemistry,male,3,"""for palladium-catalyzed cross couplings in organic synthesis""",14-07-1935,China,Changchun,CN,06-06-2021,USA,Indianapolis IN,US,Purdue University,West Lafayette IN,USA
2011,873,Christopher A.,Sims,economics,male,2,"""for their empirical research on cause and effect in the macroeconomy""",21-10-1942,USA,Washington D.C.,US,0000-00-00,,,,Princeton University,Princeton NJ,USA
2011,871,Tawakkol,Karman,peace,female,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",07-02-1979,Yemen,Ta'izz,YE,0000-00-00,,,,,,
2011,870,Leymah,Gbowee,peace,female,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",01-02-1972,Liberia,Monrovia,LR,0000-00-00,,,,,,
2011,869,Ellen,Johnson Sirleaf,peace,female,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",29-10-1938,Liberia,Monrovia,LR,0000-00-00,,,,,,
2011,868,Tomas,Tranströmer,literature,male,1,"""because through his condensed translucent images he gives us fresh access to reality""",15-04-1931,Sweden,Stockholm,SE,26-03-2015,Sweden,Stockholm,SE,,,
2011,867,Dan,Shechtman,chemistry,male,1,"""for the discovery of quasicrystals""",24-01-1941,British Mandate of Palestine (now Israel),Tel Aviv,IL,0000-00-00,,,,Technion - Israel Institute of Technology,Haifa,Israel
2011,872,Thomas J.,Sargent,economics,male,2,"""for their empirical research on cause and effect in the macroeconomy""",19-07-1943,USA,Pasadena CA,US,0000-00-00,,,,New York University,New York NY,USA
2011,865,Brian P.,Schmidt,physics,male,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",24-02-1967,USA,Missoula MT,US,0000-00-00,,,,Australian National University,Weston Creek,Australia
2011,864,Saul,Perlmutter,physics,male,2,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1959-00-00,USA,Champaign-Urbana IL,US,0000-00-00,,,,Lawrence Berkeley National Laboratory,Berkeley CA,USA
2011,863,Ralph M.,Steinman,medicine,male,2,"""for his discovery of the dendritic cell and its role in adaptive immunity""",14-01-1943,Canada,Montreal,CA,30-09-2011,USA,New York NY,US,Rockefeller University,New York NY,USA
2011,862,Jules A.,Hoffmann,medicine,male,4,"""for their discoveries concerning the activation of innate immunity""",02-08-1941,Luxembourg,Echternach,LU,0000-00-00,,,,University of Strasbourg,Strasbourg,France
2011,861,Bruce A.,Beutler,medicine,male,4,"""for their discoveries concerning the activation of innate immunity""",29-12-1957,USA,Chicago IL,US,0000-00-00,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA
2011,866,Adam G.,Riess,physics,male,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",16-12-1969,USA,Washington D.C.,US,0000-00-00,,,,Johns Hopkins University,Baltimore MD,USA
2012,883,Lloyd S.,Shapley,economics,male,2,"""for the theory of stable allocations and the practice of market design""",02-06-1923,USA,Cambridge MA,US,12-03-2016,USA,Tucson AZ,US,University of California,Los Angeles CA,USA
2012,882,Alvin E.,Roth,economics,male,2,"""for the theory of stable allocations and the practice of market design""",18-12-1951,USA,New York NY,US,0000-00-00,,,,Harvard University,Cambridge MA,USA
2012,881,European Union,,peace,org,1,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",1952-00-00,,,,0000-00-00,,,,,,
2012,880,Mo,Yan,literature,male,1,"""who with hallucinatory realism merges folk tales history and the contemporary""",02-02-1955,China,Gaomi,CN,0000-00-00,,,,,,
2012,879,Brian,Kobilka,chemistry,male,2,"""for studies of G-protein-coupled receptors""",30-05-1955,USA,Little Falls MN,US,0000-00-00,,,,Stanford University School of Medicine,Stanford CA,USA
2012,878,Robert J.,Lefkowitz,chemistry,male,2,"""for studies of G-protein-coupled receptors""",15-04-1943,USA,New York NY,US,0000-00-00,,,,Howard Hughes Medical Institute,,USA
