,Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders
14711,TiplhUti,1574,1387,C61,6,80,0,0,3,15,0,1,0
14712,spUie05U,1395,1464,C20,3,47,6,1,2,25,2,1,1
14713,Y1v3CqpV,1393,1510,B20,2,85,8,2,1,86,5,0,2
14714,ZwoxbV88,1191,1319,B08,8,53,4,0,2,35,3,0,1
14715,RwJ9HY20,1256,1253,B23,4,119,3,5,5,147,3,4,8
14716,BUwrhfKF,1200,1268,D06,4,29,1,0,1,58,5,0,3
14717,xUlS8ywa,1619,1663,D04,5,39,1,3,0,81,2,2,2
14718,6PI8ODMn,1820,1608,C50,9,39,1,1,1,9,0,0,0
14719,1qOkaiRh,1829,1971,B43,9,31,2,1,0,8,0,0,0
14720,KY0OGFAq,2061,1804,C49,8,51,1,1,1,4,0,0,0
14721,LFU05RgT,1779,2052,B40,4,13,1,0,0,52,3,2,1
14722,JLVGrndW,1729,1987,C55,7,8,0,0,0,43,0,1,1
14723,8g95IyWH,1930,1711,C41,7,25,1,1,0,9,0,0,0
14724,1VepOpRe,2366,2260,D11,7,103,1,1,2,78,1,0,2
14725,YH8kK18N,2362,2224,D11,8,28,1,2,0,75,4,2,2
14726,Pt0dohWG,2309,2355,A17,4,50,1,2,5,35,2,3,3
14727,04voEBdw,2183,2350,C00,3,45,6,1,1,19,3,1,0
14728,6iSwN9OC,2350,2302,D30,4,17,2,0,0,34,4,0,1
14729,mpSyP44K,1975,2083,B70,10,77,3,1,3,109,4,1,5
14730,ypZ7xVGB,2285,2275,B41,9,26,9,1,1,44,5,2,2
14731,M9szJ1Mc,2280,2277,B07,5,79,7,2,1,37,1,1,1
14732,MKTIKID8,2318,2378,B65,19,58,3,4,4,44,6,1,3
14733,JQDrkvMk,2261,2293,B21,5,76,5,1,4,55,6,1,2
14734,UK3rkkoG,2265,2263,C44,7,33,2,1,0,44,3,0,2
14735,pw1aup8g,1846,2050,B52,6,46,2,0,1,26,0,0,0
14736,xLZc8OQz,2301,2054,B52,9,54,9,6,2,59,9,1,3
14737,3Ekc9Hcm,2176,2062,B21,6,23,5,2,0,37,6,3,0
14738,qwJikrfw,1995,2064,B59,13,21,4,0,1,22,3,1,1
14739,ZiWDqqw1,2068,1931,C03,5,61,3,0,1,88,4,4,1
14740,XF1SLShF,2073,1892,B19,24,25,5,1,1,26,6,1,1
14741,KbizPA63,2077,2081,E97,17,32,5,1,1,14,4,0,0
14742,Ls3mSkQH,2084,2237,C06,15,65,5,2,2,64,2,2,3
14743,Y10QgLM7,1873,1764,D20,4,88,7,1,4,62,6,2,3
14744,ylHvsWfc,1875,1938,D15,7,116,7,2,8,90,2,4,6
14745,jTBY2WcT,1678,1630,B12,5,103,5,0,9,93,7,1,8
14746,lUucO4Eq,1533,1567,B50,4,29,3,1,2,56,5,5,2
14747,ZcdcX99U,1956,1535,D00,3,82,11,1,6,97,8,1,9
14748,vD9INE4g,1837,1400,A40,1,104,0,1,3,66,5,0,2
14749,xMajpnPf,1467,1276,C00,3,197,14,1,8,220,13,0,11
14750,RGrMTJeQ,1238,1290,B00,2,15,0,1,0,48,3,0,2
14751,WKnqO7EL,1799,1681,A21,4,40,6,1,0,71,5,2,3
14752,vllFVapF,1815,1644,B01,2,72,2,2,2,29,2,0,1
14753,vWgmPhat,1852,1805,C00,4,78,3,2,3,113,3,4,3
14754,kKnHY1rx,1865,1623,B13,7,112,4,3,7,143,4,0,8
14755,PXbgjgAS,1800,1508,C44,5,31,5,0,1,56,9,1,2
14756,eYbekk43,1130,1032,C42,5,237,0,3,7,213,1,2,6
14757,KKb5BAFo,1113,1136,A00,1,124,2,2,2,200,0,1,2
14758,aPBB62Oy,1719,1715,A36,8,34,3,3,1,35,6,1,2
14759,LdwYvKP4,1698,1706,B20,3,27,2,0,0,3,0,0,0
14760,RhUNQHjK,1660,1694,B20,3,25,8,1,1,6,4,0,0
14761,WDP7MRXU,1650,1681,A37,9,60,3,3,1,96,3,3,3
14762,Vbx4vLRp,1684,1665,B20,3,67,3,1,3,30,3,0,1
14763,Qmm8zAVo,1668,1649,B20,2,75,2,1,2,37,1,0,1
14764,aswj7U7L,1417,1454,B54,8,60,2,2,2,28,1,0,0
14765,gFCqI3Rv,1411,1908,C41,4,52,1,2,2,25,3,0,0
14766,QGhHAUq5,1423,1411,B50,4,70,1,0,2,16,0,1,0
14767,s4GRpCTx,1740,1682,A43,3,40,3,1,1,81,5,4,1
14768,4Kzx53U6,1669,1746,C00,5,174,0,1,3,143,1,0,5
14769,HSmGsQTT,1675,1709,B10,2,66,6,4,1,41,3,1,4
14770,BZ7RMjBO,1662,1665,D01,5,64,5,1,0,97,5,1,1
14771,w4xhe33q,1652,1392,B23,6,46,4,2,2,83,4,3,5
14772,bm0lTBKz,1335,1329,A45,4,20,3,1,0,16,2,0,0
14773,WRgFbvk6,1632,1847,B50,4,33,3,1,1,61,4,2,2
14774,Ooq8qC1T,1625,1632,C21,4,23,2,1,0,105,4,0,1
14775,1YNkYrpU,1450,1529,C41,5,73,4,1,3,27,2,0,1
14776,ysw99git,1434,1414,B01,2,47,3,1,1,82,9,1,3
14777,IJMlXaY0,1500,1438,D00,3,7,1,0,0,48,3,0,2
14778,pj1CbEPM,1514,1442,A00,1,44,3,0,1,71,3,1,1
14779,2AG2YLmA,1436,1469,C02,7,56,11,1,2,66,9,0,4
14780,XMLy4Udz,1777,2226,A84,5,64,2,1,3,38,0,1,1
14781,uxXcRs92,1786,1769,C45,7,70,2,2,2,107,3,3,3
14782,TjVqoe3E,1804,2011,B21,3,30,1,2,0,5,0,0,0
14783,xqS8JSDW,1486,1553,C42,8,125,0,0,4,103,1,0,2
14784,Kqc6v15H,1795,2218,D02,5,36,3,0,1,15,2,0,0
14785,larosH3y,1598,1826,C62,6,55,2,0,3,92,3,2,3
14786,al8uYu7r,1819,1639,D02,4,37,2,1,2,75,6,0,3
14787,FMfBjUKX,2196,1819,C46,5,69,5,1,1,101,4,2,3
14788,b8dQRovN,1923,1787,C24,7,114,3,3,9,99,3,3,7
14789,F81i4nb7,1754,1907,D02,4,62,3,1,1,109,2,0,5
14790,yY5rMU4q,1741,1729,C23,4,53,6,2,1,26,1,3,0
14791,FZ4mcmCr,1721,1450,D02,4,27,3,1,0,50,8,3,1
14792,GtLnX9jb,1906,2006,C01,5,42,1,1,2,10,0,0,0
14793,j0WcJgBq,1931,1915,C61,6,8,1,0,0,47,4,0,1
14794,yoCbKa3Y,1927,1797,D08,4,67,5,2,0,13,1,0,0
14795,d3gvEdGa,1500,1403,C49,8,4,0,0,0,31,1,1,1
14796,71WQvVp6,2013,2022,C00,3,58,3,3,1,78,3,3,4
14797,nk0ZQMCr,2311,2494,C00,3,36,0,0,1,6,0,0,0
14798,270wpvff,2491,2052,B01,11,8,0,0,0,57,3,0,1
14799,lkbxjGAn,2106,2488,D30,4,52,2,1,1,4,0,0,0
14800,74sEgFzn,2087,2067,B21,3,78,6,1,3,49,4,0,3
14801,LY37vPZg,1500,1418,A40,2,24,3,1,1,58,7,0,3
14802,wYVPNKds,2274,2029,A65,11,24,8,2,3,23,4,1,3
14803,8bmNPsf8,1366,2348,A25,4,46,4,2,0,7,0,0,0
14804,IFp8nfQZ,2335,2262,B31,6,8,0,0,0,53,1,2,1
14805,V424nN5B,2271,2322,C65,9,32,6,1,1,14,0,0,0
14806,UPcUB2Tt,2307,2280,B30,5,11,0,0,0,56,1,1,2
14807,njN5niah,2291,2290,D32,9,40,0,0,1,4,0,0,0
14808,fSGIGtCs,2269,2347,C01,5,7,0,0,0,34,5,1,0
14809,VKtNL8My,2247,2323,A05,2,8,0,0,0,50,2,2,0
14810,fzH5Q1tG,2235,2118,D46,12,7,0,0,0,51,0,1,1
14811,iJoTkwH9,2126,2221,C47,8,59,0,2,1,9,0,0,0
14812,Y187rplp,1259,1529,C46,5,109,8,2,5,98,9,1,5
14813,cvjU0Wnp,1928,1259,A45,4,46,4,1,1,66,8,1,2
14814,XLF9X8T0,1259,1464,C63,7,245,2,2,4,200,0,2,5
14815,RfgJkRFo,1794,1823,C70,8,51,3,0,1,22,0,0,0
14816,SMOOEwXZ,1563,1602,D20,4,35,4,1,3,54,6,2,4
14817,fe2wIWLZ,1574,1665,C41,5,126,5,3,4,105,5,1,4
14818,GqsxZXY9,1593,1498,D31,6,99,3,2,3,45,3,2,1
14819,2PTLzLta,1566,1879,A43,4,16,2,1,0,48,0,0,2
14820,HO9hhTd6,1549,1561,B90,10,12,0,1,1,31,3,1,2
14821,EDijnyUl,1714,1559,B20,3,89,4,0,1,147,3,0,3
14822,eg9RdfAf,1512,1507,A41,3,46,0,1,1,106,2,3,1
14823,lIFpPkLg,1522,1667,D06,4,94,3,1,6,75,4,2,5
14824,P3j9t259,1523,2099,B01,2,55,4,1,2,24,2,0,1
14825,tA8F7wk6,1401,1234,D00,3,44,4,0,0,82,3,4,1
14826,XjUKanT4,1225,1267,B00,2,93,2,1,1,62,6,2,1
14827,rTbd9cdR,1223,1213,C26,5,231,0,1,6,179,2,0,5
14828,RZTflxzD,1223,1203,C21,5,141,1,3,1,68,3,0,1
14829,QhOqFNBK,1193,1259,C21,5,8,6,0,0,56,6,0,1
14830,8AAPxrn1,1661,1501,A45,2,143,4,2,4,91,2,2,1
14831,kOWXdb4Z,1593,1682,D21,5,21,2,0,0,98,4,0,2
14832,ZBN15u4k,2146,2149,D02,5,54,3,3,4,37,2,3,2
14833,YIIZi7cs,2137,2132,D00,3,68,1,2,4,93,2,2,4
14834,1cktlQyc,2062,2041,C41,7,50,4,2,4,71,4,3,5
14835,UlsGV9Bl,2051,2046,C41,4,14,2,0,0,45,3,1,1
14836,n2jmUETu,1884,1767,C50,9,67,2,1,1,116,3,0,3
14837,Fa4vsJdG,2021,1366,E46,9,30,5,1,0,15,0,0,0
14838,UEGA9tr1,1937,1964,E60,5,72,2,1,5,56,1,2,3
14839,QyY9v8zh,1641,1619,B32,7,23,2,1,0,71,3,0,2
14840,DJBdH3UB,1500,1402,D00,4,81,1,3,2,131,0,1,3
14841,vUsRfAFb,1726,1705,C62,6,81,2,2,2,34,1,0,1
14842,sK5Aqgdl,1702,1565,B32,7,7,3,0,0,42,5,2,1
14843,5e2ICPMz,1531,1530,C46,7,90,3,1,2,122,3,1,4
14844,tfgHDm1p,1532,1553,B00,2,61,2,1,3,128,2,1,3
14845,5a97SS8N,1575,1547,C50,6,66,1,2,6,81,5,4,5
14846,wMOsB7dT,1602,1540,C46,7,64,4,0,2,26,3,0,0
14847,siJq1BSY,1641,1550,C40,4,110,2,4,3,74,4,2,2
14848,IO6qnAmv,1428,1617,D20,4,122,3,4,8,140,3,4,7
14849,SCdUmBL1,1443,1608,D00,3,30,4,2,1,59,3,2,3
14850,AXUdtvOx,1633,1709,C39,10,140,7,0,5,109,2,0,5
14851,hAtNTlkV,2094,2252,D48,16,18,0,0,1,53,1,3,2
14852,4s6Cclif,2245,2076,D00,3,39,3,3,3,55,7,7,2
14853,ZoqevpFj,2087,2228,C24,5,52,2,1,3,29,3,1,1
14854,fQy368Uw,1380,1500,C00,3,91,4,1,3,58,2,2,2
14855,9aHEy3Gq,1437,1432,C61,6,66,3,0,3,63,2,1,3
14856,IRaqZdbj,1396,1577,C41,4,70,3,2,3,48,1,0,2
14857,hR4L87Xk,1438,1515,B20,3,94,5,1,6,61,3,2,4
14858,dZ5GjMcK,1444,1500,B20,2,47,1,1,1,10,0,0,0
14859,Xd5tZGaR,1447,1446,C00,3,11,0,0,1,61,2,0,1
14860,7C0pu0bM,1668,1808,C60,6,88,2,0,1,15,1,0,0
14861,7lQl1pLL,2240,1677,C45,8,9,0,0,0,45,1,1,1
14862,m2VMqNxl,1678,2205,C72,9,31,7,1,1,14,2,1,0
14863,9NOjSBCT,1679,2293,C91,19,63,2,0,2,4,0,0,0
14864,zgeFBhrc,1921,1685,D06,4,10,0,0,0,91,1,0,1
14865,Ibb4Xr2e,1542,1594,B20,3,64,9,4,3,48,10,3,2
14866,914DZFrs,1457,1660,C42,5,17,1,0,0,55,2,0,1
14867,jinK2ggS,1461,1374,C50,6,30,2,1,0,80,4,1,1
14868,CKT6Wug2,1460,1606,B30,5,7,0,0,0,54,6,0,0
14869,6CKEp3Lk,1481,1474,C41,4,196,2,2,5,160,1,5,4
14870,aPhYm5Uv,2020,1922,B21,6,39,4,1,4,50,6,2,4
14871,bIVPraWW,2059,2015,B01,11,29,1,0,0,63,4,0,2
14872,L1CUX0B7,2013,1526,C21,5,63,4,5,1,86,5,2,3
14873,X7PwkubF,1837,1895,C77,9,51,1,0,1,16,3,0,0
14874,7yJfRSTP,1839,1794,C41,4,72,9,3,3,51,6,1,3
14875,ocFICZMu,1880,1826,A04,2,95,9,5,4,79,7,3,4
14876,BGtluSuM,2059,2094,A48,10,47,8,4,3,65,6,4,5
14877,m8JkpFmZ,2078,2036,B05,8,21,4,2,2,20,3,3,2
14878,RE8G60hm,1567,1548,C53,9,26,5,3,2,40,12,2,4
14879,ktQVXffD,1790,1780,A48,5,33,6,0,0,51,2,3,1
14880,vsonpZ7X,1788,1786,D00,3,38,0,0,1,9,0,0,0
14881,AySNelzY,1760,1805,A46,4,26,0,0,1,57,0,0,1
14882,BNPp5lnI,1785,1747,A40,6,71,0,0,2,43,2,1,1
14883,emdhvq7N,1753,1759,B02,4,93,1,1,3,71,2,1,2
14884,awQ6hFt4,1694,1734,B03,9,14,1,0,0,13,0,0,0
14885,xOCN1rp1,1591,1714,B03,6,74,3,3,4,49,3,1,2
14886,rt32hv4B,1633,1668,B20,3,22,1,0,1,73,1,3,1
14887,3GHvyYSu,1701,1652,A34,3,82,7,1,5,84,4,2,6
14888,lgv31s60,2273,2086,E97,14,68,2,4,2,87,8,4,3
14889,9SAG2Xmn,2255,2225,D04,6,30,3,2,0,57,2,2,2
14890,3gwRuKS8,2259,1728,B94,11,28,4,2,0,20,3,0,0
14891,9SazfXwA,2255,1799,C40,4,49,1,1,1,74,3,3,2
14892,pstfiHUr,1493,2254,A01,1,72,4,0,2,31,4,0,0
14893,8PoIp5xl,2246,1276,D02,4,7,0,0,0,89,0,0,1
14894,k3mjoA6p,2237,2000,A51,4,21,8,2,0,27,5,0,2
14895,LkGArfar,2073,2223,C42,5,38,6,1,3,23,5,0,1
14896,JWqTKOGz,1979,2213,C43,9,92,4,3,2,58,5,1,2
14897,rX4dpmZs,1456,1214,C24,4,87,4,0,5,113,4,5,2
14898,5nv8wEcZ,1194,1479,C25,4,52,3,0,2,120,1,0,4
14899,grXo25Tt,1035,1033,A00,3,35,0,1,0,91,2,1,1
14900,M1XCLbgl,1078,1056,B01,4,128,1,1,4,170,1,1,4
14901,AkeILuIj,851,1060,A41,2,45,2,0,1,15,1,0,0
14902,NrUWPPxF,1071,1086,A00,3,26,4,1,0,45,6,3,2
14903,j13ZIhYO,1089,1201,C30,3,63,5,1,0,92,1,2,2
14904,VKiIXL5j,1184,1130,B10,3,142,4,1,6,98,3,2,6
14905,ZDZDtXVY,1202,1233,B01,2,105,1,2,3,138,1,2,3
14906,bRrk8bIe,1313,1337,A00,1,111,2,2,6,87,3,2,2
14907,tkGlPV0x,1381,1478,D35,9,43,3,2,1,23,1,2,0
14908,1UpiVNpR,1473,1403,C02,9,77,0,1,3,30,1,1,0
14909,i7kcAMRZ,1760,2068,C02,9,50,3,2,0,20,0,1,0
14910,NRRbjWTB,1196,1213,D30,4,127,2,3,5,85,7,2,2
14911,AzdBeXm8,2213,2282,C10,8,18,0,0,0,39,2,1,1
14912,SxjdyJHk,2135,1911,C77,9,85,4,0,3,110,4,2,4
14913,0h0znfJP,1937,2110,D30,4,47,1,0,1,10,1,0,0
14914,HPqAc6C5,1959,2101,B30,4,58,1,0,4,30,1,0,1
14915,obUwT8pH,2099,1674,B30,5,41,1,3,1,65,7,1,4
14916,FoAHDgQp,2090,1837,B30,5,36,2,1,1,64,5,1,2
14917,NsPs1UI5,1311,1622,D00,3,58,0,0,1,2,0,0,0
14918,Sl7qc931,1622,1721,C55,7,21,3,1,0,50,3,2,1
14919,dlopnUVk,2134,1622,B08,8,22,1,0,0,56,3,0,2
14920,74BJ0yai,1622,2135,C20,3,38,3,0,1,8,0,1,0
14921,k5q767xX,1648,1622,B20,3,49,6,0,0,10,0,0,0
14922,VxTBH1iI,2179,1754,A00,1,52,3,4,0,101,5,1,3
14923,vFwUiJEu,1756,2176,B20,3,61,6,1,1,20,3,0,0
14924,Fxs4j1Ih,2173,1758,D06,5,30,8,1,1,50,12,2,3
14925,6BAVeI4e,1760,2170,C50,8,90,1,0,1,11,0,0,0
14926,xy2h3YeV,2022,2160,E15,12,19,3,0,0,10,0,0,0
14927,uM8Ubuoa,1215,1473,B00,2,70,5,2,3,38,6,0,3
14928,fDIU6pf9,1718,1607,B23,3,12,0,1,0,64,1,0,3
14929,BZjpUs0S,1708,1701,B01,4,21,0,1,0,75,4,1,1
14930,KYk4JuqG,1712,1696,C21,5,108,2,0,1,6,0,0,0
14931,CjOclCoP,1707,1701,C41,5,120,2,1,4,73,1,0,2
14932,fJICHQZq,1690,1719,B00,5,34,5,2,1,72,4,1,2
14933,MSmaWl0O,1736,1805,C45,7,48,3,0,2,117,3,1,1
14934,Aoro7Ffq,1803,1730,C42,5,92,7,5,3,63,4,1,2
14935,lXuRdx7l,1437,1462,A00,1,31,4,3,4,17,3,3,1
14936,28SBrvUt,1098,1591,D00,3,72,1,4,1,32,1,0,1
14937,Py0Zz2yP,1115,1228,A00,1,54,4,1,1,1,1,0,0
14938,sMeeiEIH,1842,1919,C53,7,70,3,1,1,44,8,0,1
14939,9gr2ECAS,1848,1915,A20,2,47,4,1,2,16,4,0,0
14940,FaR1fIOH,1909,1893,B01,4,51,3,3,1,72,6,1,1
14941,qUpkZ6Hm,1896,1969,B00,2,29,5,1,0,67,5,2,3
14942,ujW6s2Su,1896,1878,C50,6,58,1,0,2,63,2,0,1
14943,a6Pmej0K,1897,1841,B20,3,117,7,0,7,95,2,0,7
14944,cGjMEHtP,1408,1447,A53,7,10,0,0,0,63,2,2,0
14945,6O0LldHS,1385,1390,B20,3,46,3,1,1,6,0,0,0
14946,TMQY4dxN,2007,1891,A45,4,9,1,0,0,41,2,0,1
14947,g7TfzTaJ,1881,1446,A96,12,23,1,0,1,38,1,1,1
14948,7sbHBMgY,1500,1877,C01,5,36,8,2,2,20,1,3,0
14949,0xpdo6Ct,1321,1876,C02,7,35,7,1,0,21,4,1,0
14950,K2wNpqcz,1876,1203,E32,7,15,0,0,0,49,1,0,1
14951,Haj4mjqC,1866,1802,D31,5,15,1,0,1,36,5,1,1
14952,EAvbwm3J,1450,1864,D11,8,51,4,0,2,20,1,0,0
14953,hcSaZSYo,1860,1500,D31,14,35,3,1,2,56,3,2,3
14954,yxdHZkYx,1910,1888,A04,2,66,3,3,2,87,5,3,4
14955,KHL3jGO5,871,1697,B40,8,51,7,1,2,23,4,1,0
14956,3ERmOLMR,849,1063,B29,5,62,3,0,2,33,5,2,1
14957,YUmFMOdi,1922,1973,C11,7,85,8,1,4,75,3,2,2
14958,SzH52ll7,1356,1532,B06,6,62,7,5,7,79,6,2,10
14959,fo8yRb4Q,1840,1839,C41,5,57,3,2,4,89,6,1,4
14960,9ZV4OKgD,1833,1786,B01,6,46,11,2,2,47,10,2,2
14961,oJNClLbG,1985,1845,C41,7,53,8,0,4,72,9,4,6
14962,8xObgEKY,1595,1615,C40,3,31,1,0,1,66,3,1,1
14963,0FAc39Tt,1585,1556,B20,3,44,3,0,1,82,3,2,2
14964,WaUiHTjd,1648,1611,C46,5,42,5,2,0,79,3,4,1
14965,ftbvpCo9,1796,1714,B00,2,91,4,3,3,128,7,2,4
14966,0931PkQM,1818,1380,D30,6,9,0,0,0,10,0,0,0
14967,P7goGt4B,2195,1654,C55,12,22,2,0,1,39,5,2,1
14968,0DXf0GUX,1658,2191,B22,3,98,3,0,2,56,3,0,1
14969,vn5iCTkm,1014,924,A00,1,137,4,1,3,101,2,1,4
14970,BWBcibvc,1322,1579,A45,4,57,2,0,1,38,2,2,0
14971,wMVhlYOD,1569,1518,C41,5,41,2,2,1,73,5,2,2
14972,z7Bnghuu,1565,1558,B90,11,71,5,0,2,33,3,2,1
14973,IrLPWNiS,1594,1548,A45,2,44,6,1,1,38,6,0,1
14974,Iut81d6m,1460,1350,B20,3,64,1,1,2,27,1,0,1
14975,l8mT7drb,1300,1648,C45,7,71,4,3,3,102,5,2,4
14976,qNEmYx8C,2283,2208,B00,3,37,6,2,2,53,5,1,4
14977,CH7b7NV3,2200,2374,B00,4,54,6,0,4,64,6,1,5
14978,tAQ9Sbz0,2368,2203,A83,7,48,1,2,2,78,4,2,1
14979,khmP58wQ,2191,2449,C02,8,84,1,3,2,35,3,1,1
14980,jdn8Yd1k,2185,2218,B12,6,43,1,0,1,77,3,1,1
14981,HrMTSstc,893,1502,B30,5,90,2,2,2,153,1,0,4
14982,BM4Gd48W,987,834,C40,4,227,1,1,9,195,0,2,6
14983,YtZ16eiy,1083,1032,C40,4,59,4,0,4,94,7,2,5
14984,Dvt47b8D,1639,1480,C46,5,31,0,0,1,55,0,0,1
14985,BAziHr99,1744,1753,C26,5,6,1,0,0,38,3,3,0
14986,FYHHmURo,1797,1729,A21,4,109,3,0,2,31,1,0,1
14987,9Wzlnzi8,1718,1710,B90,10,46,3,0,2,57,0,3,3
14988,eKfp6LxU,1749,1728,C42,9,74,2,1,1,98,2,0,3
14989,HdzUjtCP,1753,1715,C46,7,90,3,4,1,59,5,0,1
14990,nIkMfBu7,1421,1412,C40,4,91,3,3,4,133,2,3,3
14991,kHO8nEwI,1587,1519,C22,6,60,2,1,2,105,5,0,2
14992,CHDMeRdD,1741,1868,B01,8,25,7,0,0,53,4,0,2
14993,6JkIkIpo,1591,1578,C46,5,72,10,1,7,54,2,3,6
14994,8roAmfBE,1930,1872,B06,6,120,3,3,5,134,2,4,4
14995,twfrZoo4,1925,1866,C50,9,42,6,3,1,55,8,1,2
14996,jcrgolFQ,2061,1934,D08,4,27,3,1,0,77,3,3,1
14997,DoTopqjt,1484,1563,C41,5,59,5,3,1,77,5,5,3
14998,UVhloCZX,1781,1516,D52,11,15,0,2,0,35,4,1,1
14999,7kcyhV2j,1757,1768,B50,4,85,4,2,5,53,5,2,2
15000,Rt0ciOwa,2206,1706,D37,8,41,2,1,0,64,6,1,1
15001,1MOdCWnE,2260,2508,C59,17,47,3,2,1,18,2,0,0
15002,LrrVRnjP,2169,2499,C44,9,33,4,0,1,10,0,0,0
15003,kLwMuf6F,2096,2492,E21,7,45,5,0,2,20,1,0,1
15004,qKXXHAKF,2148,2483,A01,5,17,2,0,0,13,1,0,0
15005,mQiXENPL,2473,2121,E10,10,22,2,0,0,42,7,0,1
15006,5KxwQntS,1936,2470,C42,5,27,5,0,0,7,0,0,0
15007,EJ88qIkZ,2120,2459,C42,9,10,1,0,0,8,2,0,0
15008,7m0oW6X1,2441,2046,A40,2,29,5,2,0,30,4,2,0
15009,J32Btexm,2096,2429,D06,6,63,2,1,1,7,0,0,0
15010,CZaAAPci,2156,2411,A29,7,44,4,1,2,16,2,1,0
15011,goh7NxGS,1850,2140,A00,1,44,5,0,1,19,1,0,0
15012,tJg5EfQ6,1967,1955,D10,5,33,5,1,0,66,4,0,2
15013,vmJ2BZIr,1500,1927,D35,6,72,3,0,3,44,2,0,2
15014,hT3LrltN,1607,1837,C02,6,97,2,2,3,56,2,2,2
15015,ElpCCMKV,1752,1734,A40,2,38,2,0,2,72,2,1,4
15016,oD2i9qJp,1638,1621,E61,9,19,0,1,0,57,2,0,1
15017,jyulbK7g,1500,1417,A40,2,60,2,1,2,81,6,1,3
15018,MmGCO8Ek,1998,1963,D35,6,39,2,1,1,5,0,0,0
15019,5liQdaIN,1894,1961,A30,2,9,0,0,0,44,0,1,1
15020,RqEo20PS,1744,1822,A21,3,25,4,0,0,69,4,2,1
15021,0gil92hN,1124,1125,B30,4,63,7,3,1,88,5,1,3
15022,ep6hjZY8,1121,1162,C41,5,107,3,2,3,144,5,6,1
15023,zXmXpOVO,1120,1123,D40,8,47,0,2,2,83,3,1,1
15024,4Jj3oybH,1258,1198,B21,3,47,2,4,3,69,2,2,5
15025,p0ZBvDqJ,2385,2515,A00,2,14,2,0,0,48,3,1,1
15026,fJUFETTN,2506,2392,B06,2,16,0,0,0,45,2,2,0
15027,WqGftkI5,2379,2425,A00,1,13,5,1,0,30,3,0,1
15028,ffKFL7Qp,2412,2389,B00,2,21,3,1,0,41,6,1,0
15029,cIqBkr7C,2375,2426,C00,3,19,4,1,1,29,5,0,3
15030,MZiRv2H1,1883,2374,B29,5,53,2,1,1,23,2,0,0
15031,yjSB81Z4,2478,2381,B00,2,18,2,0,0,46,2,2,1
15032,T0W6qfG4,2395,2292,A00,1,21,2,0,1,8,3,0,0
15033,ACIoZk41,2304,2386,B12,3,33,5,1,4,18,1,0,2
15034,4Hz7STlu,1973,2156,A20,2,77,4,0,6,99,6,1,7
15035,vv0mbdIL,1023,1318,A00,1,57,4,0,2,27,0,0,1
15036,VK0I5W5Q,1547,1035,C23,3,212,5,1,5,244,4,1,5
15037,EvtCUvs8,1366,1344,C50,9,53,3,0,1,28,1,0,0
15038,ogcR1MsT,1414,1383,B00,2,73,5,1,3,62,6,0,2
15039,TQ9EG4NT,1288,1385,A00,1,118,6,5,9,105,11,1,10
15040,IP2eI34E,1373,1305,C20,4,131,8,1,10,145,3,2,12
15041,aAprupRy,1784,1745,C01,5,15,2,0,0,40,5,2,0
15042,UsYdyU4U,1666,1793,A45,2,47,4,0,2,49,4,0,1
15043,k3sbkRy3,1394,1660,B53,7,73,2,1,2,15,0,0,0
15044,RZRA20yH,1608,1818,C10,6,22,3,0,0,63,5,2,1
15045,swDXjgBO,1350,1231,C40,4,120,2,3,4,175,5,1,5
15046,ny6o6y1z,1578,1553,C00,3,75,1,1,1,48,0,3,0
15047,f5R3L8se,1526,1807,C41,4,82,11,0,3,65,3,1,3
15048,l2FuJJXL,1783,1986,B35,13,39,7,4,1,64,5,1,3
15049,WqSnRdhg,1699,1969,B27,5,70,0,3,1,29,1,1,0
15050,8y8npGsb,1943,1941,B01,6,58,6,1,2,87,6,2,3
15051,Db5xXZkq,1911,1982,C43,6,76,6,4,2,100,6,3,5
15052,29x1fGaV,1976,1935,D43,8,58,7,2,2,75,5,4,3
15053,uWBUS18l,1589,1610,B06,5,91,5,2,5,59,1,1,5
15054,YkaemBO7,1923,1530,A40,2,53,5,1,2,80,1,1,5
15055,DgDbkSca,1622,1920,C00,3,60,4,1,4,80,4,3,5
15056,bzJEs9Eu,1917,1624,D35,6,56,6,1,2,88,4,0,3
15057,hOGWztNV,1926,1932,D10,6,106,6,2,8,85,8,1,7
15058,SLk4fP7B,1852,1921,C00,3,130,7,2,4,107,4,2,7
15059,a5hqf3He,1928,1844,D20,4,111,6,2,4,81,8,1,3
15060,BlLJ6qNO,1921,1960,E61,5,44,2,2,2,30,3,2,0
15061,bxzohxoc,1917,1760,A40,2,22,2,0,1,55,1,0,2
15062,IFkRKlat,1915,1528,D20,4,24,6,0,0,49,4,2,1
15063,Md0BSeky,1516,1614,C42,5,46,2,0,1,13,1,0,0
15064,33pJp5A3,1141,1530,C00,3,12,1,0,0,51,4,1,0
15065,UHn9J9JD,1337,1334,B21,3,44,1,2,1,79,2,0,4
15066,kfl1nHI2,1346,1221,C24,4,85,6,0,3,52,3,1,1
15067,YtheNwnH,1335,1333,C24,4,45,1,1,0,74,4,1,2
15068,tGrELXY7,1313,1359,B01,2,57,6,1,1,78,8,1,2
