BeerID,Name,URL,Style,StyleID,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,PrimingMethod,PrimingAmount,UserId
959,Pliny the Elder Clone,/homebrew/recipe/view/115740/pliny-the-elder-clone,Imperial IPA,86,22.71,1.09,1.021,9.04,247.9,7.28,30.28,90,1.068,70,N/A,Specific Gravity,BIAB,0.5,18.89,N/A,N/A,
960,Imperial Pils,/homebrew/recipe/view/3078/imperial-pils,German Pilsner (Pils),81,20.82,1.083,1.021,8.08,36.67,4.28,28.39,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
961,EBH Fashionably Late,/homebrew/recipe/view/8776/ebh-fashionably-late,Belgian Tripel,26,20.82,1.084,1.019,8.52,38.76,5.21,11.36,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,1279
962,Light spring rye pale part 2,/homebrew/recipe/view/4841/light-spring-rye-pale-part-2,American Pale Ale,10,15.14,1.049,1.012,4.96,35.22,6.5,17.98,60,N/A,82,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,314
963,Second Hand Store (Raspberry Berliner Weisse...,/homebrew/recipe/view/166942/second-hand-store-raspberry-berliner-weisse-,Berliner Weisse,27,41.64,1.035,1.009,3.43,6.52,2.65,49.21,90,1.029,76,1.5,Specific Gravity,All Grain,0.5,19.44,Force Carb,30psi,15241
964,This Buds for you,/homebrew/recipe/view/57379/this-buds-for-you,Light American Lager,100,20.82,1.041,1.01,4.13,12.57,2.62,28.39,90,1.03,75,N/A,Specific Gravity,BIAB,0.75,10,N/A,N/A,5889
965,Triple Hopped Imperial IPA,/homebrew/recipe/view/22769/triple-hopped-imperial-ipa,Imperial IPA,86,20.82,1.082,1.017,8.59,129.19,9.08,11.36,60,N/A,35,N/A,Specific Gravity,extract,N/A,N/A,dextrose,3 oz,
966,Clown shoes space cake clone,/homebrew/recipe/view/239725/clown-shoes-space-cake-clone,Imperial IPA,86,20.82,1.087,1.019,9.03,49.07,11.34,24.61,60,1.074,70,1,Specific Gravity,All Grain,0.5,N/A,N/A,N/A,18590
967,Tommys red,/homebrew/recipe/view/295091/tommys-red,Irish Red Ale,92,23,1.051,1.013,4.98,20.77,13.7,28.5,60,1.041,69,3.7,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
968,Beer Coasters Podcast - Shot in the Rye,/homebrew/recipe/view/7680/beer-coasters-podcast-shot-in-the-rye,American Pale Ale,10,20.82,1.058,1.014,5.74,37.77,5.88,26.5,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
969,Blonde,/homebrew/recipe/view/290434/blonde,Belgian Blond Ale,20,25,1.063,1.011,6.75,28.24,5.22,29,90,1.054,72,3,Specific Gravity,All Grain,1,18,Naturlig,7 g/l,32613
970,Ginger Saison,/homebrew/recipe/view/6655/ginger-saison,Saison,134,20.82,1.071,1.013,7.56,23.69,4.17,26.5,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,s,N/A,1389
971,Chocolate Pecan Porter #1,/homebrew/recipe/view/31146/chocolate-pecan-porter-1,Baltic Porter,19,3.79,1.074,1.019,7.29,36.83,29.06,6.44,60,N/A,60,N/A,Specific Gravity,All Grain,N/A,N/A,Fizz Drops,1,8774
972,IPA,/homebrew/recipe/view/8898/ipa,English IPA,65,21,1.057,1.013,5.77,44.1,9.41,26.5,60,1.045,80,3,Specific Gravity,All Grain,1,18,N/A,N/A,401
973,Chocolate Cherry Stout,/homebrew/recipe/view/112158/chocolate-cherry-stout,Dry Stout,58,18.93,1.052,1.013,5.08,36.21,40,9.46,60,1.059,35,N/A,Specific Gravity,extract,N/A,18.33,N/A,N/A,23595
974,Man Cave Porter,/homebrew/recipe/view/13607/man-cave-porter,Robust Porter,129,18.93,1.101,1.031,9.14,136.33,31.29,22.71,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,Corn Sugar,4 oz,
975,I.R.I.P.A. Experiment,/homebrew/recipe/view/291780/i-r-i-p-a-experiment,Specialty IPA: Red IPA,150,9.46,1.083,1.017,8.65,120.59,24.39,13.25,60,1.058,60,N/A,Specific Gravity,BIAB,N/A,18.33,N/A,N/A,50364
976,Smoked Porter Clone,/homebrew/recipe/view/14097/smoked-porter-clone,Other Smoked Beer,120,18.93,1.064,1.02,6.05,61.97,36.35,13.25,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,Dextrose,4.5oz,
977,Cottage House Saison,/homebrew/recipe/view/91362/cottage-house-saison,Saison,134,20.82,1.058,1.017,5.29,37.89,6.33,28.39,60,1.037,65,1.25,Specific Gravity,All Grain,0.35,N/A,N/A,N/A,345
978,AHS Wit Adaption,/homebrew/recipe/view/4162/ahs-wit-adaption,Witbier,175,19.87,1.057,1.014,5.66,7.89,4,22.71,30,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,993
979,Bakke Brygg Superlite Lager 25L,/homebrew/recipe/view/109013/bakke-brygg-superlite-lager-25l,Standard American Lager,156,25,1.044,1.007,4.81,10.89,2.18,29,90,1.038,73,N/A,Specific Gravity,All Grain,N/A,11,N/A,N/A,18325
980,Mac's - Founders Centennial IPA Clone,/homebrew/recipe/view/374873/mac-s-founders-centennial-ipa-clone,American IPA,7,11.36,1.068,1.012,7.39,73.72,14.85,15.14,60,1.051,67,N/A,Specific Gravity,BIAB,N/A,21.11,N/A,N/A,66346
981,Sour Baby Jesus,/homebrew/recipe/view/349153/sour-baby-jesus,Foreign Extra Stout,72,18.93,1.075,1.019,7.42,40.35,50,30.28,60,1.047,60,1.5,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,63277
982,Amidst the Black 2.0,/homebrew/recipe/view/93481/amidst-the-black-2-0,Baltic Porter,19,20.82,1.067,1.017,6.64,40.92,26.8,30.28,75,1.046,80,0.75,Specific Gravity,All Grain,0.5,18.89,N/A,N/A,2068
983,Hop Head Double IPA Kit,/homebrew/recipe/view/12552/hop-head-double-ipa-kit,American IPA,7,18.93,1.072,1.017,7.26,74.79,15.87,11.36,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,corn sugar,N/A,582
984,German style altbier,/homebrew/recipe/view/2128/german-style-altbier,North German Altbier,112,18.93,1.053,1.012,5.34,48.74,17.79,9.46,60,N/A,70,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
985,Easy Blonde Ale,/homebrew/recipe/view/263557/easy-blonde-ale,Blonde Ale,30,20.82,1.045,1.011,4.48,19.68,4.15,28.39,60,1.033,75,1.5,Specific Gravity,All Grain,2,17.78,N/A,N/A,
986,Quicksilver 2012 Winter IPA,/homebrew/recipe/view/2357/quicksilver-2012-winter-ipa,American IPA,7,37.85,1.064,1.018,6.07,48.84,10.19,43.53,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,Kegged,N/A,
987,Irish Sunset,/homebrew/recipe/view/338894/irish-sunset,Irish Red Ale,92,21,1.052,1.012,5.27,30.16,13.96,28.5,75,1.038,60,2.75,Specific Gravity,All Grain,0.75,17,N/A,N/A,
988,Stout,/homebrew/recipe/view/98659/stout,Oatmeal Stout,114,25,1.059,1.018,5.42,39.31,34.52,31,60,1.048,65,N/A,Specific Gravity,All Grain,N/A,20,N/A,N/A,
989,Belgian Golden Strong (Toro Hills),/homebrew/recipe/view/26453/belgian-golden-strong-toro-hills-,Belgian Golden Strong Ale,23,45.42,1.074,1.011,8.2,32.45,3.41,53,90,1.063,85,N/A,Specific Gravity,All Grain,1.25,22.22,N/A,N/A,2111
990,Revolution Anti-Hero Clone,/homebrew/recipe/view/235743/revolution-anti-hero-clone,American IPA,7,30.28,1.07,1.018,6.82,51.27,8.96,36.91,60,1.057,70,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,
991,Apache Redskin - Braumeister 20L,/homebrew/recipe/view/353638/apache-redskin-braumeister-20l,Specialty IPA: Red IPA,150,21,1.058,1.013,5.89,53.09,17.58,25,60,1.049,70,N/A,Specific Gravity,BIAB,0.75,18,N/A,N/A,54364
992,Sam Adams Winter Lager Clone,/homebrew/recipe/view/268469/sam-adams-winter-lager-clone,Spice  Herb  or Vegetable Beer,155,20.82,1.06,1.015,5.87,31.5,13.85,9.46,60,1.131,70,N/A,Specific Gravity,extract,1.5,11.39,Corn Sugar,3/4 Cup,
993,Summit Saga IPA,/homebrew/recipe/view/151215/summit-saga-ipa,American IPA,7,22.71,1.077,1.017,7.81,164.83,11.44,30.28,90,1.057,70,1.25,Specific Gravity,All Grain,0.75,20,N/A,N/A,
994,Saison Le Deux,/homebrew/recipe/view/7964/saison-le-deux,Saison,134,20.82,1.07,1.015,7.16,37.07,4.28,22.71,50,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,
995,The RIPA - Rye Imperial IPA,/homebrew/recipe/view/25796/the-ripa-rye-imperial-ipa,Imperial IPA,86,20.82,1.082,1.019,8.23,69.91,11.21,24.61,60,N/A,70,N/A,Specific Gravity,All Grain,0.75,20,Priming Sugar,5 Oz,
996,Dogfish Head Indian Brown Ale Clone v2,/homebrew/recipe/view/71667/dogfish-head-indian-brown-ale-clone-v2,Old Ale,116,22.71,1.065,1.019,5.93,37.76,21.42,11.36,60,1.129,35,N/A,Specific Gravity,extract,0.35,21.11,N/A,N/A,19124
997,Northern German Altbier,/homebrew/recipe/view/16711/northern-german-altbier,North German Altbier,112,20.82,1.056,1.014,5.52,34.55,7.98,28.39,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,19.44,N/A,N/A,2938
998,St. Bernardus Wit Clone,/homebrew/recipe/view/348538/st-bernardus-wit-clone,Witbier,175,18.93,1.056,1.014,5.54,17,4.53,15.14,60,1.07,35,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
999,Cream O' da CrOPS,/homebrew/recipe/view/9124/cream-o-da-crops,Cream Ale,45,10.41,1.045,1.013,4.28,16.37,2.25,14.2,60,1.033,94,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,314
1000,Jalapeno Kölsch,/homebrew/recipe/view/90427/jalapeno-Kölsch,Kölsch,94,20.82,1.05,1.013,4.97,29.67,3.74,11.36,60,1.093,70,N/A,Specific Gravity,Partial Mash,0.35,20,Corn Sugar,N/A,20681
1001,Zombie Dust Clone - Partial Mash,/homebrew/recipe/view/102079/zombie-dust-clone-partial-mash,American IPA,7,15.14,1.062,1.017,5.83,49.3,8.98,20.82,60,1.045,65,N/A,Specific Gravity,extract,0.35,20,N/A,N/A,21800
1002,TH Haze Clone,/homebrew/recipe/view/331826/th-haze-clone,Imperial IPA,86,12.11,1.081,1.018,8.19,105.22,4.83,17.03,60,1.052,70,1.5,Specific Gravity,All Grain,1.25,18.89,N/A,N/A,
1003,Maris Otter sMasH,/homebrew/recipe/view/52974/maris-otter-smash,N/A,111,23,1.048,1.014,4.56,31.09,5.56,28.5,90,N/A,70,N/A,Specific Gravity,BIAB,N/A,20,N/A,N/A,14727
1004,Belgian Grand Cru Two,/homebrew/recipe/view/55858/belgian-grand-cru-two,Belgian Specialty Ale,25,20.82,1.061,1.016,5.93,27.49,3.1,9.46,60,1.134,35,N/A,Specific Gravity,extract,N/A,25,N/A,N/A,
1005,Classic German Pilsner,/homebrew/recipe/view/209347/classic-german-pilsner,German Pilsner (Pils),81,22.71,1.048,1.011,4.81,33.08,3.08,28.39,90,1.038,70,N/A,Specific Gravity,All Grain,1.5,10,N/A,N/A,
1006,Tony's German Pilsner,/homebrew/recipe/view/144142/tony-s-german-pilsner,German Pilsner (Pils),81,45.42,1.054,1.014,5.23,40.23,3.23,53,90,1.047,75,N/A,Specific Gravity,All Grain,N/A,10,N/A,N/A,
1007,Rye pale ale,/homebrew/recipe/view/289190/rye-pale-ale,American Pale Ale,10,4.5,1.049,1.01,5.06,34.95,5.54,6.6,60,1.033,66,N/A,Specific Gravity,BIAB,0.35,15,N/A,N/A,
1008,CREAMY CREAM ALE,/homebrew/recipe/view/64264/creamy-cream-ale,Cream Ale,45,22.71,1.051,1.013,4.96,18.56,3.07,28.39,60,1.04,75,1.6,Specific Gravity,All Grain,0.75,18.33,Dextrose,Based on Final Vol.,
1009,Shadowgang - Rye German Porter,/homebrew/recipe/view/78896/shadowgang-rye-german-porter,Robust Porter,129,9.46,1.06,1.02,5.34,29.84,40,17.03,120,1.033,60,N/A,Specific Gravity,BIAB,0.35,20,Batch Prime w/ Brown Sugar,3 oz,
1010,Red Irish Oops,/homebrew/recipe/view/85586/red-irish-oops,Irish Red Ale,92,22.71,1.06,1.016,5.76,36.91,16.86,11.36,60,1.12,40,N/A,Specific Gravity,extract,0.35,22.22,Bottle condition,.75 cup Corn Sugar,19124
1011,Sixpoint Resin Clone,/homebrew/recipe/view/271063/sixpoint-resin-clone,Imperial IPA,86,20.82,1.084,1.014,9.14,134.55,12.44,28.39,90,1.061,70,1.33,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1012,Cherry Honey Imperial Oatmeal Stout,/homebrew/recipe/view/18409/cherry-honey-imperial-oatmeal-stout,American Stout,12,18.93,1.092,1.026,8.67,84.78,40,22.71,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,737
1013,Basic English IPA,/homebrew/recipe/view/299959/basic-english-ipa,English IPA,65,22.71,1.063,1.017,5.96,55.26,10.63,28.39,90,1.05,75,1.5,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,482
1014,2014 - 7/8 - Sherlock Porter - BIAB - 3 gall...,/homebrew/recipe/view/145783/2014-7-8-sherlock-porter-biab-3-gallon,Robust Porter,129,13.25,1.059,1.014,5.91,35.24,27.8,16.09,60,1.048,65,N/A,Specific Gravity,BIAB,0.75,20,N/A,N/A,
1015,HBC 342 IPA,/homebrew/recipe/view/16929/hbc-342-ipa,Imperial IPA,86,21.77,1.078,1.016,8.21,92.18,8.43,26.5,60,N/A,80,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,1569
1016,Probably the best stout,/homebrew/recipe/view/251589/probably-the-best-stout,Russian Imperial Stout,132,39.75,1.08,1.017,8.31,67.07,35.91,45.42,90,1.063,70,1.75,Specific Gravity,All Grain,0.5,18.33,N/A,N/A,
1017,Rectal Bleeding Dark Strong,/homebrew/recipe/view/84707/rectal-bleeding-dark-strong,Belgian Dark Strong Ale,21,37.85,1.094,1.023,9.24,41.97,21.64,49.21,90,1.072,70,1.5,Specific Gravity,All Grain,1.25,20.56,N/A,N/A,20127
1018,Dogfish Head Imperial Brown Ale - #3,/homebrew/recipe/view/23422/dogfish-head-imperial-brown-ale-3,American Brown Ale,6,4,1.053,1.016,4.87,36.19,28.26,4.5,30,N/A,25,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,5390
1019,Seventh Wonder,/homebrew/recipe/view/27837/seventh-wonder,Extra Special/Strong Bitter (ESB),68,10,1.061,1.015,6.04,49.12,9,14,70,N/A,75,N/A,Specific Gravity,All Grain,N/A,21,N/A,N/A,7397
1020,Belma wheat,/homebrew/recipe/view/9007/belma-wheat,American Wheat or Rye Beer,15,12.3,1.054,1.013,5.3,32.97,4.1,15.14,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1021,Oktoberfest,/homebrew/recipe/view/32881/oktoberfest,Oktoberfest/Märzen,115,20.82,1.057,1.014,5.74,31.48,13.04,24.61,90,1.048,70,1.33,Specific Gravity,All Grain,1.75,12.22,N/A,N/A,
1022,Chocolate peanut butter stout,/homebrew/recipe/view/29874/chocolate-peanut-butter-stout,Sweet Stout,162,20.82,1.05,1.014,4.74,18.05,33.63,26.5,60,1.039,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,805
1023,NixonBrew - Breakfast of Champions Oatmeal M...,/homebrew/recipe/view/103368/nixonbrew-breakfast-of-champions-oatmeal-milk-stout,Sweet Stout,162,18.93,1.065,1.019,6.09,79.16,40,26.5,60,1.047,70,1.3,Specific Gravity,All Grain,0.35,17.78,N/A,N/A,
1024,British Golden Ale,/homebrew/recipe/view/296148/british-golden-ale,British Golden Ale,35,20.82,1.05,1.012,4.98,22.29,4.28,28.69,60,1.036,75,1.25,Specific Gravity,All Grain,0.35,22.22,N/A,N/A,
1025,Boulevard wheat clone,/homebrew/recipe/view/216315/boulevard-wheat-clone,American Wheat or Rye Beer,15,20.82,1.05,1.013,4.94,16.26,3.59,28.39,60,1.037,76,1.25,Specific Gravity,All Grain,N/A,20,N/A,N/A,
1026,Bakke Brygg Oktoberfest/Märzen 50 L,/homebrew/recipe/view/276005/,Oktoberfest/Märzen,115,50,1.054,1.014,5.3,24.5,8.84,60,90,1.045,71,3,Specific Gravity,All Grain,N/A,10,N/A,N/A,18325
1027,Nut Brown Ale Extract,/homebrew/recipe/view/78525/nut-brown-ale-extract,American Brown Ale,6,20.82,1.056,1.011,5.99,22.09,25.14,28.39,60,1.041,35,N/A,Specific Gravity,extract,0.75,20,N/A,N/A,5889
1028,Imperial Porter,/homebrew/recipe/view/9277/imperial-porter,Wood-Aged Beer,176,28.39,1.1,1.022,10.25,91.34,36.71,28.39,60,N/A,77,N/A,Specific Gravity,All Grain,N/A,N/A,Corn Sugar,N/A,1569
1029,La Trappe Quadrupel clone,/homebrew/recipe/view/418569/la-trappe-quadrupel-clone,Belgian Dark Strong Ale,21,46,1.099,1.022,10.11,23.4,22.03,59.5,60,1.077,75,2.9,Specific Gravity,All Grain,1.25,N/A,N/A,N/A,23293
1030,Bakke Brygg Winter Warmer 2014 20 l,/homebrew/recipe/view/175213/bakke-brygg-winter-warmer-2014-20-l,Clone Beer,43,20,1.06,1.014,5.94,33.32,18.35,23.5,60,1.051,71,N/A,Specific Gravity,All Grain,N/A,18,Sukkerlake,5 g sukker/l,18325
1031,Blood of Wallace,/homebrew/recipe/view/4035/blood-of-wallace,Strong Scotch Ale,160,20.82,1.098,1.029,9.17,16.8,25.18,32.18,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1032,Jenlain Bière de Garde Clone,/homebrew/recipe/view/220826/,Bière de Garde,29,48,1.063,1.011,6.71,27,8.33,60,90,1.05,75,1.5,Specific Gravity,All Grain,1,18,N/A,N/A,40623
1033,Christmas beer - Quadrupel,/homebrew/recipe/view/74454/christmas-beer-quadrupel,Belgian Specialty Ale,25,15,1.11,1.031,10.41,19.71,23.7,20,90,1.083,70,N/A,Specific Gravity,All Grain,0.35,20,Cane sugar,4,14673
1034,HAS #6 - Spring elderflower brew,/homebrew/recipe/view/97882/has-6-spring-elderflower-brew,Special/Best/Premium Bitter,144,20,1.046,1.013,4.29,46.46,7.04,28,60,1.033,65,N/A,Specific Gravity,BIAB,0.75,20,Table Sugar,N/A,
1035,Lefty Belgian Blond,/homebrew/recipe/view/73082/lefty-belgian-blond,Belgian Blond Ale,20,20.82,1.065,1.012,6.94,26.86,5.93,30.28,90,1.045,60,1.5,Specific Gravity,All Grain,0.75,20,N/A,N/A,
1036,Porter Midnite 15 gallons,/homebrew/recipe/view/2864/porter-midnite-15-gallons,Robust Porter,129,56.78,1.055,1.016,5.07,41.95,40,56.78,60,N/A,70,N/A,Specific Gravity,Partial Mash,N/A,N/A,N/A,N/A,390
1037,Far out stout,/homebrew/recipe/view/186240/far-out-stout,Sweet Stout,162,19.87,1.056,1.011,5.95,30.77,44.33,26.5,90,1.04,75,N/A,Specific Gravity,BIAB,N/A,18.33,N/A,N/A,34855
1038,Pilsner,/homebrew/recipe/view/2573/pilsner,German Pilsner (Pils),81,37.85,1.057,1.015,5.46,73.28,3.31,45.42,90,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1039,Jingle All the Way Christmas Ale,/homebrew/recipe/view/17868/jingle-all-the-way-christmas-ale,Holiday/Winter Special Spiced Beer,85,20.82,1.068,1.018,6.56,27.38,20.15,11.36,60,1.126,5,N/A,Specific Gravity,extract,N/A,N/A,N/A,N/A,
1040,Three Floyds Dreadnaught Imperial IPA,/homebrew/recipe/view/93792/three-floyds-dreadnaught-imperial-ipa,Imperial IPA,86,7.57,1.083,1.023,7.81,137.97,8.17,12.3,60,1.051,60,N/A,Specific Gravity,All Grain,1,20,N/A,N/A,21800
1041,Zythos IPA,/homebrew/recipe/view/18674/zythos-ipa,Imperial IPA,86,18.93,1.077,1.018,7.77,72.58,9.65,23.66,60,1.028,75,N/A,Specific Gravity,extract,N/A,18.33,cane sugar,5 oz.,
1042,Double IPA - Simcoe/Centennial,/homebrew/recipe/view/20964/double-ipa-simcoe-centennial,Imperial IPA,86,56.78,1.073,1.007,8.6,241.38,8.81,64.35,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
1043,2014 - 10/12 - Kölsch Bier,/homebrew/recipe/view/150343/,Kölsch,94,37.85,1.052,1.013,5.1,32.01,3.81,45.42,90,1.043,76,1.5,Specific Gravity,All Grain,0.75,18.33,N/A,N/A,
1044,"Nut ""N"" Bitch (Honey Nut Brown Ale)",/homebrew/recipe/view/4387/nut-n-bitch-honey-nut-brown-ale-,Northern English Brown,113,48.1,1.049,1.014,4.66,29.74,17.98,51.9,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1045,Centennial Blonde,/homebrew/recipe/view/53331/centennial-blonde,Blonde Ale,30,20.82,1.048,1.011,4.89,17.85,3.14,11.36,60,N/A,35,N/A,Specific Gravity,extract,0.35,N/A,N/A,N/A,
1046,AAA,/homebrew/recipe/view/92225/aaa,American Amber Ale,4,21,1.038,1.007,4.11,32.95,7.01,28.5,60,1.028,65,N/A,Specific Gravity,BIAB,N/A,22,N/A,N/A,
1047,Franziskaner Hefe-weisse Clone 4g,/homebrew/recipe/view/254683/franziskaner-hefe-weisse-clone-4g,Weizen/Weissbier,170,17.03,1.051,1.012,5.07,21.3,4.72,22.71,60,1.038,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,34404
1048,Belgian Strong Ale,/homebrew/recipe/view/2874/belgian-strong-ale,Belgian Blond Ale,20,41.64,1.084,1.016,9.01,41.38,7.38,60.57,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,380
1049,West Coast IPA 10,/homebrew/recipe/view/58981/west-coast-ipa-10,American IPA,7,41.64,1.079,1.015,8.36,60.12,7.41,51.1,60,1.064,75,N/A,Specific Gravity,All Grain,1,18.33,N/A,N/A,5889
1050,Easy Blonde Ale,/homebrew/recipe/view/19291/easy-blonde-ale,American Amber Ale,4,9.46,1.07,1.02,6.65,38.27,21,12.87,60,N/A,75,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,2962
1051,English Bitter,/homebrew/recipe/view/73295/english-bitter,Extra Special/Strong Bitter (ESB),68,21,1.062,1.015,6.08,28.73,8.31,12,60,1.108,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
1052,Russian Imperial Stout - Kate the Great,/homebrew/recipe/view/89012/russian-imperial-stout-kate-the-great,Russian Imperial Stout,132,20.82,1.107,1.027,10.58,99.25,40,24.61,75,1.091,65,N/A,Specific Gravity,BIAB,1,N/A,N/A,N/A,
1053,Dead Guy Ale clone,/homebrew/recipe/view/31046/dead-guy-ale-clone,Maibock/Helles Bock,103,20.82,1.064,1.016,6.31,34.54,7.95,24.61,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,955
1054,HoP tO Your FEEt WheAT,/homebrew/recipe/view/6607/hop-to-your-feet-wheat,American Wheat or Rye Beer,15,17.98,1.051,1.012,5.17,34.46,4.63,20.82,60,1.044,78,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,314
1055,Dogfish Head 120 IPA Clone,/homebrew/recipe/view/38687/dogfish-head-120-ipa-clone,Imperial IPA,86,37.85,23.174,3.72339,11.86,240.29,6.46,48.07,120,N/A,80,N/A,Plato,All Grain,2,18.89,N/A,N/A,
1056,Dominion Millennium Barley Wine Clone,/homebrew/recipe/view/205673/dominion-millennium-barley-wine-clone,American Barleywine,5,38,1.1,1.017,10.9,106.7,13.8,50,90,1.076,75,2.5,Specific Gravity,All Grain,N/A,19,N/A,N/A,40623
1057,Flying Dog Doggy Style Classic Pale Ale CLON...,/homebrew/recipe/view/191042/flying-dog-doggy-style-classic-pale-ale-clone,American Pale Ale,10,18.93,1.056,1.014,5.52,0,17.16,26.5,90,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1058,001 Bock - 01,/homebrew/recipe/view/247431/001-bock-01,Traditional Bock,163,40,1.06,1.01,6.58,22.54,19.94,48,60,1.05,75,3,Specific Gravity,All Grain,N/A,13,N/A,N/A,45658
1059,Bakke Brygg American IPA Tropisk (Mosaic  Ne...,/homebrew/recipe/view/222112/bakke-brygg-american-ipa-tropisk-mosaic-nelson-amarillo-20-l,American IPA,7,20,1.066,1.013,7,62.81,6.6,23,60,1.057,70,N/A,Specific Gravity,All Grain,N/A,18,Sukkerlake,6 g sukker/l,18325
1060,Weizen / Weissbier,/homebrew/recipe/view/75197/weizen-weissbier,Weizen/Weissbier,170,18,13.098,3.78593,5.01,13.37,4.62,26,90,9.2,82.3,N/A,Plato,BIAB,0.5,18,N/A,N/A,
1061,K2 - Sommer ØL Vestbrygg konk,/homebrew/recipe/view/7180/,Kölsch,94,22,1.05,1.013,4.95,72.17,5.02,29,60,N/A,70,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,1046
1062,Classic American Pilsner (BIAB),/homebrew/recipe/view/75159/classic-american-pilsner-biab-,Classic American Pilsner,40,20,1.064,1.013,6.73,39.46,3.58,29.5,80,1.043,70,N/A,Specific Gravity,BIAB,1.75,10,N/A,N/A,
1063,Apple IPA,/homebrew/recipe/view/190115/apple-ipa,American IPA,7,18.93,1.05,1.009,5.37,0,11.04,22.71,60,N/A,65,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1064,1744 Porter,/homebrew/recipe/view/90668/1744-porter,Baltic Porter,19,20.82,1.076,1.02,7.43,60.11,30,13.25,60,1.12,70,N/A,Specific Gravity,Partial Mash,0.35,20,Corn Sugar,N/A,20681
1065,Eightball Imperial Black Ale,/homebrew/recipe/view/31419/eightball-imperial-black-ale,Foreign Extra Stout,72,20.82,1.083,1.016,8.69,116.97,39.07,28.39,60,1.061,70,N/A,Specific Gravity,BIAB,N/A,15.56,N/A,N/A,5889
1066,Creamy Nut Brown,/homebrew/recipe/view/7141/creamy-nut-brown,American Brown Ale,6,20.82,1.06,1.016,5.85,38.55,31.74,28.39,60,N/A,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,
1067,Jai Alai Clone,/homebrew/recipe/view/108367/jai-alai-clone,American IPA,7,11.36,1.075,1.017,7.59,70.71,8.1,12.3,60,1.069,25,N/A,Specific Gravity,extract,1.25,20,N/A,N/A,22270
1068,Austrian caramel lager,/homebrew/recipe/view/4668/austrian-caramel-lager,Munich Helles,109,18.93,1.051,1.013,5.05,32.11,12.47,18.93,60,N/A,66,N/A,Specific Gravity,BIAB,N/A,N/A,N/A,N/A,
1069,Out of this World IPA,/homebrew/recipe/view/50043/out-of-this-world-ipa,Imperial IPA,86,37.85,1.082,1.019,8.33,393.54,7.72,45.42,60,1.068,70,N/A,Specific Gravity,All Grain,N/A,N/A,N/A,N/A,5100
1070,Lagunitas IPA Clone Braumeister 20l,/homebrew/recipe/view/305172/lagunitas-ipa-clone-braumeister-20l,American IPA,7,21,1.061,1.013,6.27,60.16,5.92,25,60,1.051,70,N/A,Specific Gravity,BIAB,0.75,18,N/A,N/A,54364
