Color,VehicleModel,VehicleDesc,ModelYear,VehicleType,DateStolen,Location
Black,Mazda,MX-5,2001,Convertible,30/03/2022,Bay of Plenty
Red,Lexus,GS300,1997,Saloon,2/04/2022,Central
White,Toyota,AQUA,2014,Hatchback,28/11/2021,Wellington
Grey,Toyota,HILUX,2020,Utility,24/10/2021,Eastern
Black,BMW,320I,2008,Sports Car,27/02/2022,Canterbury
White,Honda,INSIGHT,2013,Hatchback,13/12/2021,Central
Black,BMW,116I,2007,Hatchback,4/02/2022,Canterbury
Blue,Ford,FALCON,1984,Utility,5/03/2022,Canterbury
Black,Honda,ACCORD,2008,Saloon,14/01/2022,Auckland City
White,Toyota,HILUX,2020,Utility,8/02/2022,Central
Green,Mitsubishi,TRITON,2002,Utility,28/03/2022,Central
Silver,Mitsubishi,GRANDIS,2001,Stationwagon,7/10/2021,Canterbury
White,Mitsubishi,L300,2013,Light Van,6/02/2022,Waitemata
Grey,Ford,COURIER,2004,Utility,15/03/2022,Waikato
Green,BMW,325,1986,Saloon,28/02/2022,Waikato
White,Mazda,BOUNTY,2001,Utility,5/01/2022,Bay of Plenty
White,Ford,COURIER,2004,Utility,21/03/2022,Waikato
Silver,Mazda,DEMIO,2008,Hatchback,10/03/2022,Wellington
Silver,Toyota,AQUA,2014,Hatchback,25/03/2022,Counties/Manukau
Blue,Honda,FIT,2009,Hatchback,6/04/2022,Auckland City
Grey,Nissan,PRESAGE,2005,Stationwagon,23/01/2022,Wellington
Silver,Land Rover,DEFENDER,2020,Stationwagon,12/02/2022,Auckland City
Red,Nissan,PRIMERA,2002,Saloon,31/03/2022,Counties/Manukau
Black,Subaru,LEGACY,2010,Saloon,12/12/2021,Northland
Silver,Toyota,COROLLA,2015,Stationwagon,24/03/2022,Waikato
Grey,Toyota,HILUX,1991,Stationwagon,25/10/2021,Wellington
White,Suzuki,RMZ250,0,,14/11/2021,Bay of Plenty
Silver,Trailer,KEA,2005,Trailer,4/03/2022,Northland
White,Reid,TRAILER,2009,Trailer - Heavy,10/03/2022,Central
Silver,Briford,TRAILER,2009,Trailer,24/02/2022,Counties/Manukau
Silver,Kea,K 74 SA,2009,Trailer,1/02/2022,Counties/Manukau
Grey,Trailer,HOMEBUILT,2009,Boat Trailer,1/04/2022,Wellington
Silver,Trailer,CB TRANSPORTERS,2009,Trailer,22/03/2022,Waikato
Silver,Trailer,4 X 7,2008,Trailer,10/02/2022,Canterbury
Silver,Factory Built,TRAILER,2009,Trailer - Heavy,10/01/2022,Canterbury
Yellow,Trailer,HOMEMADE,1994,Caravan,12/02/2022,Counties/Manukau
Silver,Trailer,BOAT,1999,Boat Trailer,14/11/2021,Waikato
Silver,Trailer,KAIAPOI SINGLE,2008,Trailer,29/01/2022,Canterbury
Silver,Trailer,STEELBRO,2008,Trailer,27/11/2021,Waitemata
Green,Briford,7X4,2009,Trailer,14/03/2022,Southern
Black,Mitsubishi,PAJERO,2020,Stationwagon,5/04/2022,Central
Silver,Subaru,IMPREZA,2011,Saloon,14/02/2022,Waitemata
Black,Holden,UTE,2003,Utility,20/02/2022,Waikato
Silver,Mercedes-Benz,E350,2011,Stationwagon,11/03/2022,Auckland City
Blue,Mazda,DEMIO,2006,Hatchback,23/03/2022,Auckland City
Blue,Mazda,AXELA,2013,Saloon,25/03/2022,Auckland City
Silver,BMW,323I,2009,Saloon,12/02/2022,Counties/Manukau
Purple,Honda,CIVIC,1998,Saloon,10/03/2022,Eastern
Blue,Toyota,VITZ,2014,Hatchback,1/04/2022,Waitemata
Silver,Toyota,HIACE,1997,Light Van,23/03/2022,Auckland City
White,Ford,COURIER,2004,Utility,11/03/2022,Bay of Plenty
Silver,Subaru,IMPREZA,1996,Hatchback,5/11/2021,Southern
Green,Honda,CIVIC LX,1987,Hatchback,25/01/2022,Waikato
Silver,Skoda,KAROQ,2020,Stationwagon,13/03/2022,Waitemata
Silver,BMW,320I,2007,Hatchback,8/01/2022,Bay of Plenty
Blue,Toyota,AQUA,2014,Stationwagon,18/02/2022,Central
Blue,BMW,130I,2006,Hatchback,25/02/2022,Counties/Manukau
Black,Suzuki,SWIFT,2007,Hatchback,20/11/2021,Bay of Plenty
Brown,Toyota,HIACE,1993,Light Van,31/12/2021,Counties/Manukau
Silver,Toyota,AQUA,2014,Hatchback,31/03/2022,Auckland City
White,Toyota,AQUA,2015,Hatchback,23/03/2022,Waitemata
Grey,BMW,320I,2007,Saloon,28/11/2021,Wellington
White,Subaru,FORESTER,2005,Stationwagon,2/11/2021,Central
Grey,Ford,RANGER,2020,Utility,21/11/2021,Bay of Plenty
Blue,Nissan,TIIDA,2005,Saloon,19/11/2021,Auckland City
White,Toyota,COROLLA,2005,Hatchback,24/03/2022,Auckland City
Silver,Mazda,PREMACY,2011,Stationwagon,11/01/2022,Wellington
White,Ford,COURIER,1998,Utility,7/02/2022,Canterbury
Silver,Holden,CAPTIVA,2012,Stationwagon,31/01/2022,Waitemata
Blue,Mini,COOPER,2002,Sports Car,25/03/2022,Waitemata
White,Nissan,NAVARA,2008,Utility,21/10/2021,Eastern
Brown,Nissan,NOTE,2008,Hatchback,11/11/2021,Counties/Manukau
Grey,Nissan,LAFESTA,2012,Stationwagon,20/03/2022,Counties/Manukau
White,Toyota,PRIUS,2014,Hatchback,1/04/2022,Counties/Manukau
Black,Suzuki,SWIFT,2012,Hatchback,22/02/2022,Counties/Manukau
Black,Mercedes-Benz,ML,2004,Stationwagon,22/11/2021,Northland
Grey,Suzuki,SWIFT,2009,Hatchback,18/01/2022,Northland
Grey,Toyota,RAV4,2020,Stationwagon,25/03/2022,Counties/Manukau
Black,Toyota,VITZ,2015,Hatchback,28/02/2022,Auckland City
Black,Ford,MONDEO,2008,Hatchback,8/03/2022,Counties/Manukau
Blue,Mazda,DEMIO,2004,Hatchback,16/01/2022,Waitemata
Black,Mitsubishi,OUTLANDER,2009,Stationwagon,1/04/2022,Counties/Manukau
Silver,Ford,TERRITORY,2010,Stationwagon,12/12/2021,Counties/Manukau
White,Toyota,HILUX,1999,Utility,17/01/2022,Bay of Plenty
White,Toyota,TRUENO,1994,Sports Car,17/10/2021,Waitemata
Blue,BMW,320I,2011,Saloon,28/02/2022,Counties/Manukau
Blue,BMW,M3,2018,Saloon,31/10/2021,Auckland City
Silver,Holden,COMMODORE,2006,Saloon,15/02/2022,Canterbury
White,Toyota,AQUA,2015,Hatchback,14/11/2021,Canterbury
Black,Toyota,MARKX,2006,Saloon,14/02/2022,Auckland City
Grey,Nissan,LEAF,2015,Hatchback,2/02/2022,Canterbury
White,Toyota,AQUA,2015,Hatchback,4/02/2022,Waitemata
,,,0,,4/04/2022,Waikato
Black,BMW,540I,2006,Saloon,1/04/2022,Auckland City
Grey,Honda,ACCORD,2011,Saloon,9/11/2021,Counties/Manukau
Silver,Toyota,AQUA,2015,Hatchback,26/02/2022,Auckland City
Black,BMW,M4,2017,Sports Car,31/01/2022,Canterbury
White,Toyota,MARKX,2006,Saloon,27/10/2021,Waitemata
Red,Mitsubishi,ASX,2020,Stationwagon,31/03/2022,Auckland City
Grey,Audi,A5,2008,Sports Car,8/11/2021,Bay of Plenty
White,Toyota,AQUA,2015,Hatchback,6/03/2022,Waitemata
White,Holden,COMMODORE,2013,Saloon,18/01/2022,Bay of Plenty
Silver,Nissan,PULSAR,1998,Saloon,14/10/2021,Waikato
Silver,Suzuki,SWIFT,2011,Hatchback,26/03/2022,Auckland City
Black,Suzuki,SWIFT,2016,Hatchback,28/01/2022,Eastern
Red,Mercedes-Benz,CLS,2009,Sports Car,9/03/2022,Auckland City
Red,Suzuki,SWIFT,2014,Hatchback,4/11/2021,Northland
Silver,Toyota,AQUA,2016,Hatchback,8/03/2022,Auckland City
Yellow,Nissan,SKYLINE,1996,Saloon,31/01/2022,Counties/Manukau
Red,Suzuki,ESCUDO,1994,Stationwagon,5/04/2022,Northland
Red,Nissan,X-TRAIL,2009,Stationwagon,2/03/2022,Counties/Manukau
Black,Nissan,MAXIMA,2004,Saloon,25/03/2022,Waitemata
White,Subaru,IMPREZA,2013,Hatchback,3/04/2022,Auckland City
Blue,Ford,RANGER,2021,Utility,26/02/2022,Bay of Plenty
Grey,Nissan,NAVARA,2021,Utility,21/03/2022,Canterbury
White,Volkswagen,GOLF,2012,Hatchback,9/01/2022,Waitemata
Silver,Jaguar,XF,2009,Saloon,9/01/2022,Counties/Manukau
Grey,Nissan,SKYLINE,2007,Saloon,31/12/2021,Waikato
White,Mazda,BOUNTY,2006,Utility,6/12/2021,Southern
Brown,Toyota,HIGHLANDER,2012,Stationwagon,28/12/2021,Canterbury
Black,Holden,COMMODORE,2003,Saloon,16/10/2021,Canterbury
Grey,Holden,COMMODORE,2008,Saloon,25/11/2021,Eastern
White,Nissan,VANETTE,2008,Light Van,23/12/2021,Counties/Manukau
White,Toyota,HILUX,2002,Utility,23/02/2022,Canterbury
Yellow,Mitsubishi,CANTER FE434EZR,1987,Other Truck,3/04/2022,Canterbury
White,Fuso,CANTER 616-CITY-TIP,2021,Other Truck,19/03/2022,Counties/Manukau
White,Toyota,MARKX,2006,Saloon,28/11/2021,Northland
White,Toyota,MARKX,2006,Saloon,16/12/2021,Northland
White,BMW,320I,2006,Saloon,8/10/2021,Bay of Plenty
White,Toyota,AQUA,2015,Hatchback,2/04/2022,Waitemata
Grey,Suzuki,SWIFT,2005,Hatchback,28/10/2021,Wellington
White,BMW,320D,2009,Saloon,25/11/2021,Wellington
Silver,Volkswagen,GOLF,2017,Hatchback,22/12/2021,Waitemata
Green,Mitsubishi,LANCER,1998,Saloon,30/03/2022,Wellington
Blue,Subaru,LEGACY,2006,Saloon,20/01/2022,Canterbury
Black,Mitsubishi,OUTLANDER,2006,Stationwagon,1/02/2022,Canterbury
White,Toyota,COROLLA,2006,Saloon,3/12/2021,Waitemata
Silver,Toyota,ALTEZZA,1999,Saloon,12/02/2022,Waitemata
Black,Seat,TARRACO,2021,Stationwagon,25/03/2022,Counties/Manukau
Black,Audi,A4,2010,Saloon,23/10/2021,Waikato
Brown,BMW,328I,2012,Saloon,20/03/2022,Waitemata
White,Toyota,AQUA,2016,Hatchback,2/12/2021,Auckland City
Blue,Mitsubishi,COLT,2005,Hatchback,18/03/2022,Waitemata
Silver,Nissan,TIIDA,2005,Hatchback,6/03/2022,Waikato
Blue,Toyota,DYNA,2013,Other Truck,19/12/2021,Counties/Manukau
Silver,Toyota,BLADE,2008,Hatchback,15/03/2022,Counties/Manukau
White,Mazda,BT-50,2007,Utility,4/01/2022,Bay of Plenty
White,Nissan,MARCH,2006,Hatchback,25/12/2021,Counties/Manukau
White,BMW,X5,2018,Stationwagon,22/01/2022,Auckland City
Silver,Honda,ODYSSEY,2004,Stationwagon,27/10/2021,Canterbury
White,BMW,335I,2007,Saloon,21/02/2022,Waitemata
White,Mitsubishi,L300,2002,Light Van,31/12/2021,Canterbury
White,Mitsubishi,L300,2002,Light Van,1/02/2022,Canterbury
Silver,Cadillac,STS,2008,Saloon,26/03/2022,Counties/Manukau
Grey,Honda,ODYSSEY,2001,Stationwagon,19/12/2021,Wellington
Silver,Subaru,IMPREZA,2016,Saloon,1/04/2022,Southern
Silver,BMW,320I,2010,Saloon,25/01/2022,Wellington
Blue,Holden,VX COMMODORE,2001,Saloon,8/02/2022,Waikato
Silver,Audi,A3,2004,Hatchback,31/12/2021,Waitemata
Black,Toyota,AQUA,2015,Hatchback,13/03/2022,Auckland City
Red,Mazda,CX-5,2012,Stationwagon,25/03/2022,Auckland City
Silver,BMW,320I,2008,Saloon,24/02/2022,Counties/Manukau
Silver,Toyota,AQUA,2015,Hatchback,31/03/2022,Auckland City
Black,Toyota,MARKX,2008,Saloon,15/11/2021,Waitemata
Blue,Mazda,ATENZA,2008,Hatchback,2/01/2022,Canterbury
Blue,Subaru,LEGACY,2007,Saloon,25/11/2021,Waitemata
Blue,BMW,116I,2010,Hatchback,25/03/2022,Auckland City
Silver,Audi,Q5,2010,Stationwagon,13/03/2022,Central
Brown,Subaru,LEGACY,2001,Stationwagon,1/03/2022,Canterbury
Blue,Toyota,PASSO,2004,Hatchback,27/02/2022,Counties/Manukau
Red,Subaru,IMPREZA,2001,Saloon,26/02/2022,Central
Black,Honda,INSPIRE,2008,Saloon,18/03/2022,Auckland City
White,Toyota,AQUA,2016,Hatchback,5/04/2022,Waitemata
Grey,Ford,TERRITORY,2006,Stationwagon,13/11/2021,Bay of Plenty
Silver,Mitsubishi,PAJERO SPORT,2021,Stationwagon,12/03/2022,Auckland City
White,Mazda,ATENZA,2007,Saloon,26/03/2022,Counties/Manukau
White,Jeep,WRANGLER,2015,Stationwagon,12/01/2022,Counties/Manukau
Black,Ford,TERRITORY,2014,Stationwagon,4/11/2021,Waitemata
Black,Chevrolet,CRUZE,2005,Hatchback,23/03/2022,Auckland City
White,Toyota,AQUA,2014,Hatchback,3/02/2022,Waikato
Blue,Mitsubishi,LANCER,2004,Saloon,19/11/2021,Waikato
Green,Isuzu,BIGHORN,1996,Stationwagon,7/10/2021,Bay of Plenty
Black,BMW,120I,2012,Hatchback,1/11/2021,Wellington
White,Toyota,AQUA,2016,Hatchback,4/04/2022,Counties/Manukau
White,Nissan,NAVARA,2006,Utility,17/12/2021,Bay of Plenty
Blue,Holden,COMMODORE,2004,Saloon,25/12/2021,Northland
Black,Audi,A4,2010,Stationwagon,28/12/2021,Canterbury
White,Chrysler,300C,2012,Saloon,5/04/2022,Counties/Manukau
White,Nissan,TIIDA,2005,Saloon,10/02/2022,Canterbury
Black,Nissan,SKYLINE,2008,Saloon,17/02/2022,Auckland City
Black,Mitsubishi,OUTLANDER,2010,Stationwagon,30/03/2022,Waikato
Black,Audi,A4,2007,Saloon,14/11/2021,Counties/Manukau
Silver,Toyota,AQUA,2015,Hatchback,4/01/2022,Counties/Manukau
Silver,Toyota,TOWNACE,1999,Light Van,7/01/2022,Counties/Manukau
Black,Toyota,AQUA,2012,Hatchback,3/04/2022,Counties/Manukau
White,Subaru,WRX,2018,Saloon,27/02/2022,Counties/Manukau
White,BMW,530I,2005,Saloon,21/03/2022,Central
Black,Mitsubishi,LANCER,2001,Saloon,16/02/2022,Canterbury
Silver,Toyota,AQUA,2016,Hatchback,12/03/2022,Counties/Manukau
Silver,Toyota,AQUA,2016,Hatchback,1/04/2022,Counties/Manukau
White,Toyota,COROLLA,2016,Stationwagon,19/03/2022,Waikato
White,Toyota,HILUX,1997,Utility,25/01/2022,Northland
White,Subaru,IMPREZA,1993,Saloon,5/02/2022,Wellington
White,Chevrolet,SILVERADO,2020,Utility,4/04/2022,Eastern
Blue,Toyota,HILUX,1994,Stationwagon,14/02/2022,Canterbury
Black,Maserati,LEVANTE,2019,Stationwagon,4/02/2022,Auckland City
White,Toyota,MARKX,2010,Saloon,1/03/2022,Canterbury
Brown,Nissan,FUGA,2007,Saloon,28/03/2022,Waikato
White,Mitsubishi,ASX,2021,Stationwagon,2/04/2022,Canterbury
Silver,Toyota,AQUA,2013,Hatchback,22/03/2022,Counties/Manukau
White,Subaru,LEGACY,2010,Stationwagon,29/10/2021,Southern
White,Ford,COURIER,2003,Utility,2/02/2022,Southern
Blue,Mitsubishi,LEGNUM,1997,Stationwagon,15/12/2021,Central
Silver,Toyota,AQUA,2016,Hatchback,2/03/2022,Auckland City
Silver,Subaru,IMPREZA,1996,Stationwagon,17/01/2022,Canterbury
White,Toyota,AQUA,2015,Hatchback,1/03/2022,Tasman
Silver,Honda,TORNEO,2000,Saloon,2/04/2022,Central
Silver,Nissan,SKYLINE,2007,Sports Car,2/12/2021,Canterbury
Grey,Holden,COMMODORE,2006,Saloon,25/10/2021,Central
Silver,Nissan,SKYLINE,2021,Saloon,4/04/2022,Counties/Manukau
White,Audi,A4,2010,Saloon,26/12/2021,Auckland City
White,BMW,X5,2012,Stationwagon,21/03/2022,Waitemata
Red,Mazda,AXELA,2011,Hatchback,7/01/2022,Central
Black,Subaru,LEGACY,2009,Saloon,18/03/2022,Auckland City
White,Mazda,E2000,1989,Light Van,4/04/2022,Tasman
Purple,Mercedes-Benz,CLA180,2013,Saloon,12/03/2022,Canterbury
Black,Holden,COMMODORE,2004,Saloon,16/10/2021,Waikato
,,,0,,4/04/2022,Waikato
White,Audi,A8,2007,Saloon,10/01/2022,Bay of Plenty
Black,Subaru,LEGACY,2010,Saloon,11/12/2021,Eastern
Black,Subaru,LEGACY,2000,Saloon,19/02/2022,Bay of Plenty
Black,Honda,ACCORD,2012,Saloon,16/03/2022,Canterbury
Silver,Ford,FALCON,2007,Saloon,22/01/2022,Canterbury
Black,Nissan,REGULUS,1996,Stationwagon,18/12/2021,Waikato
Black,Nissan,REGULUS,1996,Stationwagon,31/12/2021,Waikato
Silver,Toyota,AQUA,2016,Hatchback,18/03/2022,Waikato
Red,Toyota,HILUX,1993,Stationwagon,12/03/2022,Central
Green,Toyota,HILUX,1996,Stationwagon,7/11/2021,Counties/Manukau
Green,Toyota,HILUX,1996,Stationwagon,10/11/2021,Counties/Manukau
Grey,Toyota,VANGUARD,2010,Stationwagon,3/04/2022,Counties/Manukau
Blue,Toyota,HILUX,2021,Utility,16/03/2022,Counties/Manukau
Silver,Honda,ACCORD,2015,Saloon,23/01/2022,Waikato
White,Subaru,LEGACY,2007,Stationwagon,31/03/2022,Counties/Manukau
Purple,Subaru,LEGACY,1999,Saloon,28/12/2021,Central
Black,Nissan,FUGA,2007,Saloon,15/03/2022,Counties/Manukau
White,Ford,RANGER,2021,Utility,15/03/2022,Counties/Manukau
Black,Isuzu,D-MAX,2016,Utility,3/11/2021,Southern
Blue,Toyota,WISH,2004,Stationwagon,25/12/2021,Waikato
Blue,Toyota,AQUA,2012,Hatchback,4/03/2022,Waitemata
White,Nissan,NAVARA,2021,Utility,21/12/2021,Waitemata
Red,Nissan,NAVARA,2021,Utility,12/03/2022,Counties/Manukau
Blue,Toyota,COROLLA XL,1988,Hatchback,29/03/2022,Canterbury
Silver,Toyota,ESTIMA,2005,Stationwagon,2/04/2022,Auckland City
White,BMW,X5,2006,Stationwagon,26/03/2022,Counties/Manukau
Grey,Honda,ACCORD,2012,Saloon,5/04/2022,Central
Grey,Audi,S4,2006,Stationwagon,7/02/2022,Waikato
White,Mazda,FAMILIA,2000,Hatchback,2/02/2022,Waitemata
Grey,Honda,ACCORD,2007,Saloon,30/11/2021,Waikato
Black,Toyota,AVENSIS,2009,Stationwagon,10/01/2022,Canterbury
Black,BMW,650I,2007,Saloon,29/01/2022,Central
Blue,Toyota,CYNOS,1996,Saloon,1/01/2022,Auckland City
White,Mazda,BOUNTY,2002,Utility,1/02/2022,Wellington
Black,Nissan,SKYLINE,2008,Saloon,25/03/2022,Auckland City
Gold,Nissan,TIIDA,2006,Hatchback,7/01/2022,Counties/Manukau
Silver,Nissan,MARCH,2015,Hatchback,3/04/2022,Auckland City
White,Toyota,COROLLA,2021,Hatchback,5/04/2022,Wellington
White,Toyota,COROLLA,2021,Hatchback,1/02/2022,Waitemata
Black,Land Rover,RANGE ROVER,2013,Stationwagon,28/02/2022,Canterbury
Grey,Holden,COMMODORE,2007,Saloon,18/12/2021,Counties/Manukau
Blue,Mazda,AXELA,2005,Saloon,4/03/2022,Canterbury
Red,Mazda,AXELA,2007,Hatchback,31/03/2022,Northland
Blue,Nissan,CIVILIAN,1991,Mobile Home - Light,3/12/2021,Canterbury
Silver,Toyota,AQUA,2014,Hatchback,26/01/2022,Waikato
Red,Ford,LASER,2000,Saloon,5/03/2022,Bay of Plenty
White,BMW,MINI,2010,Hatchback,30/03/2022,Counties/Manukau
Red,BMW,320I,2001,Saloon,26/02/2022,Central
White,Ford,COURIER XLT,1988,Light Van,25/01/2022,Wellington
Grey,Audi,RS5,2014,Sports Car,27/03/2022,Auckland City
Grey,Toyota,AQUA,2016,Hatchback,1/03/2022,Auckland City
Yellow,MG,3,2021,Hatchback,16/01/2022,Auckland City
White,Honda,CRV,2012,Stationwagon,4/04/2022,Wellington
White,Toyota,AQUA,2014,Hatchback,3/04/2022,Auckland City
Black,Mazda,ATENZA,2005,Saloon,12/03/2022,Bay of Plenty
Black,Toyota,MARKX,2007,Saloon,3/02/2022,Auckland City
White,Ford,RANGER,2016,Utility,19/02/2022,Counties/Manukau
Silver,Toyota,AQUA,2014,Hatchback,23/01/2022,Auckland City
White,Toyota,AQUA,2015,Hatchback,31/03/2022,Counties/Manukau
Black,Mitsubishi,OUTLANDER,2022,Stationwagon,26/01/2022,Auckland City
Blue,Toyota,PRIUS,2007,Hatchback,13/01/2022,Bay of Plenty
Black,Pinto,ECONOMY,1992,Trailer,18/12/2021,Waitemata
Yellow,Ferrari,348 SP,1993,Convertible,21/10/2021,Auckland City
Blue,Homebuilt,COBRA,1993,Trailer,23/01/2022,Central
Grey,Trailer,LOCAL,1981,Boat Trailer,19/01/2022,Waikato
Black,MG,HS,2021,Stationwagon,16/03/2022,Counties/Manukau
White,Mitsubishi,LANCER,1980,Saloon,29/11/2021,Canterbury
Silver,Mercedes-Benz,CLA180,2014,Sports Car,12/03/2022,Auckland City
White,Toyota,HILUX 2.0,1989,Flat Deck Truck,17/11/2021,Eastern
Grey,Mitsubishi,L200 D/CAB,1989,Utility,29/03/2022,Canterbury
Red,Toyota,COROLLA,1989,Saloon,27/11/2021,Waitemata
Silver,Toyota,HILUX,1998,Stationwagon,24/03/2022,Canterbury
Silver,Ford,COURIER 4 X 4,1990,Utility,5/01/2022,Bay of Plenty
White,Isuzu,SPACE CAB,1990,Utility,10/01/2022,Canterbury
Gold,Mitsubishi,L200 SPORT D/CAB,1990,Utility,2/11/2021,Wellington
Orange,Anglo,CARAVAN,1973,Caravan,15/12/2021,Central
White,Trailer,HALCROW,2010,Trailer,1/12/2021,Wellington
Blue,Trailer,HOMEBUILT,1998,Trailer,16/10/2021,Auckland City
Blue,Trailer,DAYTECH,2009,Trailer,22/12/2021,Northland
Grey,Trailer,VOYAGER,1999,Boat Trailer,1/02/2022,Waitemata
White,Caravan,AVONDALE,2005,Caravan,27/02/2022,Canterbury
Silver,Trailer,ELITE8 X 4,2009,Trailer,14/02/2022,Canterbury
Silver,Trailer,ONE,2009,Trailer,15/03/2022,Southern
Silver,Homebuilt,HOSKING V17,1993,Boat Trailer,4/04/2022,Northland
Silver,Pinto,UNBRAKED TANDEM,2010,Trailer,25/03/2022,Southern
Silver,Trailer,DOMESTIC,2009,Trailer,13/01/2022,Waitemata
Grey,Trailer,AVON,2009,Trailer,13/12/2021,Auckland City
Green,Mitsubishi,L200,1998,Utility,23/02/2022,Bay of Plenty
Blue,Holden,COMMODORE,2004,Saloon,21/03/2022,Waikato
Silver,Kia,PRIDE,1996,Hatchback,30/01/2022,Waitemata
White,Isuzu,N SERIES,2022,Other Truck,25/03/2022,Southern
White,Toyota,CAMRY,2000,Stationwagon,15/03/2022,Canterbury
White,Nissan,NAVARA,1995,Utility,28/02/2022,Northland
Black,Nissan,SKYLINE,2007,Saloon,21/11/2021,Counties/Manukau
Black,Mercedes-Benz,X-CLASS,2020,Utility,18/02/2022,Counties/Manukau
Silver,Toyota,CALDINA,2004,Stationwagon,28/02/2022,Canterbury
White,Mitsubishi,L300,2012,Light Van,4/04/2022,Waitemata
Grey,Kia,SORENTO,2022,Stationwagon,21/03/2022,Auckland City
Blue,Ford,XLT ECONOVAN,1991,Other Truck,5/03/2022,Central
Grey,Honda,ACCORD,2008,Saloon,10/03/2022,Counties/Manukau
Grey,Audi,RS4,2015,Stationwagon,9/02/2022,Counties/Manukau
Black,Toyota,AQUA,2014,Hatchback,31/03/2022,Auckland City
,,,0,,23/02/2022,Waitemata
Silver,Toyota,AQUA,2016,Hatchback,4/04/2022,Auckland City
Black,Nissan,NAVARA,2022,Utility,1/04/2022,Bay of Plenty
Grey,Toyota,STARLET,1998,Hatchback,2/03/2022,Wellington
Red,Toyota,RACTIS,2008,Hatchback,3/03/2022,Counties/Manukau
White,Toyota,AQUA,2014,Hatchback,1/04/2022,Counties/Manukau
Black,Subaru,LEGACY,2006,Stationwagon,21/11/2021,Waitemata
Silver,Holden,BERLINA,2003,Saloon,31/03/2022,Bay of Plenty
Blue,BMW,323I,2005,Saloon,3/04/2022,Waitemata
Silver,BMW,X5,2012,Stationwagon,2/04/2022,Waitemata
Yellow,Mercedes-Benz,SPRINTER,2018,Light Van,22/03/2022,Counties/Manukau
Silver,Mitsubishi,TRITON,2014,Utility,26/03/2022,Waitemata
White,Isuzu,NKR250,1990,Flat Deck Truck,19/02/2022,Tasman
Grey,Nissan,PRIMERA,1996,Saloon,21/03/2022,Wellington
White,Toyota,HI LUX,1990,Flat Deck Truck,26/01/2022,Wellington
Silver,Toyota,MARKX,2005,Saloon,25/03/2022,Bay of Plenty
White,Ford,TRANSIT,1998,Mobile Home - Light,17/01/2022,Auckland City
Red,Holden,COMMODORE EXECUTIVE,1990,Saloon,2/04/2022,Southern
Silver,Nissan,SENTRA,1990,Saloon,18/10/2021,Central
Grey,Mitsubishi,L200 SPORT,1990,Utility,7/10/2021,Central
White,Toyota,COROLLA L/B MAN,1990,Sports Car,30/03/2022,Eastern
Blue,Mazda,ASTINA GLX,1991,Hatchback,30/01/2022,Canterbury
Blue,Mitsubishi,L200,1991,Utility,25/12/2021,Wellington
Silver,Mitsubishi,LANCER,1991,Saloon,2/03/2022,Northland
Red,Mitsubishi,L200,1991,Other Truck,7/11/2021,Auckland City
White,Subaru,LEGACY,1991,Stationwagon,2/04/2022,Counties/Manukau
Red,Toyota,HILUX 2.4 CAB/C,1991,Utility,8/03/2022,Bay of Plenty
Red,Honda,CIVIC 4DR LX MAN,1991,Saloon,23/11/2021,Wellington
Brown,Ford,ECONOVAN LWB GLAS,1991,Light Van,6/12/2021,Bay of Plenty
Grey,Kea,K744T,2010,Trailer,2/04/2022,Northland
Silver,Trailer,LIGHT,2000,Trailer,29/01/2022,Bay of Plenty
White,Trailer,FACTORY BUILT,2010,Trailer,1/03/2022,Central
Silver,Trailer,BOAT,2006,Boat Trailer,28/03/2022,Bay of Plenty
Yellow,Trailer,SULLAIR 185,2010,Trailer - Heavy,22/03/2022,Waikato
Silver,Kea,K85SAT,2010,Trailer,17/11/2021,Northland
Grey,Toko,5M BOAT TRAILER,2006,Boat Trailer,11/10/2021,Southern
Green,Trailer,4A TIPPER TRAILER,2010,Trailer - Heavy,16/02/2022,Counties/Manukau
Silver,Trailer,TANDEM,2010,Trailer,18/10/2021,Bay of Plenty
Silver,Briford,8X4,2010,Trailer,14/11/2021,Tasman
Grey,Homebuilt,BOAT TRAILER,1990,Boat Trailer,20/03/2022,Waikato
Grey,Trailer,BOAT,1997,Boat Trailer,28/11/2021,Waitemata
Green,Trailer,HOMEBUILT,2001,Trailer,19/03/2022,Canterbury
White,Trailer,CLOSED IN,2010,Trailer,10/01/2022,Auckland City
White,Trailer,SHUTTLE,2007,Trailer,15/03/2022,Central
Grey,Audi,Q7,2008,Stationwagon,26/10/2021,Wellington
Silver,Trailer,8X5 ELITE TANDEM,2011,Trailer,17/01/2022,Tasman
Silver,Pinto,BRAKED TANDEM,2011,Trailer,2/02/2022,Counties/Manukau
Silver,Homebuilt,TRAILER,2011,Trailer,1/01/2022,Tasman
Silver,Trailer,KEVIN HYDE ENG,2005,Boat Trailer,8/03/2022,Canterbury
Silver,Briford,"8X4'6""",2011,Trailer,7/03/2022,Canterbury
Silver,Trailer,DOMESTIC TRAILER,2011,Trailer,21/02/2022,Waikato
Silver,Trailer,TRAILER WORLD 10X6,2011,Trailer,8/12/2021,Counties/Manukau
Silver,Trailer,EUTE 8X4 5,2011,Trailer,6/02/2022,Wellington
Silver,Trailer,ELITE 8X4 T,2011,Trailer,5/03/2022,Canterbury
Silver,Homebuilt,,1993,Trailer,12/12/2021,Waitemata
